
[00:00:00.000 --> 00:00:01.280]  鄭英姐妹早晨
[00:00:01.280 --> 00:00:02.560]  弟兄姐妹早安
[00:00:02.560 --> 00:00:05.640]  聲音說在白髮之人面前
[00:00:05.640 --> 00:00:06.660]  你要站起來
[00:00:06.660 --> 00:00:10.500]  聲音說在白髮的人面前你要站起來
[00:00:10.500 --> 00:00:12.540]  我現在看到起碼有
[00:00:12.540 --> 00:00:13.320]  1
[00:00:13.320 --> 00:00:14.080]  2 3
[00:00:14.080 --> 00:00:15.100]  3個白髮的
[00:00:15.100 --> 00:00:18.440]  我現在起碼看見有3位是白髮的
[00:00:18.440 --> 00:00:19.200]  紅太是不是
[00:00:19.200 --> 00:00:20.480]  紅太是不是
[00:00:20.480 --> 00:00:22.280]  還有4個啊
[00:00:22.280 --> 00:00:23.300]  4位
[00:00:23.300 --> 00:00:24.580]  5個
[00:00:24.580 --> 00:00:25.340]  5個
[00:00:25.340 --> 00:00:28.920]  其他你覺得自己不是白髮的機生
[00:00:29.180 --> 00:00:33.020]  其他你覺得你不是白髮的你站起來
[00:00:33.020 --> 00:00:37.880]  你覺得自己不是白髮的
[00:00:37.880 --> 00:00:39.160]  我要向白髮的人
[00:00:39.160 --> 00:00:41.220]  我要向白髮的人
[00:00:41.220 --> 00:00:41.980]  致敬
[00:00:41.980 --> 00:00:43.780]  謝謝
[00:00:43.780 --> 00:00:51.700]  其實我都滿頭白髮的
[00:00:51.700 --> 00:00:55.540]  不過現在全部都是黑髮的
[00:00:55.540 --> 00:00:57.340]  因為我用了增光那隻
[00:00:57.600 --> 00:01:03.740]  新的染髮劑
[00:01:03.740 --> 00:01:08.600]  那你如果想起白髮你會想起哪些人
[00:01:08.600 --> 00:01:11.940]  那你看到白髮你會想到哪一些人
[00:01:11.940 --> 00:01:13.980]  我會想到何以思教師
[00:01:13.980 --> 00:01:19.620]  我會想到那個何以思教師
[00:01:19.620 --> 00:01:23.460]  我常常提到那個在中國傳福音那個傳教師
[00:01:23.700 --> 00:01:29.860]  因為他在離開香港之前我也有機會是或者他是離開了香港回美國了
[00:01:29.860 --> 00:01:31.900]  回到香港我們有機會見到他
[00:01:31.900 --> 00:01:37.020]  因為他離開了香港回到美國再回到香港我有機會再看見他
[00:01:37.020 --> 00:01:41.880]  他也是這個尖沙咀希伯倫堂的
[00:01:41.880 --> 00:01:42.660]  創會者
[00:01:42.660 --> 00:01:46.480]  他是尖沙咀希伯倫堂
[00:01:46.480 --> 00:01:48.020]  堂那個
[00:01:48.020 --> 00:01:49.820]  創會那個人
[00:01:49.820 --> 00:01:52.120]  是宣導會的
[00:01:52.380 --> 00:01:55.700]  今天我就要在
[00:01:55.700 --> 00:02:00.320]  兩位聖經裏面的女長者
[00:02:00.320 --> 00:02:02.100]  要面前站起來
[00:02:02.100 --> 00:02:08.500]  今天早上我們要在這兩位聖經中所講的女的長者面前站起來
[00:02:08.500 --> 00:02:11.840]  尊重長者是神的心意
[00:02:11.840 --> 00:02:14.660]  尊重長者是神的信義來的
[00:02:14.660 --> 00:02:17.220]  是耶和華說的
[00:02:17.460 --> 00:02:22.580]  你們不單要尊敬老人同時要敬畏
[00:02:22.580 --> 00:02:26.160]  敬畏我耶和華
[00:02:26.160 --> 00:02:27.960]  敬畏我耶和華
[00:02:27.960 --> 00:02:32.560]  這兩位長者其實和我們現今的生命
[00:02:32.560 --> 00:02:34.360]  是有很重要的關聯
[00:02:34.360 --> 00:02:38.460]  其實這兩位長者對我們現在的生命很有關聯的
[00:02:38.460 --> 00:02:41.520]  第一位長者就是
[00:02:41.520 --> 00:02:44.340]  亞伯拉罕的妻子薩拉
[00:02:44.340 --> 00:02:47.420]  是亞伯拉罕的妻子薩拉
[00:02:47.680 --> 00:02:49.980]  故事發生在薩拉
[00:02:49.980 --> 00:02:51.500]  九十歲的時候
[00:02:51.500 --> 00:02:55.340]  故事發生在薩拉九十歲的時候
[00:02:55.340 --> 00:02:56.620]  她沒有
[00:02:56.620 --> 00:02:57.900]  沒有小孩
[00:02:57.900 --> 00:02:58.940]  她沒有小孩
[00:02:58.940 --> 00:03:00.220]  她的丈夫
[00:03:00.220 --> 00:03:02.780]  亞伯拉罕當時已經九十九歲了
[00:03:02.780 --> 00:03:04.560]  她的丈夫亞伯拉罕
[00:03:04.560 --> 00:03:06.860]  那時候已經九十九歲了
[00:03:06.860 --> 00:03:07.640]  有一天
[00:03:07.640 --> 00:03:08.400]  有一天
[00:03:08.400 --> 00:03:11.740]  有三個人來到這個萬利象樹
[00:03:11.740 --> 00:03:15.060]  亞伯拉罕和薩拉夫婦居住的地方
[00:03:15.060 --> 00:03:16.860]  有三個人來到
[00:03:17.100 --> 00:03:21.460]  萬利象樹亞伯拉罕和薩拉夫婦居住的地方
[00:03:21.460 --> 00:03:24.280]  亞伯拉罕一見到這三個人
[00:03:24.280 --> 00:03:27.600]  亞伯拉罕一看見這三個人
[00:03:27.600 --> 00:03:31.960]  他就馬上從帳篷門口跑去迎接他們
[00:03:31.960 --> 00:03:35.540]  他就馬上從那個帳篷門口跑去迎接他們
[00:03:35.540 --> 00:03:38.100]  我們看就是亞伯拉罕
[00:03:38.100 --> 00:03:39.120]  俯伏在地
[00:03:39.120 --> 00:03:41.940]  曾經說亞伯拉罕他俯伏在地
[00:03:41.940 --> 00:03:45.260]  起碼都跪在地上
[00:03:45.780 --> 00:03:49.360]  然後說我主我若在你眼前蒙恩
[00:03:49.360 --> 00:03:52.700]  然後說我主我若在你眼前蒙恩
[00:03:52.700 --> 00:03:55.760]  求你不要離開僕人往前去
[00:03:55.760 --> 00:03:58.840]  求你不要離開僕人往前去
[00:03:58.840 --> 00:04:00.880]  用我拿點水來
[00:04:00.880 --> 00:04:02.160]  你們洗洗腳
[00:04:02.160 --> 00:04:04.720]  用我拿點水來你們洗洗腳
[00:04:04.720 --> 00:04:06.520]  在樹下潔洗潔洗
[00:04:06.520 --> 00:04:08.300]  在樹下洗洗洗洗一下
[00:04:08.300 --> 00:04:12.140]  亞伯拉罕稱呼他們為我主
[00:04:12.140 --> 00:04:15.480]  亞伯拉罕稱呼他們為我主
[00:04:15.740 --> 00:04:19.060]  他是我的主人
[00:04:19.060 --> 00:04:20.860]  十分尊重這三個人
[00:04:20.860 --> 00:04:23.940]  可見到他是十分尊重那三位的人
[00:04:23.940 --> 00:04:25.720]  徵得他們同意之後
[00:04:25.720 --> 00:04:27.260]  徵得他們同意之後
[00:04:27.260 --> 00:04:31.360]  除了馬上拿水來給他們洗洗腳之外
[00:04:31.360 --> 00:04:34.940]  除了馬上拿水來給他們洗洗腳之外
[00:04:34.940 --> 00:04:37.760]  並且為他們預備一些食物
[00:04:37.760 --> 00:04:40.580]  並且為他們預備一些食物
[00:04:40.820 --> 00:04:45.940]  他說我再拿一些餅過來
[00:04:45.940 --> 00:04:50.040]  亞伯拉罕預備了什麼東西給這三位
[00:04:50.040 --> 00:04:51.840]  從神而來的人
[00:04:51.840 --> 00:04:54.900]  亞伯拉罕他預備什麼東西
[00:04:54.900 --> 00:04:57.200]  給那三位從神而來的人
[00:04:57.200 --> 00:05:00.280]  其實一點餅就不是一點餅那麼簡單
[00:05:00.280 --> 00:05:03.360]  其實一點餅不是一點餅那麼簡單
[00:05:03.360 --> 00:05:07.960]  除了用很多麵去做餅之外
[00:05:07.960 --> 00:05:08.980]  除了用麵來做餅之外
[00:05:09.240 --> 00:05:12.060]  除了用麵來做餅之外
[00:05:12.060 --> 00:05:13.080]  他還
[00:05:13.080 --> 00:05:19.740]  拉了一隻又嫩又好的牛肚來煮給他們吃
[00:05:19.740 --> 00:05:23.320]  他還拉了一個又肥又美的牛肚來
[00:05:23.320 --> 00:05:26.400]  又嫩又好的牛肚
[00:05:26.400 --> 00:05:30.480]  奶油和奶都預備
[00:05:30.480 --> 00:05:32.800]  奶油和奶都有預備
[00:05:33.820 --> 00:05:39.700]  是一個全餐,很豐富的全餐
[00:05:39.700 --> 00:05:41.500]  預備了給這三位客人
[00:05:41.500 --> 00:05:47.900]  可見當時的遊牧民族,東方那種熱情好客的風俗
[00:05:47.900 --> 00:05:54.300]  可見當時的遊牧民族,東方那種熱情好客的風俗
[00:05:54.300 --> 00:05:59.680]  誰知這三個人當中
[00:05:59.680 --> 00:06:02.240]  其中一個突然問亞伯拉罕
[00:06:02.500 --> 00:06:06.600]  其中有一個突然問亞伯拉罕
[00:06:06.600 --> 00:06:07.880]  你的撒拉
[00:06:07.880 --> 00:06:14.280]  你的妻子撒拉在哪裏呀?你的妻子撒拉在哪裏呢?原來她就是在後面的帳篷裏面
[00:06:14.280 --> 00:06:17.860]  原來她就是在後面的帳篷裏面
[00:06:17.860 --> 00:06:20.680]  這個人就說
[00:06:20.680 --> 00:06:24.780]  到明年這個時候我必要回到你這裏
[00:06:24.780 --> 00:06:28.360]  到明年同一個時候我必要回到你這裏
[00:06:28.360 --> 00:06:30.140]  你的妻子撒拉
[00:06:30.140 --> 00:06:32.200]  必生一個兒子
[00:06:32.460 --> 00:06:35.280]  你的妻子撒拉必生一個兒子
[00:06:35.280 --> 00:06:40.140]  撒拉就在那個人後面的帳篷門口
[00:06:40.140 --> 00:06:43.980]  撒拉就在那個人後面的那個帳篷門口
[00:06:43.980 --> 00:06:46.020]  也聽見這話
[00:06:46.020 --> 00:06:47.560]  也聽見這話
[00:06:47.560 --> 00:06:51.140]  我們要嘗試了解這三個人是誰
[00:06:51.140 --> 00:06:53.960]  我們要嘗試了解這三個人是誰
[00:06:53.960 --> 00:06:56.780]  從13節我們可以知道
[00:06:56.780 --> 00:06:59.860]  對亞伯拉罕說話的那個
[00:06:59.860 --> 00:07:02.160]  就是耶和華神
[00:07:02.420 --> 00:07:08.560]  從13節我們就知道三個人之中對亞伯拉罕說這個話的人
[00:07:08.560 --> 00:07:10.360]  就是耶和華神
[00:07:10.360 --> 00:07:12.920]  而其他兩個人相信是天使
[00:07:12.920 --> 00:07:15.220]  而其他兩位就是天使
[00:07:15.220 --> 00:07:18.800]  很明顯撒拉是聽到耶和華向
[00:07:18.800 --> 00:07:20.840]  亞伯拉罕宣告的預言
[00:07:20.840 --> 00:07:25.960]  很明顯撒拉是聽到耶和華向亞伯拉罕宣告的預言
[00:07:25.960 --> 00:07:28.780]  就說明年這個時候他必
[00:07:29.300 --> 00:07:34.680]  一定會生一個兒子,就說明年這個時候他必會生一個兒子
[00:07:34.680 --> 00:07:38.000]  大家想一想當撒拉聽到
[00:07:38.000 --> 00:07:44.400]  這些話之後他有什麼反應呢?大家想一想當撒拉聽見之後他會有什麼反應呢?
[00:07:44.400 --> 00:07:45.160]  大家想一想當撒拉聽見之後他會有什麼反應呢?
[00:07:45.160 --> 00:07:49.780]  你會不會好像撒拉一樣呢?你會不會好像撒拉一樣呢?
[00:07:49.780 --> 00:07:51.820]  撒拉心裏暗笑
[00:07:51.820 --> 00:07:53.620]  撒拉心裏暗笑
[00:07:53.620 --> 00:07:55.920]  我既已衰敗
[00:07:56.440 --> 00:08:01.560]  我既已衰敗,我主也老邁
[00:08:01.560 --> 00:08:06.420]  豈能有這喜事呢?
[00:08:06.420 --> 00:08:08.460]  雖然耶和華
[00:08:08.460 --> 00:08:09.480]  指出
[00:08:09.480 --> 00:08:11.540]  撒拉你偷笑
[00:08:11.540 --> 00:08:14.600]  雖然耶和華指出撒拉在暗笑
[00:08:14.600 --> 00:08:16.400]  但是撒拉否認
[00:08:16.400 --> 00:08:19.220]  但是撒拉不承認
[00:08:19.220 --> 00:08:22.040]  因為他想掩飾
[00:08:22.280 --> 00:08:27.640]  但是到了最後耶和華清楚指證撒拉
[00:08:27.640 --> 00:08:28.680]  實在是笑了
[00:08:28.680 --> 00:08:33.280]  到了最後耶和華清楚地指證撒拉實在是笑了
[00:08:33.280 --> 00:08:35.080]  由此可見這個人
[00:08:35.080 --> 00:08:37.380]  不是非彼常人
[00:08:37.380 --> 00:08:40.960]  由此可見這個人是非彼常人
[00:08:40.960 --> 00:08:43.000]  他就是耶和華
[00:08:43.000 --> 00:08:44.540]  他就是耶和華
[00:08:44.540 --> 00:08:48.900]  神可以看到人暗裏面所做的是什麼事
[00:08:49.160 --> 00:08:53.760]  神可以看到人暗地裏所做的是什麼事
[00:08:53.760 --> 00:08:54.780]  再說
[00:08:54.780 --> 00:08:56.320]  耶和華再說
[00:08:56.320 --> 00:08:59.900]  他說耶和華豈有難成的事嗎
[00:08:59.900 --> 00:09:02.980]  他說耶和華豈有難成的事嗎
[00:09:02.980 --> 00:09:05.280]  到了日期明年這時候
[00:09:05.280 --> 00:09:07.840]  到了日期明年這個時候
[00:09:07.840 --> 00:09:10.140]  我必會到你那裏
[00:09:10.140 --> 00:09:12.460]  我必會到你這裏
[00:09:12.460 --> 00:09:15.020]  撒拉必生一個兒子
[00:09:15.020 --> 00:09:17.820]  撒拉必生一個兒子
[00:09:18.080 --> 00:09:20.900]  讓我們看看一年後發生什麼事
[00:09:20.900 --> 00:09:23.980]  讓我們再看一看一年之後發生什麼事情
[00:09:23.980 --> 00:09:27.820]  這是記載在創世紀第21章第1至第3節
[00:09:27.820 --> 00:09:31.140]  這個記載在創世紀21章1到3節
[00:09:31.140 --> 00:09:34.460]  耶和華按照先前的話眷顧撒拉
[00:09:34.460 --> 00:09:37.020]  耶和華按照先前的話
[00:09:37.020 --> 00:09:38.560]  眷顧撒拉
[00:09:38.560 --> 00:09:40.100]  便照他所說的
[00:09:40.100 --> 00:09:41.900]  給撒拉成就
[00:09:41.900 --> 00:09:44.960]  便照他所說的給撒拉成就
[00:09:45.220 --> 00:09:48.300]  當阿伯拉罕年老的時候撒拉懷了孕
[00:09:48.300 --> 00:09:51.620]  當阿伯拉罕年老的時候撒拉懷了孕
[00:09:51.620 --> 00:09:55.720]  刀神所說的日期就給阿伯拉罕生了一個兒子
[00:09:55.720 --> 00:10:00.320]  刀神所說的日期就給阿伯拉罕生了一個兒子
[00:10:00.320 --> 00:10:02.120]  阿伯拉罕
[00:10:02.120 --> 00:10:03.900]  給撒拉所生的兒子
[00:10:03.900 --> 00:10:05.180]  給撒拉所生的兒子
[00:10:05.180 --> 00:10:06.460]  起名叫以撒
[00:10:06.460 --> 00:10:10.560]  阿伯拉罕給撒拉所生的兒子起名叫以撒
[00:10:10.820 --> 00:10:15.160]  所以一年之後撒拉果然蒙神眷顧懷孕生子
[00:10:15.160 --> 00:10:20.040]  所以一年之後撒拉果然蒙神眷顧懷孕生子
[00:10:20.040 --> 00:10:23.360]  他起初的暗笑變為喜笑
