
[00:00:00.000 --> 00:00:03.440]  今天是兒童主日
[00:00:03.440 --> 00:00:06.200]  爲什麼兒童主日沒有兒童呢?
[00:00:06.200 --> 00:00:09.480]  兒童主日呢,有一個呀
[00:00:09.480 --> 00:00:11.120]  讓我看看你的樣子
[00:00:11.120 --> 00:00:12.280]  Hello
[00:00:12.280 --> 00:00:16.280]  好呀,有一個小朋友也來到我們當中敬拜,感謝主呀
[00:00:16.280 --> 00:00:21.480]  兒童主日顧名思義就是分享一些有關兒童的信息
[00:00:21.480 --> 00:00:26.280]  但不是給兒童的,是給我們大人的
[00:00:26.280 --> 00:00:29.000]  今天我選了這段經文
[00:00:29.000 --> 00:00:33.600]  其實分別在《馬可福音》、《馬太福音》和《路加福音》
[00:00:33.600 --> 00:00:36.200]  同時也有出現過
[00:00:36.200 --> 00:00:44.200]  這三段經文裏也很詳細地講述這件事情
[00:00:44.200 --> 00:00:48.000]  可以打那三段經文出來讓我們看看
[00:00:48.000 --> 00:00:50.000]  我最後就是
[00:00:50.000 --> 00:00:52.200]  分別他們也看到了
[00:00:52.200 --> 00:00:57.600]  分別有四節,三節三節
[00:00:57.600 --> 00:01:01.200]  我今天選了《馬可福音》第十章
[00:01:01.200 --> 00:01:03.200]  十三到十六節
[00:01:03.200 --> 00:01:08.000]  因爲這段經文比其他兩段更加詳細
[00:01:08.000 --> 00:01:12.400]  於是我就用了這一段跟大家分享
[00:01:12.400 --> 00:01:16.000]  我們一起讀一次這段經文吧
[00:01:16.000 --> 00:01:20.200]  有人帶着小孩子來見耶穌
[00:01:20.200 --> 00:01:22.600]  要耶穌摸他們
[00:01:22.600 --> 00:01:25.800]  門徒便緊閉那些人
[00:01:25.800 --> 00:01:30.200]  耶穌看見就牢牢對門徒說
[00:01:30.200 --> 00:01:33.600]  讓小孩子到我這裏來
[00:01:33.600 --> 00:01:36.000]  不要禁止他們
[00:01:36.000 --> 00:01:40.600]  因爲在神國的正是這樣的人
[00:01:40.600 --> 00:01:43.200]  我實在告訴你們
[00:01:43.200 --> 00:01:46.000]  凡要承受神國的
[00:01:46.000 --> 00:01:48.600]  若不像小孩子
[00:01:48.600 --> 00:01:50.800]  斷不能進去
[00:01:50.800 --> 00:01:53.600]  於是抱着小孩子
[00:01:53.600 --> 00:01:55.800]  給他們按手
[00:01:55.800 --> 00:01:58.000]  爲他們祝福
[00:01:58.000 --> 00:02:01.200]  這段經文可能大家都很熟悉了
[00:02:01.200 --> 00:02:03.400]  但今天我們看看
[00:02:03.400 --> 00:02:06.000]  神對我們有什麼說話
[00:02:06.000 --> 00:02:08.000]  我們一起禱告
[00:02:08.000 --> 00:02:09.400]  真是天父上帝
[00:02:09.400 --> 00:02:13.800]  多謝禰讓我們在今天來到禰的殿中敬拜
[00:02:13.800 --> 00:02:16.000]  求主禰開我們的眼睛
[00:02:16.000 --> 00:02:17.400]  開我們的耳朵
[00:02:17.400 --> 00:02:18.600]  開我們的心
[00:02:18.600 --> 00:02:20.800]  讓我們清楚明白
[00:02:20.800 --> 00:02:23.000]  聽到禰對我們的說話
[00:02:23.000 --> 00:02:27.600]  求孩子讓我清楚聽到禰的信息
[00:02:27.600 --> 00:02:31.200]  讓所聽的明白禰要對他們的說話
[00:02:31.200 --> 00:02:33.400]  我們同心在禰面前祈禱
[00:02:33.400 --> 00:02:35.800]  奉靠主耶穌聖明而求
[00:02:35.800 --> 00:02:37.000]  阿們
[00:02:37.000 --> 00:02:40.800]  這段經文是在《馬可福音》
[00:02:40.800 --> 00:02:44.000]  之前的一到十二節
[00:02:44.000 --> 00:02:50.800]  正是講有關離婚的事情
[00:02:50.800 --> 00:02:55.800]  在當時的歷史背景中
[00:02:55.800 --> 00:02:58.800]  作爲婦女和小孩子
[00:02:58.800 --> 00:03:01.400]  都是沒有地位的
[00:03:01.400 --> 00:03:05.600]  即使在數點人數的時候
[00:03:05.600 --> 00:03:10.800]  婦女和小孩子都不是計入裏面
[00:03:10.800 --> 00:03:13.600]  但在神角中
[00:03:13.600 --> 00:03:15.400]  卻不一樣
[00:03:15.400 --> 00:03:16.800]  神告訴我們
[00:03:16.800 --> 00:03:22.000]  婦女和小孩子都是很重要的
[00:03:22.000 --> 00:03:24.200]  在這段經文中
[00:03:24.200 --> 00:03:28.000]  有人帶着小孩子來見耶穌
[00:03:28.000 --> 00:03:29.600]  這個"有人"
[00:03:29.600 --> 00:03:33.200]  沒有很清楚講明這些人是什麼人
[00:03:33.200 --> 00:03:35.200]  可能是他們的父母
[00:03:35.200 --> 00:03:37.600]  也可能是他們的長輩
[00:03:37.600 --> 00:03:41.800]  他們要求耶穌摸他們
[00:03:41.800 --> 00:03:43.400]  爲什麼要摸他們呢?
[00:03:43.400 --> 00:03:47.400]  小孩子在猶太人中
[00:03:47.400 --> 00:03:50.000]  十二歲以下是小朋友
[00:03:50.000 --> 00:03:53.200]  十三歲以下已經是成人
[00:03:53.200 --> 00:03:55.600]  他們要求耶穌摸他們
[00:03:55.600 --> 00:03:58.600]  就等於要祝福他們
[00:03:58.600 --> 00:04:02.800]  希望他們可以得到大拉比的祝福
[00:04:02.800 --> 00:04:05.200]  即是大教師的祝福
[00:04:05.200 --> 00:04:09.600]  但是門徒卻斥責這羣人
[00:04:09.600 --> 00:04:15.400]  這羣門徒很認定耶穌是尼賽亞
[00:04:15.400 --> 00:04:18.600]  他將會是神角的君王
[00:04:18.600 --> 00:04:20.200]  這羣門徒
[00:04:20.200 --> 00:04:21.800]  第一代的門徒
[00:04:21.800 --> 00:04:23.400]  很自然地想到
[00:04:23.400 --> 00:04:25.400]  他們自己是什麼?
[00:04:25.400 --> 00:04:28.200]  他們自己就是開國功臣
[00:04:28.200 --> 00:04:29.800]  因爲他們是第一批
[00:04:29.800 --> 00:04:32.000]  接着是大君王
[00:04:32.000 --> 00:04:36.600]  所以他們不僅在廣歷經文中
[00:04:36.600 --> 00:04:38.400]  稱誰爲大
[00:04:38.400 --> 00:04:43.800]  更加阻擋人們去見耶穌
[00:04:43.800 --> 00:04:45.200]  因爲他們可能覺得
[00:04:45.200 --> 00:04:48.000]  這羣小朋友都沒什麼價值
[00:04:48.000 --> 00:04:49.200]  沒什麼用
[00:04:49.200 --> 00:04:52.800]  爲什麼要去見一個這麼重要的大君王呢?
[00:04:52.800 --> 00:04:57.200]  但是耶穌卻是很老奴
[00:04:57.200 --> 00:04:58.800]  很嬲奴
[00:04:58.800 --> 00:05:02.200]  記不記得耶穌除了在這裏很嬲奴之外
[00:05:02.200 --> 00:05:06.000]  還在經文裏很嬲奴
[00:05:06.000 --> 00:05:08.000]  記不記得?
[00:05:08.000 --> 00:05:10.200]  是的,在聖殿裏
[00:05:10.200 --> 00:05:12.000]  他也是很嬲奴的
[00:05:12.000 --> 00:05:16.000]  他很嬲奴地跟門徒說
[00:05:16.000 --> 00:05:19.400]  讓小朋友來到我面前
[00:05:19.400 --> 00:05:21.400]  不要禁止他們
[00:05:21.400 --> 00:05:25.800]  因爲神角只是要這些人
[00:05:25.800 --> 00:05:27.400]  只是要這些人
[00:05:27.400 --> 00:05:29.800]  不是全部都是小孩子
[00:05:29.800 --> 00:05:31.600]  接着他說
[00:05:31.600 --> 00:05:34.000]  我實在告訴你們
[00:05:34.000 --> 00:05:35.400]  在福音書裏
[00:05:35.400 --> 00:05:37.000]  我們經常看到
[00:05:37.000 --> 00:05:39.600]  我實實在在地告訴你們
[00:05:39.600 --> 00:05:41.400]  我實在告訴你們
[00:05:41.400 --> 00:05:42.600]  當你一看到這個
[00:05:42.600 --> 00:05:44.000]  我實在告訴你們
[00:05:44.000 --> 00:05:46.000]  我實實在在地告訴你們
[00:05:46.000 --> 00:05:47.400]  即是叫我們
[00:05:47.400 --> 00:05:51.200]  認真要去看看下面說什麼
[00:05:51.200 --> 00:05:52.800]  下面他告訴我們
[00:05:52.800 --> 00:05:55.200]  凡是要承受神角的
[00:05:55.200 --> 00:05:57.600]  如果不像小孩子
[00:05:57.600 --> 00:05:59.600]  斷不能進去
[00:05:59.600 --> 00:06:02.800]  如果我們作爲一個門徒
[00:06:02.800 --> 00:06:04.400]  作爲一個大人
[00:06:04.400 --> 00:06:09.200]  我們不像小朋友那種單純依靠的心
[00:06:09.200 --> 00:06:12.400]  我們是進不了神的角
