
[00:00:00.000 --> 00:00:07.000]  不肯定大家是否同意這個世界越來越多假東西
[00:00:07.000 --> 00:00:12.000]  我們的學歷可以是假的,我們的證件可以是假的
[00:00:12.000 --> 00:00:16.000]  女士們最喜歡買的包包都可以有A貨,是不是?
[00:00:16.000 --> 00:00:21.000]  完美的身材可以是假的,漂亮的面孔都可以是假的
[00:00:21.000 --> 00:00:32.000]  我最近聽說現在在實驗室裏面製造出來的鑽石,專家分辨不到真假的
[00:00:32.000 --> 00:00:36.000]  在這個世代,真與假就越難分辨
[00:00:36.000 --> 00:00:41.000]  甚至我覺得有個現象就是越來越覺得不需要分辨
[00:00:41.000 --> 00:00:45.000]  為什麼?合用就可以,開心就可以,是不是?
[00:00:45.000 --> 00:00:49.000]  不過有一些真與假卻是致命的
[00:00:49.000 --> 00:00:52.000]  今天我們所讀的經文告訴我們
[00:00:52.000 --> 00:00:56.000]  有一些真假是很重要的
[00:00:56.000 --> 00:01:02.000]  如果我們陷入一個詐騙案的時候
[00:01:02.000 --> 00:01:06.000]  我們隨時會去到所謂的KK園,大家有沒有聽過?
[00:01:06.000 --> 00:01:08.000]  進入KK園的時候就大件事了
[00:01:08.000 --> 00:01:12.000]  你能夠全身而退出來的機會,真是微乎其微
[00:01:12.000 --> 00:01:21.000]  今天聖經告訴我們,有一些真與假不單是影響我們地上的生活那麼簡單
[00:01:21.000 --> 00:01:26.000]  有一些真與假是影響我們屬天的生命,永恆的結局
[00:01:26.000 --> 00:01:30.000]  作為基督徒,最重要我們要問的問題就是
[00:01:30.000 --> 00:01:33.000]  我們能不能夠分辨屬靈的A貨?
[00:01:33.000 --> 00:01:36.000]  你覺得你可不可以分辨得到?
[00:01:36.000 --> 00:01:44.000]  讓我們一同通過今天的經文一起看看保羅在這方面的教導
[00:01:44.000 --> 00:01:47.000]  保羅在經文一開始的時候
[00:01:47.000 --> 00:01:53.000]  他就很強調他作為使徒的身份和權柄
[00:01:53.000 --> 00:01:56.000]  他強調,他說我作為使徒
[00:01:56.000 --> 00:02:00.000]  這個身份不是出於人,不是藉著人
[00:02:00.000 --> 00:02:05.000]  乃是藉著耶穌基督與叫他從死裡復活的父神
[00:02:05.000 --> 00:02:08.000]  我的權柄是來自這樣的
[00:02:08.000 --> 00:02:12.000]  這個強調是相當重要的
[00:02:12.000 --> 00:02:17.000]  意思是他所說的不是他自話自說
[00:02:17.000 --> 00:02:24.000]  而是他從神所領受的說話現在就說出來
[00:02:24.000 --> 00:02:28.000]  即是說他將要在這個書卷裡面所說的信息
[00:02:28.000 --> 00:02:33.000]  是帶有神的權柄,而不是單是人的說話
[00:02:33.000 --> 00:02:37.000]  這一點很重要,因為這一點告訴我們
[00:02:37.000 --> 00:02:43.000]  我們今天所相信的福音並不是人的創造
[00:02:43.000 --> 00:02:50.000]  今天我們需要明白基督教和今天很多的宗教
[00:02:50.000 --> 00:02:52.000]  有一個很重要的不同的地方
[00:02:52.000 --> 00:02:56.000]  今天我們所信的基督教是神所啟示的信心
[00:02:56.000 --> 00:03:01.000]  而其他很多地上的宗教都是人去尋找神
[00:03:01.000 --> 00:03:05.000]  通過什麼?通過傳說,通過自己的默想、潛修
[00:03:05.000 --> 00:03:10.000]  甚至是幻想去製造一些宗教
[00:03:10.000 --> 00:03:13.000]  那你說什麼叫做神的啟示呢?
[00:03:13.000 --> 00:03:18.000]  神的啟示就是如果不是神親自告訴我們他是誰
[00:03:18.000 --> 00:03:22.000]  不是神親自告訴我們他做過什麼的時候
[00:03:22.000 --> 00:03:27.000]  我們是沒有辦法清楚知道這是一個怎樣的神
[00:03:27.000 --> 00:03:31.000]  當然,我們可以通過
[00:03:31.000 --> 00:03:35.000]  如果我們相信這個神是創造天地萬物的時候
[00:03:35.000 --> 00:03:40.000]  我們當然可以從我們周圍的外在世界的觀察
[00:03:40.000 --> 00:03:44.000]  我們可以從我們內心裡面的默想、思考
[00:03:44.000 --> 00:03:47.000]  來對這個神有一些認識
[00:03:47.000 --> 00:03:50.000]  不過這個認識始終都是很有限的
[00:03:50.000 --> 00:03:54.000]  特別對於一些我們觀察以外的東西
[00:03:54.000 --> 00:03:57.000]  看不到、經驗不到的時候
[00:03:57.000 --> 00:04:01.000]  我們只能夠猜想、只能夠估計
[00:04:01.000 --> 00:04:05.000]  那我問大家有什麼人生重要的事情
[00:04:05.000 --> 00:04:09.000]  是我們觀察不到、經驗不到的?
[00:04:09.000 --> 00:04:13.000]  舉個例子,死亡
[00:04:13.000 --> 00:04:15.000]  我們活在人世這麼久
[00:04:15.000 --> 00:04:19.000]  從來沒有聽過說,今天我們的死後世界開放日
[00:04:19.000 --> 00:04:21.000]  我們去參觀一下、理解一下
[00:04:21.000 --> 00:04:24.000]  沒有這件事情,沒有開放日
[00:04:24.000 --> 00:04:27.000]  當然,我們在人類歷史裡面
[00:04:27.000 --> 00:04:29.000]  總是聽過一些瀕臨死亡
[00:04:29.000 --> 00:04:33.000]  然後又回到人間的個案,對不對?
[00:04:33.000 --> 00:04:35.000]  有很多的,不過這些個案
[00:04:35.000 --> 00:04:38.000]  我們總是不能夠將這些個案所得到的訊息
[00:04:38.000 --> 00:04:44.000]  來結合、組成一個很清楚對死後世界的認知
[00:04:44.000 --> 00:04:45.000]  對不對?
[00:04:45.000 --> 00:04:49.000]  而這些經驗,反而這些死後瀕臨死亡
[00:04:49.000 --> 00:04:52.000]  好像死了短暫的時間,然後重新的經驗
[00:04:52.000 --> 00:04:55.000]  告訴我們一件事情,是什麼?
[00:04:55.000 --> 00:05:00.000]  我們地上的死亡,並不是人類存在的終結
[00:05:00.000 --> 00:05:04.000]  人類的死亡,並不是人生的句號
[00:05:04.000 --> 00:05:06.000]  大家最近有沒有看過一部電影?很出名的
[00:05:06.000 --> 00:05:08.000]  《又叫座又叫好》
[00:05:08.000 --> 00:05:10.000]  這部電影叫《破地獄》
[00:05:10.000 --> 00:05:14.000]  《破地獄》這部電影圍繞著一個
[00:05:14.000 --> 00:05:19.000]  香港最普遍用的一個葬禮儀式
[00:05:19.000 --> 00:05:21.000]  這是一個道教的儀式
[00:05:21.000 --> 00:05:24.000]  而這部電影圍繞著這個儀式
[00:05:24.000 --> 00:05:28.000]  探討兩代在香港之間的關係
[00:05:28.000 --> 00:05:31.000]  或者是一些傳統的觀念
[00:05:31.000 --> 00:05:33.000]  對人生的抑壓等等
[00:05:33.000 --> 00:05:37.000]  這個所謂《破地獄》這個儀式
[00:05:37.000 --> 00:05:40.000]  你可以說是一個典型的儀式
[00:05:40.000 --> 00:05:45.000]  讓仍然在世的人,對死了的親人
[00:05:45.000 --> 00:05:50.000]  內心一種的釋放,內心一種的安慰
[00:05:50.000 --> 00:05:52.000]  你說怎樣釋放呢?
[00:05:52.000 --> 00:05:56.000]  根據道教的觀念
[00:05:56.000 --> 00:05:58.000]  《破地獄》是一個儀式
[00:05:58.000 --> 00:06:01.000]  帶領那些亡者的靈魂
[00:06:01.000 --> 00:06:05.000]  從他們所謂的九層地獄的束縛裡面
[00:06:05.000 --> 00:06:08.000]  脫離出來,得以安息
[00:06:08.000 --> 00:06:16.000]  這九層地獄就代表著不同的懲罰
[00:06:16.000 --> 00:06:20.000]  南和師傅就會揮動桃木劍
[00:06:20.000 --> 00:06:26.000]  要打破圍在火爐周邊的九塊瓦片
[00:06:26.000 --> 00:06:29.000]  打破每一個瓦片就代表著
[00:06:29.000 --> 00:06:31.000]  擊破地獄的捆綁
[00:06:31.000 --> 00:06:34.000]  讓亡者的靈魂可以得著超渡
[00:06:34.000 --> 00:06:36.000]  得著輪迴
[00:06:36.000 --> 00:06:40.000]  當然了,讓在生的親人
[00:06:40.000 --> 00:06:45.000]  可以釋放他們的憂傷,痛的仇虎
[00:06:45.000 --> 00:06:47.000]  固然是一件好事
[00:06:47.000 --> 00:06:50.000]  如果,這是很大的如果
[00:06:50.000 --> 00:06:55.000]  如果這個儀式背後所代表的意義是真實的話
[00:06:55.000 --> 00:07:00.000]  是一套戲,這套戲有一幕
[00:07:00.000 --> 00:07:02.000]  主角問那些南和師傅
[00:07:02.000 --> 00:07:04.000]  你們做了這麼多法事
[00:07:04.000 --> 00:07:06.000]  從來有沒有一次
[00:07:06.000 --> 00:07:08.000]  做完法事的亡魂
[00:07:08.000 --> 00:07:10.000]  回來跟你說Thank you
[00:07:10.000 --> 00:07:12.000]  有沒有跟你說多謝
[00:07:12.000 --> 00:07:15.000]  沒有一個南和師傅說有
[00:07:15.000 --> 00:07:17.000]  沒有一個說有
[00:07:17.000 --> 00:07:18.000]  為什麼?
[00:07:18.000 --> 00:07:20.000]  因為死後的世界
[00:07:20.000 --> 00:07:24.000]  是人類經驗不到的領域
[00:07:24.000 --> 00:07:26.000]  究竟我們所謂
[00:07:26.000 --> 00:07:28.000]  道教裡面所說的九層地獄
[00:07:28.000 --> 00:07:30.000]  是不是真的呢?
[00:07:30.000 --> 00:07:32.000]  如果一個人是需要
[00:07:32.000 --> 00:07:35.000]  為他一生人所做過的錯事
[00:07:35.000 --> 00:07:39.000]  在這九層地獄裡面受苦的時候
[00:07:39.000 --> 00:07:42.000]  為什麼一個所謂破地獄的儀式
[00:07:42.000 --> 00:07:47.000]  能夠從這些懲罰裡面釋放出來呢?
[00:07:47.000 --> 00:07:53.000]  而可以直接進入他們所說的輪迴呢?
[00:07:53.000 --> 00:07:57.000]  而輪迴又是不是真的呢?
[00:07:57.000 --> 00:08:00.000]  剛才所說的問題沒有答案
[00:08:00.000 --> 00:08:02.000]  而奇怪的就是
[00:08:02.000 --> 00:08:05.000]  參與這些儀式的人
[00:08:05.000 --> 00:08:08.000]  也不會問剛才所問的問題
[00:08:08.000 --> 00:08:11.000]  戲裡面的主角說了一句話
[00:08:11.000 --> 00:08:12.000]  他說
[00:08:12.000 --> 00:08:15.000]  都是一場Show而已
[00:08:15.000 --> 00:08:16.000]  你可以說
[00:08:16.000 --> 00:08:17.000]  慢著 牧師
[00:08:17.000 --> 00:08:18.000]  沒錯
[00:08:18.000 --> 00:08:20.000]  沒有一個人能夠清楚知道
[00:08:20.000 --> 00:08:22.000]  死後的世界如何
[00:08:22.000 --> 00:08:24.000]  但是基督教
[00:08:24.000 --> 00:08:27.000]  基督徒所說的死後世界
[00:08:27.000 --> 00:08:31.000]  也沒有辦法完全去印證得到
[00:08:31.000 --> 00:08:33.000]  大家如何回答這個問題呢?
