
[00:00:00.000 --> 00:00:02.000]  各位主內的弟兄姐妹
[00:00:02.000 --> 00:00:04.000]  你們信不信
[00:00:04.000 --> 00:00:07.000]  感不感受到耶穌很愛你們?
[00:00:07.000 --> 00:00:10.000]  這麼小聲
[00:00:10.000 --> 00:00:14.000]  這本是聖經
[00:00:14.000 --> 00:00:17.000]  是記載上帝的啟示
[00:00:17.000 --> 00:00:20.000]  和祂作為的歷史事實
[00:00:20.000 --> 00:00:24.000]  要我們信耶穌基督是神的兒子
[00:00:24.000 --> 00:00:28.000]  要我們信因為耶穌的名得生命
[00:00:28.000 --> 00:00:30.000]  大家都知道
[00:00:30.000 --> 00:00:33.000]  聖經是上帝賜下的話語
[00:00:33.000 --> 00:00:35.000]  是不變的真道
[00:00:35.000 --> 00:00:37.000]  是我們每日生命的糧
[00:00:37.000 --> 00:00:39.000]  日夜要思想
[00:00:39.000 --> 00:00:42.000]  大家有沒有想像過
[00:00:42.000 --> 00:00:44.000]  外面黑色這個皮
[00:00:44.000 --> 00:00:47.000]  就好像上帝兒子耶穌基督
[00:00:47.000 --> 00:00:49.000]  穿著的外套
[00:00:49.000 --> 00:00:52.000]  背起所有人的嘴
[00:00:52.000 --> 00:00:54.000]  裡面白色發光的
[00:00:54.000 --> 00:00:58.000]  就是上帝光照我們內心的說話
[00:00:58.000 --> 00:01:00.000]  好像一條道路
[00:01:00.000 --> 00:01:02.000]  道成肉身
[00:01:02.000 --> 00:01:05.000]  在我們中間帶領著我們去走
[00:01:05.000 --> 00:01:07.000]  祝福著我們
[00:01:07.000 --> 00:01:09.000]  我們想深一層
[00:01:09.000 --> 00:01:12.000]  聖經上帝的話
[00:01:12.000 --> 00:01:15.000]  是聽先還是看先?
[00:01:15.000 --> 00:01:18.000]  阿伯拉罕 以撒 雅各 摩西
[00:01:18.000 --> 00:01:22.000]  是聽還是看上帝的話先?
[00:01:22.000 --> 00:01:24.000]  兩樣都有
[00:01:24.000 --> 00:01:27.000]  但是先聽後看
[00:01:27.000 --> 00:01:31.000]  信心的古人是用謙卑敬虔的態度
[00:01:31.000 --> 00:01:34.000]  去聽上帝的說話
[00:01:34.000 --> 00:01:37.000]  然後照著上帝的吩咐
[00:01:37.000 --> 00:01:39.000]  重新做人
[00:01:39.000 --> 00:01:42.000]  今天我們是不是這樣?
[00:01:42.000 --> 00:01:44.000]  問問你身邊的弟兄姊妹
[00:01:44.000 --> 00:01:47.000]  是不是謙卑敬畏上帝
[00:01:47.000 --> 00:01:50.000]  聽道 行道?
[00:01:50.000 --> 00:01:52.000]  一時時吧
[00:01:52.000 --> 00:01:55.000]  所以我們今天要回來崇拜
[00:01:55.000 --> 00:01:57.000]  要回到團契主日學
[00:01:57.000 --> 00:02:02.000]  一起持續給主塑造我們成長
[00:02:02.000 --> 00:02:07.000]  文素記記載當時敬畏上帝的以色列人
[00:02:07.000 --> 00:02:11.000]  聽上帝吩咐摩西 雅倫的方法
[00:02:11.000 --> 00:02:14.000]  去做準備
[00:02:14.000 --> 00:02:17.000]  每個人都知道自己的職責和界限
[00:02:17.000 --> 00:02:20.000]  向著迦南應許地去進發
[00:02:20.000 --> 00:02:22.000]  開始的時候
[00:02:22.000 --> 00:02:24.000]  以色列人敬畏上帝
[00:02:24.000 --> 00:02:28.000]  很直接 馴服上帝就照做
[00:02:28.000 --> 00:02:30.000]  但是時間一久了
[00:02:30.000 --> 00:02:33.000]  就出現了人性的軟弱
[00:02:33.000 --> 00:02:37.000]  由百姓領袖都得罪上帝
[00:02:37.000 --> 00:02:39.000]  他們由聽上帝的吩咐
[00:02:39.000 --> 00:02:42.000]  變成聽自己的需要
[00:02:42.000 --> 00:02:45.000]  見到眼前對自己沒有利益的東西
[00:02:45.000 --> 00:02:49.000]  他們就會埋怨 不滿 不服
[00:02:49.000 --> 00:02:52.000]  比較計較 甚至投訴
[00:02:52.000 --> 00:02:56.000]  面對這班人慈愛公然的上帝
[00:02:56.000 --> 00:02:58.000]  很有耐性
[00:02:58.000 --> 00:03:02.000]  對他們有提醒 有懲罰
[00:03:02.000 --> 00:03:04.000]  也都透過律例
[00:03:04.000 --> 00:03:07.000]  幫他們知道自己是犯罪
[00:03:07.000 --> 00:03:09.000]  不要放棄過他們
[00:03:09.000 --> 00:03:11.000]  上帝已經跟他們納藥
[00:03:11.000 --> 00:03:13.000]  給了認許他們
[00:03:13.000 --> 00:03:17.000]  問題是他們生活的目標優先次序
[00:03:17.000 --> 00:03:20.000]  怎樣選擇回應上帝的帶領
[00:03:20.000 --> 00:03:22.000]  進入應許地
[00:03:22.000 --> 00:03:25.000]  舊約以色列人的延伸
[00:03:25.000 --> 00:03:27.000]  就是新約的教會
[00:03:27.000 --> 00:03:31.000]  就是你跟我一班信耶穌基督的人
[00:03:31.000 --> 00:03:34.000]  我們信主走出黑暗之後
[00:03:34.000 --> 00:03:37.000]  現在努力走在光明救恩
[00:03:37.000 --> 00:03:40.000]  就好像曠野的旅程當中
[00:03:40.000 --> 00:03:43.000]  向著新天新地去進發
[00:03:43.000 --> 00:03:47.000]  等耶穌再來跟我們一起分享大賢直
[00:03:47.000 --> 00:03:50.000]  我們要從文素機學習
[00:03:50.000 --> 00:03:52.000]  以此為鑑
[00:03:52.000 --> 00:03:54.000]  不要步他們後塵
[00:03:54.000 --> 00:03:56.000]  要持續敬畏上帝
[00:03:56.000 --> 00:03:58.000]  單單聽上帝的話
[00:03:58.000 --> 00:04:00.000]  做好準備
[00:04:00.000 --> 00:04:05.000]  知道自己基督徒的職責和界限
[00:04:05.000 --> 00:04:07.000]  努力地向前行
[00:04:07.000 --> 00:04:10.000]  即是有沒有在做今天第八章的提醒
[00:04:10.000 --> 00:04:12.000]  分別為聖
[00:04:12.000 --> 00:04:14.000]  轉眼為耳
[00:04:14.000 --> 00:04:16.000]  現實告訴我們
[00:04:16.000 --> 00:04:19.000]  我們關聖是先看了再聽
[00:04:19.000 --> 00:04:21.000]  不是先聽後看
[00:04:21.000 --> 00:04:24.000]  例如聽崇拜講到
[00:04:24.000 --> 00:04:27.000]  我們很容易用自己的思想框架
[00:04:27.000 --> 00:04:29.000]  去看誰在講
[00:04:29.000 --> 00:04:31.000]  判斷聽不聽
[00:04:31.000 --> 00:04:33.000]  用不用時間去聽
[00:04:33.000 --> 00:04:35.000]  時間很寶貴
[00:04:35.000 --> 00:04:38.000]  即是我們會選擇講完去聽
[00:04:38.000 --> 00:04:41.000]  不是為了聽上帝的話
[00:04:41.000 --> 00:04:43.000]  去聽和去學
[00:04:43.000 --> 00:04:46.000]  母領受會說講完
[00:04:46.000 --> 00:04:51.000]  而不是看自己有沒有預備好見上帝的心態
[00:04:51.000 --> 00:04:53.000]  我以前也是這樣
[00:04:53.000 --> 00:04:55.000]  不出奇
[00:04:55.000 --> 00:04:58.000]  因為我們是有限的人
[00:04:58.000 --> 00:05:01.000]  成長學的是批判思維
[00:05:01.000 --> 00:05:03.000]  習慣理性分析
[00:05:03.000 --> 00:05:08.000]  多過用心聽無限的神跟我們講話
[00:05:08.000 --> 00:05:10.000]  無可厚非
[00:05:10.000 --> 00:05:12.000]  但是想深一層
[00:05:12.000 --> 00:05:16.000]  創造世界掌管萬有的上帝
[00:05:16.000 --> 00:05:19.000]  先是講給人聽和看人
[00:05:19.000 --> 00:05:21.000]  我們是受造物
[00:05:21.000 --> 00:05:24.000]  是應該謙卑敬畏地
[00:05:24.000 --> 00:05:27.000]  去聽上帝跟我們講什麼
[00:05:27.000 --> 00:05:29.000]  感恩祂給我們自由
[00:05:29.000 --> 00:05:32.000]  去選擇回應做不做
[00:05:32.000 --> 00:05:34.000]  但當然自己要負責任
[00:05:34.000 --> 00:05:36.000]  先後次序
[00:05:36.000 --> 00:05:39.000]  是上帝先講給人聽
[00:05:39.000 --> 00:05:41.000]  人聽了上帝說話之後
[00:05:41.000 --> 00:05:43.000]  回應上帝
[00:05:43.000 --> 00:05:45.000]  和上帝互動
[00:05:45.000 --> 00:05:48.000]  其實舊約摩西五經
[00:05:48.000 --> 00:05:50.000]  就是上帝跟人講的啟示
[00:05:50.000 --> 00:05:55.000]  吩咐、命令、引導、責備
[00:05:55.000 --> 00:05:57.000]  人是要聽
[00:05:57.000 --> 00:05:59.000]  文素記也不例外
[00:05:59.000 --> 00:06:03.000]  他的希伯來文第一個字是「耶和華說」
[00:06:03.000 --> 00:06:06.000]  即是聖潔的上帝跟我們講話
[00:06:06.000 --> 00:06:09.000]  我們基本的責任是自潔
[00:06:09.000 --> 00:06:12.000]  才可以站在聖潔的上帝面前
[00:06:12.000 --> 00:06:15.000]  「人非聖潔不能見主面」
[00:06:15.000 --> 00:06:18.000]  耶穌親自提醒過我們
[00:06:18.000 --> 00:06:21.000]  有耳可聽的就應當聽
[00:06:21.000 --> 00:06:24.000]  聽上帝之道而遵守的人
[00:06:24.000 --> 00:06:26.000]  是有福的
[00:06:26.000 --> 00:06:29.000]  第八章二十六節
[00:06:29.000 --> 00:06:35.000]  經文正正是上帝跟以色列人講的三個吩咐
[00:06:35.000 --> 00:06:39.000]  摩西、祭司、利美人、傳會眾都要聽
[00:06:39.000 --> 00:06:43.000]  一至四節吩咐祭司點燈照光回望
[00:06:43.000 --> 00:06:48.000]  五至二十二節吩咐利美人要潔淨進入回望
[00:06:48.000 --> 00:06:53.000]  二十三至二十六節吩咐回望侍奉的要有界限
[00:06:53.000 --> 00:06:56.000]  即是侍奉的人無論你是哪一個
[00:06:56.000 --> 00:07:00.000]  都要敬畏上帝謙卑自己
[00:07:00.000 --> 00:07:02.000]  先聽上帝的吩咐
[00:07:02.000 --> 00:07:07.000]  潔淨自己進入上帝同在的回望裡侍奉
[00:07:07.000 --> 00:07:10.000]  祭司要跟從上帝的要求
[00:07:10.000 --> 00:07:14.000]  點燈照光回望的內部
[00:07:14.000 --> 00:07:17.000]  利美人要潔淨自己
[00:07:17.000 --> 00:07:20.000]  分別為聖設界限
[00:07:20.000 --> 00:07:23.000]  走進回望侍奉
[00:07:23.000 --> 00:07:26.000]  上一章其實已經交代了
[00:07:26.000 --> 00:07:31.000]  摩西清楚知道上帝在回望跟他們一起
[00:07:31.000 --> 00:07:34.000]  各個族長奉獻了所有的祭物
[00:07:34.000 --> 00:07:37.000]  摩西主動走進回望
[00:07:37.000 --> 00:07:41.000]  站在聖所至聖所的前面
[00:07:41.000 --> 00:07:45.000]  打算開口跟神說話
[00:07:45.000 --> 00:07:48.000]  但是她聽到法櫃上的私人座
[00:07:48.000 --> 00:07:51.000]  前面有聲音
[00:07:51.000 --> 00:07:54.000]  就是上帝跟摩西說話
[00:07:54.000 --> 00:07:57.000]  摩西只有一件事可以做
[00:07:57.000 --> 00:07:59.000]  是什麼?
[00:07:59.000 --> 00:08:01.000]  聽
[00:08:01.000 --> 00:08:04.000]  我們一起謙卑自己
[00:08:04.000 --> 00:08:08.000]  敬畏地聽上帝的話
[00:08:08.000 --> 00:08:10.000]  耶和華曉遇摩西說
[00:08:10.000 --> 00:08:12.000]  你告訴亞倫說
[00:08:12.000 --> 00:08:17.000]  點燈的時候七盞燈都要向燈台前面發光
[00:08:17.000 --> 00:08:19.000]  亞倫便這樣行
[00:08:19.000 --> 00:08:24.000]  他點燈台上的燈是燈向前發光
[00:08:24.000 --> 00:08:27.000]  是照耶和華所吩咐摩西的
[00:08:27.000 --> 00:08:31.000]  這燈台的做法是用金紙除出來的
[00:08:31.000 --> 00:08:34.000]  連座大花都是除出來的
[00:08:34.000 --> 00:08:37.000]  這裡我們聽到上帝吩咐的第一點
[00:08:37.000 --> 00:08:42.000]  祭司要照耶和華指示點燈的方法
[00:08:42.000 --> 00:08:44.000]  令燈台發光
[00:08:44.000 --> 00:08:50.000]  上帝清楚吩咐可進入聖所的祭司點燈的方法
[00:08:50.000 --> 00:08:52.000]  要向前發光
[00:08:52.000 --> 00:08:56.000]  摩西的回應就是聽耶和華的命令
[00:08:56.000 --> 00:08:59.000]  告訴亞倫怎樣點燈
[00:08:59.000 --> 00:09:02.000]  沒有加自己的意思
[00:09:02.000 --> 00:09:07.000]  其實上帝一早已經吩咐摩西怎樣去製造這個燈台
[00:09:07.000 --> 00:09:12.000]  摩西聽上帝所指示的樣式
[00:09:12.000 --> 00:09:16.000]  用金突出連座大花的燈台
[00:09:16.000 --> 00:09:21.000]  摩西要很用心聽清楚上帝的指示
[00:09:21.000 --> 00:09:26.000]  用錘在金上面做出一個很細緻的燈台
[00:09:26.000 --> 00:09:31.000]  而亞倫的回應就是用心聽摩西的吩咐
[00:09:31.000 --> 00:09:33.000]  照耶和華的樣式
[00:09:33.000 --> 00:09:38.000]  教導點著聖所金燈台上的七盞燈
[00:09:38.000 --> 00:09:42.000]  清楚目的是要向前發光
[00:09:42.000 --> 00:09:45.000]  照光會幕內部
[00:09:45.000 --> 00:09:47.000]  亞倫的回應是什麼
[00:09:47.000 --> 00:09:49.000]  就是第三節
[00:09:49.000 --> 00:09:51.000]  辯者讓行
[00:09:51.000 --> 00:09:53.000]  強調跟隨上帝的帶領
[00:09:53.000 --> 00:09:58.000]  就是用心聽清楚上帝指示的樣式照做
[00:09:58.000 --> 00:10:03.000]  不是用自己有限的習慣或者想法去做
[00:10:03.000 --> 00:10:06.000]  大家記不記得我們上年啟示錄一張
[00:10:06.000 --> 00:10:10.000]  講過七個燈台就是七個教會
[00:10:10.000 --> 00:10:15.000]  教會是要按上帝指示祭司點燈的方法
[00:10:15.000 --> 00:10:17.000]  向前發光
[00:10:17.000 --> 00:10:21.000]  這個是分別為勝很重要的起點
[00:10:21.000 --> 00:10:24.000]  舊約上帝揀選祭司
[00:10:24.000 --> 00:10:27.000]  新約揀選我們
[00:10:27.000 --> 00:10:30.000]  不是祭司習慣怎樣做
[00:10:30.000 --> 00:10:32.000]  做多少
[00:10:32.000 --> 00:10:36.000]  是祭司有沒有用上帝吩咐的方法
[00:10:36.000 --> 00:10:40.000]  照光會幕的內部
[00:10:40.000 --> 00:10:43.000]  一到四節是一個很好的提醒
[00:10:43.000 --> 00:10:46.000]  上帝不是問我們為祂做多少
[00:10:46.000 --> 00:10:47.000]  做到多少
[00:10:47.000 --> 00:10:52.000]  是問我們肯不肯用上帝吩咐的方法
[00:10:52.000 --> 00:10:56.000]  給上帝的話照光聖殿
[00:10:56.000 --> 00:10:59.000]  照下我們現在的生命實況
[00:10:59.000 --> 00:11:02.000]  教會真實的情況
[00:11:02.000 --> 00:11:07.000]  因為我們每個人就是神的殿
[00:11:07.000 --> 00:11:10.000]  就好像手機鏡頭
[00:11:10.000 --> 00:11:13.000]  要抹乾淨給光線才可以照進去
[00:11:13.000 --> 00:11:16.000]  我們個個都用手機拍照
[00:11:16.000 --> 00:11:20.000]  但鏡頭常常被手指印弄髒
