
[00:00:00.000 --> 00:00:02.000]  各位大家好
[00:00:02.000 --> 00:00:05.420]  下兩次我會講新潮
[00:00:05.420 --> 00:00:11.740]  因為下一次仍然是猴年
[00:00:11.740 --> 00:00:14.700]  有一個名字叫猴年馬月
[00:00:14.700 --> 00:00:17.140]  你可以Google一下是什麼意思
[00:00:17.140 --> 00:00:20.680]  我下次在這裡賣個關子
[00:00:20.680 --> 00:00:23.920]  先講猴年真的像猴子一樣
[00:00:23.920 --> 00:00:25.680]  非常動盪的一年
[00:00:25.680 --> 00:00:28.740]  而且又是很好看的一年
[00:00:28.740 --> 00:00:31.420]  明年是雞年
[00:00:31.420 --> 00:00:33.660]  會不會有轉機呢
[00:00:33.660 --> 00:00:35.620]  我們個人生命
[00:00:35.620 --> 00:00:37.300]  我們的關係
[00:00:37.300 --> 00:00:40.060]  以及我們的工作等各方面
[00:00:40.060 --> 00:00:42.880]  我賣個關子先不講了
[00:00:42.880 --> 00:00:46.580]  今天是新曆年
[00:00:46.580 --> 00:00:48.120]  已經是新年
[00:00:48.120 --> 00:00:50.920]  農曆年還是舊年
[00:00:50.920 --> 00:00:53.380]  所以是新舊交接
[00:00:53.380 --> 00:00:56.680]  是一個過年的時刻
[00:00:57.100 --> 00:01:00.420]  中國人的過年和西人的過年
[00:01:00.420 --> 00:01:03.180]  或者任何人的過年
[00:01:03.180 --> 00:01:05.180]  都很特別的
[00:01:05.180 --> 00:01:06.860]  怎樣特別呢
[00:01:06.860 --> 00:01:11.240]  就是我們有一個送舊迎新的儀式
[00:01:11.240 --> 00:01:13.720]  為什麼會有送舊迎新
[00:01:13.720 --> 00:01:16.180]  為什麼會在Times Square
[00:01:16.180 --> 00:01:18.540]  看個蘋果倒數
[00:01:18.540 --> 00:01:22.140]  為什麼會在IFC放煙花
[00:01:22.140 --> 00:01:26.300]  為什麼會在台灣101又放煙花呢
[00:01:26.300 --> 00:01:29.380]  原來時間是一種奧秘
[00:01:29.380 --> 00:01:32.700]  人在時間當中很容易迷失
[00:01:32.700 --> 00:01:33.680]  真的
[00:01:33.680 --> 00:01:36.880]  每一個時間每一個階段每一片刻
[00:01:36.880 --> 00:01:40.040]  我們要保持清醒之外
[00:01:40.040 --> 00:01:42.040]  也要靠信仰
[00:01:42.040 --> 00:01:45.260]  靠主的恩典來度過
[00:01:45.260 --> 00:01:48.020]  因為無論你有多少學識
[00:01:48.020 --> 00:01:49.900]  或者你有多少智慧
[00:01:49.900 --> 00:01:52.300]  在某一種時刻
[00:01:52.300 --> 00:01:54.100]  你會情迷心竅
[00:01:54.100 --> 00:01:57.060]  或者你會很徬徨
[00:01:57.060 --> 00:01:59.060]  很忙亂
[00:01:59.060 --> 00:02:00.580]  不知道怎樣
[00:02:00.580 --> 00:02:04.140]  所以人對時間覺得真的很奧秘
[00:02:04.140 --> 00:02:06.140]  要怎樣去掌握呢
[00:02:06.140 --> 00:02:09.080]  用一個例子來講
[00:02:09.080 --> 00:02:11.080]  希臘神話的神
[00:02:11.080 --> 00:02:15.120]  我們比較知道的就是那個帥氣的明星
[00:02:15.120 --> 00:02:17.120]  演的那個叫Thor
[00:02:17.120 --> 00:02:18.900]  T-H-O-R
[00:02:18.900 --> 00:02:20.900]  就是希臘神話的女神
[00:02:20.900 --> 00:02:24.300]  我們中國人的女神醜怪一點
[00:02:24.300 --> 00:02:26.300]  雖然是周文王的兒子
[00:02:26.300 --> 00:02:28.300]  但好像一隻螞蟻一樣
[00:02:28.300 --> 00:02:30.300]  有雙翅膀
[00:02:30.300 --> 00:02:33.140]  西人的女神帥氣很多
[00:02:33.140 --> 00:02:36.700]  而希臘裡面有一個時間的神
[00:02:36.700 --> 00:02:40.100]  就是我們英文time這個字叫time monster
[00:02:40.100 --> 00:02:42.100]  時間之神很特別
[00:02:42.100 --> 00:02:43.800]  他是很快跑
[00:02:43.800 --> 00:02:46.060]  但他前面有一條邊
[00:02:46.060 --> 00:02:49.620]  這條邊無論多快跑都不會披到後面
[00:02:49.620 --> 00:02:52.940]  是像一支避雷針一樣向前的
[00:02:52.940 --> 00:02:57.500]  但他的後面和全身好像都塗了光脫脫的
[00:02:57.500 --> 00:02:59.500]  是非常好的象徵
[00:02:59.500 --> 00:03:03.460]  就是說在時間之先你要抓住他的邊
[00:03:03.460 --> 00:03:05.460]  把握機會
[00:03:05.460 --> 00:03:07.460]  時間過了之後
[00:03:07.460 --> 00:03:09.460]  蘇州過後舞艇踏落
[00:03:09.460 --> 00:03:11.460]  你在那個時候
[00:03:11.460 --> 00:03:13.460]  時機要過去
[00:03:13.460 --> 00:03:15.460]  無論在工作在讀書
[00:03:15.460 --> 00:03:18.220]  在婚姻在戀愛在交友
[00:03:18.220 --> 00:03:20.220]  投資都是
[00:03:20.220 --> 00:03:22.780]  時機非常之重要
[00:03:22.780 --> 00:03:26.660]  我們在這一年的轉接
[00:03:26.660 --> 00:03:30.060]  雖然是一種人類的設計
[00:03:30.060 --> 00:03:35.100]  是代表我們對時間將要過去的一個階段
[00:03:35.100 --> 00:03:36.380]  是有回顧
[00:03:36.380 --> 00:03:39.020]  將要迎接一個階段
[00:03:39.020 --> 00:03:41.900]  是感覺到可能是充滿機會
