
[00:00:00.000 --> 00:00:03.680]  各位大姐妹,早晨!讓我們先聽神的道義,讓我們先同心同律
[00:00:03.680 --> 00:00:07.480]  各位姐妹,早上好!讓我們先聽神的道義,先同心同律
[00:00:07.480 --> 00:00:14.400]  慈悲的父神,多謝你讓我們能夠再次回到教會裏面
[00:00:14.400 --> 00:00:18.240]  一同細心聆聽主你的說話
[00:00:18.240 --> 00:00:22.720]  並且讓我們有生命、有氣息再次打開你的聖經
[00:00:22.720 --> 00:00:28.160]  讓我們能夠從當中你的說話重新找到生命的主
[00:00:28.160 --> 00:00:33.320]  我們再次懇求你的聖靈運行在我們每個人的生命當中
[00:00:33.320 --> 00:00:39.000]  好使我們能夠在主你的引導之下更深明白主你的道理
[00:00:39.000 --> 00:00:42.680]  願意我們也能夠在聽的時候
[00:00:42.680 --> 00:00:48.560]  我們能夠有所頓悟,明白當中神你是我們的主,我們的神
[00:00:48.560 --> 00:00:51.840]  我親愛的主,感謝你讓我們能夠再次有這個機會
[00:00:51.840 --> 00:00:58.560]  能夠再次打開你的說話,來到寫信,來到研讀,當中主你的教訓
[00:00:58.560 --> 00:01:02.240]  也從當中更加明白認識我們的主
[00:01:02.240 --> 00:01:05.240]  到底上面你是一位怎麼樣的主
[00:01:05.240 --> 00:01:10.080]  讓我們明白到我們人生需要一位主,就是你
[00:01:10.080 --> 00:01:12.680]  帶領我們人生走面前的大路
[00:01:12.680 --> 00:01:17.000]  使到我們能夠有個穩步、明白、清楚的大路
[00:01:17.000 --> 00:01:20.240]  在我們人生路途上面
[00:01:20.240 --> 00:01:24.760]  讓我們能夠更活得出主你的生命
[00:01:24.760 --> 00:01:28.520]  我們再次先聲感謝,我們大家,奉主耶穌的名堂
[00:01:28.520 --> 00:01:30.800]  Amen
[00:01:30.800 --> 00:01:35.560]  開始的時候有一個題目,有一個問題想和大家去思想的
[00:01:35.560 --> 00:01:40.440]  在開始之下我有一個問題想和大家去思想
[00:01:40.440 --> 00:01:44.200]  就是哪一個才是我們的主呢?
[00:01:44.200 --> 00:01:47.520]  誰才是我們的主呢?
[00:01:47.520 --> 00:01:52.360]  我記得我女兒今年都很大了,現在十八歲了
[00:01:52.360 --> 00:01:54.960]  我的女兒已經很大了,今天已經十八歲了
[00:01:54.960 --> 00:02:00.320]  明天我會開車上去安全部門接她下來
[00:02:00.320 --> 00:02:05.040]  明天我會開車去蒙特利爾,開車接她下來
[00:02:05.040 --> 00:02:09.000]  十八年很快過了,去了讀大學,一年又說完了
[00:02:09.000 --> 00:02:13.600]  十八年真是很容易過,大學一年都已經完了
[00:02:13.600 --> 00:02:18.800]  但我記得當她還沒有出生的時候,我還在香港大學工作的時候
[00:02:18.800 --> 00:02:23.000]  當她還沒有出生的時候,我還在香港大學工作的時候
[00:02:23.000 --> 00:02:27.080]  我的上司,上司就是我們大老闆
[00:02:27.080 --> 00:02:31.120]  上司的上司也是我的大老闆,他和我很老友的
[00:02:31.120 --> 00:02:33.520]  有一天他叫我去他的辦公室
[00:02:33.520 --> 00:02:38.440]  他和我是關係很不錯,叫我進他的辦公室去
[00:02:38.440 --> 00:02:42.080]  他說:Alan,你女兒快要出生了,是不是?
[00:02:42.080 --> 00:02:44.080]  他說:你的女兒馬上就要出生了
[00:02:44.080 --> 00:02:46.560]  我說:是的,都是這一兩個禮拜的事情
[00:02:46.560 --> 00:02:48.160]  他說:那就是這一兩個禮拜的事情
[00:02:48.160 --> 00:02:51.360]  我說:我都遞了遞隔紙提醒他,要簽名
[00:02:51.360 --> 00:02:54.360]  他說:因為我要他簽名,他知道
[00:02:54.360 --> 00:02:57.480]  他說:你知道請假要簽名的,大老闆
[00:02:57.480 --> 00:03:00.960]  他說:請假是要老闆簽名的
[00:03:00.960 --> 00:03:02.920]  他說:簽了,不用擔心
[00:03:02.920 --> 00:03:04.640]  他說:已經簽了,不用擔心
[00:03:04.640 --> 00:03:06.360]  他說:他是一個西人
[00:03:06.360 --> 00:03:07.360]  他說:他是一個西人
[00:03:07.360 --> 00:03:11.200]  他說:他就和我說,反正有時間和你聊兩句
[00:03:11.200 --> 00:03:13.560]  他說:反正有時間和你聊兩句
[00:03:13.560 --> 00:03:15.800]  其實我經常和他聊,因為我做電腦
[00:03:15.800 --> 00:03:18.480]  經常都坐在那裡教他們怎樣用電腦的系統
[00:03:18.480 --> 00:03:20.880]  因為我當時在用電腦系統
[00:03:20.880 --> 00:03:22.680]  因為經常被教他們怎麼用
[00:03:22.680 --> 00:03:24.800]  所以聊天的機會比較多
[00:03:24.800 --> 00:03:28.120]  他說:當我這些做長輩的,請你兩句
[00:03:28.120 --> 00:03:29.720]  哇,那你真的要聽一下
[00:03:29.720 --> 00:03:32.720]  他說:作為長輩,我送你兩句話
[00:03:32.720 --> 00:03:35.480]  他說:我有兩個小孩
[00:03:35.480 --> 00:03:37.480]  他說:我有兩個小孩
[00:03:37.480 --> 00:03:39.840]  他說:你將來女兒出生之後
[00:03:39.840 --> 00:03:41.480]  他說:你將來女兒出生之後
[00:03:41.480 --> 00:03:44.960]  你首先要讓她知道一件事
[00:03:44.960 --> 00:03:47.200]  你首先要讓她知道一件事
[00:03:47.200 --> 00:03:48.520]  他用英文說
[00:03:48.520 --> 00:03:49.920]  他用英文說
[00:03:49.920 --> 00:03:51.880]  Let your girls know
[00:03:51.880 --> 00:03:53.360]  你讓你的女兒知道
[00:03:53.360 --> 00:03:56.800]  Who is the person in charge in this family?
[00:03:56.800 --> 00:03:59.680]  是誰來管理這個家庭?
[00:03:59.680 --> 00:04:02.160]  意思就是說,你要讓她知道
[00:04:02.160 --> 00:04:04.560]  這個家庭是誰作主?
[00:04:04.560 --> 00:04:07.960]  就是這個家庭是誰作主?
[00:04:07.960 --> 00:04:09.200]  我說:為什麼?
[00:04:09.200 --> 00:04:10.000]  我說:為什麼?
[00:04:10.000 --> 00:04:14.720]  他說:這是一個很重要的教小孩的教訓
[00:04:14.720 --> 00:04:17.800]  他說:這個小孩是一個很重要的教訓
[00:04:17.800 --> 00:04:19.400]  因為我們的中心
[00:04:19.400 --> 00:04:22.440]  我做過部門,主要是研究城市發展
[00:04:22.440 --> 00:04:25.360]  因為我們的部門是研究城市發展
[00:04:25.360 --> 00:04:27.280]  他經常都回中國大陸
[00:04:27.280 --> 00:04:28.880]  因為他經常去中國大陸
[00:04:28.880 --> 00:04:31.200]  他對中國大陸很了解
[00:04:31.200 --> 00:04:32.760]  對中國大陸非常了解
[00:04:32.760 --> 00:04:34.920]  中國大陸最了解的一件事
[00:04:34.920 --> 00:04:37.440]  莫過於一孩政策
[00:04:37.440 --> 00:04:42.160]  對中國最了解的莫過於是獨生女政策
[00:04:42.160 --> 00:04:45.040]  他說當他在中國大陸工作的時候
[00:04:45.040 --> 00:04:46.840]  在中國大陸工作的時候
[00:04:46.840 --> 00:04:49.520]  做研究就有很多研究生走過來
[00:04:49.520 --> 00:04:51.080]  就有很多研究生走過來
[00:04:51.080 --> 00:04:54.120]  全部大部分都是一孩政策之下的小孩
[00:04:54.120 --> 00:04:57.640]  都是獨生女政策以後的小孩
[00:04:57.640 --> 00:04:58.920]  他說他們一無大無小
[00:04:58.920 --> 00:05:00.520]  都不知道誰在負責
[00:05:00.520 --> 00:05:02.800]  就是說沒大沒小
[00:05:02.800 --> 00:05:06.600]  不知道誰是發誓人
[00:05:06.600 --> 00:05:09.200]  他以為他自己是發誓人
[00:05:09.200 --> 00:05:10.880]  以為自己是發誓人
[00:05:10.880 --> 00:05:14.640]  我做他們研究的主任都沒什麼話事的
[00:05:14.640 --> 00:05:18.480]  從我做研究主任到沒有說話的地方
[00:05:18.480 --> 00:05:21.360]  叫他去數有幾輛車在公路那裡
[00:05:21.360 --> 00:05:23.520]  他就去數一下有多少個人在那裡
[00:05:23.520 --> 00:05:25.200]  就叫他去比如說在公路上
[00:05:25.200 --> 00:05:26.920]  叫他去數一數有多少車
[00:05:26.920 --> 00:05:28.920]  他說他為什麼呢
[00:05:28.920 --> 00:05:29.640]  為什麼呢
[00:05:29.640 --> 00:05:31.200]  他研究到一個
[00:05:31.200 --> 00:05:32.160]  看到一個原因
[00:05:32.160 --> 00:05:33.480]  就是他看到一個原因
[00:05:33.480 --> 00:05:35.160]  因為一孩政策之下
[00:05:35.160 --> 00:05:37.600]  一些就是獨生女政策之下
[00:05:37.600 --> 00:05:39.560]  所有大部分
[00:05:39.560 --> 00:05:41.800]  他說大部分的家庭的小朋友
[00:05:41.800 --> 00:05:43.360]  大部分家庭的小朋友
[00:05:43.360 --> 00:05:45.520]  都是家中的唯一的小朋友
[00:05:45.520 --> 00:05:47.000]  是家中唯一的小朋友
[00:05:47.000 --> 00:05:48.920]  好像掌上明珠一樣
[00:05:48.920 --> 00:05:49.400]  好像
[00:05:49.400 --> 00:05:50.960]  如同掌上明珠一樣
[00:05:50.960 --> 00:05:52.960]  廣東話就叫做金波羅
[00:05:52.960 --> 00:05:56.200]  我不知道你怎麼翻譯
[00:05:56.200 --> 00:05:56.960]  掌上明珠
[00:05:56.960 --> 00:05:58.560]  掌上明珠
[00:05:58.560 --> 00:06:02.600]  根本個個都不敢動他
[00:06:02.600 --> 00:06:04.440]  每個人都不敢動他
[00:06:04.440 --> 00:06:06.000]  你還說教兒子
[00:06:06.000 --> 00:06:06.520]  沒有的
[00:06:06.520 --> 00:06:07.400]  沒有這件事的
[00:06:07.400 --> 00:06:08.880]  你再怎麼說
[00:06:08.880 --> 00:06:09.960]  叫兒子
[00:06:09.960 --> 00:06:11.560]  誰說話又在家裡
[00:06:11.560 --> 00:06:12.640]  在家裡誰說了算
[00:06:12.640 --> 00:06:14.000]  就是小孩
[00:06:14.000 --> 00:06:14.760]  就是小孩
[00:06:14.760 --> 00:06:16.600]  小孩子說要吃什麼
[00:06:16.600 --> 00:06:17.760]  就要立刻吃的了
[00:06:17.760 --> 00:06:19.480]  小孩子說要吃什麼
[00:06:19.480 --> 00:06:20.680]  鳳凰街馬上就準備
[00:06:20.680 --> 00:06:21.960]  都不知道誰說了算
[00:06:21.960 --> 00:06:22.840]  剛剛站進去
[00:06:22.840 --> 00:06:24.720]  在家裡不知道誰說了算
[00:06:24.720 --> 00:06:26.720]  他說你第一個細分
[00:06:26.720 --> 00:06:27.600]  小朋友
[00:06:27.600 --> 00:06:30.120]  我跟他說我不只生一個
[00:06:30.120 --> 00:06:31.920]  他第一個小朋友的時候
[00:06:31.920 --> 00:06:33.240]  我們有家庭計劃的
[00:06:33.240 --> 00:06:35.240]  計劃只生兩個而已
[00:06:35.240 --> 00:06:37.560]  所以
[00:06:37.560 --> 00:06:40.280]  他說你第一個一定要做好這個榜樣
[00:06:40.280 --> 00:06:41.960]  就第一個一定要做好這個榜樣
[00:06:41.960 --> 00:06:43.560]  讓他知道誰說了算
[00:06:43.560 --> 00:06:45.080]  就一定要誰說了算
[00:06:45.080 --> 00:06:47.280]  要不然你往後的生活很難過
[00:06:47.280 --> 00:06:48.840]  不過離開的時候會很難過
[00:06:48.840 --> 00:06:50.960]  但是最重要是害了這個小孩子
[00:06:50.960 --> 00:06:52.680]  這真的是害了小孩子
[00:06:52.680 --> 00:06:54.600]  當他講這番話
[00:06:54.600 --> 00:06:56.560]  一直藏在我心裡面很多年
[00:06:56.560 --> 00:06:59.000]  他的話一直藏在我心裡很多年
[00:06:59.000 --> 00:07:00.600]  特別因為我是一個基督徒
[00:07:00.600 --> 00:07:01.960]  因為我是一個基督徒
[00:07:01.960 --> 00:07:04.880]  我們整天都講我們的主
[00:07:04.880 --> 00:07:07.400]  我們經常會講我們的主
[00:07:07.400 --> 00:07:09.400]  其實實質上不是只有基督徒才講
[00:07:09.400 --> 00:07:10.600]  誰是主的
[00:07:10.600 --> 00:07:12.920]  這不是說只有基督徒才講主
[00:07:12.920 --> 00:07:15.600]  這個普世裡面每一個人都講
[00:07:15.600 --> 00:07:16.680]  誰是主的
[00:07:16.680 --> 00:07:19.520]  在普世世界每個人都講誰是主
[00:07:19.520 --> 00:07:21.720]  不過問題是誰做你的主
[00:07:21.720 --> 00:07:23.680]  誰做你的主呢
[00:07:23.680 --> 00:07:26.760]  不信主的人大部分都是以自己為主
[00:07:26.760 --> 00:07:29.760]  就是說不信主的人大部分以自己為主
[00:07:29.760 --> 00:07:31.360]  老闆都是假的
[00:07:31.360 --> 00:07:32.680]  老闆都是假的
[00:07:32.680 --> 00:07:33.920]  他才是主
[00:07:33.920 --> 00:07:34.840]  他才是主
[00:07:34.840 --> 00:07:36.200]  我曾經記得
[00:07:36.200 --> 00:07:36.880]  我曾經記得
[00:07:36.880 --> 00:07:39.480]  我以前工作在會計行業的時候
[00:07:39.480 --> 00:07:41.720]  我曾經在會計行業工作的時候
[00:07:41.720 --> 00:07:43.360]  後來替我
[00:07:43.360 --> 00:07:44.520]  因為我離職的時候
[00:07:44.520 --> 00:07:46.600]  有個人替我那份職位
[00:07:46.600 --> 00:07:47.840]  就是當我離職的時候
[00:07:47.840 --> 00:07:49.600]  有人點挑我那份職位的時候
[00:07:49.600 --> 00:07:50.960]  我就很聽老闆的話的
[00:07:50.960 --> 00:07:51.760]  我就很聽老闆的話
[00:07:51.760 --> 00:07:53.080]  老闆說什麼
[00:07:53.080 --> 00:07:54.360]  老闆說什麼
[00:07:54.360 --> 00:07:56.120]  我絕大部分都不會拒絕他的
[00:07:56.120 --> 00:07:57.600]  我大部分都不會拒絕他
[00:07:57.600 --> 00:07:59.640]  但是我來替我那個人
[00:07:59.640 --> 00:08:01.520]  點挑我的人
[00:08:01.520 --> 00:08:03.000]  他真的很不同
[00:08:03.000 --> 00:08:03.680]  他很不同
[00:08:03.680 --> 00:08:05.360]  我短短見了他兩個禮拜
[00:08:05.360 --> 00:08:07.520]  我第一天見了他兩個禮拜
