
[00:00:00.000 --> 00:00:01.180]  大英姐妹平安
[00:00:01.180 --> 00:00:05.580]  今年教會的年題已經在教會裏面
[00:00:05.580 --> 00:00:06.880]  不如我們再讀一次
[00:00:06.880 --> 00:00:07.980]  由這邊開始
[00:00:07.980 --> 00:00:14.080]  「明辨述說神恩,傳承顯揚香氣」
[00:00:14.080 --> 00:00:15.420]  不知在今年裏面
[00:00:15.420 --> 00:00:18.280]  你顯揚了多少基督的香氣呢?
[00:00:18.280 --> 00:00:23.700]  今天的經文主要也是集中在顯揚香氣
[00:00:23.700 --> 00:00:25.660]  讓我們一起有個祈禱
[00:00:29.100 --> 00:00:33.140]  主耶穌,你的生命來去被壓傷
[00:00:33.140 --> 00:00:35.600]  但在壓傷當中
[00:00:35.600 --> 00:00:38.400]  在你壓碎的生命裏面
[00:00:38.400 --> 00:00:40.840]  卻顯出你的香氣
[00:00:40.840 --> 00:00:43.240]  願意我們都學著你
[00:00:43.240 --> 00:00:44.920]  被主
[00:00:44.920 --> 00:00:46.740]  來去壓碎
[00:00:46.740 --> 00:00:48.020]  以致我們
[00:00:48.020 --> 00:00:51.020]  將壓碎出來的空氣、香氣
[00:00:51.020 --> 00:00:53.720]  能夠傳遞給其他人
[00:00:53.720 --> 00:00:55.420]  祝福給其他人
[00:00:55.420 --> 00:00:59.020]  求主耶穌繼續教導我們這個功課
[00:00:59.020 --> 00:01:01.900]  我們禱告奉耶穌基督的聖名而求
[00:01:01.900 --> 00:01:02.900]  阿們
[00:01:02.900 --> 00:01:10.240]  基督徒其實有很多味道
[00:01:10.240 --> 00:01:12.740]  我們有鹽味
[00:01:12.740 --> 00:01:14.600]  又有香味
[00:01:14.600 --> 00:01:17.720]  我們有鹽香味
[00:01:17.720 --> 00:01:21.580]  這樣說好像鹹魚香一樣
[00:01:21.580 --> 00:01:25.480]  但我們寧願做一個有鹽香味的基督徒
[00:01:25.480 --> 00:01:29.720]  也不做一個發出臭味的死魚味
[00:01:29.720 --> 00:01:30.660]  是嗎?
[00:01:30.660 --> 00:01:32.460]  我們繼續操練
[00:01:32.460 --> 00:01:36.900]  來發出耶穌基督的香氣
[00:01:36.900 --> 00:01:41.100]  有一種香氣叫做「加律山的愛」
[00:01:41.100 --> 00:01:43.640]  「加律山」現在很少這樣去翻譯
[00:01:43.640 --> 00:01:45.140]  這是古舊的翻譯
[00:01:45.140 --> 00:01:46.580]  是「Calvary」
[00:01:46.580 --> 00:01:49.140]  是「足留地」的意思
[00:01:49.140 --> 00:01:51.840]  聖餐裏面讓我們看見
[00:01:51.840 --> 00:01:53.820]  加律山而來的香氣
[00:01:53.820 --> 00:01:55.780]  是一種被壓碎
[00:01:55.780 --> 00:01:57.980]  剛才大家聽到聲音
[00:01:57.980 --> 00:02:03.220]  是一種被壓碎才能釋放出來的一個興香
[00:02:03.220 --> 00:02:06.320]  耶穌基督的愛是經歷破碎
[00:02:06.320 --> 00:02:10.700]  為我們的罪釘死在各國他山上
[00:02:10.700 --> 00:02:13.300]  我們的罪從此得赦
[00:02:13.300 --> 00:02:16.100]  祂的愛也是得以彰顯
[00:02:16.100 --> 00:02:19.940]  成為我們的指引
[00:02:19.940 --> 00:02:25.380]  保羅追隨耶穌基督加律山的腳蹤
[00:02:25.380 --> 00:02:28.580]  他甘心擺上自己
[00:02:28.580 --> 00:02:33.080]  成為一個大鎖鏈的福音使者
[00:02:33.080 --> 00:02:38.060]  他的生命也被壓傷
[00:02:38.060 --> 00:02:40.600]  在寫給哥倫多的信上
[00:02:40.600 --> 00:02:42.860]  他細細地記錄自己
[00:02:42.860 --> 00:02:46.560]  在全福音期間被壓的困苦
[00:02:46.560 --> 00:02:50.140]  看到嗎?很多的困苦
[00:02:50.140 --> 00:02:55.200]  但令他最受壓的是什麼?
[00:02:55.200 --> 00:02:58.080]  他說:除了這些外表的事以外
[00:02:58.080 --> 00:03:00.920]  我還有為宗教會操心的事
[00:03:00.920 --> 00:03:05.920]  天天壓在我身上
[00:03:05.920 --> 00:03:10.860]  保羅經歷很多外在內在都很大的壓力
[00:03:10.860 --> 00:03:13.360]  我們都不喜歡壓力
[00:03:13.360 --> 00:03:15.160]  我們很排斥的
[00:03:15.160 --> 00:03:16.820]  我們噴香水
[00:03:16.820 --> 00:03:20.540]  我們去點很香的香薰蠟燭
[00:03:20.540 --> 00:03:24.440]  為的是排解一些壓力
[00:03:24.440 --> 00:03:26.740]  我們不喜歡壓力
[00:03:26.740 --> 00:03:30.500]  但有時我們去逃避排斥這些壓力的時候
[00:03:30.500 --> 00:03:34.320]  其實會阻礙我們生命的成長
[00:03:34.320 --> 00:03:38.320]  我們會不會有另一個眼光
[00:03:38.320 --> 00:03:41.980]  當我們的生命被壓碎的時候
[00:03:41.980 --> 00:03:47.100]  可能會成長我們成長的推動力
[00:03:47.100 --> 00:03:50.000]  有沒有人喜歡喝咖啡?
[00:03:50.000 --> 00:03:54.000]  或者是咖啡豆絲在我們當中?
[00:03:54.000 --> 00:03:57.340]  原來咖啡豆要釋放的香氣
[00:03:57.340 --> 00:04:01.840]  它要經過很多的步驟
[00:04:01.840 --> 00:04:05.340]  而且要經過高溫和被壓
[00:04:05.340 --> 00:04:07.440]  有很多的爆發
[00:04:07.440 --> 00:04:11.720]  在不同的溫度和被爆發的過程中
[00:04:11.720 --> 00:04:18.220]  就會產生不同的豆的結果
[00:04:18.220 --> 00:04:22.800]  所以咖啡豆受高溫釋放壓力
[00:04:22.800 --> 00:04:26.560]  然後它的香氣才可以發出
[00:04:26.560 --> 00:04:31.500]  同樣基督徒都避免不了被壓的過程
[00:04:31.500 --> 00:04:37.400]  我們才能夠釋放基督的香氣出來
[00:04:37.400 --> 00:04:39.680]  保羅和哥林多教會的關係
[00:04:39.680 --> 00:04:42.280]  當時是很緊張的
[00:04:42.280 --> 00:04:45.740]  他們質疑保羅使徒的身份
[00:04:45.740 --> 00:04:48.920]  他們不服保羅屬靈的權柄
[00:04:48.920 --> 00:04:51.260]  是讓保羅很傷心的
[00:04:51.260 --> 00:04:53.420]  你看看一至七節
[00:04:53.420 --> 00:04:56.960]  有很多他強烈的情緒
[00:04:56.960 --> 00:04:58.500]  是什麼?
[00:04:58.500 --> 00:05:00.260]  悲傷
[00:05:00.260 --> 00:05:02.100]  有屬於他的悲傷
[00:05:02.100 --> 00:05:04.360]  有教會的人悲傷
[00:05:04.360 --> 00:05:06.160]  保羅除了悲傷
[00:05:06.160 --> 00:05:10.640]  還有憂心重重、眼淚汪汪
[00:05:10.640 --> 00:05:13.340]  可以感受到他的慕者心
[00:05:13.340 --> 00:05:17.220]  他是對教會的事何等賞心
[00:05:17.220 --> 00:05:21.120]  保羅他面對壓倒性的攻擊反對
[00:05:21.120 --> 00:05:23.620]  他是怎樣面對的?
[00:05:23.620 --> 00:05:25.160]  辭職?
[00:05:25.160 --> 00:05:27.160]  離開教會?
[00:05:27.160 --> 00:05:29.060]  不顧而去?
[00:05:29.060 --> 00:05:31.000]  放棄?
[00:05:31.000 --> 00:05:32.400]  不是
[00:05:32.400 --> 00:05:36.360]  他以加律山的愛學習社紀
[00:05:36.360 --> 00:05:39.100]  在指出教會的罪之餘
[00:05:39.100 --> 00:05:44.500]  他仍然繼續表達對教會的愛
[00:05:44.500 --> 00:05:46.340]  我們一起讀
[00:05:46.340 --> 00:05:49.320]  我先前憂心重重
[00:05:49.320 --> 00:05:53.240]  眼淚汪汪地給你們寫了信
[00:05:53.240 --> 00:05:56.220]  並非要使你們悲傷
[00:05:56.220 --> 00:06:02.060]  而是要你們知道我格外同愛你們
[00:06:02.060 --> 00:06:04.280]  保羅對教會所作的事
[00:06:04.280 --> 00:06:06.380]  包括指出他們的罪惡
[00:06:06.380 --> 00:06:09.540]  其實他都是按主的吩咐而做的
[00:06:09.540 --> 00:06:15.180]  因為這是見機他對耶穌基督的認識
[00:06:15.180 --> 00:06:17.440]  當你認識耶穌基督的時候
[00:06:17.440 --> 00:06:22.080]  你才能夠正確地發出香氣
[00:06:22.080 --> 00:06:24.520]  在十字十七節裏面
[00:06:24.520 --> 00:06:29.700]  你就會看到保羅對耶穌基督的認識
[00:06:29.700 --> 00:06:33.060]  他在基督面前為基督的福音
[00:06:33.060 --> 00:06:36.120]  在基督裏認識基督
[00:06:36.120 --> 00:06:38.540]  基督興香之氣
[00:06:38.540 --> 00:06:40.340]  憑著基督
[00:06:40.340 --> 00:06:42.260]  看到嗎?
[00:06:42.260 --> 00:06:45.240]  一個可以令教會信任的牧者
[00:06:45.240 --> 00:06:47.140]  或者是侍奉者
[00:06:47.140 --> 00:06:51.340]  是一個凡事將基督放在中心的人
[00:06:51.340 --> 00:06:54.240]  他的生命在基督裏面
[00:06:54.240 --> 00:06:57.620]  他的服事是在主面前負責
[00:06:57.620 --> 00:06:59.940]  他在知識上和經歷上
[00:06:59.940 --> 00:07:01.920]  都認識耶穌基督
[00:07:01.920 --> 00:07:06.380]  他是憑著基督來廣道傳福音
[00:07:06.380 --> 00:07:08.180]  他為福音的緣故
[00:07:08.180 --> 00:07:11.380]  甘願受苦付代價
[00:07:11.380 --> 00:07:12.500]  這樣的牧者
