
[00:00:00.000 --> 00:00:02.000]  好 大家晚安
[00:00:02.000 --> 00:00:05.000]  你記得如果你上個禮拜又回來
[00:00:05.000 --> 00:00:07.000]  你聽或者我聽我的分享
[00:00:07.000 --> 00:00:10.000]  就今個禮拜和上個禮拜是上下集
[00:00:10.000 --> 00:00:14.000]  話說我最近那半年
[00:00:14.000 --> 00:00:17.000]  你知我返出職場
[00:00:17.000 --> 00:00:20.000]  我就抽多了時間去做gym
[00:00:20.000 --> 00:00:25.000]  我中途都有找PT找一些教練幫我
[00:00:25.000 --> 00:00:27.000]  我其中一個最大的得著是甚麼呢
[00:00:27.000 --> 00:00:30.000]  我相對上沒那麼寒背
[00:00:30.000 --> 00:00:32.000]  我以前很厲害
[00:00:32.000 --> 00:00:34.000]  我老婆說你寒得很厲害
[00:00:34.000 --> 00:00:36.000]  我弄了很久
[00:00:36.000 --> 00:00:38.000]  她怎樣去幫我呢
[00:00:38.000 --> 00:00:41.000]  原來她發覺背脊這些位置
[00:00:41.000 --> 00:00:45.000]  不是只是拉胸的
[00:00:45.000 --> 00:00:49.000]  她叫我用背脊後面
[00:00:49.000 --> 00:00:52.000]  這裡下面那塊背脊的肌肉
[00:00:52.000 --> 00:00:57.000]  我懂這條鐵嗎
[00:00:57.000 --> 00:00:59.000]  那時候她教我
[00:00:59.000 --> 00:01:00.000]  我一開始不懂用
[00:01:00.000 --> 00:01:01.000]  我只用手
[00:01:01.000 --> 00:01:02.000]  你明不明白
[00:01:02.000 --> 00:01:04.000]  如果我拿東西我只用手
[00:01:04.000 --> 00:01:07.000]  但我不知道甚麼是用背脊的肌肉
[00:01:07.000 --> 00:01:09.000]  接著她跟我說
[00:01:09.000 --> 00:01:11.000]  其實一個人有很多肌肉
[00:01:11.000 --> 00:01:14.000]  有些不用的話就不習慣用
[00:01:14.000 --> 00:01:16.000]  我想說甚麼呢
[00:01:16.000 --> 00:01:20.000]  過程其實是超痛
[00:01:20.000 --> 00:01:21.000]  真心痛
[00:01:21.000 --> 00:01:23.000]  因為我寒背
[00:01:23.000 --> 00:01:26.000]  有時我的肩膀有些位置還不太舒服
[00:01:26.000 --> 00:01:27.000]  她幫我拉
[00:01:27.000 --> 00:01:28.000]  我就說不行
[00:01:28.000 --> 00:01:29.000]  很痛
[00:01:29.000 --> 00:01:30.000]  真是痛
[00:01:30.000 --> 00:01:32.000]  接著我問她會不會弄傷
[00:01:32.000 --> 00:01:33.000]  她說沒事
[00:01:33.000 --> 00:01:34.000]  摸下去沒有熱
[00:01:34.000 --> 00:01:36.000]  也不是發炎
[00:01:36.000 --> 00:01:39.000]  但我說痛是甚麼呢
[00:01:39.000 --> 00:01:42.000]  是因為原來肌肉上
[00:01:42.000 --> 00:01:45.000]  原來人裡面有些筋膜
[00:01:45.000 --> 00:01:47.000]  如果你拉開的時候
[00:01:47.000 --> 00:01:48.000]  是會痛的
[00:01:48.000 --> 00:01:50.000]  還有些甚麼筋膜氣泡
[00:01:50.000 --> 00:01:51.000]  她說的
[00:01:51.000 --> 00:01:52.000]  我不懂
[00:01:52.000 --> 00:01:53.000]  是會痛的
[00:01:53.000 --> 00:01:55.000]  但當然你不是搖她
[00:01:55.000 --> 00:01:57.000]  不是一下一下搖
[00:01:57.000 --> 00:01:59.000]  她是很慢地做
[00:01:59.000 --> 00:02:01.000]  但是要拉開
[00:02:01.000 --> 00:02:02.000]  很痛
[00:02:02.000 --> 00:02:03.000]  真心痛
[00:02:03.000 --> 00:02:04.000]  痛得很厲害
[00:02:04.000 --> 00:02:06.000]  但是半年左右
[00:02:06.000 --> 00:02:07.000]  我老婆也說
[00:02:07.000 --> 00:02:09.000]  你沒有那麼寒
[00:02:09.000 --> 00:02:14.000]  做運動你都會經歷一些痛
[00:02:14.000 --> 00:02:16.000]  是對你有益的
[00:02:16.000 --> 00:02:18.000]  其實生命的成長
[00:02:18.000 --> 00:02:20.000]  有時也是一樣
[00:02:20.000 --> 00:02:21.000]  有時我們需要面對
[00:02:21.000 --> 00:02:24.000]  我們自己內裡的一些痛苦的位置
[00:02:24.000 --> 00:02:26.000]  甚至一些恐懼的位置
[00:02:26.000 --> 00:02:28.000]  才能夠成長
[00:02:28.000 --> 00:02:30.000]  同樣也是說馬可
[00:02:30.000 --> 00:02:33.000]  上個星期就說愛
[00:02:33.000 --> 00:02:34.000]  關心
[00:02:34.000 --> 00:02:35.000]  鼓勵
[00:02:35.000 --> 00:02:36.000]  接納
[00:02:36.000 --> 00:02:37.000]  你還記得我說
[00:02:37.000 --> 00:02:39.000]  從care一個人開始
[00:02:39.000 --> 00:02:40.000]  對她有興趣
[00:02:40.000 --> 00:02:43.000]  留心她對神的心
[00:02:43.000 --> 00:02:45.000]  她所努力的事情
[00:02:45.000 --> 00:02:47.000]  今天會和大家分享甚麼呢
[00:02:47.000 --> 00:02:50.000]  會分享衝突
[00:02:50.000 --> 00:02:51.000]  掙扎
[00:02:51.000 --> 00:02:52.000]  提醒
[00:02:52.000 --> 00:02:54.000]  突破
[00:02:54.000 --> 00:02:55.000]  你有沒有試過
[00:02:55.000 --> 00:02:59.000]  被人提醒你的軟弱呢
[00:02:59.000 --> 00:03:01.000]  即是我結婚的過程中
[00:03:01.000 --> 00:03:02.000]  我不知道你有沒有試過
[00:03:02.000 --> 00:03:04.000]  即是做老公那些
[00:03:04.000 --> 00:03:05.000]  即是和老婆去完一些
[00:03:05.000 --> 00:03:06.000]  買東西的地方
[00:03:06.000 --> 00:03:07.000]  接著她問
[00:03:07.000 --> 00:03:08.000]  好看嗎
[00:03:08.000 --> 00:03:09.000]  挺好的
[00:03:09.000 --> 00:03:11.000]  接著你一說
[00:03:11.000 --> 00:03:12.000]  接著她說
[00:03:12.000 --> 00:03:13.000]  ok
[00:03:13.000 --> 00:03:14.000]  行了
[00:03:15.000 --> 00:03:17.000]  後面有些迴響我明白
[00:03:17.000 --> 00:03:19.000]  即是有時是
[00:03:19.000 --> 00:03:20.000]  你有些事情
[00:03:20.000 --> 00:03:22.000]  是你會被人提醒的
[00:03:22.000 --> 00:03:23.000]  那
[00:03:23.000 --> 00:03:25.000]  但提醒對你的生命
[00:03:25.000 --> 00:03:26.000]  有時是有幫助
[00:03:26.000 --> 00:03:27.000]  我們先讀經
[00:03:27.000 --> 00:03:29.000]  今天的經文不是很多
[00:03:29.000 --> 00:03:32.000]  今日讀經那個的
[00:03:32.000 --> 00:03:33.000]  一開始
[00:03:33.000 --> 00:03:35.000]  就先去讀
[00:03:35.000 --> 00:03:37.000]  少行傳十三章十三章
[00:03:37.000 --> 00:03:38.000]  你記得我上次說
[00:03:38.000 --> 00:03:40.000]  是今天的經文的背景
[00:03:40.000 --> 00:03:42.000]  那我們一起讀了這一節
[00:03:42.000 --> 00:03:43.000]  接著就
[00:03:43.000 --> 00:03:45.000]  之後再讀接下來那六節經文
[00:03:45.000 --> 00:03:46.000]  好嗎
[00:03:46.000 --> 00:03:47.000]  預備
[00:03:47.000 --> 00:03:48.000]  一二三
[00:03:48.000 --> 00:03:55.000]  唐非利亞的別家
[00:03:55.000 --> 00:04:01.000]  三十六節
[00:04:13.000 --> 00:04:18.000]  唐非利亞的別家
[00:04:41.000 --> 00:04:44.000]  保羅簡選了西拉也出去
[00:04:44.000 --> 00:04:49.000]  蒙弟兄們把他交主的恩宗
[00:04:49.000 --> 00:04:55.000]  他就走遍敘利亞基利加堅固宗教會
[00:04:55.000 --> 00:04:59.000]  和合本去譯三十八節
[00:04:59.000 --> 00:05:01.000]  說保羅以為
[00:05:01.000 --> 00:05:02.000]  那新漢語
[00:05:02.000 --> 00:05:04.000]  他的翻譯就強烈一點
[00:05:04.000 --> 00:05:07.000]  保羅堅持地認為
[00:05:07.000 --> 00:05:10.000]  就不可以大罵可去
[00:05:11.000 --> 00:05:13.000]  就因為這件事
[00:05:13.000 --> 00:05:16.000]  成為了保羅和巴拿巴
[00:05:16.000 --> 00:05:18.000]  衝突的導火線
[00:05:18.000 --> 00:05:19.000]  但是你記得
[00:05:19.000 --> 00:05:20.000]  我今天不是說這個衝突
[00:05:20.000 --> 00:05:22.000]  我是說這件衝突
[00:05:22.000 --> 00:05:24.000]  對馬可的影響
[00:05:24.000 --> 00:05:26.000]  我們先祈禱好嗎
[00:05:26.000 --> 00:05:32.000]  主祢知道我們每一個弟兄姊妹
[00:05:32.000 --> 00:05:35.000]  生命內裡真實的情況
[00:05:35.000 --> 00:05:37.000]  求主祢監察
[00:05:37.000 --> 00:05:39.000]  引導聖靈幫助我們
[00:05:39.000 --> 00:05:43.000]  不只是聽到Ivan分享祢的說話
[00:05:43.000 --> 00:05:45.000]  而是透過這個說話
[00:05:45.000 --> 00:05:46.000]  透過這個信息
[00:05:46.000 --> 00:05:49.000]  求祢親自對我們的心顯明
[00:05:49.000 --> 00:05:52.000]  有望祢聽我們祈禱奉耶穌的名
[00:05:52.000 --> 00:05:53.000]  阿們
[00:05:53.000 --> 00:05:58.000]  今天主要想和大家
[00:05:58.000 --> 00:06:00.000]  用一個特別的方式
[00:06:00.000 --> 00:06:02.000]  去看經文
[00:06:02.000 --> 00:06:04.000]  經文的內容不複雜
[00:06:04.000 --> 00:06:05.000]  簡單的
[00:06:05.000 --> 00:06:09.000]  你記得我上次說馬可
[00:06:09.000 --> 00:06:11.000]  我就會和大家去看看
[00:06:11.000 --> 00:06:13.000]  不同的新約書卷
[00:06:13.000 --> 00:06:15.000]  有馬可記載
[00:06:15.000 --> 00:06:18.000]  它大概的成書時間
[00:06:18.000 --> 00:06:19.000]  去看看那個故事
[00:06:19.000 --> 00:06:21.000]  因為馬可的經文記載很少
[00:06:21.000 --> 00:06:22.000]  你記得我上次和你看過
[00:06:22.000 --> 00:06:23.000]  四五卷書
[00:06:23.000 --> 00:06:25.000]  少行傳是最多的
[00:06:25.000 --> 00:06:27.000]  在新約裡面
[00:06:27.000 --> 00:06:32.000]  少行傳主要有三段
[00:06:32.000 --> 00:06:34.000]  是出現關於馬可的經文
[00:06:34.000 --> 00:06:36.000]  接著是哥羅西書
[00:06:36.000 --> 00:06:37.000]  提摩太后書
[00:06:37.000 --> 00:06:39.000]  肥里門和彼得前書
[00:06:39.000 --> 00:06:41.000]  少行傳十二章
[00:06:41.000 --> 00:06:44.000]  上次我分享了一些信息
[00:06:44.000 --> 00:06:46.000]  說彼得出了監之後
[00:06:46.000 --> 00:06:47.000]  敲門
[00:06:47.000 --> 00:06:48.000]  去到那個地方
[00:06:48.000 --> 00:06:50.000]  馬可樓
[00:06:50.000 --> 00:06:52.000]  就是馬可的家
[00:06:52.000 --> 00:06:53.000]  大概他的母親
[00:06:53.000 --> 00:06:55.000]  應該是其中一個馬利亞
[00:06:55.000 --> 00:06:57.000]  你知道耶穌身邊有很多馬利亞
[00:06:57.000 --> 00:06:59.000]  就是他其中一個的馬利亞
[00:06:59.000 --> 00:07:01.000]  就是他耶穌近親
[00:07:01.000 --> 00:07:04.000]  即是身邊的狗跟他的門徒
[00:07:04.000 --> 00:07:06.000]  馬可是他的兒子
[00:07:06.000 --> 00:07:07.000]  接著十三章
[00:07:07.000 --> 00:07:09.000]  就是剛才我們讀的第一段
[00:07:09.000 --> 00:07:11.000]  就是在馬可
[00:07:11.000 --> 00:07:14.000]  稱呼馬可的約翰仔龐菲利亞
[00:07:14.000 --> 00:07:15.000]  他離開了
[00:07:15.000 --> 00:07:17.000]  無端端走了
[00:07:17.000 --> 00:07:19.000]  接著去到剛才讀十五章
[00:07:19.000 --> 00:07:26.000]  而根據大概有些學者去
[00:07:29.000 --> 00:07:32.000]  或者他去排的時間
[00:07:32.000 --> 00:07:34.000]  耶穌大概是公元三十三年的時候
[00:07:34.000 --> 00:07:35.000]  釘十字架
[00:07:35.000 --> 00:07:38.000]  保羅是過兩年就歸主
[00:07:38.000 --> 00:07:40.000]  接著開始
[00:07:40.000 --> 00:07:42.000]  保羅先是去了安提亞
[00:07:42.000 --> 00:07:43.000]  安提阿
[00:07:43.000 --> 00:07:45.000]  有些人讀安提阿的地方
[00:07:45.000 --> 00:07:48.000]  接著上一次
[00:07:48.000 --> 00:07:50.000]  去到我們剛才上次讀
[00:07:50.000 --> 00:07:53.000]  就是四四年的時候
[00:07:53.000 --> 00:07:56.000]  就是事行傳十二章的經文
[00:07:56.000 --> 00:07:59.000]  接著四十七年四十八年
[00:07:59.000 --> 00:08:01.000]  就是說
[00:08:01.000 --> 00:08:06.000]  保羅和巴拿巴帶馬可
[00:08:06.000 --> 00:08:08.000]  開始回到安提阿
