
[00:00:00.000 --> 00:00:04.060]  今日來到是崇拜上帝
[00:00:04.060 --> 00:00:06.820]  大家的心都需要歸向上帝
[00:00:06.820 --> 00:00:08.820]  剛才詩歌都提醒我們
[00:00:08.820 --> 00:00:12.260]  無論何時上帝都會陪伴著我們
[00:00:12.260 --> 00:00:15.100]  而且在我們生命當中我們要學習
[00:00:15.100 --> 00:00:17.560]  有一個很重要的功課就是學習
[00:00:17.560 --> 00:00:21.220]  怎樣將我們奉獻自己
[00:00:21.220 --> 00:00:24.220]  聖經使徒保羅都提醒我們
[00:00:24.220 --> 00:00:29.160]  我們要將身體獻上當作活祭
[00:00:29.160 --> 00:00:31.560]  將身體獻上當作活祭之前
[00:00:31.560 --> 00:00:33.060]  是有一個原因的
[00:00:33.060 --> 00:00:36.360]  因為在諾曼書裡一直跟我們說
[00:00:36.360 --> 00:00:39.000]  因為我們因為上帝的恩典
[00:00:39.000 --> 00:00:40.560]  憑著我們的相信
[00:00:40.560 --> 00:00:43.060]  我們能夠稱義在上帝面前
[00:00:43.060 --> 00:00:48.160]  以致我們將自己的身體當作活祭
[00:00:48.160 --> 00:00:50.060]  當然將身體當作活祭
[00:00:50.060 --> 00:00:54.360]  是一個很有咎若一種奉獻的色彩
[00:00:54.360 --> 00:00:57.960]  今日你將身體當作活祭的時候
[00:00:57.960 --> 00:01:00.560]  你會怎樣將身體當作活祭呢?
[00:01:00.560 --> 00:01:03.360]  當我們領受了很多真理的時候
[00:01:03.360 --> 00:01:04.360]  我們走出來
[00:01:04.360 --> 00:01:07.160]  這就是一個最好的奉獻
[00:01:07.160 --> 00:01:09.760]  而這個奉獻、付諸行動
[00:01:09.760 --> 00:01:12.560]  很多時候我們就像聖經所說
[00:01:12.560 --> 00:01:14.360]  是甘心樂意的
[00:01:14.360 --> 00:01:17.160]  因為我們真的滿有上帝的恩典
[00:01:17.160 --> 00:01:21.560]  我們在這裡再一次用一個奉獻的心
[00:01:21.560 --> 00:01:24.060]  我們用這個奉獻的心去到上帝面前
[00:01:24.060 --> 00:01:27.160]  在這一刻我們將我們的身心奉獻給祂
[00:01:27.160 --> 00:01:32.160]  我們一起在這裡祈禱、默想
[00:01:32.160 --> 00:01:34.960]  上帝在這一刻的時候
[00:01:34.960 --> 00:01:37.760]  當你與我們同在的時候
[00:01:37.760 --> 00:01:42.360]  父啊,叫我們的心敬畏你
[00:01:42.360 --> 00:01:43.960]  父啊,我們在這當中
[00:01:43.960 --> 00:01:49.760]  弟兄姊妹,如果你和上帝的關係有疏離
[00:01:49.760 --> 00:01:52.560]  或者你很忙碌、忘記的時候
[00:01:52.560 --> 00:01:55.160]  今日上帝告訴你
[00:01:55.160 --> 00:01:59.360]  祂仍然是看顧你
[00:01:59.360 --> 00:02:00.960]  弟兄姊妹,如果你這一刻
[00:02:00.960 --> 00:02:05.960]  你是願意將你自己的身心靈奉獻給上帝的時候
[00:02:05.960 --> 00:02:09.360]  你可以輕輕的跟上帝說
[00:02:09.360 --> 00:02:14.760]  我願意
[00:02:14.760 --> 00:02:15.960]  七愛神,我們在你面前
[00:02:15.960 --> 00:02:19.760]  我們真是很不配
[00:02:19.760 --> 00:02:21.960]  但是你何等的恩典
[00:02:21.960 --> 00:02:27.760]  你自己的拯救再一次每個星期去提醒我們
[00:02:27.760 --> 00:02:30.960]  無論我們走多遠、離你有多遠
[00:02:30.960 --> 00:02:33.360]  但是上帝你都在呼喚我們
[00:02:33.360 --> 00:02:36.360]  感謝主你自己無比的愛
[00:02:36.360 --> 00:02:40.760]  教導我們再一次將身心去獻上給你
[00:02:40.760 --> 00:02:42.760]  因為上帝你悅立
[00:02:42.760 --> 00:02:47.360]  大主到上帝你悅立的是一個聖潔的器皿
[00:02:47.360 --> 00:02:49.960]  求主你給我們今日受潔心清
[00:02:49.960 --> 00:02:51.960]  來到你面前的時候
[00:02:51.960 --> 00:02:53.560]  我們將我們一切的憂慮
[00:02:53.560 --> 00:02:55.960]  將我們一切的重擔交給你
[00:02:55.960 --> 00:03:00.560]  我們甚至要在上帝你面前學習去認罪
[00:03:00.560 --> 00:03:02.960]  更加承認我們有什麼過犯
[00:03:02.960 --> 00:03:04.960]  以致你釋放我們
[00:03:04.960 --> 00:03:06.960]  我們又再活過來
[00:03:06.960 --> 00:03:08.760]  再一次奉獻給你
[00:03:08.760 --> 00:03:11.360]  多謝你今日給我們集體的敬拜
[00:03:11.360 --> 00:03:12.960]  讓我們在集體的敬拜當中
[00:03:12.960 --> 00:03:14.560]  遇見耶穌基督
[00:03:14.560 --> 00:03:15.960]  祈禱奉主命求
[00:03:15.960 --> 00:03:16.960]  阿門
[00:03:19.960 --> 00:03:23.960]  下一個題目叫做如何測驗神的旨意
[00:03:23.960 --> 00:03:25.960]  測驗神的旨意
[00:03:25.960 --> 00:03:27.960]  都是我們基督徒
[00:03:27.960 --> 00:03:29.960]  相信上帝的人
[00:03:29.960 --> 00:03:31.960]  一個一生的功課
[00:03:31.960 --> 00:03:33.960]  無論你是信主的第一天
[00:03:33.960 --> 00:03:34.960]  直到如今
[00:03:34.960 --> 00:03:36.960]  都是要去學習這件事情
[00:03:36.960 --> 00:03:40.960]  因為不是說上帝的旨意千變萬化
[00:03:40.960 --> 00:03:43.960]  而是因為你人生當中會遇見很多不同的事
[00:03:43.960 --> 00:03:44.960]  不同的階段
[00:03:44.960 --> 00:03:46.960]  年幼的時候相信主的
[00:03:46.960 --> 00:03:48.960]  任務在在當中
[00:03:48.960 --> 00:03:50.960]  那時候很年輕
[00:03:50.960 --> 00:03:52.960]  那時候也是被人欺騙
[00:03:52.960 --> 00:03:54.960]  不是 怎麼會被人欺騙
[00:03:54.960 --> 00:03:56.960]  相信耶穌
