
[00:00:00.000 --> 00:00:00.960]  我們在講道之先
[00:00:00.960 --> 00:00:03.640]  我們再一次同心低頭祈禱
[00:00:03.640 --> 00:00:05.200]  創造天地萬物的神
[00:00:05.200 --> 00:00:07.360]  創造我們生命的主
[00:00:07.360 --> 00:00:08.880]  我們求天父祢的靈
[00:00:08.880 --> 00:00:11.000]  現在向我們說話
[00:00:11.000 --> 00:00:12.240]  求祢感動我們
[00:00:12.240 --> 00:00:13.400]  幫助我們
[00:00:13.400 --> 00:00:16.160]  看見主祢對我們的創造
[00:00:16.160 --> 00:00:19.120]  又明白神祢對我們的呼召
[00:00:19.120 --> 00:00:22.720]  讓我們知道怎樣去回應神祢的大靈
[00:00:22.720 --> 00:00:23.520]  我們將以下
[00:00:23.520 --> 00:00:24.840]  沿讀聖經話語的時間
[00:00:24.840 --> 00:00:26.680]  恭敬的有望給天父
[00:00:26.680 --> 00:00:28.960]  聖靈求祢自由的運行
[00:00:28.960 --> 00:00:30.040]  幫助我們
[00:00:30.040 --> 00:00:31.120]  去明白真理
[00:00:31.120 --> 00:00:32.840]  又活出真理
[00:00:32.840 --> 00:00:33.520]  祈禱感恩
[00:00:33.520 --> 00:00:34.720]  奉主耶穌名求
[00:00:34.720 --> 00:00:35.920]  阿們
[00:00:58.960 --> 00:01:12.240]  所以當時就說2022年世界盃阿根廷表現出色
[00:01:12.240 --> 00:01:14.280]  球員發揮得好好
[00:01:14.280 --> 00:01:15.880]  什麼叫做發揮得好
[00:01:15.880 --> 00:01:20.520]  你想想當時原本比賽時間
[00:01:20.520 --> 00:01:23.480]  他只能夠三對三打平手
[00:01:23.480 --> 00:01:26.360]  一個悶局
[00:01:26.360 --> 00:01:30.360]  但加時竟然讓阿根廷四比二
[00:01:30.360 --> 00:01:32.840]  就在加時的時間贏了
[00:01:32.840 --> 00:01:36.040]  所以其實真的需要臨場的發揮
[00:01:36.040 --> 00:01:38.360]  包括技術的發揮
[00:01:38.360 --> 00:01:40.360]  就是推進形點
[00:01:40.360 --> 00:01:42.360]  就是個別球員的技術
[00:01:42.360 --> 00:01:45.640]  身體的發揮就是個別球員跑得快不快
[00:01:45.640 --> 00:01:47.320]  接球準不準
[00:01:47.320 --> 00:01:49.320]  心理的發揮就是輸了球
[00:01:49.320 --> 00:01:50.640]  和這麼緊張
[00:01:50.640 --> 00:01:52.640]  當你四比二加時的時候
[00:01:52.640 --> 00:01:54.800]  那種大的壓力底下
[00:01:54.800 --> 00:01:57.800]  他怎麼能夠保持一個心理狀態
[00:01:57.800 --> 00:01:58.760]  可以贏得球
[00:01:58.760 --> 00:02:01.160]  頭三樣都是個人的
[00:02:01.160 --> 00:02:05.440]  但是最後那兩樣是團隊的
[00:02:05.440 --> 00:02:07.440]  如果你有多好的技術
[00:02:07.440 --> 00:02:08.440]  多快也好
[00:02:08.440 --> 00:02:12.760]  如果你不能夠在應該傳球給人的時候沒有傳到
[00:02:12.760 --> 00:02:14.760]  又或者你應該在帶球的時候
[00:02:14.760 --> 00:02:17.280]  你又停下來慢的時候
[00:02:17.280 --> 00:02:19.280]  團隊就發揮不了
[00:02:19.280 --> 00:02:22.200]  教練也有戰術的
[00:02:22.200 --> 00:02:26.080]  你也知道一打到加時就經常帶球員回來
[00:02:26.080 --> 00:02:28.080]  說一下戰術是怎麼樣的
[00:02:28.080 --> 00:02:32.200]  可能個別球員也會覺得教練說得不對
[00:02:32.200 --> 00:02:34.200]  但是他還是要信服
[00:02:34.200 --> 00:02:38.520]  然後大家發揮到團隊和戰術的發揮
[00:02:38.520 --> 00:02:43.040]  所以當我想起世界盃的時候
[00:02:43.040 --> 00:02:45.040]  雖然我不是一個球迷
[00:02:45.040 --> 00:02:46.040]  我哥哥也是
[00:02:46.040 --> 00:02:48.040]  他從小到大都是球癡
[00:02:48.040 --> 00:02:50.040]  所以我有一點黏到
[00:02:50.040 --> 00:02:52.040]  不是球癡而是黏到一點
[00:02:52.040 --> 00:02:55.400]  一些足球的東西
[00:02:55.400 --> 00:02:58.680]  但是我想想和教會真的有很大的關係
[00:02:58.680 --> 00:03:00.680]  你想一想
[00:03:00.680 --> 00:03:05.560]  神秘教會每一個人就是你和我在座之中
[00:03:05.560 --> 00:03:07.560]  都有一份禮物
[00:03:07.560 --> 00:03:10.120]  上兩個星期江峰才和大家說
[00:03:10.120 --> 00:03:12.120]  這份禮物已經給了你
[00:03:12.120 --> 00:03:14.120]  你需要去發掘
[00:03:14.120 --> 00:03:23.280]  需要去訓練
[00:03:23.280 --> 00:03:25.280]  中文是訓練
[00:03:25.280 --> 00:03:27.280]  去培育他
[00:03:27.280 --> 00:03:29.280]  然後去發揮擺得對的位置
[00:03:29.280 --> 00:03:30.280]  其實球員也是
[00:03:30.280 --> 00:03:32.280]  如果擺得不對的位置就很笨
[00:03:32.280 --> 00:03:34.280]  所以當你看這幅圖畫的時候
[00:03:34.280 --> 00:03:40.280]  我不知道你自己覺得在這個球隊裡面
[00:03:40.280 --> 00:03:45.280]  恩泉大家庭就好像一個恩泉大球隊一樣
[00:03:45.280 --> 00:03:48.280]  這個大家庭的身體
[00:03:48.280 --> 00:03:50.280]  你就是其中一份子
[00:03:50.280 --> 00:03:56.280]  你是否能夠盡情發揮所賦予你的潛質呢?
[00:03:56.280 --> 00:03:58.280]  你怎麼回答這個問題呢?
[00:03:58.280 --> 00:04:01.280]  你覺得自己懷才不遇呢?
[00:04:01.280 --> 00:04:05.280]  你覺得自己是什麼狀態呢?
[00:04:05.280 --> 00:04:10.280]  或者你正在做的是不是已經發揮到盡情的發揮呢?
[00:04:10.280 --> 00:04:12.280]  其實要回答這個問題
[00:04:12.280 --> 00:04:16.280]  首先你要有一個更深的認知
[00:04:16.280 --> 00:04:23.280]  就是究竟你是不是神獨特的創造
[00:04:23.280 --> 00:04:25.280]  大家怎麼回答這個問題呢?
[00:04:25.280 --> 00:04:28.280]  你覺得是的話就舉手吧
[00:04:28.280 --> 00:04:31.280]  我們大部分的人都會覺得是
[00:04:31.280 --> 00:04:35.280]  但是有時候我們會覺得不是
[00:04:35.280 --> 00:04:36.280]  為什麼呢?
[00:04:36.280 --> 00:04:38.280]  我們覺得神是獨特的創造
[00:04:38.280 --> 00:04:39.280]  但是我好像在這裡沒什麼用呢
[00:04:39.280 --> 00:04:41.280]  或者和別人不合
[00:04:41.280 --> 00:04:45.280]  或者我的才幹也不一定適合在這裡
[00:04:45.280 --> 00:04:48.280]  各種很多的原因
[00:04:48.280 --> 00:04:50.280]  究竟神的心意是什麼呢?
[00:04:50.280 --> 00:04:52.280]  我的生命有什麼意義呢?
[00:04:52.280 --> 00:04:53.280]  神究竟把我在這裡做什麼呢?
[00:04:53.280 --> 00:04:55.280]  可能有時候也會有很多這些疑問
[00:04:55.280 --> 00:04:57.280]  甚至我可以怎樣給神用呢?
[00:04:57.280 --> 00:04:59.280]  你也會有這些疑問
[00:04:59.280 --> 00:05:01.280]  但是你回答這個問題的重要性就是
[00:05:01.280 --> 00:05:03.280]  其實沒有人可以代替你
[00:05:03.280 --> 00:05:05.280]  這是關鍵
[00:05:05.280 --> 00:05:07.280]  因為你是獨特的
[00:05:07.280 --> 00:05:09.280]  所以就算你覺得自己很普通
[00:05:09.280 --> 00:05:11.280]  有人比你厲害
[00:05:11.280 --> 00:05:15.280]  就算你覺得你只是羨慕別人的恩賜和能力
[00:05:15.280 --> 00:05:17.280]  覺得自己沒什麼恩賜沒什麼能力
[00:05:17.280 --> 00:05:23.280]  又或者你不知道我們怎樣可以在教會中給神使用
[00:05:23.280 --> 00:05:25.280]  你覺得自己很普通
[00:05:25.280 --> 00:05:28.280]  但是我想邀請你的就是
[00:05:28.280 --> 00:05:30.280]  透過今天的經文
[00:05:30.280 --> 00:05:33.280]  神已經向我們說話了
[00:05:33.280 --> 00:05:35.280]  提醒我們的
[00:05:35.280 --> 00:05:37.280]  不要埋沒我們自己的恩賜
[00:05:37.280 --> 00:05:40.280]  因為我們的存在不是偶然
[00:05:40.280 --> 00:05:42.280]  而是神特別的設計
[00:05:42.280 --> 00:05:44.280]  所以如果要發揮
[00:05:44.280 --> 00:05:46.280]  其實一隊球隊
[00:05:46.280 --> 00:05:48.280]  輸球就因為沒有發揮得好
[00:05:48.280 --> 00:05:50.280]  臨場發揮得不好就輸球
[00:05:50.280 --> 00:05:52.280]  其實教會也是
[00:05:52.280 --> 00:05:54.280]  為什麼歷世歷代的教會
[00:05:54.280 --> 00:05:56.280]  我們要去成就神
[00:05:56.280 --> 00:05:58.280]  其實給我們的大使命也有缺陷
[00:05:58.280 --> 00:06:00.280]  就因為當我們不是能夠
[00:06:00.280 --> 00:06:02.280]  全部的教會所有的人
[00:06:02.280 --> 00:06:05.280]  都能夠臨場發揮到我們團隊
[00:06:05.280 --> 00:06:09.280]  發揮到你在當中最適合的角色
[00:06:09.280 --> 00:06:13.280]  發揮是將能力精神意志
[00:06:13.280 --> 00:06:15.280]  充分的表現出來
[00:06:15.280 --> 00:06:19.280]  也將內在生命的性質素和能力表現出來
[00:06:19.280 --> 00:06:21.280]  換句話來說
[00:06:21.280 --> 00:06:23.280]  發揮這個字的意思
[00:06:23.280 --> 00:06:25.280]  就是原本已經有的東西去發揮
[00:06:25.280 --> 00:06:27.280]  你沒有的東西就不能發揮
[00:06:27.280 --> 00:06:28.280]  你有的東西
[00:06:28.280 --> 00:06:29.280]  譬如你這首歌
[00:06:29.280 --> 00:06:30.280]  你看他學琴
[00:06:30.280 --> 00:06:32.280]  彈到八級
[00:06:32.280 --> 00:06:34.280]  他表演的時候
[00:06:34.280 --> 00:06:35.280]  他要那八級才行
[00:06:35.280 --> 00:06:37.280]  你看我現在彈不出來
[00:06:37.280 --> 00:06:39.280]  我來來去去都是一級都未考
[00:06:39.280 --> 00:06:44.280]  雖然以前是一首歌的鋼琴歌
[00:06:44.280 --> 00:06:46.280]  演奏皇帝
[00:06:46.280 --> 00:06:48.280]  八歲的時候
[00:06:48.280 --> 00:06:51.280]  但現在連那首歌都不記得怎麼彈
[00:06:51.280 --> 00:06:53.280]  所以你原本有的東西
[00:06:53.280 --> 00:06:55.280]  你不發揮不去發展
[00:06:55.280 --> 00:06:57.280]  不去栽培
[00:06:57.280 --> 00:06:59.280]  就不會發揮出來
[00:06:59.280 --> 00:07:03.280]  而且你發揮是要釋放你有的東西
[00:07:03.280 --> 00:07:05.280]  因為已經存在你生命裡面
[00:07:05.280 --> 00:07:09.280]  而且是產生一個合適的果效和影響力
[00:07:09.280 --> 00:07:11.280]  你願不願意回應神
[00:07:11.280 --> 00:07:15.280]  因為其實保羅在今天一節的經文裡面
[00:07:15.280 --> 00:07:18.280]  是附著一個很重要的神學觀念
[00:07:18.280 --> 00:07:20.280]  是發表一個邀請
[00:07:20.280 --> 00:07:22.280]  也是一個命令
[00:07:22.280 --> 00:07:24.280]  我們是他所造之物
[00:07:24.280 --> 00:07:28.280]  在基督耶穌女造成的
[00:07:28.280 --> 00:07:30.280]  就是要我們行善
[00:07:30.280 --> 00:07:34.280]  就是神早已預備好要我們做的
[00:07:34.280 --> 00:07:36.280]  如果你覺得這段經文
[00:07:36.280 --> 00:07:38.280]  你看過很多次了
[00:07:38.280 --> 00:07:40.280]  很熟悉了
[00:07:40.280 --> 00:07:42.280]  但如果你有一個意念
[00:07:42.280 --> 00:07:44.280]  就是我們是受造之物
[00:07:44.280 --> 00:07:46.280]  那當然了
[00:07:46.280 --> 00:07:48.280]  我們每個人都是受造之物
[00:07:48.280 --> 00:07:49.280]  常常覺得我們很特別
[00:07:49.280 --> 00:07:50.280]  很重視我們
[00:07:50.280 --> 00:07:53.280]  但為什麼我們仍然不去發揮最佳狀態
[00:07:53.280 --> 00:07:55.280]  在一個團隊裡面
[00:07:55.280 --> 00:07:57.280]  因為我們覺得
[00:07:57.280 --> 00:07:59.280]  神都做他
[00:07:59.280 --> 00:08:01.280]  又做隔壁那個
[00:08:01.280 --> 00:08:03.280]  又做另外的人
[00:08:03.280 --> 00:08:05.280]  不一定要我
[00:08:05.280 --> 00:08:07.280]  所以要回答的問題是
[00:08:07.280 --> 00:08:08.280]  你是獨特的
[00:08:08.280 --> 00:08:09.280]  你的重要性在這裡
[00:08:09.280 --> 00:08:12.280]  就是他所造之物究竟在說什麼
[00:08:12.280 --> 00:08:15.280]  在基督耶穌女造成又是什麼意思呢
[00:08:15.280 --> 00:08:18.280]  其實原文裡面我不會花太多時間去解釋
[00:08:18.280 --> 00:08:21.280]  如果你現在上網Google
[00:08:21.280 --> 00:08:25.280]  都可以找到很深入的希臘文的釋經
[00:08:25.280 --> 00:08:28.280]  但最重要的意思就是
[00:08:28.280 --> 00:08:33.280]  我們神所創造的創造這個字
[00:08:33.280 --> 00:08:36.280]  英文的字是poem
[00:08:36.280 --> 00:08:38.280]  那個字根是poema
[00:08:38.280 --> 00:08:40.280]  在希臘文裡面
[00:08:40.280 --> 00:08:43.280]  其實就是神的創造
[00:08:43.280 --> 00:08:45.280]  是一個傑作
[00:08:45.280 --> 00:08:48.280]  更加精準的翻譯就是
[00:08:48.280 --> 00:08:50.280]  你是神的傑作
[00:08:50.280 --> 00:08:51.280]  這樣就很不同了
[00:08:51.280 --> 00:08:53.280]  傑作的意思就是說
[00:08:53.280 --> 00:08:54.280]  好像詩歌
[00:08:54.280 --> 00:08:55.280]  好像詩詞
[00:08:55.280 --> 00:08:57.280]  poem是怎樣的
[00:08:57.280 --> 00:08:59.280]  詩詞是需要
[00:08:59.280 --> 00:09:00.280]  可能是對聯
[00:09:00.280 --> 00:09:03.280]  可能是要有些各種的
[00:09:03.280 --> 00:09:05.280]  寫詩當中的詩情畫意
[00:09:05.280 --> 00:09:09.280]  裡面一些的安排
[00:09:09.280 --> 00:09:11.280]  所以你的創造
[00:09:11.280 --> 00:09:12.280]  你的創造你
[00:09:12.280 --> 00:09:13.280]  你所造之物
[00:09:13.280 --> 00:09:14.280]  你是神的傑作
[00:09:14.280 --> 00:09:17.280]  是獨特的傑作
[00:09:17.280 --> 00:09:21.280]  這個傑作是沒有人相同的
[00:09:21.280 --> 00:09:24.280]  而在基督裡面造成的意思
[00:09:24.280 --> 00:09:26.280]  在原文裡面其實是說
[00:09:26.280 --> 00:09:28.280]  是為使命去被創造
[00:09:28.280 --> 00:09:29.280]  你這個傑作
[00:09:29.280 --> 00:09:32.280]  為什麼神要這麼多心思
[00:09:32.280 --> 00:09:33.280]  這麼多時間
[00:09:33.280 --> 00:09:38.280]  這麼多的精準的傑作去創造
[00:09:38.280 --> 00:09:40.280]  去塑造你的生命
[00:09:40.280 --> 00:09:44.280]  就是為了基督成就了救贖的恩典
[00:09:44.280 --> 00:09:46.280]  基督的使命
[00:09:46.280 --> 00:09:48.280]  所以你是為了基督的使命
[00:09:48.280 --> 00:09:51.280]  而是神操作你成為他的傑作
[00:09:51.280 --> 00:09:57.280]  既然他已經這麼花時間精神去做了這個傑作
[00:09:57.280 --> 00:09:58.280]  他就已經
[00:09:58.280 --> 00:09:59.280]  這個關鍵在這裡
[00:09:59.280 --> 00:10:03.280]  那個字是prepare beforehand
[00:10:03.280 --> 00:10:06.280]  就是說神已經預備了你要走的
