
[00:00:00.000 --> 00:00:05.000]  今日我們進入這個系列的講道的另一個icon
[00:00:05.000 --> 00:00:09.000]  今天我們進入這個講道的另外一個icon
[00:00:09.000 --> 00:00:13.000]  就是深度激烈
[00:00:13.000 --> 00:00:15.000]  剛才我們讀的這段經文
[00:00:15.000 --> 00:00:19.000]  大家都可以從經文當中知道
[00:00:19.000 --> 00:00:26.000]  是關乎上帝將聖靈拆遣下來進入信徒的裏面
[00:00:26.000 --> 00:00:29.000]  剛才所讀的經文我們看到
[00:00:29.000 --> 00:00:36.000]  就是怎樣拆遣聖靈降臨來到信徒的裏面
[00:00:36.000 --> 00:00:40.000]  這段經文是接續著上一段的聖經
[00:00:40.000 --> 00:00:42.000]  這段聖經是緊接著上一段的聖經
[00:00:42.000 --> 00:00:46.000]  上一段的聖經主耶穌對他的門徒這樣說
[00:00:46.000 --> 00:00:49.000]  上一段聖經是主耶穌這樣對他的門徒說
[00:00:49.000 --> 00:00:55.000]  我所作的事,信我的人也要作
[00:00:55.000 --> 00:01:00.000]  並且要作比這更大的事
[00:01:00.000 --> 00:01:04.000]  因為我往父那裏去
[00:01:04.000 --> 00:01:09.000]  你們奉我的名,無論求什麼
[00:01:09.000 --> 00:01:11.000]  我就必成就
[00:01:11.000 --> 00:01:16.000]  叫父因兒子的榮耀
[00:01:16.000 --> 00:01:21.000]  你們若奉我的名,求什麼
[00:01:21.000 --> 00:01:26.000]  我必成就
[00:01:26.000 --> 00:01:30.000]  其實當我們去完結了上一段的聖經
[00:01:30.000 --> 00:01:37.000]  是在剛才我們讀的十四章十二至十四節的這段聖經的時候
[00:01:37.000 --> 00:01:41.000]  當我們完了剛才所提到這個聖經以後
[00:01:41.000 --> 00:01:46.000]  然後我們進入到第十四章的這個經文裏面的時候
[00:01:46.000 --> 00:01:51.000]  我們知道耶穌是向他的門徒說到
[00:01:51.000 --> 00:01:55.000]  關於他們怎樣能夠穿越死亡的奧秘
[00:01:55.000 --> 00:02:01.000]  我們知道耶穌已經是說了怎樣去穿越死亡的奧秘
[00:02:01.000 --> 00:02:06.000]  他提到他們要捨命背十家
[00:02:06.000 --> 00:02:09.000]  其實是一個要面對死亡的可能
[00:02:09.000 --> 00:02:12.000]  他提到這個是捨命背十家
[00:02:12.000 --> 00:02:14.000]  是面對死亡的這個可能
[00:02:14.000 --> 00:02:17.000]  耶穌知道這班門徒是要走他所走的道路
[00:02:17.000 --> 00:02:21.000]  耶穌記住這班門徒要行走他所行走的這條路
[00:02:21.000 --> 00:02:24.000]  十之家捨命不是說玩的一件事情
[00:02:24.000 --> 00:02:29.000]  十之家捨命不是說著玩的鬧著玩的
[00:02:29.000 --> 00:02:31.000]  十之家不單是代表死亡
[00:02:31.000 --> 00:02:33.000]  十之家不單是代表死亡
[00:02:33.000 --> 00:02:35.000]  也代表損失
[00:02:35.000 --> 00:02:37.000]  也代表了損失
[00:02:37.000 --> 00:02:38.000]  代表痛苦
[00:02:38.000 --> 00:02:39.000]  代表了痛苦
[00:02:39.000 --> 00:02:40.000]  也代表羞辱
[00:02:40.000 --> 00:02:42.000]  也代表羞辱
[00:02:42.000 --> 00:02:46.000]  但十之家更加對於主耶穌來說
[00:02:46.000 --> 00:02:49.000]  有一個更加重要的挑戰
[00:02:49.000 --> 00:02:53.000]  但對主耶穌來說有一個更加大的挑戰
[00:02:53.000 --> 00:02:55.000]  就是孤單
[00:02:55.000 --> 00:02:59.000]  當我們看耶穌在喀西馬尼園禱告的時候
[00:02:59.000 --> 00:03:02.000]  當我們看耶穌在喀西馬尼園禱告的時候
[00:03:02.000 --> 00:03:06.000]  你會感受到那份的孤單
[00:03:06.000 --> 00:03:11.000]  其實耶穌和他的門徒離別的時候
[00:03:11.000 --> 00:03:14.000]  看著這一幫跟隨他的人
[00:03:14.000 --> 00:03:19.000]  在十之家將臨的時候會離棄他
[00:03:19.000 --> 00:03:21.000]  看著這一幫跟隨他的人
[00:03:21.000 --> 00:03:25.000]  在面對世界的時候會離棄他
[00:03:25.000 --> 00:03:26.000]  他們會軟弱
[00:03:26.000 --> 00:03:27.000]  他們會軟弱
[00:03:27.000 --> 00:03:29.000]  他們的承諾會落空
[00:03:29.000 --> 00:03:31.000]  他們的承諾會落空
[00:03:31.000 --> 00:03:35.000]  司徒彼得說我願意與你一同捨命
[00:03:35.000 --> 00:03:39.000]  司徒彼得說我願意和你一起捨命
[00:03:39.000 --> 00:03:43.000]  耶穌說你雞沒有叫以前你要三次不認
[00:03:43.000 --> 00:03:46.000]  耶穌說在雞沒有叫以前你要三次不認我
[00:03:46.000 --> 00:03:48.000]  彼得不相信這件事
[00:03:48.000 --> 00:03:49.000]  彼得不信這事
[00:03:49.000 --> 00:03:51.000]  但彼得在馬太福音記載
[00:03:51.000 --> 00:03:54.000]  他是發奏起誓不認耶穌
[00:03:54.000 --> 00:03:59.000]  在馬太福音記載彼得是發誓不認耶穌
[00:03:59.000 --> 00:04:02.000]  當我讀到經文的時候心裡有些震撼
[00:04:02.000 --> 00:04:05.000]  當我讀到這個經文的時候我心裡非常震撼
[00:04:05.000 --> 00:04:06.000]  怎樣發奏起誓不認呢?
[00:04:06.000 --> 00:04:09.000]  怎樣發奏起誓不認呢?
[00:04:09.000 --> 00:04:10.000]  意思是我們廣東話說
[00:04:10.000 --> 00:04:13.000]  如果認我認識耶穌我就天打雷劈
[00:04:13.000 --> 00:04:17.000]  也就是說如果我認識這位耶穌的話我天打雷劈
[00:04:17.000 --> 00:04:21.000]  怎可以出自一個和耶穌這麼緊密的門徒的口呢?
[00:04:21.000 --> 00:04:25.000]  怎能夠出自這樣跟耶穌有這麼親密關係的門徒呢?
[00:04:25.000 --> 00:04:27.000]  你可以看到十字架不是說玩的
[00:04:27.000 --> 00:04:29.000]  我們看到十字架不是說著鬧鬧的
[00:04:29.000 --> 00:04:36.000]  為了信仰而寫命不是一個浪漫的口號
[00:04:36.000 --> 00:04:46.000]  為了信仰而寫命並不是一個浪漫的口號
[00:04:46.000 --> 00:04:52.000]  是很真實的面對恐懼和生命當中的威脅
[00:04:52.000 --> 00:04:56.000]  是一個真實的面對恐懼和生命的威脅
[00:04:56.000 --> 00:04:59.000]  耶穌是很明白這件事
[00:04:59.000 --> 00:05:08.000]  他明白他的門徒將會跟從他走同樣的道路
[00:05:08.000 --> 00:05:13.000]  因為他們會做比主更大的事
[00:05:13.000 --> 00:05:16.000]  他們在這個世界上
[00:05:16.000 --> 00:05:25.000]  會延續耶穌基督道成肉身上十字架的道路
[00:05:25.000 --> 00:05:28.000]  他們都是一粒一粒的麥子會放在地裏面而死
[00:05:28.000 --> 00:05:32.000]  他們同樣是一粒一粒的麥子會放在地裏面死的
[00:05:32.000 --> 00:05:34.000]  有時候我們會想
[00:05:34.000 --> 00:05:38.000]  信耶穌是不是來得這麼沉重的一件事呢?
[00:05:38.000 --> 00:05:41.000]  信耶穌是不是這樣一個沉重的一件事情呢?
[00:05:41.000 --> 00:05:47.000]  而事實上今天的教會能夠存在在這個地方
[00:05:47.000 --> 00:05:51.000]  而事實上今天的教會能夠在這世上存在的話
[00:05:51.000 --> 00:05:55.000]  其實有很多不知名的弟兄姊妹已經埋藏了他們的生命在地裏面
[00:05:55.000 --> 00:06:02.000]  其實有很多不知名的弟兄姊妹已經把自己的生命埋藏在這個土裏面
[00:06:02.000 --> 00:06:06.000]  是因為這個緣故教會可以來到今天
[00:06:06.000 --> 00:06:10.000]  就是因為這個緣故教會才有今天
[00:06:10.000 --> 00:06:16.000]  難道我們沒有可能輪到我們將自己的生命埋藏在地裏嗎?
[00:06:16.000 --> 00:06:20.000]  難道沒有可能現在是輪到我們把自己的生命埋藏在土裏面嗎?
[00:06:20.000 --> 00:06:22.000]  每一個跟從主的人
[00:06:22.000 --> 00:06:24.000]  每一個跟從主的人
[00:06:24.000 --> 00:06:26.000]  都會走進十字架的道路
[00:06:26.000 --> 00:06:29.000]  都會走入十字架的道路
[00:06:29.000 --> 00:06:32.000]  如果是這樣的話
[00:06:32.000 --> 00:06:36.000]  耶穌基督是用什麼去描述
[00:06:36.000 --> 00:06:38.000]  在這個十字架道路的過程當中
[00:06:38.000 --> 00:06:44.000]  祂給這班門徒最大的一個憑據呢?
[00:06:44.000 --> 00:06:52.000]  耶穌在這個道路上給這些門徒最大的一個憑據呢?
[00:06:52.000 --> 00:06:56.000]  所以在今天的這段經文裏面
[00:06:56.000 --> 00:06:58.000]  祂說我要求父
[00:06:58.000 --> 00:07:01.000]  父就另外賜給你們一位保衛師
[00:07:01.000 --> 00:07:03.000]  祂說我要求父
[00:07:03.000 --> 00:07:06.000]  父就另外賜給你們一位保衛師
[00:07:06.000 --> 00:07:08.000]  叫祂永遠與你們同在
[00:07:08.000 --> 00:07:11.000]  叫祂永遠與你們同在
[00:07:11.000 --> 00:07:14.000]  就是真理的聖靈是世人不能接受的
[00:07:14.000 --> 00:07:17.000]  就是真理的聖靈是世人不能接受的
[00:07:17.000 --> 00:07:19.000]  因為不見祂也不認識祂
[00:07:19.000 --> 00:07:21.000]  因為不見祂也不認識祂
[00:07:21.000 --> 00:07:25.000]  你們卻認識祂,因祂常與你們同在
[00:07:25.000 --> 00:07:28.000]  你們卻認識祂,因祂常與你們同在
[00:07:28.000 --> 00:07:30.000]  也要在你們裏面
[00:07:30.000 --> 00:07:32.000]  也要在你們裏面
[00:07:32.000 --> 00:07:35.000]  如果我們沒有忘記在第一天
[00:07:35.000 --> 00:07:38.000]  我們看這個約翰福音第十二章的經文的時候
[00:07:38.000 --> 00:07:42.000]  如果我們還沒有忘記我們第一天在看這個約翰福音第十二章的時候
[00:07:42.000 --> 00:07:46.000]  耶穌形容祂十字架的時候是得榮耀的時候
[00:07:46.000 --> 00:07:50.000]  耶穌形容祂的十字架的時候是得榮耀的時候
[00:07:50.000 --> 00:07:52.000]  不是得榮譽的時候
[00:07:52.000 --> 00:07:54.000]  不是得榮譽的時候
[00:07:54.000 --> 00:07:57.000]  就是在這個世上,祂在十字架上是受羞辱的時候
[00:07:57.000 --> 00:08:00.000]  就是在世界上是受羞辱的時候
[00:08:00.000 --> 00:08:02.000]  是不光彩失敗的時候
[00:08:02.000 --> 00:08:04.000]  是不光彩失敗的時候
[00:08:04.000 --> 00:08:07.000]  但是耶穌形容那個是一個榮耀的時候
[00:08:07.000 --> 00:08:09.000]  但是耶穌形容那個是一個榮耀的時候
[00:08:09.000 --> 00:08:12.000]  是因為祂在做上帝在這個世界要做的事情
[00:08:12.000 --> 00:08:16.000]  因為祂在做上帝要祂在這個世界上所做的事情
[00:08:16.000 --> 00:08:19.000]  是要成全上帝在這個世界裏面所做的工作
[00:08:19.000 --> 00:08:23.000]  要成全上帝要在這個世界上所要完成的工作
[00:08:23.000 --> 00:08:25.000]  十字架是上帝動手的時候
[00:08:25.000 --> 00:08:28.000]  十字架是上帝開始動手的時候
[00:08:28.000 --> 00:08:33.000]  是上帝要在這個世界上成全祂自己救贖的大難和旨意的時候
[00:08:33.000 --> 00:08:41.000]  是上帝要在這個世界上成全祂的大難和動手的時候
[00:08:41.000 --> 00:08:49.000]  是一個上帝自己決定要將祂自己展現在這個世上的人的眼前的時候
[00:08:49.000 --> 00:08:55.000]  是上帝在這個世上展現祂在這個世界上的時候
[00:08:55.000 --> 00:08:57.000]  是一個榮耀的時候
[00:08:57.000 --> 00:08:59.000]  是一個榮耀的時刻
[00:08:59.000 --> 00:09:04.000]  耶穌說如果我的門徒和我一樣進入了上帝這個時間表
[00:09:04.000 --> 00:09:09.000]  耶穌說如果我的門徒和我一樣進入了上帝的這個時刻表
[00:09:09.000 --> 00:09:11.000]  選擇上帝的道路
[00:09:11.000 --> 00:09:13.000]  選擇上帝的道路
[00:09:13.000 --> 00:09:15.000]  我忽必尊重他
[00:09:15.000 --> 00:09:16.000]  我忽必尊重他
[00:09:16.000 --> 00:09:19.000]  因為他們也是在做上帝的工作
[00:09:19.000 --> 00:09:21.000]  因為他們也是在做上帝的工作
[00:09:21.000 --> 00:09:23.000]  成全上帝自己的心意
[00:09:23.000 --> 00:09:25.000]  成全上帝自己的心意
[00:09:25.000 --> 00:09:30.000]  所以這是一份很深的聯繫和親民在裡面
[00:09:30.000 --> 00:09:30.000]  所以這是一份很深的聯繫和親民在裡面
[00:09:30.000 --> 00:09:34.000]  這是一個非常深度的親密和聯合在一起
[00:09:34.000 --> 00:09:36.000]  就是我們這班微小的人
[00:09:36.000 --> 00:09:38.000]  就是我們這班微小的人
[00:09:38.000 --> 00:09:40.000]  好像一粒麥子一樣
[00:09:40.000 --> 00:09:42.000]  微不足道的生命的平凡人
[00:09:42.000 --> 00:09:45.000]  微不足道的生命的平凡人
[00:09:45.000 --> 00:09:50.000]  卻與這位永恆上帝做同樣的事情
[00:09:50.000 --> 00:09:54.000]  卻與這位偉大的永恆上帝做同樣的事情
[00:09:54.000 --> 00:09:58.000]  或者進入上帝自己要作的作為的裡面
