
[00:00:00.000 --> 00:00:05.000]  我們是否願意一生跟隨耶穌到底呢?
[00:00:05.000 --> 00:00:07.000]  當我自己想起這個題目
[00:00:07.000 --> 00:00:10.000]  你願意為主付出嗎?
[00:00:10.000 --> 00:00:13.000]  某個情況可能是一個毀身的內容
[00:00:13.000 --> 00:00:14.000]  但當我自己想起
[00:00:14.000 --> 00:00:18.000]  我自己初初奉獻做一個傳道人的初期
[00:00:18.000 --> 00:00:19.000]  當時我們的教會
[00:00:19.000 --> 00:00:22.000]  我們的牧師是一個很嚴厲的牧師
[00:00:22.000 --> 00:00:24.000]  我經常說我們的牧師是很嚴厲的
[00:00:24.000 --> 00:00:26.000]  這個牧師亦是李牧師的牧師
[00:00:26.000 --> 00:00:28.000]  所以我和李牧師是同一間教會出身
[00:00:28.000 --> 00:00:30.000]  以致到我們兩個人
[00:00:30.000 --> 00:00:34.000]  當時我們一起在一個奉獻團計劃那邊成長
[00:00:34.000 --> 00:00:36.000]  有牧師帶著我們
[00:00:36.000 --> 00:00:38.000]  很多時候牧師走過我們身邊
[00:00:38.000 --> 00:00:40.000]  都會跟我們說一句說話
[00:00:40.000 --> 00:00:43.000]  他說:吾河之敵
[00:00:43.000 --> 00:00:48.000]  最近我觀察你都成熟了一點點
[00:00:48.000 --> 00:00:52.000]  當時他這樣說我們很開心
[00:00:52.000 --> 00:00:56.000]  因為牧師說我們成熟了一點點
[00:00:56.000 --> 00:00:59.000]  但一點點都比沒有好
[00:00:59.000 --> 00:01:02.000]  牧師這樣說我們都覺得很好
[00:01:02.000 --> 00:01:03.000]  都很開心
[00:01:03.000 --> 00:01:05.000]  但另一方面
[00:01:05.000 --> 00:01:08.000]  自己很多時候是不太明白
[00:01:08.000 --> 00:01:11.000]  究竟甚麼叫成熟呢
[00:01:11.000 --> 00:01:13.000]  有時我覺得教會說話
[00:01:13.000 --> 00:01:15.000]  有時教會有些術語
[00:01:15.000 --> 00:01:17.000]  全世界都不太明白
[00:01:17.000 --> 00:01:19.000]  是我們教會好像很明白
[00:01:19.000 --> 00:01:21.000]  其實我們有時未必明白
[00:01:21.000 --> 00:01:23.000]  但好像很明白
[00:01:23.000 --> 00:01:25.000]  但當時我又不會問牧師
[00:01:25.000 --> 00:01:27.000]  我們不敢問牧師
[00:01:27.000 --> 00:01:28.000]  當時我們很乖
[00:01:28.000 --> 00:01:29.000]  不敢問牧師
[00:01:29.000 --> 00:01:31.000]  牧師究竟我成熟了哪裡
[00:01:31.000 --> 00:01:33.000]  你覺得我甚麼成熟了
[00:01:33.000 --> 00:01:34.000]  不敢問
[00:01:34.000 --> 00:01:36.000]  但另一方面教會又會說
[00:01:36.000 --> 00:01:40.000]  我們的屬靈生命最近成熟了
[00:01:40.000 --> 00:01:43.000]  更加奧秘
[00:01:43.000 --> 00:01:45.000]  甚麼叫屬靈生命呢
[00:01:45.000 --> 00:01:47.000]  其實很難明白我也不明白
[00:01:47.000 --> 00:01:49.000]  其實我想了很久甚麼叫屬靈生命
[00:01:49.000 --> 00:01:50.000]  換句話說
[00:01:50.000 --> 00:01:52.000]  如果某一天牧師見到你
[00:01:52.000 --> 00:01:56.000]  某某人你最近屬靈生命都不錯
[00:01:56.000 --> 00:01:57.000]  誰知轉頭
[00:01:57.000 --> 00:01:59.000]  另一個長輩看著你
[00:01:59.000 --> 00:02:01.000]  為何你的屬靈生命這麼差
[00:02:01.000 --> 00:02:02.000]  為何我讚他
[00:02:02.000 --> 00:02:03.000]  另一個人不讚他
[00:02:03.000 --> 00:02:06.000]  可能我覺得屬靈生命的定義
[00:02:06.000 --> 00:02:08.000]  跟他可能不太相同
[00:02:08.000 --> 00:02:09.000]  甚至我的標準
[00:02:09.000 --> 00:02:11.000]  跟隔壁那個標準不同
[00:02:11.000 --> 00:02:13.000]  可能我覺得我的標準很低
[00:02:13.000 --> 00:02:14.000]  總之他讀五分鐘聖經
[00:02:14.000 --> 00:02:16.000]  已經屬靈生命很好的
[00:02:16.000 --> 00:02:17.000]  隔壁那個不是
[00:02:17.000 --> 00:02:19.000]  起碼一個小時才屬靈生命好
[00:02:19.000 --> 00:02:20.000]  很不同
[00:02:20.000 --> 00:02:22.000]  甚至有時我都不太明白
[00:02:22.000 --> 00:02:25.000]  究竟甚麼叫屬靈生命
[00:02:25.000 --> 00:02:26.000]  但另一方面
[00:02:26.000 --> 00:02:28.000]  我經常覺得聖經
[00:02:28.000 --> 00:02:31.000]  應該不是很難明白
[00:02:31.000 --> 00:02:34.000]  以致到今天你和我都應該明白
[00:02:34.000 --> 00:02:36.000]  於是我過去幾個星期
[00:02:36.000 --> 00:02:37.000]  當我預備好這篇講章
[00:02:37.000 --> 00:02:39.000]  到真的要講這篇道的時候
[00:02:39.000 --> 00:02:41.000]  我就開始這幾個星期都在想
[00:02:41.000 --> 00:02:44.000]  究竟甚麼叫屬靈生命呢
[00:02:44.000 --> 00:02:47.000]  我就忽然間想起希伯河書
[00:02:47.000 --> 00:02:50.000]  希伯河書那邊曾經說過
[00:02:50.000 --> 00:02:51.000]  作者說過
[00:02:51.000 --> 00:02:56.000]  我們不要再在道理的開端
[00:02:56.000 --> 00:02:59.000]  我們離開道理的開端
[00:02:59.000 --> 00:03:01.000]  我們要去到一個成熟的地步
[00:03:01.000 --> 00:03:03.000]  我們不要再想著喝奶
[00:03:03.000 --> 00:03:06.000]  我們要吃乾糧
[00:03:06.000 --> 00:03:07.000]  我就開始想
[00:03:07.000 --> 00:03:14.000]  原來聖經那邊對於屬靈生命的解釋
[00:03:14.000 --> 00:03:18.000]  和我們成長的人生的解釋
[00:03:18.000 --> 00:03:21.000]  其實是相吻合的
[00:03:21.000 --> 00:03:22.000]  換句話說
[00:03:22.000 --> 00:03:23.000]  如果嬰兒出生
[00:03:23.000 --> 00:03:24.000]  是不是應該喝奶呢
[00:03:24.000 --> 00:03:26.000]  各位弟兄姊妹
[00:03:26.000 --> 00:03:28.000]  嬰兒出生會不會給他吃鮑魚
[00:03:28.000 --> 00:03:30.000]  當然不會
[00:03:30.000 --> 00:03:31.000]  牠沒有牙齒
[00:03:31.000 --> 00:03:32.000]  牧師傻的
[00:03:32.000 --> 00:03:33.000]  當然要喝奶
[00:03:33.000 --> 00:03:35.000]  我們小時候
[00:03:35.000 --> 00:03:37.000]  我女兒小時候
[00:03:37.000 --> 00:03:39.000]  我們都會餵奶
[00:03:39.000 --> 00:03:41.000]  甚至我們的前輩教我們
[00:03:41.000 --> 00:03:45.000]  如果你要嬰兒早點戒夜奶
[00:03:45.000 --> 00:03:47.000]  牠又不用半夜起床嘩嘩叫
[00:03:47.000 --> 00:03:49.000]  你又不用半夜起床餵奶
[00:03:49.000 --> 00:03:51.000]  最重要是大概十二點多
[00:03:51.000 --> 00:03:53.000]  你就吵醒牠
[00:03:53.000 --> 00:03:55.000]  把奶瓶塞進去
[00:03:55.000 --> 00:03:56.000]  讓牠喝點奶
[00:03:56.000 --> 00:03:57.000]  然後一覺看見光
[00:03:57.000 --> 00:03:59.000]  我們前輩教過
[00:03:59.000 --> 00:04:01.000]  其實真的很殘忍
[00:04:01.000 --> 00:04:03.000]  叫牠起床
[00:04:03.000 --> 00:04:04.000]  張開牠的嘴
[00:04:04.000 --> 00:04:05.000]  塞進去
[00:04:05.000 --> 00:04:06.000]  牠不喝
[00:04:06.000 --> 00:04:07.000]  拍牠的明珠燈
[00:04:07.000 --> 00:04:09.000]  啪啪啪啪啪啪
[00:04:09.000 --> 00:04:11.000]  牠不喝
[00:04:11.000 --> 00:04:12.000]  為什麼呢
[00:04:12.000 --> 00:04:14.000]  因為我們想自己好睡一點
[00:04:14.000 --> 00:04:15.000]  一覺看見天亮
[00:04:15.000 --> 00:04:16.000]  其實不是牠一覺看見天亮
[00:04:16.000 --> 00:04:18.000]  而是我們一覺看見天亮
[00:04:18.000 --> 00:04:19.000]  好像很殘忍
[00:04:19.000 --> 00:04:21.000]  但是牠喝奶
[00:04:21.000 --> 00:04:22.000]  沒辦法
[00:04:22.000 --> 00:04:23.000]  牠無助
[00:04:23.000 --> 00:04:25.000]  好像很無助
[00:04:25.000 --> 00:04:26.000]  我們打牠的明珠燈
[00:04:26.000 --> 00:04:27.000]  牠就喝奶
[00:04:27.000 --> 00:04:28.000]  喝完奶還要掃風
[00:04:28.000 --> 00:04:31.000]  是不是很麻煩
[00:04:31.000 --> 00:04:33.000]  但牠會慢慢長大
[00:04:33.000 --> 00:04:35.000]  就開始吃小虎
[00:04:35.000 --> 00:04:37.000]  這個世界有很多小虎
[00:04:37.000 --> 00:04:40.000]  超市有很多小虎
[00:04:40.000 --> 00:04:41.000]  一瓶一瓶
[00:04:41.000 --> 00:04:42.000]  很多小虎
[00:04:42.000 --> 00:04:44.000]  長大之後
[00:04:44.000 --> 00:04:46.000]  可以吃飯了
[00:04:46.000 --> 00:04:47.000]  各位弟兄姊妹
[00:04:47.000 --> 00:04:50.000]  你覺得吃飯辛苦嗎
[00:04:50.000 --> 00:04:52.000]  其實很辛苦
[00:04:52.000 --> 00:04:53.000]  吃飯之前
[00:04:53.000 --> 00:04:55.000]  要有人煮飯
[00:04:55.000 --> 00:04:57.000]  你不用煮飯
[00:04:57.000 --> 00:04:58.000]  你也要吃飯
[00:04:58.000 --> 00:04:59.000]  吃飯很辛苦
[00:04:59.000 --> 00:05:00.000]  但吃飯要眼到
[00:05:00.000 --> 00:05:01.000]  口到
[00:05:01.000 --> 00:05:02.000]  手到
[00:05:02.000 --> 00:05:04.000]  心到
[00:05:04.000 --> 00:05:05.000]  為什麼
[00:05:05.000 --> 00:05:07.000]  因為你最低限度
[00:05:07.000 --> 00:05:09.000]  用手拿起一碗飯
[00:05:09.000 --> 00:05:12.000]  你要爬飯
[00:05:12.000 --> 00:05:13.000]  即是爸爸媽媽
[00:05:13.000 --> 00:05:15.000]  看著你拿著筷子
[00:05:15.000 --> 00:05:16.000]  拿得不好
[00:05:16.000 --> 00:05:17.000]  爸爸媽媽都會說
[00:05:17.000 --> 00:05:19.000]  臭小子拿好一點
[00:05:19.000 --> 00:05:21.000]  而且你要眼到
[00:05:21.000 --> 00:05:22.000]  為什麼要眼到
[00:05:22.000 --> 00:05:23.000]  當你夾了一個菜
[00:05:23.000 --> 00:05:24.000]  吃的時候
[00:05:24.000 --> 00:05:26.000]  你的眼要看著第二塊東西
[00:05:26.000 --> 00:05:27.000]  你不要夾
[00:05:27.000 --> 00:05:28.000]  吃了
[00:05:28.000 --> 00:05:29.000]  很厲害
