
[00:00:00.000 --> 00:00:01.100]  弟兄姊妹大家平安
[00:00:01.100 --> 00:00:05.520]  今天想跟大家分享的題目呢
[00:00:05.520 --> 00:00:09.800]  是重視禱告與善行的操練
[00:00:09.800 --> 00:00:11.900]  剛剛我們讀的這段經文
[00:00:11.900 --> 00:00:13.600]  大家是不是非常的熟悉呢
[00:00:13.600 --> 00:00:16.280]  甚至不需要解釋了
[00:00:16.280 --> 00:00:16.680]  對不對
[00:00:16.680 --> 00:00:19.840]  但是我們我們的生命
[00:00:19.840 --> 00:00:22.580]  真的有如聖經中所說的
[00:00:22.580 --> 00:00:25.840]  按照這樣的神的話語來思想嗎
[00:00:25.840 --> 00:00:29.220]  在這段經文的上文
[00:00:29.220 --> 00:00:32.480]  保羅提醒提摩太
[00:00:32.480 --> 00:00:35.600]  就是要為眾萬人來禱告
[00:00:35.600 --> 00:00:37.760]  可是想想我們弟兄姊妹
[00:00:37.760 --> 00:00:38.760]  我們的禱告生活
[00:00:38.760 --> 00:00:42.480]  有多少的百分比是為萬人禱告
[00:00:42.480 --> 00:00:45.320]  如果今天教會的牧者
[00:00:45.320 --> 00:00:47.000]  或者是帶領的弟兄姊妹
[00:00:47.000 --> 00:00:48.520]  沒有告訴你說為萬人禱告
[00:00:48.520 --> 00:00:49.880]  我們禱告的內容
[00:00:49.880 --> 00:00:51.320]  通常都是跟自己有關係的
[00:00:51.320 --> 00:00:51.680]  對吧
[00:00:51.680 --> 00:00:54.800]  或不然就是跟自己家裡寵物
[00:00:54.800 --> 00:00:55.520]  有關係的吧
[00:00:55.520 --> 00:00:58.980]  家裡的鯨魚死了
[00:00:58.980 --> 00:01:00.400]  快要死了都可以禱告
[00:01:00.400 --> 00:01:03.240]  我曾經就是有收到這樣的一個要求
[00:01:03.240 --> 00:01:04.440]  為我家鯨魚禱告
[00:01:04.440 --> 00:01:08.440]  兄弟姊妹我們要認識神
[00:01:08.440 --> 00:01:09.680]  要我們禱告什麼
[00:01:09.680 --> 00:01:13.160]  在一開始的時候
[00:01:13.160 --> 00:01:14.480]  我想問大家一個問題
[00:01:14.480 --> 00:01:16.880]  最近我們AI非常的科技
[00:01:16.880 --> 00:01:18.240]  非常的發達
[00:01:18.240 --> 00:01:19.280]  在不久的將來
[00:01:19.280 --> 00:01:20.680]  我相信拿起你的平板
[00:01:20.680 --> 00:01:22.140]  或拿起你的手機
[00:01:22.140 --> 00:01:25.000]  他就相當於是一個魔鏡一樣
[00:01:25.000 --> 00:01:26.600]  這個AI的鏡子在你面前
[00:01:26.600 --> 00:01:28.040]  你想問他什麼問題呢
[00:01:29.760 --> 00:01:33.640]  AI AI誰是這世界上最美麗的女人
[00:01:33.640 --> 00:01:36.440]  誰是最有智慧的女人
[00:01:36.440 --> 00:01:37.240]  是我嗎
[00:01:37.240 --> 00:01:41.840]  你可以問他你的名字
[00:01:41.840 --> 00:01:43.000]  你可以問他
[00:01:43.000 --> 00:01:44.920]  你認識葛國光牧師嗎
[00:01:44.920 --> 00:01:50.520]  你可以問他有關於你的故事
[00:01:50.520 --> 00:01:52.480]  你想問什麼問題呢
[00:01:52.480 --> 00:01:54.560]  我就在想以後的AI呢
[00:01:54.560 --> 00:01:56.840]  因為他是隨在我們身邊的
[00:01:56.840 --> 00:01:59.160]  你常常你的生活都跟他緊密相連
[00:01:59.160 --> 00:02:00.080]  包含你的schedule
[00:02:00.080 --> 00:02:02.400]  包含你要吃哪裡喝哪裡
[00:02:02.400 --> 00:02:03.760]  去哪裡吃東西
[00:02:03.760 --> 00:02:05.080]  都要問他去哪裡
[00:02:05.080 --> 00:02:07.480]  然後甚至他好像就在你旁邊
[00:02:07.480 --> 00:02:09.360]  可以幫你做翻譯
[00:02:09.360 --> 00:02:11.440]  所以他可以總結你的生活
[00:02:11.440 --> 00:02:13.720]  所有你所說的所行的
[00:02:13.720 --> 00:02:15.800]  給你一個回饋
[00:02:15.800 --> 00:02:17.240]  可能你今天問他說
[00:02:17.240 --> 00:02:19.120]  我今天看我今天看起來怎麼樣
[00:02:19.120 --> 00:02:20.040]  他會告訴你
[00:02:20.040 --> 00:02:22.960]  你百分之九十五看起來很美麗
[00:02:22.960 --> 00:02:25.960]  你的外表年齡看起來四十八歲
[00:02:25.960 --> 00:02:28.960]  那實際年齡可能六十五歲
[00:02:28.960 --> 00:02:31.720]  今天看起來有點不開心
[00:02:31.720 --> 00:02:34.800]  而且你還今天說了一個小謊
[00:02:34.800 --> 00:02:37.040]  今天表現得有點愛說話
[00:02:37.040 --> 00:02:38.720]  那幫你累計
[00:02:38.720 --> 00:02:42.360]  你今天禱告的時間總計七分鐘
[00:02:42.360 --> 00:02:44.400]  你們覺得你們今天禱告有七分鐘嗎
[00:02:44.400 --> 00:02:46.600]  到目前為止
[00:02:46.600 --> 00:02:51.080]  那目前判定你是百分之三十的屬靈人
[00:02:51.080 --> 00:02:53.960]  那意味著百分之七十是什麼呢
[00:02:53.960 --> 00:02:56.120]  屬肉體的階段
[00:02:56.120 --> 00:02:57.280]  如果有AI鏡子
[00:02:57.280 --> 00:02:59.400]  你會想問他什麼問題
[00:02:59.400 --> 00:03:01.800]  他可不可以根據你所說的
[00:03:01.800 --> 00:03:04.440]  你所行的判斷你的人
[00:03:04.440 --> 00:03:07.320]  你是不是一個合格的基督徒呢
[00:03:07.320 --> 00:03:08.880]  也許有這個功能
[00:03:08.880 --> 00:03:10.960]  我們真的可以來試一下
[00:03:10.960 --> 00:03:12.480]  當我們見主面的時候
[00:03:12.480 --> 00:03:15.360]  AI說的準不準
[00:03:15.360 --> 00:03:17.360]  保羅提醒提摩太他說
[00:03:17.360 --> 00:03:20.240]  我願男人無憤怒無爭論
[00:03:20.240 --> 00:03:23.960]  舉起聖潔的手隨處禱告
[00:03:23.960 --> 00:03:27.960]  今天我們要很多的部分來看一下
[00:03:27.960 --> 00:03:30.360]  這個無憤怒無爭論
[00:03:30.360 --> 00:03:32.040]  那到底要怎麼行
[00:03:32.040 --> 00:03:33.760]  其實保羅的意思是說
[00:03:33.760 --> 00:03:36.640]  你們要隨處禱告
[00:03:36.640 --> 00:03:38.400]  他提醒提摩太
[00:03:38.400 --> 00:03:40.760]  提醒提摩太的教導
[00:03:40.760 --> 00:03:44.080]  要這些的弟兄姊妹
[00:03:44.080 --> 00:03:45.640]  他們要什麼呢
[00:03:45.640 --> 00:03:47.480]  無憤怒無爭論
[00:03:47.480 --> 00:03:51.160]  在任何處境之下都能夠禱告
[00:03:51.160 --> 00:03:54.200]  那這個教會是哪一個教會
[00:03:54.200 --> 00:03:59.000]  當時提摩太他是在以佛所牧養的
[00:03:59.000 --> 00:04:00.840]  所以以佛所教會
[00:04:00.840 --> 00:04:04.760]  他們是被提醒要謹慎自守的
[00:04:04.760 --> 00:04:07.240]  要禱告的
[00:04:07.240 --> 00:04:09.240]  要除去憤怒的
[00:04:09.240 --> 00:04:10.560]  但是我們等一下
[00:04:10.560 --> 00:04:13.000]  我們可以想到在啟示錄裡面
[00:04:13.000 --> 00:04:15.760]  神確則被以佛所的教會是什麼呢
[00:04:15.760 --> 00:04:18.840]  失去起初的愛心
[00:04:18.840 --> 00:04:20.880]  所以這個禱告的操練
[00:04:20.880 --> 00:04:24.240]  這個生命的操練是很重要的
[00:04:24.240 --> 00:04:27.000]  免得我們就好像有一天
[00:04:27.000 --> 00:04:28.520]  我們都知道了
[00:04:28.520 --> 00:04:30.200]  我們都知道經文了
[00:04:30.200 --> 00:04:32.040]  但是我們就不禱告
[00:04:32.040 --> 00:04:34.760]  我們就不愛神
[00:04:34.760 --> 00:04:36.560]  我們來看無憤怒
[00:04:36.560 --> 00:04:38.600]  憤怒是什麼意思呢
[00:04:38.600 --> 00:04:41.800]  憤怒他弟兄姊妹可能會覺得
[00:04:41.800 --> 00:04:44.040]  這個憤怒是不是寫錯了
[00:04:44.040 --> 00:04:47.040]  其實我們用的聖經的憤怒
[00:04:47.040 --> 00:04:48.880]  他是比較古老的用法
[00:04:48.880 --> 00:04:52.840]  你在中國的文獻裡面看到的是
[00:04:52.840 --> 00:04:55.080]  就是這種憤怒
[00:04:55.080 --> 00:04:58.520]  但是我們現在習慣是右邊的那個
[00:04:58.520 --> 00:05:02.680]  比較普通比較通俗的憤怒
[00:05:02.680 --> 00:05:03.640]  那原文呢
[00:05:03.640 --> 00:05:06.040]  憤怒是帶著生氣和審判的意思
[00:05:06.040 --> 00:05:08.320]  甚至還有報仇的意思
[00:05:08.320 --> 00:05:09.600]  其實在聖經裡面
[00:05:09.600 --> 00:05:14.520]  神的憤怒就會帶來神的審判
[00:05:14.520 --> 00:05:16.160]  但是人也有憤怒
[00:05:16.160 --> 00:05:18.800]  人的憤怒也會帶來人的報仇
[00:05:18.800 --> 00:05:21.040]  和人的審判
[00:05:21.040 --> 00:05:23.880]  想想看當我們憤怒的時候
[00:05:23.880 --> 00:05:26.560]  我們是什麼樣的表情呢
[00:05:26.560 --> 00:05:27.720]  當我們憤怒的時候
[00:05:27.720 --> 00:05:30.200]  我們的心境如何呢
[00:05:30.200 --> 00:05:34.520]  有一個哈佛的精神科的心理醫師
[00:05:34.520 --> 00:05:39.440]  他說每一天我都看到憤怒的面孔
[00:05:39.440 --> 00:05:40.720]  在憂鬱中
[00:05:40.720 --> 00:05:42.440]  在人與人相處之中
[00:05:42.440 --> 00:05:44.280]  在夫妻的關係之中
[00:05:44.280 --> 00:05:46.680]  在診斷病人的時候
[00:05:46.680 --> 00:05:48.360]  在憤怒
[00:05:48.360 --> 00:05:52.200]  就是我看見憤怒在人生的每一個角落
[00:05:52.200 --> 00:05:53.640]  他都觀察到
[00:05:53.640 --> 00:05:59.240]  憤怒是每天必會看到的一個面孔
[00:05:59.240 --> 00:06:03.640]  我每日我都需要舒緩憤怒的人
[00:06:03.640 --> 00:06:05.440]  這是他的工作
[00:06:05.440 --> 00:06:06.520]  丟姐妹
[00:06:06.520 --> 00:06:12.520]  想想看你上一次看到憤怒的面孔是什麼時候
[00:06:12.520 --> 00:06:15.800]  或者你上一次很生氣的時候是什麼時候
[00:06:15.800 --> 00:06:18.560]  會不會就在今天早上
[00:06:18.560 --> 00:06:20.120]  我今天出門的時候
[00:06:20.120 --> 00:06:21.360]  我的隔壁的鄰居
[00:06:21.360 --> 00:06:24.320]  他應該也是要去教會吧
[00:06:24.320 --> 00:06:28.640]  他就是黑人打扮得穿得很整齊
[00:06:28.640 --> 00:06:32.640]  他就說我的車子很髒
[00:06:32.640 --> 00:06:33.960]  然後我就走到他旁邊
[00:06:33.960 --> 00:06:37.000]  我說 me too 我的車子也很髒
[00:06:37.000 --> 00:06:38.240]  他的都是灰塵
[00:06:38.240 --> 00:06:39.960]  我的呢 車上呢
[00:06:39.960 --> 00:06:43.720]  好像是昨天有貓在上面打架
[00:06:43.720 --> 00:06:44.600]  那個很難清
[00:06:44.600 --> 00:06:45.680]  還有鳥大便
[00:06:45.680 --> 00:06:47.480]  所以我就趕快清了一下
[00:06:47.480 --> 00:06:48.440]  弟兄姐妹
[00:06:48.440 --> 00:06:50.440]  如果你看到不順心的事情
[00:06:50.440 --> 00:06:52.600]  你會不會產生憤怒呢
[00:06:52.600 --> 00:06:54.680]  就不開心的時候
