
[00:00:00.000 --> 00:00:03.880]  能夠和弟兄姊妹一起在星期六的崇拜當中
[00:00:03.880 --> 00:00:06.380]  分享整個說話 我覺得是一個福分
[00:00:06.380 --> 00:00:08.960]  我曾經記得我在星期日
[00:00:08.960 --> 00:00:13.300]  就是和大家在香港堂
[00:00:13.300 --> 00:00:17.300]  就會試過有分享 有一起敬拜
[00:00:17.300 --> 00:00:19.300]  星期六好像沒有試過
[00:00:19.300 --> 00:00:22.800]  今天是第一次 我覺得是一個很大的祝福
[00:00:22.800 --> 00:00:26.100]  我們求神來將祂的說話對我們說
[00:00:26.100 --> 00:00:28.100]  你記得如果你昨晚有來
[00:00:28.100 --> 00:00:31.100]  你也知道我這兩天真的帶著一個心意
[00:00:31.100 --> 00:00:34.100]  我希望大家也帶著同樣的心意
[00:00:34.100 --> 00:00:38.100]  你來到這裡不是聽我講道
[00:00:38.100 --> 00:00:43.100]  我們來到這裡是一起聽聽神有什麼說話對你講
[00:00:43.100 --> 00:00:45.100]  所以我這兩天你也看到了
[00:00:45.100 --> 00:00:47.100]  昨晚到今天一樣的
[00:00:47.100 --> 00:00:50.100]  我們也會打開聖經 看聖經
[00:00:50.100 --> 00:00:51.100]  聖經是神的說話
[00:00:51.100 --> 00:00:54.100]  當然你說是當然了 講道當然是講聖經
[00:00:54.100 --> 00:00:58.100]  但是你希望你有很深的準備
[00:00:58.100 --> 00:01:01.100]  聖經是神的說話
[00:01:01.100 --> 00:01:04.100]  神的說話是對人說的
[00:01:04.100 --> 00:01:06.100]  神的說話是對你講的
[00:01:06.100 --> 00:01:09.100]  不是只是拿來研究的
[00:01:09.100 --> 00:01:10.100]  研究當然是重要的
[00:01:10.100 --> 00:01:12.100]  但是最重要的是
[00:01:12.100 --> 00:01:15.100]  在聖經裡面的說話是對你和對我講的
[00:01:15.100 --> 00:01:19.100]  所以昨晚我不知道神有沒有什麼說話對你講了
[00:01:19.100 --> 00:01:21.100]  祂也有說話對我講
[00:01:21.100 --> 00:01:23.100]  我自己一直回家的時候
[00:01:23.100 --> 00:01:24.100]  有一兩句說話
[00:01:24.100 --> 00:01:27.100]  就是昨晚羅馬書第八章裡面的說話
[00:01:27.100 --> 00:01:29.100]  一直在我腦裡盤算
[00:01:29.100 --> 00:01:30.100]  感謝主
[00:01:30.100 --> 00:01:31.100]  我不只是在講道
[00:01:31.100 --> 00:01:33.100]  我也聽了神的說話
[00:01:33.100 --> 00:01:35.100]  希望昨晚神有說話對你講
[00:01:35.100 --> 00:01:38.100]  一句兩句或者一個字
[00:01:38.100 --> 00:01:41.100]  我相信這個就是神對你最大的祝福
[00:01:41.100 --> 00:01:43.100]  今天下午我們一樣
[00:01:43.100 --> 00:01:45.100]  同樣帶著這樣的心情
[00:01:45.100 --> 00:01:46.100]  我們在這裡看看
[00:01:46.100 --> 00:01:48.100]  一起留心聽我們求神
[00:01:48.100 --> 00:01:50.100]  帶著一個渴慕的心
[00:01:50.100 --> 00:01:55.100]  主啊,你今天要和我說什麼話?
[00:01:55.100 --> 00:01:58.100]  今天你要和我說什麼話?
[00:01:58.100 --> 00:02:00.100]  今天我和大家選了一個經文
[00:02:00.100 --> 00:02:04.100]  大家在昨晚我們派的大綱裡面都有
[00:02:04.100 --> 00:02:05.100]  可能你已經有了
[00:02:05.100 --> 00:02:10.100]  大家可以打開我們昨天這一份的大綱
[00:02:10.100 --> 00:02:12.100]  最後那一頁
[00:02:12.100 --> 00:02:16.100]  就是今天我們講道的大綱
[00:02:19.100 --> 00:02:21.100]  你可以留意
[00:02:21.100 --> 00:02:25.100]  昨晚我們講了一段很長的聖經
[00:02:25.100 --> 00:02:27.100]  其實很少講這麼長的聖經
[00:02:27.100 --> 00:02:29.100]  很多頂展會真的很難得
[00:02:29.100 --> 00:02:31.100]  熬了這麼久
[00:02:31.100 --> 00:02:33.100]  二十幾節我們講了
[00:02:33.100 --> 00:02:35.100]  羅馬書第八章
[00:02:35.100 --> 00:02:37.100]  新約的羅馬書第八章
[00:02:37.100 --> 00:02:38.100]  我們講二十幾節
[00:02:38.100 --> 00:02:40.100]  今天下午就很不同了
[00:02:40.100 --> 00:02:41.100]  今天講很短的聖經
[00:02:41.100 --> 00:02:43.100]  講四節
[00:02:43.100 --> 00:02:44.100]  講舊約
[00:02:44.100 --> 00:02:47.100]  以賽亞書我們講四節的聖經
[00:02:47.100 --> 00:02:50.100]  但四節聖經裡面都有很寶貴
[00:02:50.100 --> 00:02:52.100]  很豐富的神的說話
[00:02:52.100 --> 00:02:53.100]  要對你和我講
[00:02:53.100 --> 00:02:54.100]  所以我們一起
[00:02:54.100 --> 00:02:56.100]  不如先來到神的面前
[00:02:56.100 --> 00:02:57.100]  我們一起祈禱
[00:02:57.100 --> 00:02:59.100]  我們求祂在這個時刻
[00:02:59.100 --> 00:03:01.100]  跟著時限裡面
[00:03:01.100 --> 00:03:03.100]  去到我們每個人講說話
[00:03:03.100 --> 00:03:05.100]  主啊,我們恭敬來到你的面前
[00:03:05.100 --> 00:03:07.100]  你知道我們的心渴慕你
[00:03:07.100 --> 00:03:09.100]  否則我們都不會放下這一切
[00:03:09.100 --> 00:03:10.100]  尤其是星期六
[00:03:10.100 --> 00:03:12.100]  這麼多節目的日子
[00:03:12.100 --> 00:03:13.100]  我們坐在這裡
[00:03:13.100 --> 00:03:14.100]  你知道我們的心
[00:03:14.100 --> 00:03:17.100]  是想聽見你今晚對我們講什麼
[00:03:17.100 --> 00:03:21.100]  主啊,就求你憐憫我們每一個人
[00:03:21.100 --> 00:03:23.100]  你最知道我們今晚要在你面前
[00:03:23.100 --> 00:03:25.100]  所要得到的是什麼
[00:03:25.100 --> 00:03:26.100]  我們每個人都不同
[00:03:26.100 --> 00:03:29.100]  你要知道我們心裡面帶著什麼掙扎
[00:03:29.100 --> 00:03:31.100]  什麼問題
[00:03:31.100 --> 00:03:32.100]  什麼心境
[00:03:32.100 --> 00:03:34.100]  主啊,你完全了解
[00:03:34.100 --> 00:03:37.100]  主啊,所以我們這樣來到你面前赤裸裸的
[00:03:37.100 --> 00:03:40.100]  來等候你主啊對我們講說話
[00:03:40.100 --> 00:03:43.100]  正如昔日你對以賽亞講說話一樣
[00:03:44.100 --> 00:03:47.100]  我們的主啊,我們仰望我們等候你
[00:03:47.100 --> 00:03:49.100]  求你在我們當中
[00:03:49.100 --> 00:03:51.100]  享受我們對你的敬拜
[00:03:51.100 --> 00:03:54.100]  也讓我們能夠碰見你的面
[00:03:54.100 --> 00:03:56.100]  主啊,我們知道任何人碰見你的面
[00:03:56.100 --> 00:03:58.100]  不可能不被改變
[00:03:58.100 --> 00:04:00.100]  所以主啊,當我們離開這裡的時候
[00:04:00.100 --> 00:04:03.100]  求你讓我們不再是一樣
[00:04:03.100 --> 00:04:05.100]  我們祈禱奉耶穌,祈禱的命求
[00:04:05.100 --> 00:04:07.100]  Amen
[00:04:07.100 --> 00:04:09.100]  好,我們一起打開
[00:04:09.100 --> 00:04:12.100]  以賽亞書五十八章
[00:04:12.100 --> 00:04:14.100]  既然這麼短的一段聖經
[00:04:14.100 --> 00:04:16.100]  那不如我們一起讀一讀好不好
[00:04:16.100 --> 00:04:18.100]  四節而已
[00:04:18.100 --> 00:04:21.100]  好,我們一起打開以賽亞書
[00:04:21.100 --> 00:04:23.100]  第五十八章
[00:04:23.100 --> 00:04:28.100]  我們看第九,第十,第十一,第十二節
[00:04:28.100 --> 00:04:32.100]  你找到了吧,以賽亞書不難找的
[00:04:32.100 --> 00:04:34.100]  五十八章我們找到的時候
[00:04:34.100 --> 00:04:37.100]  我們一起讀和合本好不好
[00:04:37.100 --> 00:04:40.100]  找到了吧,我們第九節開始讀一起
[00:04:40.100 --> 00:04:45.100]  那時你求告,耶和華必應允
[00:04:45.100 --> 00:04:50.100]  你呼求,他必說,我在這裡
[00:04:50.100 --> 00:04:56.100]  你若從你中間除掉重壓和指責人的指頭
[00:04:56.100 --> 00:04:59.100]  並發惡言的事
[00:04:59.100 --> 00:05:04.100]  你心若向飢餓的人發憐憫
[00:05:04.100 --> 00:05:07.100]  使困苦的人得滿足
[00:05:07.100 --> 00:05:11.100]  你的光就必在黑暗中發現
[00:05:11.100 --> 00:05:15.100]  你的幽暗必變如正午
[00:05:15.100 --> 00:05:19.100]  耶和華也必事常引導你
[00:05:19.100 --> 00:05:26.100]  在乾旱之地使你心滿意足,骨頭強壯
[00:05:26.100 --> 00:05:29.100]  你必像囂冠的原子
[00:05:29.100 --> 00:05:33.100]  又像水流不絕的泉源
[00:05:33.100 --> 00:05:40.100]  那些出淵你的人必修造久已荒廢之處
[00:05:40.100 --> 00:05:44.100]  你要建立拆毀累代的根基
[00:05:44.100 --> 00:05:48.100]  你必稱為補破口的
[00:05:48.100 --> 00:05:53.100]  和重修路徑與人居住的
[00:05:53.100 --> 00:05:58.100]  你必稱為補破口的
[00:05:58.100 --> 00:06:03.100]  和重修路徑與人居住的
[00:06:03.100 --> 00:06:08.100]  昨晚我們一起思想這個
[00:06:08.100 --> 00:06:13.100]  在創傷的意志和盼望這個主題裡
[00:06:13.100 --> 00:06:17.100]  我們面對的,或者我們自己面對的城市
[00:06:17.100 --> 00:06:19.100]  我們面對的我們自己的人生
[00:06:19.100 --> 00:06:22.100]  是一個焦慮的
[00:06:22.100 --> 00:06:25.100]  創傷的人生
[00:06:25.100 --> 00:06:28.100]  我希望昨晚羅馬書第八章
[00:06:28.100 --> 00:06:30.100]  這麼寶貴的一些說話
[00:06:30.100 --> 00:06:33.100]  能夠成為你的依字
[00:06:33.100 --> 00:06:36.100]  也曾經令你重新得力
[00:06:36.100 --> 00:06:38.100]  不過我很想和大家說
[00:06:38.100 --> 00:06:41.100]  在神自己的真理裡面一定是這樣
[00:06:41.100 --> 00:06:44.100]  當我們在神的依字恩典當中
[00:06:44.100 --> 00:06:47.100]  慢慢能夠重新得力的時候
[00:06:47.100 --> 00:06:49.100]  這條路是未完的
[00:06:49.100 --> 00:06:53.100]  因為神接著就會有祂的呼召
[00:06:53.100 --> 00:06:56.100]  不會停在那裡,只是拿著神自己的恩典
[00:06:56.100 --> 00:06:58.100]  就抱著說,哎呀,真是好了
[00:06:58.100 --> 00:06:59.100]  幸好有神
[00:06:59.100 --> 00:07:01.100]  沒錯,神是恩待我們
[00:07:01.100 --> 00:07:03.100]  但是神恩待我們之後
[00:07:03.100 --> 00:07:05.100]  聖經什麼時候都告訴我們
[00:07:05.100 --> 00:07:08.100]  當你得到神自己的赦免之後
[00:07:08.100 --> 00:07:11.100]  你就回顧一下你的弟兄
[00:07:11.100 --> 00:07:16.100]  當日彼得在他失敗之後
[00:07:16.100 --> 00:07:18.100]  耶穌復活之後
[00:07:18.100 --> 00:07:20.100]  再去找他
[00:07:20.100 --> 00:07:22.100]  然後彼得在耶穌的面前重新說
[00:07:22.100 --> 00:07:25.100]  你知道我愛你,我很願意愛你
[00:07:25.100 --> 00:07:29.100]  接著你看到耶穌三次都有個回答
[00:07:29.100 --> 00:07:32.100]  他回答說,你愛我嗎?真是好了
[00:07:32.100 --> 00:07:34.100]  乖乖的,以後不要犯錯了
[00:07:34.100 --> 00:07:36.100]  不只是這樣
[00:07:36.100 --> 00:07:37.100]  耶穌說什麼?
[00:07:37.100 --> 00:07:39.100]  你餵養我的羊
[00:07:39.100 --> 00:07:41.100]  彼得覺得很震驚
[00:07:41.100 --> 00:07:43.100]  大家知道為什麼震驚嗎?
[00:07:43.100 --> 00:07:44.100]  彼得很明白
[00:07:44.100 --> 00:07:45.100]  因為彼得一直知道
[00:07:45.100 --> 00:07:46.100]  耶穌給了他一個花名
[00:07:46.100 --> 00:07:49.100]  他叫做得人的漁夫
[00:07:49.100 --> 00:07:50.100]  但是在世的時候
[00:07:50.100 --> 00:07:52.100]  耶穌一直告訴他
[00:07:52.100 --> 00:07:53.100]  大家都知道
[00:07:53.100 --> 00:07:56.100]  牧羊人,好牧人只有耶穌一個
[00:07:56.100 --> 00:07:58.100]  耶穌幾次說我是好牧人
[00:07:58.100 --> 00:08:00.100]  好牧人餵羊寫命
[00:08:00.100 --> 00:08:02.100]  所以牧羊人只是耶穌自己一個
[00:08:02.100 --> 00:08:04.100]  但是在這個時刻裡面
[00:08:04.100 --> 00:08:06.100]  耶穌說你牧養我的羊
[00:08:06.100 --> 00:08:08.100]  彼得說我是誰?你是牧羊人
[00:08:08.100 --> 00:08:09.100]  我不是
[00:08:09.100 --> 00:08:12.100]  耶穌說你要牧養我的羊
[00:08:12.100 --> 00:08:14.100]  所以我們得到神自己的醫治
[00:08:14.100 --> 00:08:16.100]  如果我們真是神恩待我們
[00:08:16.100 --> 00:08:18.100]  在我們的生命的掙扎裡面
[00:08:18.100 --> 00:08:20.100]  能夠有一線的曙光
[00:08:20.100 --> 00:08:22.100]  我們可以慢慢慢慢復原的話
[00:08:22.100 --> 00:08:23.100]  就在這個時間
[00:08:23.100 --> 00:08:25.100]  你會聽見神自己的呼召
[00:08:25.100 --> 00:08:26.100]  告訴你
[00:08:26.100 --> 00:08:27.100]  你不要停在這裡
[00:08:27.100 --> 00:08:30.100]  你要做一個去補破口
[00:08:30.100 --> 00:08:33.100]  和重修路徑
[00:08:33.100 --> 00:08:34.100]  在你周圍的地方
[00:08:34.100 --> 00:08:37.100]  人們可以重新安居樂業的地方
[00:08:37.100 --> 00:08:39.100]  這個就是使命
[00:08:39.100 --> 00:08:41.100]  所以我很有負擔這兩晚
[00:08:41.100 --> 00:08:44.100]  昨晚我們是在神的恩典當中
[00:08:44.100 --> 00:08:47.100]  我們得到祂自己的醫治
[00:08:47.100 --> 00:08:49.100]  重新得力
[00:08:49.100 --> 00:08:50.100]  但是我們不會停在這裡
[00:08:50.100 --> 00:08:52.100]  今晚我想
[00:08:52.100 --> 00:08:54.100]  神也給我一個感動
[00:08:54.100 --> 00:08:56.100]  向大家來透過神自己的說話
[00:08:56.100 --> 00:08:58.100]  來發出一個呼籲
[00:08:58.100 --> 00:08:59.100]  那你怎樣?
[00:08:59.100 --> 00:09:00.100]  接著呢
[00:09:00.100 --> 00:09:01.100]  你也要出去
[00:09:01.100 --> 00:09:05.100]  能夠成為人家的醫治
[00:09:05.100 --> 00:09:07.100]  所以昨晚我說我們是一個
[00:09:07.100 --> 00:09:10.100]  是一個焦慮的城市
[00:09:10.100 --> 00:09:12.100]  今天我剛才和大家說過了
[00:09:12.100 --> 00:09:14.100]  昨晚其實也提過一句
[00:09:14.100 --> 00:09:15.100]  你看我的大綱
[00:09:15.100 --> 00:09:18.100]  一開始就是我們是一個受傷的城市
[00:09:18.100 --> 00:09:19.100]  不單止你受傷
[00:09:19.100 --> 00:09:22.100]  我們周圍也是一個受傷的城市
[00:09:22.100 --> 00:09:24.100]  我們今天是一個受傷的城市
[00:09:24.100 --> 00:09:25.100]  或者我們是一個
[00:09:25.100 --> 00:09:28.100]  充滿傷口的世界當中
[00:09:28.100 --> 00:09:30.100]  這個不需要我更多說
[00:09:30.100 --> 00:09:31.100]  而且這個受傷的城市
[00:09:31.100 --> 00:09:35.100]  不只是我們每天在電視的新聞裡面
[00:09:35.100 --> 00:09:36.100]  看到那些吵鬧
[00:09:36.100 --> 00:09:37.100]  所見到的受傷
[00:09:37.100 --> 00:09:39.100]  那裡當然是很受傷
[00:09:39.100 --> 00:09:41.100]  甚至你看的時候也很受傷
[00:09:41.100 --> 00:09:45.100]  但其實這個受傷在你身邊一直都有
[00:09:45.100 --> 00:09:48.100]  可能在你的家裡面
[00:09:48.100 --> 00:09:52.100]  我們有很多傷口
[00:09:52.100 --> 00:09:54.100]  在你工作的崗位裡面
[00:09:54.100 --> 00:09:57.100]  你周圍所認識的朋友裡面
[00:09:57.100 --> 00:10:00.100]  甚至你的心靈裡面
[00:10:00.100 --> 00:10:02.100]  甚至有時候在教會裡面
[00:10:02.100 --> 00:10:05.100]  也有很多傷口
[00:10:05.100 --> 00:10:07.100]  我們是一個充滿了傷口的世界
[00:10:07.100 --> 00:10:11.100]  充滿了破口的世界
[00:10:11.100 --> 00:10:15.100]  沒錢的有沒錢的傷口和破口
[00:10:15.100 --> 00:10:18.100]  有錢的有有錢的傷口和破口
[00:10:18.100 --> 00:10:22.100]  關心社會的有關心社會的受傷
[00:10:22.100 --> 00:10:26.100]  不關心社會的逃避的
[00:10:26.100 --> 00:10:28.100]  冷漠的
[00:10:28.100 --> 00:10:30.100]  絕望的有絕望的傷心
[00:10:30.100 --> 00:10:33.100]  我們發覺我們自己在這個世界當中
[00:10:33.100 --> 00:10:35.100]  好像沒有一個人可以跑得掉
[00:10:35.100 --> 00:10:37.100]  今天我不是想散播一個悲觀的情緒
[00:10:37.100 --> 00:10:38.100]  正如我昨天晚上說的
[00:10:38.100 --> 00:10:39.100]  但這個是事實
[00:10:39.100 --> 00:10:41.100]  你和我都不需要再說
[00:10:41.100 --> 00:10:43.100]  再加上
[00:10:43.100 --> 00:10:44.100]  不過之前我在加拿大
[00:10:44.100 --> 00:10:46.100]  大家知道我兩邊走
[00:10:46.100 --> 00:10:47.100]  在加拿大的時候
[00:10:47.100 --> 00:10:51.100]  我和太太有時候都很想幫一些年輕人
[00:10:51.100 --> 00:10:53.100]  尤其是很多在香港
[00:10:53.100 --> 00:10:55.100]  過去那邊讀書的年輕人
[00:10:55.100 --> 00:10:59.100]  我太太特別對青少年有一個負擔
[00:10:59.100 --> 00:11:01.100]  她有輔導各方面
[00:11:01.100 --> 00:11:02.100]  所以很多時候我們都
[00:11:02.100 --> 00:11:04.100]  我們不是專業做這件事
[00:11:04.100 --> 00:11:07.100]  但是我們都有些朋友
[00:11:07.100 --> 00:11:10.100]  我們都很想來幫她
[00:11:10.100 --> 00:11:13.100]  我想告訴你一個這樣的事例
[00:11:13.100 --> 00:11:14.100]  有一個女孩子
[00:11:14.100 --> 00:11:16.100]  她父母在香港
[00:11:16.100 --> 00:11:18.100]  錢很多
[00:11:18.100 --> 00:11:20.100]  錢多不是一個問題
[00:11:20.100 --> 00:11:22.100]  不過她就
[00:11:22.100 --> 00:11:25.100]  叫了過來
[00:11:25.100 --> 00:11:27.100]  可能她在香港讀書不是很成功
[00:11:27.100 --> 00:11:29.100]  很多這樣的你知道嗎
[00:11:29.100 --> 00:11:30.100]  在多倫多
[00:11:30.100 --> 00:11:32.100]  一大堆的你知道嗎
[00:11:32.100 --> 00:11:34.100]  幾個區整棟樓
[00:11:34.100 --> 00:11:35.100]  全部都是這樣的人
[00:11:35.100 --> 00:11:37.100]  我們就
[00:11:37.100 --> 00:11:38.100]  她過來
[00:11:38.100 --> 00:11:39.100]  沒有東西
[00:11:39.100 --> 00:11:40.100]  大把錢
[00:11:40.100 --> 00:11:41.100]  吃東西吃得很厲害
[00:11:41.100 --> 00:11:44.100]  我們都未有機會和她一起出去吃
[00:11:44.100 --> 00:11:46.100]  阿姨叔叔請你吃東西
[00:11:46.100 --> 00:11:48.100]  她都不出聲
[00:11:48.100 --> 00:11:50.100]  但是她心裡我看得出她的樣子
[00:11:50.100 --> 00:11:52.100]  吃這樣的東西
[00:11:52.100 --> 00:11:54.100]  這些東西我不吃的
[00:11:54.100 --> 00:11:55.100]  總之
[00:11:55.100 --> 00:11:57.100]  但是你去到他們所住的地方
[00:11:57.100 --> 00:11:59.100]  你就很心痛
[00:12:01.100 --> 00:12:03.100]  有錢有信用卡
[00:12:03.100 --> 00:12:04.100]  但是去到的時候
[00:12:04.100 --> 00:12:05.100]  他們幾個
[00:12:05.100 --> 00:12:06.100]  一人一間房
[00:12:06.100 --> 00:12:09.100]  亂糟糟亂得不得了
[00:12:09.100 --> 00:12:11.100]  沒有了父母在身邊
[00:12:11.100 --> 00:12:12.100]  老實說
[00:12:12.100 --> 00:12:14.100]  好像很自由
[00:12:14.100 --> 00:12:16.100]  其實我告訴你很失落
[00:12:16.100 --> 00:12:17.100]  很孤獨
[00:12:17.100 --> 00:12:20.100]  很多心裡面很深的恐懼
[00:12:20.100 --> 00:12:21.100]  對不起
[00:12:21.100 --> 00:12:23.100]  我不是想給我們父母一些guilty feeling
[00:12:23.100 --> 00:12:24.100]  如果你有這樣的
[00:12:24.100 --> 00:12:25.100]  在外面
[00:12:25.100 --> 00:12:26.100]  但是這個是事實
[00:12:26.100 --> 00:12:27.100]  我想告訴你一個事實
[00:12:27.100 --> 00:12:28.100]  這個女孩子
[00:12:28.100 --> 00:12:30.100]  他們幾個在
[00:12:30.100 --> 00:12:31.100]  我們經常
[00:12:31.100 --> 00:12:33.100]  因為她父母我們認識
[00:12:33.100 --> 00:12:34.100]  在香港
[00:12:34.100 --> 00:12:36.100]  我們經常去探望她
[00:12:36.100 --> 00:12:37.100]  她又覺得
[00:12:37.100 --> 00:12:38.100]  這個父母派來的
[00:12:38.100 --> 00:12:40.100]  一開始就不太願意
[00:12:40.100 --> 00:12:41.100]  理我們
[00:12:41.100 --> 00:12:42.100]  這些是
[00:12:42.100 --> 00:12:44.100]  起無間道
[00:12:44.100 --> 00:12:46.100]  但是她慢慢知道我們對她的愛和關心
[00:12:46.100 --> 00:12:47.100]  其實老實說
[00:12:47.100 --> 00:12:49.100]  她真的想找些人去真是關心她
[00:12:49.100 --> 00:12:50.100]  沒有的
[00:12:50.100 --> 00:12:51.100]  你知道
[00:12:51.100 --> 00:12:53.100]  沒有的那裡
[00:12:53.100 --> 00:12:54.100]  如果她屋主
