
[00:00:00.000 --> 00:00:02.500]  (主席)相信大家都會不單發覺到
[00:00:02.500 --> 00:00:04.200]  春天來得很快
[00:00:04.200 --> 00:00:07.500]  又已經改為下令時間了
[00:00:07.500 --> 00:00:09.900]  還有一樣東西來得很快的
[00:00:09.900 --> 00:00:10.900]  你猜是什麼呢?
[00:00:10.900 --> 00:00:13.900]  交稅的時候
[00:00:13.900 --> 00:00:17.900]  我相信很多人都在開始
[00:00:17.900 --> 00:00:22.200]  或者已經在填補稅表了
[00:00:22.200 --> 00:00:28.300]  結了婚的人多數都會夫婦合併報稅的
[00:00:29.700 --> 00:00:34.200]  有一個關於夫婦合併報稅的故事是這樣的
[00:00:34.200 --> 00:00:36.800]  有一對夫婦
[00:00:36.800 --> 00:00:44.000]  他們兩個都是高職位、高收入的人士
[00:00:44.000 --> 00:00:52.200]  每年報稅都會委託會計師來幫他們報稅
[00:00:52.200 --> 00:00:55.200]  每次填好之後
[00:00:55.200 --> 00:00:59.700]  他們都會到會計師面前一起簽名
[00:00:59.700 --> 00:01:02.500]  這次也不例外
[00:01:02.500 --> 00:01:07.100]  簽完名之後會計師就問他們
[00:01:07.100 --> 00:01:10.200]  他說有一樣東西我一直都很不明白
[00:01:10.200 --> 00:01:12.400]  真的忍不住今天要問你們了
[00:01:12.400 --> 00:01:14.900]  他說這七、八年來
[00:01:15.500 --> 00:01:25.400]  你們都是將哪一個是主報稅人的欄留空不填
[00:01:25.400 --> 00:01:26.800]  是什麼原因呢?
[00:01:26.800 --> 00:01:32.100]  太太就回答說
[00:01:32.100 --> 00:01:35.400]  我們結了婚這麼久了
[00:01:35.400 --> 00:01:39.000]  我們都還沒能確定哪一個是一家之主
[00:01:39.000 --> 00:01:41.600]  所以我們就不懂得填那一欄
[00:01:44.600 --> 00:01:46.200]  這個故事就講完了
[00:01:46.200 --> 00:01:50.600]  這個故事不是很特別
[00:01:50.600 --> 00:01:53.100]  強調的是主權
[00:01:53.100 --> 00:01:54.900]  一家之主是誰作主呢?
[00:01:54.900 --> 00:01:56.000]  誰是主呢?
[00:01:56.000 --> 00:02:02.200]  當然很多情況下我們可以自己去討論
[00:02:02.200 --> 00:02:06.600]  關於一家之主這個問題
[00:02:06.600 --> 00:02:10.800]  保羅在哥倫多前書11章也有很清楚的教導
[00:02:10.800 --> 00:02:11.900]  他這樣說
[00:02:11.900 --> 00:02:17.100]  基督是國人的頭 男人是女人的頭 神是基督的頭
[00:02:17.100 --> 00:02:20.100]  但是頭是指什麼意思呢?
[00:02:20.100 --> 00:02:22.600]  是不是就是指一家之主呢?
[00:02:22.600 --> 00:02:24.100]  還是有另外的意思呢?
[00:02:24.100 --> 00:02:26.600]  今天就不是講這個
[00:02:26.600 --> 00:02:30.700]  以後有機會可以講一下這個題目
[00:02:30.700 --> 00:02:34.200]  今天我要跟大家講的就是
[00:02:34.200 --> 00:02:38.200]  耶穌作為救主的權柄
[00:02:39.700 --> 00:02:42.200]  祂怎樣得到這個權柄呢?
[00:02:42.200 --> 00:02:43.200]  我的意思是
[00:02:43.200 --> 00:02:46.300]  是不是每個人都可以有這個權柄來做救主呢?
[00:02:46.300 --> 00:02:51.400]  耶穌祂是自願
[00:02:51.400 --> 00:02:53.900]  Volunteer 這裡很流行 美國
[00:02:53.900 --> 00:02:57.200]  Volunteer 祂是自願去做救主的
[00:02:57.200 --> 00:03:00.400]  那麼自願做救主是不是夠呢?
[00:03:00.400 --> 00:03:02.600]  不夠
[00:03:02.600 --> 00:03:07.800]  因為很多宗教的領袖或者創辦人
[00:03:07.800 --> 00:03:09.600]  他們會自稱是救主
[00:03:10.200 --> 00:03:12.600]  但其實他們不是真正的救主
[00:03:12.600 --> 00:03:16.000]  那麼怎樣才合資格做真正的救主呢?
[00:03:16.000 --> 00:03:19.600]  只有耶穌祂才是真正合資格
[00:03:19.600 --> 00:03:24.000]  因為耶穌祂甘願為我們世人的罪寫明
[00:03:24.000 --> 00:03:28.800]  祂為我們的罪釘死在十字架上面
[00:03:28.800 --> 00:03:32.100]  但是最重要的還有另外一樣東西
[00:03:32.100 --> 00:03:36.800]  就是是神命定祂做我們世人的救主
[00:03:37.000 --> 00:03:40.800]  神差派耶穌來到這個世上做救主
[00:03:40.800 --> 00:03:45.900]  所以耶穌作為救主的這個權柄
[00:03:45.900 --> 00:03:47.900]  是來自神那裡
[00:03:47.900 --> 00:03:52.900]  這個也是我今天要講的訊息的主題
[00:03:52.900 --> 00:03:57.700]  我會將今天的經文
[00:03:57.700 --> 00:04:01.500]  要講的經文會分為三部分 三段
[00:04:01.500 --> 00:04:03.900]  剛才我們其實只是讀了兩段
[00:04:03.900 --> 00:04:06.400]  第一段就是路加福音十九章
[00:04:06.600 --> 00:04:08.400]  四十五節到四十八節
[00:04:08.400 --> 00:04:11.000]  是講耶穌潔淨聖殿
[00:04:11.000 --> 00:04:15.400]  第二段是路加福音二十章一至八節
[00:04:15.400 --> 00:04:20.400]  是講宗教領袖來質疑耶穌的權柄
[00:04:20.400 --> 00:04:23.800]  第三段其實是跟著
[00:04:23.800 --> 00:04:25.200]  剛才沒有讀到的
[00:04:25.200 --> 00:04:29.200]  就是路加福音二十章九至十九節
[00:04:29.200 --> 00:04:34.800]  是講耶穌用葡萄園園戶這個比喻
[00:04:34.800 --> 00:04:40.000]  來宣告神去審判那些領袖
[00:04:40.000 --> 00:04:43.000]  或者審判對神不忠的人
[00:04:43.000 --> 00:04:45.000]  還有救恩的計劃
[00:04:45.000 --> 00:04:50.000]  先講第一段
[00:04:50.000 --> 00:04:53.000]  就是耶穌潔淨聖殿的這一段
[00:04:53.000 --> 00:04:56.600]  這一段的重點就是
[00:04:56.600 --> 00:05:01.600]  其實就是耶穌挑戰那些宗教領袖的權柄
[00:05:04.200 --> 00:05:07.400]  我們看路加福音十九章四十五節
[00:05:07.400 --> 00:05:10.400]  耶穌進了聖殿
[00:05:10.400 --> 00:05:13.800]  趕出殿裡頭做買賣的人
[00:05:13.800 --> 00:05:17.600]  四十六節對他們說
[00:05:17.600 --> 00:05:21.200]  經上說 我的殿必作禱告的殿
[00:05:21.200 --> 00:05:24.000]  你們都使它成為賊窩了
[00:05:24.000 --> 00:05:30.000]  原來當時是有很多人在聖殿
[00:05:30.000 --> 00:05:32.000]  其實不是真的聖殿裡面
[00:05:32.000 --> 00:05:34.200]  是聖殿的外院
[00:05:34.200 --> 00:05:38.200]  在外院裡頭做買賣
[00:05:38.200 --> 00:05:41.400]  他們不單做買賣
[00:05:41.400 --> 00:05:43.400]  而且是用不法的手段
[00:05:43.400 --> 00:05:46.600]  和欺詐的手段來做買賣 去謀利
[00:05:46.600 --> 00:05:50.000]  所以耶穌形容他們是賊窩
[00:05:50.000 --> 00:05:53.200]  你想想
[00:05:53.200 --> 00:05:57.600]  其實這段聖經所描述的時段
[00:05:57.600 --> 00:06:01.000]  是耶穌剛剛光榮地進入耶路撒冷
