
[00:00:00.000 --> 00:00:01.520]  (主席)弟兄姊妹平安
[00:00:01.520 --> 00:00:06.800]  很榮幸今天可以在大家當中去正道
[00:00:06.800 --> 00:00:11.080]  神學院和這裡相隔不是很遠
[00:00:11.080 --> 00:00:14.640]  但是有機會在這裡正道
[00:00:14.640 --> 00:00:17.600]  並不是很容易的
[00:00:17.600 --> 00:00:19.440]  要牧師邀請
[00:00:19.440 --> 00:00:23.440]  又要準備很多東西的
[00:00:23.440 --> 00:00:27.200]  剛才主席也介紹過我
[00:00:27.200 --> 00:00:28.920]  我是研究舊藥的
[00:00:28.920 --> 00:00:32.280]  所以今天我也想和大家集中看看
[00:00:32.280 --> 00:00:36.320]  經課裡我們也看《馬太福音》
[00:00:36.320 --> 00:00:38.360]  不過我們就看看《馬太福音》
[00:00:38.360 --> 00:00:43.920]  是怎樣去引用舊藥的二賽亞書
[00:00:43.920 --> 00:00:44.720]  然後我們想想
[00:00:44.720 --> 00:00:49.280]  究竟今天顯現期的第三個主日
[00:00:49.280 --> 00:00:54.440]  當它提到在黑暗的地方
[00:00:54.440 --> 00:01:01.480]  黑暗裡的百姓看見大光其實是甚麼意思呢?
[00:01:01.480 --> 00:01:09.200]  在《馬太福音》四章十五、十六節是這樣記載的
[00:01:09.200 --> 00:01:13.520]  「西布倫地,拿佛他利地,
[00:01:13.520 --> 00:01:16.920]  就是沿海的路,約旦河外,
[00:01:16.920 --> 00:01:19.640]  愛邦人的加利利地,
[00:01:19.640 --> 00:01:23.920]  那坐在黑暗裡的百姓看見了大光,
[00:01:23.920 --> 00:01:34.000]  他們的人有光,發現照著他們。」
[00:01:34.000 --> 00:01:40.880]  究竟這個「光」和「暗」是代表甚麼呢?
[00:01:40.880 --> 00:01:42.520]  我不知道我們基督徒
[00:01:42.520 --> 00:01:46.720]  或者當我們在港台說「光」、「暗」的時候
[00:01:46.720 --> 00:01:49.520]  你會想到甚麼
[00:01:49.520 --> 00:01:51.400]  如果從我們很多時候
[00:01:51.400 --> 00:01:55.360]  以福音派或敬虔主義的傳統來說
[00:01:55.360 --> 00:01:56.920]  我們很容易會想到
[00:01:56.920 --> 00:01:59.920]  「光明」就是耶穌基督的真光
[00:01:59.920 --> 00:02:03.560]  「黑暗」就是活在死陰幽谷的人
[00:02:03.560 --> 00:02:11.520]  很多時候我們都會想人在罪惡黑暗裡
[00:02:11.520 --> 00:02:15.080]  他聽到福音就有真光照給他們
[00:02:15.080 --> 00:02:18.960]  他就可以脫離罪惡的黑暗
[00:02:18.960 --> 00:02:24.680]  不知道大家是不是這樣想「光明」和「黑暗」呢?
[00:02:24.680 --> 00:02:27.160]  當聖經提到「光明」、「黑暗」
[00:02:27.160 --> 00:02:29.640]  當基督徒提到「光明」、「黑暗」
[00:02:29.640 --> 00:02:32.080]  你會想起甚麼呢?
[00:02:32.080 --> 00:02:34.440]  剛才我這樣說
[00:02:34.440 --> 00:02:39.560]  「黑暗」就代表人的罪惡在罪惡黑暗裡
[00:02:39.560 --> 00:02:41.960]  耶穌的光釋放人
[00:02:41.960 --> 00:02:46.960]  這些更加適合約翰福音的說法
[00:02:46.960 --> 00:02:49.800]  所謂真光照亮在黑暗裡的人
[00:02:49.800 --> 00:02:51.720]  不過在馬太福音
[00:02:51.720 --> 00:02:55.920]  或者當馬太引用以賽亞書的時候
[00:02:55.920 --> 00:03:00.400]  其實他聽的人或讀的人
[00:03:00.400 --> 00:03:07.720]  未必會這樣想「光明」和「黑暗」
[00:03:07.720 --> 00:03:12.880]  今天我們很容易把「光明」、「黑暗」熟齡化
[00:03:12.880 --> 00:03:15.680]  代表人面對罪惡
[00:03:15.680 --> 00:03:18.720]  然後基督拯救人脫離罪惡
[00:03:18.720 --> 00:03:24.680]  但如果你看以賽亞書的處境的話
[00:03:24.680 --> 00:03:32.040]  這段聖經很明顯不是說人熟齡的境況
[00:03:32.040 --> 00:03:39.000]  如果你打開以賽亞書第九章的時候
[00:03:39.000 --> 00:03:48.400]  我們可能比較熟悉的是第六第七節
[00:03:48.400 --> 00:03:53.200]  如果你打開以賽亞書第九章的話
[00:03:53.200 --> 00:03:55.640]  你可以看看第六第七節
[00:03:55.640 --> 00:04:00.320]  這個很多時候聖誕節會引用的一段經文
[00:04:00.320 --> 00:04:02.000]  「因有一英雄為我們而生」
[00:04:02.000 --> 00:04:03.280]  「有一子賜給我們」
[00:04:03.280 --> 00:04:06.520]  「政權必擔在他的肩頭上」
[00:04:06.520 --> 00:04:09.040]  「他名稱為奇妙策士全能的神」
[00:04:09.040 --> 00:04:10.680]  「永在的父和平的君」
[00:04:10.680 --> 00:04:13.720]  「他的政權和平安必加之無窮」
[00:04:13.720 --> 00:04:16.720]  「他必在大位的寶座上治理他的國」
[00:04:16.720 --> 00:04:19.880]  「以公平公義使國堅定穩固」
[00:04:19.880 --> 00:04:21.280]  「從今直到永遠」
[00:04:21.280 --> 00:04:25.160]  「萬君之夜和一心必成就者事」
[00:04:25.160 --> 00:04:29.480]  這段聖經我假設大家都比較熟悉
[00:04:29.480 --> 00:04:34.760]  但在新約從來沒有引用過這段經文
[00:04:34.760 --> 00:04:36.600]  反而在《馬太福音》
[00:04:36.600 --> 00:04:39.360]  它是引用剛才讀經員也讀過的
[00:04:39.360 --> 00:04:43.960]  第一至第四節的經文
[00:04:43.960 --> 00:04:47.880]  「從前神駛西布倫地和拿佛他利地被藐視」
[00:04:47.880 --> 00:04:50.000]  「末後卻使者沿海的路」
[00:04:50.000 --> 00:04:53.600]  「一旦河外 外邦人的加利利地得著榮耀」
[00:04:53.600 --> 00:04:56.320]  「在黑暗中行走的百姓看見大光」
[00:04:56.320 --> 00:05:02.680]  「住在死淫之地的人 有光照耀他們」
[00:05:02.680 --> 00:05:06.560]  如果你看《耳塞俠書》的經文
[00:05:06.560 --> 00:05:10.280]  對比《馬太福音》的經文
[00:05:10.280 --> 00:05:20.520]  《馬太福音》是將《耳塞俠書》的第一節動詞拿走
[00:05:20.520 --> 00:05:24.840]  例如「被藐視」、「得著榮耀」的字眼都沒有了
[00:05:24.840 --> 00:05:29.080]  我讀《馬太福音》的版本來看
[00:05:29.080 --> 00:05:32.440]  對著《耳塞俠書》的版本
[00:05:32.440 --> 00:05:36.400]  馬太福音是怎樣引用《耳塞俠書》的呢
[00:05:36.400 --> 00:05:38.320]  「西布倫地和拿佛他利地」
[00:05:38.320 --> 00:05:41.000]  「沿海的路 若但河的東邊」
[00:05:41.000 --> 00:05:44.160]  「外邦人的加利利地得著榮耀」
[00:05:44.160 --> 00:05:46.680]  「坐在黑暗裡的百姓看見大光」
[00:05:46.680 --> 00:05:50.360]  「坐在死淫之地的人 有光照耀他們」
[00:05:50.360 --> 00:05:52.640]  你會發覺沒有了動詞
[00:05:52.640 --> 00:05:57.160]  甚至在第二節的動詞都改了
[00:05:57.160 --> 00:05:58.680]  在《耳塞俠書》裡面
[00:05:58.680 --> 00:06:03.960]  是「在黑暗中行走」、「住在死淫」
[00:06:03.960 --> 00:06:08.920]  但《馬太福音》是說「坐在黑暗裡」
[00:06:08.920 --> 00:06:12.400]  將動詞改變了或全部拿走
[00:06:12.400 --> 00:06:14.040]  例如第一節
[00:06:14.040 --> 00:06:16.400]  很明顯是強調
[00:06:16.400 --> 00:06:21.480]  死淫在黑暗裡的百姓在哪裡
[00:06:21.480 --> 00:06:24.200]  它是說「西布倫地和拿佛他利地」
[00:06:24.200 --> 00:06:27.160]  「沿海的路 若但河的東邊」
[00:06:27.160 --> 00:06:30.880]  「外邦人的加利利地得著榮耀」
[00:06:30.880 --> 00:06:36.600]  這一大串的地理名稱代表什麼呢
[00:06:36.600 --> 00:06:41.040]  如果看《耳塞俠書》或熟悉聖經地理的話
[00:06:41.040 --> 00:06:45.240]  你會知道這裡是說以色列的北邊
[00:06:45.240 --> 00:06:49.080]  耶路撒冷在以色列的南邊
[00:06:49.080 --> 00:06:52.520]  但加利利海 加利利地區
[00:06:52.520 --> 00:06:59.800]  或拿佛他利 西布倫在以色列的北邊
[00:06:59.800 --> 00:07:03.720]  其實這些地方在《耳塞俠書》引用時
[00:07:03.720 --> 00:07:06.600]  是說什麼地方呢
[00:07:06.600 --> 00:07:09.680]  如果看第七 第八章的話
[00:07:09.680 --> 00:07:11.520]  你要知道其實是說
[00:07:11.520 --> 00:07:16.240]  那時由大國或耳塞俠所宣講的時候
[00:07:16.240 --> 00:07:22.520]  他們面對的是亞述帝國的侵凌
[00:07:22.520 --> 00:07:29.960]  他們面對的是亞述帝國對於當時的地區虎視眈眈
[00:07:29.960 --> 00:07:32.400]  甚至有可能
[00:07:32.400 --> 00:07:36.240]  當第九章《耳塞俠書》宣講說
[00:07:36.240 --> 00:07:41.880]  拿佛他利 西布倫會得到大光的時候
[00:07:41.880 --> 00:07:48.120]  很可能就是北角以色列已經被亞述侵吞了
[00:07:48.120 --> 00:07:49.880]  被消滅了
[00:07:49.880 --> 00:07:54.880]  裡面的人民可能已經被擄去他方
[00:07:54.880 --> 00:07:57.480]  甚至乎所謂坐在黑暗裡
[00:07:57.480 --> 00:08:00.520]  或行在黑暗裡的人代表什麼呢
[00:08:00.520 --> 00:08:04.600]  代表他們已經被亞述去俘虜
[00:08:04.600 --> 00:08:08.040]  於是他們在黑暗裡
[00:08:08.040 --> 00:08:13.000]  馬太福音很有趣 說他們坐在黑暗裡
[00:08:13.000 --> 00:08:16.400]  其實有一個很可能的解釋就是
[00:08:16.400 --> 00:08:19.480]  以前的監獄
[00:08:19.480 --> 00:08:24.320]  就不像今天這麼石壁 赤柱
[00:08:24.320 --> 00:08:27.960]  這麼光猛 這麼整潔
[00:08:27.960 --> 00:08:30.600]  以前沒有監獄
[00:08:30.600 --> 00:08:34.360]  他們用山洞把人都推進去
[00:08:34.360 --> 00:08:41.080]  那些戰俘 囚犯都推進山洞裡登盡
[00:08:41.080 --> 00:08:44.000]  在那裡坐牢
[00:08:44.000 --> 00:08:48.920]  是一片黑暗 潮濕 骯髒
[00:08:48.920 --> 00:08:51.480]  他們黑暗不是因為看不到東西
[00:08:51.480 --> 00:08:53.840]  而是真的沒有光給他們
[00:08:53.840 --> 00:08:56.680]  於是他們由黑暗進入光明
[00:08:56.680 --> 00:08:59.280]  在舊約裡經常說
[00:08:59.280 --> 00:09:02.200]  他們是從牢籠裡得釋放
[00:09:02.200 --> 00:09:06.760]  在耳措亞書 尤其在後面
[00:09:06.760 --> 00:09:10.800]  說到他們核子去漢建
[00:09:10.800 --> 00:09:14.360]  其實不是單單說他們盲了看到東西
[00:09:14.360 --> 00:09:18.200]  很大部分是說他們是從監牢裡走出來
[00:09:18.200 --> 00:09:20.240]  又被擄 又被監禁
[00:09:20.240 --> 00:09:22.320]  由失去自由的處境裡
[00:09:22.320 --> 00:09:27.480]  由帝國去核製的處境裡釋放出來
[00:09:27.480 --> 00:09:29.280]  如果這樣說的話
[00:09:29.280 --> 00:09:32.240]  耳措亞書第七章
[00:09:32.240 --> 00:09:34.120]  我又假設大家很熟悉
[00:09:34.120 --> 00:09:36.120]  第七章是說什麼呢
[00:09:36.120 --> 00:09:37.400]  不知道大家是不是真的很熟悉
