
[00:00:00.000 --> 00:00:02.280]  各位電影姊妹早晨
[00:00:02.280 --> 00:00:04.840]  先祝大家新年快樂
[00:00:04.840 --> 00:00:06.640]  大日2022年
[00:00:06.640 --> 00:00:09.120]  祝福大家身體健康
[00:00:09.120 --> 00:00:10.600]  主恩常在
[00:00:10.600 --> 00:00:15.520]  願主的喜樂平安常與大家同在
[00:00:15.520 --> 00:00:19.520]  如果有一個新年願望的排行榜的話
[00:00:19.520 --> 00:00:23.200]  大家猜猜第一位會是什麼呢?
[00:00:23.200 --> 00:00:24.000]  (喜樂)
[00:00:24.000 --> 00:00:26.000]  喜樂
[00:00:26.000 --> 00:00:29.200]  好 第二呢?
[00:00:29.200 --> 00:00:33.080]  對了 疫情早點過去
[00:00:33.080 --> 00:00:34.360]  如果第三呢?
[00:00:34.360 --> 00:00:39.640]  我也會覺得各地可以快點通關
[00:00:39.640 --> 00:00:43.120]  事實上我媽媽有個心願
[00:00:43.120 --> 00:00:45.600]  她很想回到家鄉裡面
[00:00:45.600 --> 00:00:48.080]  探望一些跟她差不多年紀的
[00:00:48.080 --> 00:00:49.880]  我媽媽八十多歲
[00:00:49.880 --> 00:00:52.720]  一些親友 一些長輩
[00:00:52.720 --> 00:00:55.520]  她說很久都沒見過面了
[00:00:55.520 --> 00:00:58.760]  於是很想掛念他們
[00:00:58.760 --> 00:01:00.120]  更重要的是
[00:01:00.120 --> 00:01:03.240]  媽媽很想跟這班親友
[00:01:03.240 --> 00:01:07.440]  分享主的愛和主的好消息
[00:01:07.440 --> 00:01:10.040]  我深信如果我們在座有大影姊妹
[00:01:10.040 --> 00:01:13.760]  你如果有家人親友在外國的話
[00:01:13.760 --> 00:01:17.480]  可能你也會有同樣的心願
[00:01:17.480 --> 00:01:20.360]  因為這個疫情太久了
[00:01:20.360 --> 00:01:22.160]  很久沒有跟他們接觸
[00:01:22.160 --> 00:01:23.360]  沒有去探望他們
[00:01:23.360 --> 00:01:27.320]  很想能夠有機會大家去相近
[00:01:27.320 --> 00:01:29.240]  確實這個疫情
[00:01:29.240 --> 00:01:31.720]  真的煎熬了我們多久?
[00:01:31.720 --> 00:01:33.680]  兩年多的時間
[00:01:33.680 --> 00:01:39.320]  過程裡也加上了我們發覺社會
[00:01:39.320 --> 00:01:42.080]  世界很多的變遷
[00:01:42.080 --> 00:01:43.840]  所以我們會發覺
[00:01:43.840 --> 00:01:46.480]  當我們要去想一些計劃
[00:01:46.480 --> 00:01:48.760]  想一些願望的時候
[00:01:48.760 --> 00:01:50.200]  我們有時會發覺
[00:01:50.200 --> 00:01:53.760]  最終會不會達成呢?
[00:01:53.760 --> 00:01:57.400]  最近我們也知道在網絡裡
[00:01:57.400 --> 00:01:59.280]  有一個詞語出現
[00:01:59.280 --> 00:02:02.040]  叫做「躺平」
[00:02:02.040 --> 00:02:03.200]  意思就是說
[00:02:03.200 --> 00:02:07.240]  原來有一個地方裡的年輕人
[00:02:07.240 --> 00:02:08.440]  他們會發覺
[00:02:08.440 --> 00:02:14.880]  既然與社會的期望競爭不斷的奮鬥
[00:02:14.880 --> 00:02:17.280]  不如選擇躺平
[00:02:17.280 --> 00:02:19.040]  無慾無求
[00:02:19.040 --> 00:02:21.160]  這些年輕人會選擇
[00:02:21.160 --> 00:02:26.600]  不買車、不買樓、不結婚、不生孩子
[00:02:26.600 --> 00:02:28.560]  當我們嘗試去理解他們的時候
[00:02:28.560 --> 00:02:29.640]  我們會發覺
[00:02:29.640 --> 00:02:35.000]  都會覺得有一種連戌
[00:02:35.000 --> 00:02:37.120]  會發覺現今的青年人
[00:02:37.120 --> 00:02:38.840]  他們真的很不容易
[00:02:38.840 --> 00:02:41.720]  發覺他們好像對前路
[00:02:41.720 --> 00:02:45.000]  失去了信心和盼望
[00:02:45.000 --> 00:02:46.760]  弟兄姊妹
[00:02:46.760 --> 00:02:49.200]  我們是神的兒女
[00:02:49.200 --> 00:02:51.280]  我們深信主的門徒
[00:02:51.280 --> 00:02:53.720]  我們必然在主的話裡
[00:02:53.720 --> 00:02:56.480]  得到盼望和出路
[00:02:56.480 --> 00:03:00.080]  我們會拒絕靈性上的躺平
[00:03:00.080 --> 00:03:02.160]  今天和大家分享的講題
[00:03:02.160 --> 00:03:04.840]  是迎向更好的指望
[00:03:04.840 --> 00:03:06.680]  我們願意透過神的話語
