
[00:00:00.000 --> 00:00:05.000]  傳道書今天應該說到最後一講了
[00:00:05.000 --> 00:00:13.000]  十一章到十二章是傳道書整本書的一個總結
[00:00:13.000 --> 00:00:16.000]  其實在傳道書十一、十二章要說的話
[00:00:16.000 --> 00:00:22.000]  在前面的第一章到第十章都說過了
[00:00:22.000 --> 00:00:25.000]  今天我會怎樣做呢?
[00:00:25.000 --> 00:00:33.000]  首先我要跟大家十一、十二章讀一篇
[00:00:33.000 --> 00:00:36.000]  這麼長要怎樣讀呢?
[00:00:36.000 --> 00:00:41.000]  其實傳道書是一篇很好的講章
[00:00:41.000 --> 00:00:45.000]  十一、十二章由頭讀一次
[00:00:45.000 --> 00:00:47.000]  我怎樣讀呢?
[00:00:47.000 --> 00:00:50.000]  我會用這個新普及譯本
[00:00:50.000 --> 00:00:52.000]  大家都有這本譯本吧?
[00:00:52.000 --> 00:00:54.000]  不過沒有帶回來
[00:00:54.000 --> 00:00:57.000]  你可以用你手上的和諧本聖經跟著我讀
[00:00:57.000 --> 00:01:00.000]  對照參照地讀
[00:01:00.000 --> 00:01:02.000]  先讀完一次
[00:01:02.000 --> 00:01:04.000]  看看怎樣
[00:01:04.000 --> 00:01:07.000]  傳道書第十一章
[00:01:07.000 --> 00:01:18.000]  請聽我讀吧
[00:01:18.000 --> 00:01:20.000]  我用這個新普及譯本讀的
[00:01:22.000 --> 00:01:26.000]  把你的穀物送過海
[00:01:26.000 --> 00:01:29.000]  早晚必能得到回報
[00:01:29.000 --> 00:01:33.000]  第二節
[00:01:33.000 --> 00:01:38.000]  但要多處分散你的投資
[00:01:38.000 --> 00:01:42.000]  因為你不知道前面有何風險
[00:01:42.000 --> 00:01:46.000]  這個分散投資呢
[00:01:46.000 --> 00:01:49.000]  就是我們這裡分給七個八個人
[00:01:49.000 --> 00:01:51.000]  分散投資
[00:01:52.000 --> 00:01:53.000]  第三節
[00:01:53.000 --> 00:01:57.000]  龍、雲、物、步、宇、宙、降、下
[00:01:57.000 --> 00:02:01.000]  樹向南或向北倒下
[00:02:01.000 --> 00:02:04.000]  都留在他倒下的地方
[00:02:04.000 --> 00:02:06.000]  講風向
[00:02:06.000 --> 00:02:07.000]  第四節
[00:02:07.000 --> 00:02:11.000]  龍夫如果等候完美的天氣
[00:02:11.000 --> 00:02:14.000]  就永遠不會殺種
[00:02:14.000 --> 00:02:16.000]  因為沒有完美的天氣
[00:02:16.000 --> 00:02:19.000]  如果觀望每朵雲彩的變化
[00:02:19.000 --> 00:02:23.000]  就永遠不會收割
[00:02:23.000 --> 00:02:26.000]  看天造人有時都不行
[00:02:26.000 --> 00:02:27.000]  第五節
[00:02:27.000 --> 00:02:30.000]  你無法知道風的軌跡
[00:02:30.000 --> 00:02:35.000]  也無法曉得母腹中胎兒生長的奧秘
[00:02:35.000 --> 00:02:39.000]  同樣上帝成就萬事
[00:02:39.000 --> 00:02:42.000]  他的作為你也無法明白
[00:02:42.000 --> 00:02:43.000]  第六節
[00:02:43.000 --> 00:02:45.000]  你早上就要殺種
[00:02:45.000 --> 00:02:47.000]  下午也要忙個不停
[00:02:47.000 --> 00:02:49.000]  即要耕耘
[00:02:49.000 --> 00:02:55.000]  你不知道那種活動能帶來收益
[00:02:55.000 --> 00:02:59.000]  或他兩種都能呢?
[00:02:59.000 --> 00:03:01.000]  這是第一段
[00:03:01.000 --> 00:03:02.000]  第二段
[00:03:02.000 --> 00:03:03.000]  第七節開始
[00:03:03.000 --> 00:03:05.000]  光是甜美的
[00:03:05.000 --> 00:03:07.000]  看見新的一天
[00:03:07.000 --> 00:03:09.000]  神光初現
[00:03:09.000 --> 00:03:12.000]  多麼令人愉快
[00:03:12.000 --> 00:03:15.000]  人如果長命百歲
[00:03:15.000 --> 00:03:18.000]  他們快樂地享受生命的每一天
[00:03:18.000 --> 00:03:21.000]  不過他們也要想到
[00:03:21.000 --> 00:03:24.000]  未來有許多黑暗的日子
[00:03:24.000 --> 00:03:27.000]  將要來的一切是沒有意義的
[00:03:27.000 --> 00:03:29.000]  光明對照黑暗波
[00:03:29.000 --> 00:03:31.000]  光就代表年輕
[00:03:31.000 --> 00:03:35.000]  黑暗代表改一頭
[00:03:35.000 --> 00:03:37.000]  第九節
[00:03:37.000 --> 00:03:38.000]  年輕人啊
[00:03:38.000 --> 00:03:40.000]  青春是多麼美好
[00:03:40.000 --> 00:03:43.000]  去享受年輕的每分每秒吧
[00:03:43.000 --> 00:03:44.000]  做你想做的
[00:03:44.000 --> 00:03:46.000]  看你所喜歡的
[00:03:46.000 --> 00:03:48.000]  但要記住
[00:03:48.000 --> 00:03:49.000]  你所做的一切
[00:03:49.000 --> 00:03:52.000]  要向上帝交仗
[00:03:52.000 --> 00:03:53.000]  因為他要審問
[00:03:53.000 --> 00:03:54.000]  第十節
[00:03:54.000 --> 00:03:56.000]  因此不要受煩
[00:03:56.000 --> 00:03:58.000]  要保持身體健康
[00:03:58.000 --> 00:03:59.000]  因要記住
[00:03:59.000 --> 00:04:03.000]  雖然你面前還有一生的歲月
[00:04:03.000 --> 00:04:05.000]  可能長命百歲
[00:04:05.000 --> 00:04:09.000]  年輕的日子也是沒有意義的
[00:04:09.000 --> 00:04:12.000]  繼續十二章接著下去
[00:04:12.000 --> 00:04:15.000]  其實在原文的語氣是沒有轉軸的
[00:04:15.000 --> 00:04:17.000]  不要讓青春的興奮
[00:04:17.000 --> 00:04:19.000]  使你忘記了做你的主
[00:04:19.000 --> 00:04:23.000]  趁著年輕還沒老得要說
[00:04:23.000 --> 00:04:26.000]  人生不再有樂趣之前
[00:04:26.000 --> 00:04:28.000]  你要尊崇它
[00:04:28.000 --> 00:04:29.000]  第二節
[00:04:29.000 --> 00:04:33.000]  趁著日月星辰的光
[00:04:33.000 --> 00:04:35.000]  尚未因你的老眼昏花
[00:04:35.000 --> 00:04:36.000]  變得昏暗
[00:04:36.000 --> 00:04:40.000]  趁著烏雲還未籠罩你的上空
[00:04:40.000 --> 00:04:43.000]  你要紀念它
[00:04:43.000 --> 00:04:45.000]  眼眉昏花
[00:04:45.000 --> 00:04:46.000]  眼眉蒙的時候
[00:04:46.000 --> 00:04:47.000]  第三節
[00:04:47.000 --> 00:04:50.000]  跟大家參照一下
[00:04:50.000 --> 00:04:51.000]  在和合本
[00:04:51.000 --> 00:04:53.000]  因為他要順
[00:04:53.000 --> 00:04:55.000]  他要值得順
[00:04:55.000 --> 00:05:00.000]  值得忠於原文的意思
[00:05:00.000 --> 00:05:01.000]  那些比喻
[00:05:01.000 --> 00:05:03.000]  沒有把那個意思意譯出來
[00:05:03.000 --> 00:05:05.000]  所以你不知道什麼叫做
[00:05:05.000 --> 00:05:07.000]  看守房屋的
[00:05:07.000 --> 00:05:09.000]  推磨的婦女
[00:05:09.000 --> 00:05:10.000]  等等
[00:05:10.000 --> 00:05:11.000]  這些是什麼呢
[00:05:11.000 --> 00:05:12.000]  聽我讀
[00:05:12.000 --> 00:05:13.000]  留心
[00:05:13.000 --> 00:05:15.000]  第三節
[00:05:15.000 --> 00:05:17.000]  在你房子的門衛
[00:05:17.000 --> 00:05:20.000]  即是守衛你房子的門衛
[00:05:20.000 --> 00:05:22.000]  守門口的護衛
[00:05:22.000 --> 00:05:23.000]  即是什麼
[00:05:23.000 --> 00:05:26.000]  你那雙腿尚未發抖之前
[00:05:26.000 --> 00:05:29.000]  原來那個門衛是腳
[00:05:29.000 --> 00:05:34.000]  即是腳未震的時候
[00:05:34.000 --> 00:05:37.000]  在那兩位強壯的力士
[00:05:37.000 --> 00:05:41.000]  你那雙肩膀尚未疏漏之前
