
[00:00:00.000 --> 00:00:03.360]  剛才曾經提及過
[00:00:03.360 --> 00:00:06.680]  這個主日是聖靈降臨節
[00:00:06.680 --> 00:00:10.440]  在區會的傳統
[00:00:10.440 --> 00:00:13.920]  聖靈降臨節亦會定做「分享主日」
[00:00:13.920 --> 00:00:16.320]  這是甚麼意思呢?
[00:00:16.320 --> 00:00:19.520]  因為一個被聖靈充滿的人
[00:00:19.520 --> 00:00:21.820]  他對於上帝的國度
[00:00:21.820 --> 00:00:24.000]  對於他人的關心
[00:00:24.000 --> 00:00:27.800]  有時可能比關心自己多
[00:00:27.800 --> 00:00:30.280]  所以我們有「分享主日」
[00:00:30.280 --> 00:00:34.840]  鼓勵弟兄姊妹實踐「分享」
[00:00:34.840 --> 00:00:36.760]  一般人的分享
[00:00:36.760 --> 00:00:40.200]  就是當自己有餘、有能力的時候
[00:00:40.200 --> 00:00:42.720]  就可以與其他人分享
[00:00:42.720 --> 00:00:46.600]  但如果自己都不夠、自己都缺乏
[00:00:46.600 --> 00:00:50.680]  怎樣才有能力實踐分享呢?
[00:00:50.680 --> 00:00:55.040]  究竟事情是否真的可以發生呢?
[00:00:55.040 --> 00:00:59.360]  在缺乏的當中是可以與別人分享
[00:00:59.360 --> 00:01:04.800]  今天我們嘗試從馬其頓的宗教會
[00:01:04.800 --> 00:01:06.720]  他們給出的榜樣
[00:01:06.720 --> 00:01:09.200]  我們可以學習一下
[00:01:09.200 --> 00:01:11.280]  我們下去看看經文
[00:01:11.280 --> 00:01:16.600]  我們由第一至第八節看一看
[00:01:16.600 --> 00:01:21.680]  這段經文有一個很重要的背景要交代
[00:01:21.680 --> 00:01:28.200]  就是保羅如何知道當時他與哥倫多教會說話
[00:01:28.200 --> 00:01:30.680]  他如何知道他們的情況呢?
[00:01:30.680 --> 00:01:33.320]  保羅從提多的口中
[00:01:33.320 --> 00:01:36.760]  就知道關於哥倫多教會的情況
[00:01:36.760 --> 00:01:40.200]  提多告訴保羅的是
[00:01:40.200 --> 00:01:45.760]  哥倫多教會很想做一件非常美好的事
[00:01:45.760 --> 00:01:49.640]  就是要幫助耶路撒冷的聖徒
[00:01:49.640 --> 00:01:52.000]  這件當然是美好的事
[00:01:52.000 --> 00:01:55.280]  而且我們剛才讀經文就知道
[00:01:55.280 --> 00:01:58.920]  他們有這個想法已經一年了
[00:01:58.920 --> 00:02:02.720]  即是說已經籌備了一些時間
[00:02:02.720 --> 00:02:06.760]  可能是集合了弟兄姊妹一些奉獻
[00:02:06.760 --> 00:02:10.400]  亦想了會去做些甚麼事
[00:02:10.400 --> 00:02:11.760]  幫哪些人
[00:02:11.760 --> 00:02:13.480]  已經有一年了
[00:02:13.480 --> 00:02:16.880]  保羅認為既然已經有這個準備
[00:02:16.880 --> 00:02:21.040]  這個一年的計劃應該去到一個階段
[00:02:21.040 --> 00:02:23.040]  將這些收集到回來
[00:02:23.040 --> 00:02:27.120]  去幫助耶路撒冷的聖徒的款項帶出來
[00:02:27.120 --> 00:02:29.760]  即是不再需要在這裡等
[00:02:29.760 --> 00:02:34.040]  保羅從提多的口中知道
[00:02:34.040 --> 00:02:38.080]  哥倫多教會原來有一個這麼美好的計劃
[00:02:38.080 --> 00:02:42.800]  不過在保羅的認識當中
[00:02:42.800 --> 00:02:45.840]  或者在他的標準當中
[00:02:45.840 --> 00:02:49.280]  哥倫多教會還不算慷慨
[00:02:49.280 --> 00:02:52.920]  保羅認為最慷慨最值得效法
[00:02:52.920 --> 00:02:55.640]  就是馬其頓的宗教會
[00:02:55.640 --> 00:02:57.640]  馬其頓是一個大的省份
[00:02:57.640 --> 00:03:02.120]  有不同的地方一會兒我會再交代
[00:03:02.120 --> 00:03:04.720]  保羅覺得馬其頓的宗教會
[00:03:04.720 --> 00:03:09.360]  應該成為哥倫多教會一個學習的榜樣
[00:03:09.360 --> 00:03:11.960]  大家都應該來了解一下
[00:03:11.960 --> 00:03:15.000]  究竟馬其頓宗教會做了些甚麼
[00:03:15.000 --> 00:03:20.160]  究竟馬其頓的宗教會包括了甚麼教會呢
[00:03:20.160 --> 00:03:23.360]  原來包括了菲勒比的教會
[00:03:23.360 --> 00:03:25.200]  貼薩羅尼加的教會
[00:03:25.200 --> 00:03:28.320]  以及在附近一個叫做比利亞的地方
[00:03:28.320 --> 00:03:34.360]  在這些地方統稱為馬其頓的宗教會
[00:03:34.360 --> 00:03:38.360]  究竟這個馬其頓教會有甚麼特別呢
[00:03:38.360 --> 00:03:40.600]  如果我們從菲勒比書
[00:03:40.600 --> 00:03:44.000]  和貼薩羅尼加前書後書
[00:03:44.000 --> 00:03:45.960]  我們就會看到
[00:03:45.960 --> 00:03:53.160]  馬其頓的宗教會不是在一個美麗的地方
[00:03:53.160 --> 00:03:55.720]  過著悠閒的生活
[00:03:55.720 --> 00:03:59.960]  那裏的人不用工作都可以好好享受
[00:03:59.960 --> 00:04:02.480]  不是這樣的
[00:04:02.480 --> 00:04:05.440]  可能有些人有這樣的生活
[00:04:05.440 --> 00:04:09.120]  但是在當地的教會卻不一樣
[00:04:09.120 --> 00:04:13.600]  因為我們從菲勒比書和貼薩羅尼加前後書看見
[00:04:13.600 --> 00:04:16.520]  在那裏的教會的信徒
[00:04:16.520 --> 00:04:20.240]  他們是面對很大的挑戰
[00:04:20.240 --> 00:04:24.160]  在聖經當中說他們遭遇一些患難
[00:04:24.160 --> 00:04:26.960]  又有一些逼迫
[00:04:26.960 --> 00:04:31.640]  這些可以說是在外邦裏建立起來的教會
[00:04:31.640 --> 00:04:37.040]  他們面對兩個很大的挑戰和衝擊
[00:04:37.040 --> 00:04:41.560]  第一就是他們面對猶太人的攻擊
[00:04:41.560 --> 00:04:44.240]  因為那些猶太人認為
[00:04:44.240 --> 00:04:48.560]  你們這一班人雖然說是跟從耶穌
[00:04:48.560 --> 00:04:50.680]  但是你們是未受割禮的
[00:04:50.680 --> 00:04:55.560]  而且他們連猶太人都不接受
[00:04:55.560 --> 00:04:58.480]  因此這些所謂跟從耶穌的人
[00:04:58.480 --> 00:05:00.840]  就被猶太人攻擊了
[00:05:00.840 --> 00:05:02.040]  另外一方面
[00:05:02.040 --> 00:05:05.040]  因為這些外邦人成為了基督徒
[00:05:05.040 --> 00:05:07.040]  成為了跟從基督的人
[00:05:07.040 --> 00:05:11.760]  所以他們也會被那些不信主的外邦人排斥
[00:05:11.760 --> 00:05:14.600]  認為這些人的行為
[00:05:14.600 --> 00:05:17.640]  他們的思想模式
[00:05:17.640 --> 00:05:19.160]  都跟我們不一樣
[00:05:19.160 --> 00:05:22.200]  所以要跟他們劃清界線
[00:05:22.200 --> 00:05:25.080]  劃清界線有多少問題呢
[00:05:25.080 --> 00:05:27.120]  在下面會說
[00:05:27.120 --> 00:05:30.920]  當這一班信了主的外邦人
[00:05:30.920 --> 00:05:32.560]  他們面對猶太人
[00:05:32.560 --> 00:05:34.160]  面對自己人
[00:05:34.160 --> 00:05:36.920]  不過是未信主的自己人來攻擊
[00:05:36.920 --> 00:05:39.440]  他們的信心並沒有動搖
[00:05:39.440 --> 00:05:42.200]  而且越面對這些的衝擊
[00:05:42.200 --> 00:05:43.640]  他們越是站得穩
[00:05:43.640 --> 00:05:46.000]  並且是沒有喜樂
[00:05:46.000 --> 00:05:49.240]  所以他們的信心是很大的
[00:05:49.240 --> 00:05:52.600]  而這個信心大到一個地步是怎樣的呢
[00:05:52.600 --> 00:05:56.400]  在這一段的《哥林多後書》第八章第二節裡面
[00:05:56.400 --> 00:05:57.840]  最後那句說
[00:05:57.840 --> 00:06:01.240]  他們在極度貧窮當中
[00:06:01.240 --> 00:06:07.760]  仍然是顯出額外樂觀的慷慨
