
[00:00:00.000 --> 00:00:02.960]  很快我們又來到這一個系列
[00:00:02.960 --> 00:00:07.120]  如何背起十字架來跟從基督的第三講
[00:00:07.120 --> 00:00:11.920]  今天要講的是如何能夠過一個逆轉的人生
[00:00:11.920 --> 00:00:17.640]  經文是寄託在《馬太福音》第十六章二十四至二十八節
[00:00:17.640 --> 00:00:21.340]  剛才我們都已經讀過這幾節的經文
[00:00:21.340 --> 00:00:23.240]  其實今天的這篇道
[00:00:23.240 --> 00:00:28.080]  是跟我上次的那一篇息息相關
[00:00:28.080 --> 00:00:32.940]  其實都是講如何能夠捨己跟從耶穌基督
[00:00:32.940 --> 00:00:34.680]  如果大家記得的話
[00:00:34.680 --> 00:00:38.300]  我是用了一個舊約的例子來做引言
[00:00:38.300 --> 00:00:42.400]  是講到以利沙先知如何捨棄一切
[00:00:42.400 --> 00:00:45.960]  捨己來跟從以利亞先知
[00:00:45.960 --> 00:00:50.040]  上次是講了為什麼要捨己
[00:00:50.040 --> 00:00:51.160]  原因很簡單
[00:00:51.160 --> 00:00:52.880]  就是耶穌基督說
[00:00:52.880 --> 00:00:56.960]  進入天國的是一道閘門
[00:00:56.960 --> 00:01:00.000]  找到這道閘門已經不容易了
[00:01:00.000 --> 00:01:02.200]  他說將來有很多人
[00:01:02.200 --> 00:01:06.760]  如果不是努力的都不能夠進入這道閘門
[00:01:06.760 --> 00:01:10.680]  我們見到一定要努力才能夠進去
[00:01:10.680 --> 00:01:12.480]  為什麼要努力呢?
[00:01:12.480 --> 00:01:14.960]  因為每個人都是自我的
[00:01:14.960 --> 00:01:19.360]  當我們身上有很多很多的自我、自私的東西
[00:01:19.360 --> 00:01:22.940]  我們就不能夠從這道閘門進去
[00:01:22.940 --> 00:01:28.520]  我們要捨棄這些包袱才能夠進入閘門
[00:01:28.520 --> 00:01:30.400]  你說怎麼捨棄呢?
[00:01:30.400 --> 00:01:33.000]  這個就是我們今天所要講的
[00:01:33.000 --> 00:01:37.680]  怎樣才能夠做到捨己跟從耶穌基督
[00:01:37.680 --> 00:01:41.040]  是要過著一個逆轉的生命
[00:01:41.040 --> 00:01:44.200]  這個和我們平時的生命很不同
[00:01:44.200 --> 00:01:48.080]  我們一般人都是以自我為中心
[00:01:48.080 --> 00:01:50.480]  以自我為首位
[00:01:50.480 --> 00:01:52.160]  一個逆轉的人生
[00:01:52.160 --> 00:01:56.040]  就是不再以自我放在首位
[00:01:56.040 --> 00:01:57.820]  是逆轉了這個次序
[00:01:57.820 --> 00:01:59.980]  是為神而活、為主而活
[00:01:59.980 --> 00:02:02.960]  是將自己放下
[00:02:02.960 --> 00:02:07.640]  經文是記載在《馬太福音》16章24節
[00:02:07.640 --> 00:02:09.720]  「於是耶穌對門徒說
[00:02:09.720 --> 00:02:11.320]  若有人要跟從我
[00:02:11.320 --> 00:02:12.760]  就當捨己
[00:02:12.760 --> 00:02:15.840]  背起他的十架來跟從我」
[00:02:15.840 --> 00:02:19.220]  但我們見到從今這節的經文
[00:02:19.220 --> 00:02:21.840]  是有三件事我們要做
[00:02:21.840 --> 00:02:23.760]  第一件是要捨己
[00:02:23.760 --> 00:02:26.480]  第二件是背起十字架
[00:02:26.480 --> 00:02:29.560]  而第三件是跟從耶穌基督
[00:02:29.560 --> 00:02:31.560]  所以今天的這個分享
[00:02:31.560 --> 00:02:33.640]  是會有三個部份
[00:02:33.640 --> 00:02:35.360]  第一個部份是捨己
[00:02:35.360 --> 00:02:37.880]  第二個部份是背起十架
[00:02:37.880 --> 00:02:42.080]  第三個部份是跟從耶穌基督
[00:02:42.080 --> 00:02:43.640]  我們幫忙看看
[00:02:43.640 --> 00:02:46.320]  為什麼我們要捨己
[00:02:46.320 --> 00:02:48.720]  大部份的人接受耶穌基督
[00:02:48.720 --> 00:02:53.960]  都是將耶穌基督加入了我們自我的生命裏面
[00:02:53.960 --> 00:02:55.480]  意思就是說
[00:02:55.480 --> 00:02:56.760]  他們信了主之後
[00:02:56.760 --> 00:02:59.120]  跟他們以往的生命沒有什麼不同
[00:02:59.120 --> 00:03:02.800]  就是多了一星期日回去教會
[00:03:02.800 --> 00:03:03.920]  以前沒有做
[00:03:03.920 --> 00:03:05.760]  現在每個星期日都回去
[00:03:05.760 --> 00:03:08.320]  甚至可能是去上主日學
[00:03:08.320 --> 00:03:11.600]  參加一下團契這樣
[00:03:11.600 --> 00:03:15.680]  但是耶穌基督要我們怎樣呢?
[00:03:15.680 --> 00:03:20.840]  要我們捨己 倒空自己來接受祂
[00:03:20.840 --> 00:03:22.000]  是很不同的
[00:03:22.000 --> 00:03:23.560]  看不看到不同的地方
[00:03:23.560 --> 00:03:26.360]  一個是過著自滿的生活
[00:03:26.360 --> 00:03:29.040]  但是將耶穌基督加入我們的生命
[00:03:29.040 --> 00:03:31.440]  另外一個是真的倒空自己
[00:03:31.440 --> 00:03:34.360]  來接受耶穌基督
[00:03:34.360 --> 00:03:36.640]  你說為什麼要倒空呢?
[00:03:36.640 --> 00:03:38.920]  做一個自我的人不好嗎?
[00:03:38.920 --> 00:03:40.720]  我不是好人一個嗎?
[00:03:40.720 --> 00:03:43.120]  為什麼要倒空自己呢?
[00:03:43.120 --> 00:03:48.280]  在聖經裏面羅馬書七章十八節告訴我們
[00:03:48.280 --> 00:03:51.480]  告訴我們我們是個怎樣的人
[00:03:51.480 --> 00:03:55.160]  保羅說:我也知道在我裏頭就是我
[00:03:55.160 --> 00:03:58.200]  因為立志為善由得我
[00:03:58.200 --> 00:04:01.000]  只是行出來由不得我
[00:04:01.000 --> 00:04:04.320]  保羅說:我裏面沒有任何的良善
[00:04:04.320 --> 00:04:06.840]  我可以是立志行善
[00:04:06.840 --> 00:04:10.320]  我可以是誓神癖願要做個好人
[00:04:10.320 --> 00:04:13.120]  但是行出來是由不得我
[00:04:13.120 --> 00:04:16.240]  講說話的是使徒保羅
[00:04:16.240 --> 00:04:19.560]  不是任何一個基督徒阿茲、阿卓
[00:04:19.560 --> 00:04:23.080]  連保羅都說在我裏面沒有良善
[00:04:23.080 --> 00:04:25.640]  行出來由不得我
[00:04:25.640 --> 00:04:29.720]  在異塞瓦書六十四章六節
[00:04:29.720 --> 00:04:31.440]  異塞瓦先知告訴我們
[00:04:31.440 --> 00:04:33.960]  我們都像不潔淨的人
[00:04:33.960 --> 00:04:37.520]  所有的異都像污穢的衣服
[00:04:37.520 --> 00:04:41.360]  這一節的經文我以前都跟大家解釋過
[00:04:41.360 --> 00:04:44.160]  原文不是污穢的衣服
[00:04:44.160 --> 00:04:45.320]  原文是什麼?
[00:04:45.320 --> 00:04:47.680]  原文是一塊污穢的布
[00:04:47.680 --> 00:04:50.680]  而這塊布是有特別的用途
[00:04:50.680 --> 00:04:54.840]  是女人有行經的時候用的這塊布
[00:04:54.840 --> 00:05:00.120]  而且還是沾滿了污穢的布
[00:05:00.120 --> 00:05:03.600]  在這裏利美記十五章告訴我們
[00:05:03.600 --> 00:05:05.480]  當女人行經的時候
[00:05:05.480 --> 00:05:09.800]  她無論坐的椅子、無論睡的床都為之不潔
[00:05:09.800 --> 00:05:15.840]  不要說這一塊染污了的布就更加不潔
[00:05:15.840 --> 00:05:17.640]  聖經告訴我們
[00:05:17.640 --> 00:05:21.360]  每一個人當我們做到最好
[00:05:21.360 --> 00:05:24.320]  認為自己是一個二人的時候
[00:05:24.320 --> 00:05:30.040]  神看了上來就好像一塊沾污了的布一樣
[00:05:30.040 --> 00:05:32.320]  其實我們聖經教我們
[00:05:32.320 --> 00:05:36.120]  我們每一個人都是毫無價值、一無可取
[00:05:36.120 --> 00:05:40.200]  當我們做到最好都不能夠是及到神的水準
[00:05:40.200 --> 00:05:42.880]  很可惜很多神學家告訴我們
[00:05:42.880 --> 00:05:44.680]  我們要學習自尊
[00:05:44.680 --> 00:05:47.360]  我們要學習自我
[00:05:47.360 --> 00:05:48.520]  但是很可惜
[00:05:48.520 --> 00:05:51.560]  當我們真是越愛我們自己的話
[00:05:51.560 --> 00:05:55.640]  我們就越不能夠真真正正接受耶穌基督
[00:05:55.640 --> 00:05:57.840]  做我們的救主
[00:05:57.840 --> 00:06:02.080]  在登山補訓《馬太福音》第五章
[00:06:02.080 --> 00:06:07.080]  耶穌基督是教我們怎樣能夠進入天國
[00:06:07.080 --> 00:06:08.800]  在《馬太福音》五章三節
[00:06:08.800 --> 00:06:09.760]  耶穌基督說
[00:06:09.760 --> 00:06:11.400]  虛心的人有福了
[00:06:11.400 --> 00:06:14.040]  因為天國是他們的
[00:06:14.040 --> 00:06:16.240]  我們要放下自己
[00:06:16.240 --> 00:06:17.520]  要捨己
[00:06:17.520 --> 00:06:21.400]  要虛心地才能夠進入天國
[00:06:21.400 --> 00:06:22.560]  這節的經文
[00:06:22.560 --> 00:06:23.960]  虛心的人有福了
[00:06:23.960 --> 00:06:28.560]  也可以解作「另類貧乏的人有福了」
[00:06:28.560 --> 00:06:31.920]  而的確在《路加福音》六章二十節
[00:06:31.920 --> 00:06:35.320]  就是《路加福音》版本的登山補訓
[00:06:35.320 --> 00:06:37.760]  它是用了「貧窮」這個字
[00:06:37.760 --> 00:06:40.680]  「貧窮的人有福了」
[00:06:40.680 --> 00:06:42.320]  你說「貧窮」?
[00:06:42.320 --> 00:06:42.880]  好
[00:06:42.880 --> 00:06:44.000]  你說「虛心」
[00:06:44.000 --> 00:06:47.840]  那我就虛心貧窮地接受耶穌基督
[00:06:47.840 --> 00:06:49.080]  但是你知不知道
[00:06:49.080 --> 00:06:51.120]  這裡所說的「貧窮」
[00:06:51.120 --> 00:06:52.920]  是有多「貧窮」?
[00:06:52.920 --> 00:06:54.680]  原來在希臘文
