
[00:00:00.000 --> 00:00:04.900]  有時我看聖經,我發現神的話語是相當深
[00:00:04.900 --> 00:00:10.000]  有些事我會念,但我不會解,我以為我會解
[00:00:10.000 --> 00:00:14.500]  我讀聖經讀了六十年,我現在最近才開始明白
[00:00:14.500 --> 00:00:17.000]  聖經究竟講甚麼?
[00:00:17.000 --> 00:00:22.000]  在《創世紀》第一章,神如何創造這些宇宙萬物
[00:00:22.000 --> 00:00:27.500]  在六天裏創造天地,創造科學定律
[00:00:27.500 --> 00:00:30.500]  第五天造了大魚就是恐龍
[00:00:30.500 --> 00:00:32.500]  第六天造了人
[00:00:32.500 --> 00:00:39.500]  他造人之先,三位一體的真神,聖父、聖子、聖靈是一位神
[00:00:39.500 --> 00:00:42.500]  但是他三位一體,猶太人是不知道的
[00:00:42.500 --> 00:00:47.500]  當他們有團契的時候,其實教會的團契是學神的
[00:00:47.500 --> 00:00:50.500]  神三位一體是有溝通的
[00:00:50.500 --> 00:00:55.500]  三位一體走在一起,神說我們,一個神
[00:00:55.500 --> 00:01:01.500]  我們要按照我們的形象,按照我們的樣式造人
[00:01:01.500 --> 00:01:07.500]  神就是因為這樣,用他的形象來造人,造男造女
[00:01:07.500 --> 00:01:10.500]  是形象,不是形狀
[00:01:10.500 --> 00:01:14.500]  所以我們不可以說神像我們這樣,有兩隻眼,一個鼻,一個口
[00:01:14.500 --> 00:01:18.500]  神是沒有形狀的,神是沒有四度空間,有個肉身
[00:01:18.500 --> 00:01:22.500]  我們人有個靈,有個魂,有個體
[00:01:22.500 --> 00:01:28.500]  但是我們神是有個靈,所以敬拜他要用心靈和誠實來敬拜他
[00:01:28.500 --> 00:01:32.500]  猶太人,舊有猶太人敬拜神要在回眸
[00:01:32.500 --> 00:01:38.500]  神吩咐摩西做回眸,回眸裡面有致勝鎖,有聖鎖
[00:01:38.500 --> 00:01:43.500]  致勝鎖裡面有個藥櫃,藥櫃底下有兩塊法板
[00:01:43.500 --> 00:01:47.500]  有一罐馬拿,代表他是生命之糧
[00:01:47.500 --> 00:01:52.500]  有一支摩西哥哥亞倫那支拐杖,那支死了的樹枝
[00:01:52.500 --> 00:01:56.500]  開花,就證明了我們的上帝是生命的源頭
[00:01:56.500 --> 00:02:01.500]  他可以將生命放在一支拐杖,一支枯枝裡面可以開花
[00:02:01.500 --> 00:02:06.500]  但是藥櫃的面有塊金片,金片上面有個私人寶座
[00:02:06.500 --> 00:02:11.500]  私人寶座前面有兩隻基魯柏,兩隻基魯柏有兩個翅膀
[00:02:11.500 --> 00:02:16.500]  每隻基魯柏有兩個翅膀,翅膀上面滿有眼睛,代表他是全知
[00:02:16.500 --> 00:02:20.500]  是天使,四種天使的其中一種
[00:02:20.500 --> 00:02:23.500]  基魯柏是潔淨的
[00:02:23.500 --> 00:02:28.500]  有兩個翅膀,一隻翅膀遮住自己,一隻翅膀遮住那個私人寶座
[00:02:28.500 --> 00:02:32.500]  神人相會的地方,就是一個會幕,The Temple Meeting
[00:02:32.500 --> 00:02:34.500]  或者叫做Tabernacle
[00:02:34.500 --> 00:02:38.500]  後來會幕變成一個建築物,叫做聖殿
[00:02:38.500 --> 00:02:42.500]  聖殿有三次的建造,第一次是所羅門王建造
[00:02:42.500 --> 00:02:46.500]  第二次就是希律王建造,就是耶穌基督的時代
[00:02:46.500 --> 00:02:50.500]  第三次是未造,將來狄基督會為猶太人來建造聖殿
[00:02:50.500 --> 00:02:54.500]  但是聖殿不是為猶太人而設,聖殿是為魔鬼而設
[00:02:54.500 --> 00:02:58.500]  因為魔鬼會進去聖殿,自己當做神
[00:02:58.500 --> 00:03:02.500]  啟示錄說,凡是創世以來在生命冊上面
[00:03:02.500 --> 00:03:05.500]  沒有他名字的人,都會進去那裡拜魔鬼
[00:03:05.500 --> 00:03:08.500]  魔鬼就是想被天使敬拜,被人敬拜
[00:03:08.500 --> 00:03:12.500]  過那種癮,他要代替神,他要爬到最高的山上
[00:03:12.500 --> 00:03:14.500]  要與創造者同等
[00:03:14.500 --> 00:03:18.500]  因為這樣的緣故,他變成墮落的天使
[00:03:18.500 --> 00:03:22.500]  神做每一個人,因為你的靈魂是神放進去的
[00:03:22.500 --> 00:03:25.500]  你父母親給你什麼?給你DNA
[00:03:25.500 --> 00:03:28.500]  但是你媽媽你爸爸沒有給你靈魂
[00:03:28.500 --> 00:03:33.500]  神好像當時用泥土做的人,向他鼻孔吹口氣
[00:03:33.500 --> 00:03:36.500]  他就成了有靈的活人
[00:03:36.500 --> 00:03:40.500]  在地上那麼多種生物,那麼多種生命
[00:03:40.500 --> 00:03:42.500]  只有人才有靈
[00:03:42.500 --> 00:03:44.500]  靈是用來敬拜上帝的
[00:03:44.500 --> 00:03:47.500]  動物有性的,貓狗有性的
[00:03:47.500 --> 00:03:49.500]  但是他沒有靈,他有魂
[00:03:49.500 --> 00:03:53.500]  傳道書說,人怎樣死,獸也怎樣死
[00:03:53.500 --> 00:04:00.500]  誰知人的靈往上升,獸的魂往下降
[00:04:00.500 --> 00:04:03.500]  所以小貓小狗死了就死了,沒有了
[00:04:03.500 --> 00:04:06.500]  但是人死了,不會就這樣就如燈滅
[00:04:06.500 --> 00:04:09.500]  那個靈是很重要的,那個靈是最重要的
[00:04:09.500 --> 00:04:13.500]  因為耶穌說過,叫人活著的乃是靈之身子,與我們無益
[00:04:13.500 --> 00:04:16.500]  我們的肉身一天衰老過一天
[00:04:16.500 --> 00:04:20.500]  有些幸運的,可以保留那種健康
[00:04:20.500 --> 00:04:22.500]  不幸運的,健康就沒有了
[00:04:22.500 --> 00:04:25.500]  不過有健康的人,你不需要驕傲
[00:04:25.500 --> 00:04:26.500]  健康是神給的
[00:04:26.500 --> 00:04:29.500]  他給你就給,不給你想求都沒有
[00:04:29.500 --> 00:04:32.500]  不過人的肉身死亡是避不了的
[00:04:32.500 --> 00:04:38.500]  我很喜歡看究竟神的形象是怎樣的呢
[00:04:38.500 --> 00:04:42.500]  我用了六個月的時間來準備這篇信息
[00:04:42.500 --> 00:04:45.500]  在聖經裏面做research
[00:04:45.500 --> 00:04:48.500]  一個科學家喜歡做research,喜歡做實驗
[00:04:48.500 --> 00:04:51.500]  我找到有七樣東西
[00:04:51.500 --> 00:04:55.500]  神給人,這個是根據他的形象
[00:04:55.500 --> 00:04:58.500]  第一,神是會說話的
[00:04:58.500 --> 00:05:01.500]  有一個拜王大仙的朋友跟我說
[00:05:01.500 --> 00:05:03.500]  為甚麼你的上帝會說這麼多話呢
[00:05:03.500 --> 00:05:06.500]  聖經經常說神說,神說
[00:05:06.500 --> 00:05:08.500]  我說當然了,只有他一個會說話
[00:05:08.500 --> 00:05:11.500]  因為你拜的廟裏面的神,他不會說話的
[00:05:11.500 --> 00:05:14.500]  你去龍王廟拜龍王,看他會不會說話
[00:05:14.500 --> 00:05:16.500]  不會的
[00:05:16.500 --> 00:05:18.500]  你跟他游漆,光先不游漆
[00:05:18.500 --> 00:05:22.500]  木就爛了,就枯了
[00:05:22.500 --> 00:05:25.500]  聖經說神說,神做天地的時候
[00:05:25.500 --> 00:05:27.500]  神說,以後光就有了光
[00:05:27.500 --> 00:05:29.500]  神看光是有的,就把光暗分開了
[00:05:29.500 --> 00:05:30.500]  神稱光為晝,稱暗為夜
[00:05:30.500 --> 00:05:32.500]  有晚上有早晨,這是頭一天
[00:05:32.500 --> 00:05:34.500]  神第一天是做光
[00:05:34.500 --> 00:05:36.500]  有人就說,有甚麼理由
[00:05:36.500 --> 00:05:41.500]  有晚上有早晨,太陽和月亮是第四天才做
[00:05:41.500 --> 00:05:44.500]  神做光的,太陽月亮是發光體
[00:05:44.500 --> 00:05:46.500]  光和發光體是兩回事
[00:05:46.500 --> 00:05:49.500]  就是咖啡和咖啡壺是兩回事
[00:05:49.500 --> 00:05:52.500]  你說有咖啡先,還是有咖啡壺先
[00:05:52.500 --> 00:05:56.500]  人發明了喝咖啡,然後發明一個壺來裝它
[00:05:56.500 --> 00:05:59.500]  發光體是第四天放進去
[00:05:59.500 --> 00:06:02.500]  第二天有光,光就是主要的原因
[00:06:02.500 --> 00:06:04.500]  就是一光一暗定了時間
[00:06:04.500 --> 00:06:08.500]  神是做時間,所以中國人叫時間為光陰
[00:06:08.500 --> 00:06:13.500]  愛因斯坦發現時間是第四套空間
[00:06:13.500 --> 00:06:18.500]  舊約裏面,整個舊約最重要的兩件事
[00:06:18.500 --> 00:06:20.500]  第一就是回眸
[00:06:20.500 --> 00:06:24.500]  因為神藉著回眸和人相會
[00:06:24.500 --> 00:06:26.500]  神沒有離開過人
[00:06:26.500 --> 00:06:28.500]  還來找我們
[00:06:28.500 --> 00:06:30.500]  是人主動離開神
[00:06:30.500 --> 00:06:33.500]  當阿當和那個女人吃了禁果之後
[00:06:33.500 --> 00:06:36.500]  他發現自己赤身露體,不好意思
[00:06:36.500 --> 00:06:39.500]  遮遮掩掩,神來和他聊天的時候
[00:06:39.500 --> 00:06:43.500]  躲藏,神問你在哪裏,莫非你吃了我叫你不要吃的禁果
[00:06:43.500 --> 00:06:46.500]  就是分別善惡樹的果
[00:06:46.500 --> 00:06:49.500]  很多時候我們分別善惡
[00:06:49.500 --> 00:06:51.500]  我們的口很聰明
[00:06:51.500 --> 00:06:54.500]  會說話的人叫名嘴
[00:06:54.500 --> 00:06:57.500]  說錯話就封咪
[00:06:57.500 --> 00:07:01.500]  我們的口不是用來表揚自己
[00:07:01.500 --> 00:07:03.500]  我們的口是用來讚美神的
[00:07:03.500 --> 00:07:08.500]  詩篇記載,如果我們人有口都不去感恩
[00:07:08.500 --> 00:07:11.500]  都不去讚美神,恐怕連石頭都要開口讚美神
[00:07:11.500 --> 00:07:14.500]  神給我們的口是敬拜他的
[00:07:14.500 --> 00:07:16.500]  是歌頌他的
