
[00:00:00.000 --> 00:00:01.480]  各位訂閱字幕,大家好
[00:00:01.480 --> 00:00:05.880]  我是生命維生宣教網絡聖經人聖經時有和大家見面
[00:00:05.880 --> 00:00:07.800]  今次我們來看看
[00:00:07.800 --> 00:00:12.200]  如果你賣出一些東西,你也想得到一些東西
[00:00:12.200 --> 00:00:15.560]  那你出賣耶穌得到什麼呢?
[00:00:15.560 --> 00:00:17.280]  今天想和大家看看
[00:00:17.280 --> 00:00:18.880]  出賣耶穌的是誰呢?
[00:00:18.880 --> 00:00:20.200]  猶大
[00:00:20.200 --> 00:00:22.040]  出賣耶穌得到什麼呢?
[00:00:22.040 --> 00:00:22.840]  先看看
[00:00:22.840 --> 00:00:24.000]  好了
[00:00:24.000 --> 00:00:31.200]  昨天說的第一章第十五節
[00:00:31.200 --> 00:00:33.320]  這裡說短一點
[00:00:33.320 --> 00:00:35.680]  有很多人聚會
[00:00:35.680 --> 00:00:37.440]  路加的記載
[00:00:37.440 --> 00:00:38.840]  很多人聚會
[00:00:38.840 --> 00:00:42.960]  很多人在耶穌升天之後
[00:00:42.960 --> 00:00:46.000]  傳一傳,耶穌的門徒都跑來
[00:00:46.000 --> 00:00:48.640]  聚集了,馬可樓也很大
[00:00:48.640 --> 00:00:51.240]  馬可家的樓房也很大
[00:00:51.240 --> 00:00:57.680]  聖餐廳的房間,馬可樓的upper room
[00:00:57.680 --> 00:01:00.000]  120人也很足夠
[00:01:00.000 --> 00:01:01.520]  不倒下就可以了
[00:01:01.520 --> 00:01:04.800]  約有120人一起聚會
[00:01:04.800 --> 00:01:07.320]  第一點想和大家說的
[00:01:07.320 --> 00:01:11.720]  120人是不是都是主要的門徒呢?
[00:01:11.720 --> 00:01:12.720]  是的
[00:01:12.720 --> 00:01:14.560]  那不是只有12個嗎?
[00:01:14.560 --> 00:01:15.720]  當然不是
[00:01:15.720 --> 00:01:19.600]  記不記得有一次他派70個人出去傳道
[00:01:19.600 --> 00:01:22.640]  二人一組出去傳道
[00:01:22.640 --> 00:01:24.640]  已經有70人了
[00:01:24.640 --> 00:01:29.240]  其實主耶穌有幾個圈子的門徒
[00:01:29.240 --> 00:01:31.640]  有三個特別入室跟,很貼的
[00:01:31.640 --> 00:01:34.240]  馬可時常在旁邊
[00:01:34.240 --> 00:01:36.360]  另外有12門徒
[00:01:36.360 --> 00:01:39.160]  12門徒即是有70,70即是有120
[00:01:39.160 --> 00:01:41.160]  120即是有500
[00:01:41.160 --> 00:01:43.840]  所以你看到保羅在哥倫多書信
[00:01:43.840 --> 00:01:45.560]  主耶穌復活之後
[00:01:45.560 --> 00:01:48.840]  同一時間向500個弟兄顯現
[00:01:48.840 --> 00:01:51.840]  如今的弟兄還在,有些已經睡了
[00:01:51.840 --> 00:01:54.520]  500個門徒,主耶穌有
[00:01:54.520 --> 00:01:56.200]  很多的
[00:01:56.200 --> 00:02:00.560]  這次有120個很重要的
[00:02:00.560 --> 00:02:01.680]  來了
[00:02:01.680 --> 00:02:04.320]  究竟是WhatsApp叫他們來
[00:02:04.320 --> 00:02:05.800]  還是怎樣的呢?
[00:02:05.800 --> 00:02:07.120]  打電話呢?我不知道
[00:02:07.120 --> 00:02:08.800]  總之叫了120個
[00:02:08.800 --> 00:02:12.120]  於是我推測下面要說的話
[00:02:12.120 --> 00:02:14.120]  我推測這120人
[00:02:14.120 --> 00:02:16.720]  是比較重要的門徒
[00:02:16.720 --> 00:02:20.160]  在那500人裡面,還要叫他們離近一點
[00:02:20.160 --> 00:02:22.280]  500人之後還有沒有1000人呢?
[00:02:22.280 --> 00:02:23.400]  我不知道
[00:02:23.400 --> 00:02:25.400]  起碼看到有500
[00:02:25.400 --> 00:02:28.800]  約有120人
[00:02:28.800 --> 00:02:31.080]  這120人聚集在一起
[00:02:31.080 --> 00:02:33.080]  有120人
[00:02:33.080 --> 00:02:37.440]  不要以為主耶穌只有你一個門徒
[00:02:37.440 --> 00:02:40.680]  世界的中心
[00:02:40.680 --> 00:02:42.480]  全世界跟著我轉
[00:02:42.480 --> 00:02:43.760]  主耶穌隨著我轉
[00:02:43.760 --> 00:02:45.760]  主耶穌幫我做什麼聖令
[00:02:45.760 --> 00:02:46.880]  為什麼你不做什麼?
[00:02:46.880 --> 00:02:48.880]  上帝啊,為什麼我捐這麼多錢
[00:02:48.880 --> 00:02:50.880]  你都不報答我?
[00:02:50.880 --> 00:02:54.240]  喂,自己做了整個世界的中心
[00:02:54.240 --> 00:02:56.240]  三一上帝都要圍著你走
[00:02:56.240 --> 00:02:58.880]  跟著你做跟班,阿四那樣
[00:02:58.880 --> 00:03:00.560]  其實不是的
[00:03:00.560 --> 00:03:04.200]  主耶穌是有很多人跟著祂的
[00:03:04.200 --> 00:03:07.640]  地上最少有120個跟著祂
[00:03:07.640 --> 00:03:09.640]  他們現在來聚集了
[00:03:09.640 --> 00:03:12.560]  當拿出刀來
[00:03:12.560 --> 00:03:16.160]  主耶穌,我們不會讓你被人捉的
[00:03:16.160 --> 00:03:18.720]  主耶穌說,收起你的刀吧
[00:03:18.720 --> 00:03:21.520]  我如果不要被人捉
[00:03:21.520 --> 00:03:23.040]  我即是黑西瑪利元
[00:03:23.040 --> 00:03:24.200]  如果不要被人捉
[00:03:24.200 --> 00:03:29.560]  我豈不是可以叫12型天使來救我嗎?
[00:03:29.560 --> 00:03:32.680]  一個型是指6100人
[00:03:32.680 --> 00:03:35.880]  亞古斯督時代6100個輕步兵
[00:03:35.880 --> 00:03:37.880]  一個型
[00:03:37.880 --> 00:03:42.880]  然後還有大約627-628個騎兵
[00:03:42.880 --> 00:03:48.120]  一個型已經是6700多人
[00:03:48.120 --> 00:03:51.760]  我叫12型天使來救我,保護我
[00:03:51.760 --> 00:03:54.600]  12型已經有八萬人了
[00:03:54.600 --> 00:03:59.200]  真的要靠你的刀來救耶穌
[00:03:59.200 --> 00:04:00.480]  收起來吧
[00:04:00.480 --> 00:04:02.880]  其實主是有很多人的
[00:04:02.880 --> 00:04:05.040]  沒有你,完全可以
[00:04:05.040 --> 00:04:06.280]  主自己有很多人
[00:04:06.280 --> 00:04:11.840]  伊利亞和巴黎先知鬥法後自己贏了
[00:04:11.840 --> 00:04:14.400]  忽然之間很失落
[00:04:14.400 --> 00:04:20.960]  主啊,為你出力的只有我一個人
[00:04:20.960 --> 00:04:23.720]  剩下我一個,不是
[00:04:23.720 --> 00:04:25.000]  上帝說什麼?
[00:04:25.000 --> 00:04:27.560]  我樓下七千人未曾向巴黎屈膝
[00:04:27.560 --> 00:04:29.560]  未曾向巴黎親嘴
[00:04:29.560 --> 00:04:31.040]  有七千個
[00:04:31.040 --> 00:04:33.280]  這裡有百二個人
[00:04:33.280 --> 00:04:35.600]  其實不要看自己那麼重要
[00:04:35.600 --> 00:04:38.360]  沒有我,上帝完全可以
[00:04:38.360 --> 00:04:41.440]  祂自己也不知有多少人馬
[00:04:41.440 --> 00:04:44.040]  好了,有120人聚會
[00:04:44.040 --> 00:04:45.520]  我想大家第一點留意
[00:04:45.520 --> 00:04:49.080]  其實主是預備了很多人的
[00:04:49.080 --> 00:04:50.600]  第二點就是
[00:04:50.600 --> 00:04:53.080]  彼得在弟兄中間站起來
[00:04:53.080 --> 00:04:56.360]  弟兄們,聖靈直著大衛的口
[00:04:56.360 --> 00:04:58.360]  在聖經上預言
[00:04:58.360 --> 00:05:01.760]  領人去捉拿耶穌的猶大
[00:05:01.760 --> 00:05:03.880]  所做的這些事
[00:05:03.880 --> 00:05:06.160]  是必須應驗的
[00:05:06.160 --> 00:05:09.760]  其實舊約聖經沒有說過
[00:05:09.760 --> 00:05:13.920]  那麼仔細地說有人叫做猶大
[00:05:13.920 --> 00:05:16.800]  然後祂會捉拿尼塞亞,叫做耶穌
[00:05:16.800 --> 00:05:17.680]  是沒有的
[00:05:17.680 --> 00:05:22.600]  只不過是很概括地說
[00:05:22.600 --> 00:05:25.520]  其實舊約是預言了
[00:05:25.520 --> 00:05:28.720]  有人會捉拿尼塞亞的
[00:05:28.720 --> 00:05:31.680]  現在知道是叫猶大
[00:05:31.680 --> 00:05:33.920]  尼塞亞的名字叫做耶穌
[00:05:33.920 --> 00:05:35.440]  祂本來
[00:05:35.440 --> 00:05:38.040]  猶大本來列在我們的數中
[00:05:38.040 --> 00:05:40.760]  祂本來在我們當中是十二個之一
[00:05:40.760 --> 00:05:43.320]  我們數中的數是指十二人
[00:05:43.320 --> 00:05:47.320]  並且在使徒的職任上得了一份
[00:05:47.320 --> 00:05:49.240]  我們十二個使徒
[00:05:49.240 --> 00:05:51.520]  祂是其中一個
[00:05:51.520 --> 00:05:55.440]  其實主耶穌經過整晚禱告之後
[00:05:55.440 --> 00:05:59.520]  聖靈帶領祂選了十二個人
[00:05:59.520 --> 00:06:03.400]  選了十二人的時候,祂知不知道猶大會賣祂呢?
[00:06:03.400 --> 00:06:04.360]  祂做了字
[00:06:04.360 --> 00:06:07.200]  和那個會賣祂的猶大
[00:06:07.200 --> 00:06:08.800]  祂也給了機會他
[00:06:08.800 --> 00:06:13.880]  而且在記錄的時候已經說了
[00:06:13.880 --> 00:06:15.960]  祂也給了他一份
[00:06:15.960 --> 00:06:19.480]  這個人用他作惡的功架
[00:06:19.480 --> 00:06:20.960]  第二點跟大家說的
[00:06:20.960 --> 00:06:22.680]  就是這個人作惡
[00:06:22.680 --> 00:06:24.200]  猶大
[00:06:24.200 --> 00:06:26.920]  作惡去做一件事
[00:06:26.920 --> 00:06:28.760]  當然是想得功架
[00:06:28.760 --> 00:06:31.960]  其實三十兩銀子就是他的功架
[00:06:31.960 --> 00:06:33.640]  三十兩銀子就是
[00:06:33.640 --> 00:06:35.480]  哇!遮了一雙眼睛
[00:06:35.480 --> 00:06:36.920]  沒有的時候就覺得
[00:06:36.920 --> 00:06:41.360]  三十兩銀子就是我一年的三十塊銀子
[00:06:41.360 --> 00:06:43.760]  三十塊銀子就是我
[00:06:43.760 --> 00:06:45.560]  三十塊才對
[00:06:45.560 --> 00:06:46.480]  不是三十兩
[00:06:46.480 --> 00:06:48.000]  三十塊銀子
[00:06:48.000 --> 00:06:50.760]  三十塊銀子就是一年
[00:06:50.760 --> 00:06:52.960]  特別是當時普通人的工資
