
[00:00:00.000 --> 00:00:03.160]  讓我們先來禱告
[00:00:03.160 --> 00:00:07.040]  親愛的上主,我們來到祢的庚前,我們要去多謝祢
[00:00:07.040 --> 00:00:10.660]  多謝祢給我們有機會,有生命起色
[00:00:10.660 --> 00:00:15.020]  可以每個星期回來一起聚集,去敬拜祢
[00:00:15.020 --> 00:00:18.080]  多謝祢給我們有祢的話語
[00:00:18.080 --> 00:00:21.220]  常常成為我們生活上的提醒
[00:00:21.220 --> 00:00:23.780]  叫我們有一份學賞的心
[00:00:23.780 --> 00:00:25.960]  親歷祢話語的心
[00:00:25.960 --> 00:00:29.880]  我們恭敬的將這段時間仰望祢
[00:00:30.000 --> 00:00:32.000]  求著祢去祝福
[00:00:32.000 --> 00:00:34.000]  給我們聽的或者說的
[00:00:34.000 --> 00:00:36.880]  都能夠從祢裏得益處
[00:00:36.880 --> 00:00:38.160]  多謝祢
[00:00:38.160 --> 00:00:39.760]  聽我們以上的祈禱
[00:00:39.760 --> 00:00:41.760]  奉著耶穌的聖名,阿們
[00:00:41.760 --> 00:00:44.440]  弟兄姊妹,很開心
[00:00:44.440 --> 00:00:46.440]  再一次有機會在大家當中
[00:00:46.440 --> 00:00:48.440]  在午堂這個時段跟大家
[00:00:48.440 --> 00:00:50.440]  來分享上帝的訊息
[00:00:50.440 --> 00:00:53.580]  在未講經文之前
[00:00:53.580 --> 00:00:55.080]  假語
[00:00:55.080 --> 00:00:57.520]  今天不是我在這裡講道
[00:00:57.520 --> 00:01:00.800]  而是有一位牧師走到你們當中
[00:01:00.800 --> 00:01:03.840]  跟你講以下這番說話
[00:01:03.840 --> 00:01:07.320]  今次你們大件事了
[00:01:07.320 --> 00:01:09.900]  今次你們大禍臨頭了
[00:01:09.900 --> 00:01:11.900]  神現在很憤怒
[00:01:11.900 --> 00:01:13.900]  很憤怒
[00:01:13.900 --> 00:01:19.620]  因為祂說要去懲罰我們所犯的罪
[00:01:19.620 --> 00:01:22.100]  當中有人聽到之後
[00:01:22.100 --> 00:01:24.100]  他就這樣回應
[00:01:24.100 --> 00:01:26.100]  牧師牧師,不會的
[00:01:26.100 --> 00:01:28.100]  因為我們所相信的神
[00:01:28.100 --> 00:01:30.100]  是那一位有慈愛
[00:01:30.100 --> 00:01:32.100]  有憐憫的神
[00:01:32.100 --> 00:01:34.100]  我們查聖經我們看到
[00:01:34.100 --> 00:01:36.100]  我們所相信的神
[00:01:36.100 --> 00:01:38.100]  是那一位又看顧我們
[00:01:38.100 --> 00:01:40.100]  又會保守我們的神
[00:01:40.100 --> 00:01:42.100]  所以
[00:01:42.100 --> 00:01:44.100]  不會有這樣的事發生
[00:01:44.100 --> 00:01:47.100]  這個牧師聽完之後
[00:01:47.100 --> 00:01:49.100]  就跟弟兄這樣回應
[00:01:49.100 --> 00:01:51.100]  沒錯,你說得很對
[00:01:51.100 --> 00:01:53.100]  我們所相信的神
[00:01:53.100 --> 00:01:57.100]  就是那一位滿有慈愛又有憐憫的神
[00:01:57.100 --> 00:01:59.100]  但是你不要忘記
[00:01:59.100 --> 00:02:03.100]  我們的神除了有慈愛又有憐憫
[00:02:03.100 --> 00:02:05.100]  他同時也有公義
[00:02:05.100 --> 00:02:11.100]  所以他必然會去審判我們這些犯罪的人
[00:02:11.100 --> 00:02:13.100]  所以我們要小心
[00:02:13.100 --> 00:02:15.100]  我不知道
[00:02:15.100 --> 00:02:19.100]  當你真的在當中聽到這樣的對話
[00:02:19.100 --> 00:02:22.100]  你對於這位牧師的言論
[00:02:22.100 --> 00:02:24.100]  有什麼感受呢?
[00:02:24.100 --> 00:02:26.100]  或者有什麼回應呢?
[00:02:26.100 --> 00:02:29.100]  那種感受會不會有些不太舒服
[00:02:29.100 --> 00:02:31.100]  有些不太中聽
[00:02:31.100 --> 00:02:33.100]  很難接受的感覺
[00:02:33.100 --> 00:02:35.100]  其實
[00:02:35.100 --> 00:02:39.100]  在先知阿摩斯的時候
[00:02:39.100 --> 00:02:43.100]  他正正需要跟當時的列國
[00:02:43.100 --> 00:02:45.100]  和猶大國
[00:02:45.100 --> 00:02:47.100]  以色列國
[00:02:47.100 --> 00:02:51.100]  去說這麼不中聽的審判消息
[00:02:51.100 --> 00:02:53.100]  我們剛剛看完了
[00:02:53.100 --> 00:02:55.100]  哥倫多的前後書
[00:02:55.100 --> 00:02:57.100]  現在我們將會進入
[00:02:57.100 --> 00:02:59.100]  舊約的小仙子書
[00:02:59.100 --> 00:03:01.100]  阿摩斯書
[00:03:01.100 --> 00:03:03.100]  我不知道對你來說
[00:03:03.100 --> 00:03:06.100]  當你知道接下來要看阿摩斯書
[00:03:06.100 --> 00:03:08.100]  會不會有這種想法
[00:03:08.100 --> 00:03:10.100]  為什麼要看呢?
[00:03:10.100 --> 00:03:12.100]  我們平時查經也很少查
[00:03:12.100 --> 00:03:14.100]  或者甚至你讀經
[00:03:14.100 --> 00:03:17.100]  可能也沒有讀過這卷小仙子書
[00:03:17.100 --> 00:03:20.100]  為什麼要在講壇裡說呢?
[00:03:20.100 --> 00:03:23.100]  究竟和我們有什麼關係呢?
[00:03:23.100 --> 00:03:25.100]  我想到有一個原因
[00:03:25.100 --> 00:03:27.100]  其中一個原因就是
