
[00:00:00.000 --> 00:00:02.920]  一齊我們先有個祈禱
[00:00:02.920 --> 00:00:05.400]  親愛的主,我們去多謝祢
[00:00:05.400 --> 00:00:07.800]  因為祢留下寶貴的話語
[00:00:07.800 --> 00:00:12.200]  祢藉著使徒約翰去記錄著祢所留下的神蹟
[00:00:12.200 --> 00:00:14.200]  幫助我們藉著這些神蹟
[00:00:14.200 --> 00:00:17.800]  去思考耶穌祢自己給我們生命之道
[00:00:17.800 --> 00:00:21.000]  完全祢幫助我們去一路一路曉得
[00:00:21.000 --> 00:00:22.600]  一路一路明白
[00:00:22.600 --> 00:00:24.400]  我們就求祢帶領我們
[00:00:24.400 --> 00:00:27.800]  聽我們祈禱奉耶穌名字而求
[00:00:27.800 --> 00:00:32.600]  在說我們與信的距離之先
[00:00:32.600 --> 00:00:35.800]  我先說說我與信的距離
[00:00:35.800 --> 00:00:41.400]  在幾個月前我也去網上購物
[00:00:41.400 --> 00:00:46.000]  網上購物其中有一個要寄信給我
[00:00:46.000 --> 00:00:47.200]  寄些東西給我
[00:00:47.200 --> 00:00:49.600]  那次的經驗就是
[00:00:49.600 --> 00:00:53.800]  買了東西就寄來
[00:00:53.800 --> 00:00:55.800]  通常如果在網上買東西
[00:00:55.800 --> 00:00:58.400]  都會有一個追蹤的
[00:00:58.400 --> 00:00:59.600]  購物追蹤
[00:00:59.600 --> 00:01:02.000]  你就大約知道你的物品
[00:01:02.000 --> 00:01:04.200]  你的信件是去到哪裡
[00:01:04.200 --> 00:01:05.400]  什麼時候到達
[00:01:05.400 --> 00:01:06.600]  就是這樣
[00:01:06.600 --> 00:01:09.200]  那次一直追蹤著
[00:01:09.200 --> 00:01:12.600]  直到那天應該是星期六的時間
[00:01:12.600 --> 00:01:13.400]  我就收到
[00:01:13.400 --> 00:01:15.000]  他說送到來了
[00:01:15.000 --> 00:01:17.200]  就說在信箱裏面
[00:01:17.200 --> 00:01:21.000]  於是我就馬上出去信箱裏面看看
[00:01:21.000 --> 00:01:22.000]  是不是收到了
[00:01:22.000 --> 00:01:23.600]  一打開信箱
[00:01:23.600 --> 00:01:27.200]  空空如也
[00:01:27.200 --> 00:01:29.200]  一封信都沒有
[00:01:29.200 --> 00:01:31.400]  於是我再看一看清楚
[00:01:31.400 --> 00:01:34.400]  就真的顯示是送來了
[00:01:34.400 --> 00:01:40.200]  我也馬上用網上聯繫那個買家
[00:01:40.200 --> 00:01:41.400]  我說我收不到
[00:01:41.400 --> 00:01:44.000]  你有沒有寄了還是怎樣
[00:01:44.000 --> 00:01:45.400]  他說真的寄了
[00:01:45.400 --> 00:01:47.000]  他說真的寄了給你
[00:01:47.000 --> 00:01:48.000]  發封信寄了給你
[00:01:48.000 --> 00:01:51.000]  在郵局裏面
[00:01:51.000 --> 00:01:53.400]  信息裏面也顯示寄了給我
[00:01:53.400 --> 00:01:55.800]  但是我就是收不到
[00:01:55.800 --> 00:01:56.800]  一直是這樣
[00:01:56.800 --> 00:01:58.200]  他就說你試試等一下
[00:01:58.200 --> 00:02:00.600]  等幾天會不會有人寄錯了
[00:02:00.600 --> 00:02:02.000]  隔離還是怎樣
[00:02:02.000 --> 00:02:03.000]  會不會找到
[00:02:03.000 --> 00:02:04.400]  等了幾天還是沒有
[00:02:04.400 --> 00:02:07.400]  那我就當然去eBay投訴
[00:02:07.400 --> 00:02:09.600]  說收不到要退錢給我
[00:02:09.600 --> 00:02:11.600]  但是eBay就說
[00:02:11.600 --> 00:02:14.000]  真的送了給你那封信
[00:02:14.000 --> 00:02:16.000]  當你收到了
[00:02:16.000 --> 00:02:17.600]  就不能退款
[00:02:17.600 --> 00:02:19.400]  在這個狀況之下
[00:02:19.400 --> 00:02:24.400]  你覺得我有沒有收到信
[00:02:24.400 --> 00:02:25.800]  他說你有信
[00:02:25.800 --> 00:02:28.000]  不過我就沒有信
[00:02:28.000 --> 00:02:30.000]  他說你收到那封信
[00:02:30.000 --> 00:02:32.200]  但我又收不到那封信
[00:02:32.200 --> 00:02:34.000]  那封信在這裏
[00:02:34.000 --> 00:02:36.000]  但我又看不到那封信
[00:02:36.000 --> 00:02:39.400]  那我還信不信我真的收到那封信
[00:02:39.400 --> 00:02:41.600]  還是說我看不到那封信
[00:02:41.600 --> 00:02:43.800]  我仍然相信我收到那封信
[00:02:43.800 --> 00:02:45.600]  有時候都是這樣的
[00:02:45.600 --> 00:02:47.400]  有信和沒有信之間
[00:02:47.400 --> 00:02:51.000]  有時候好像在也好像不在
[00:02:51.000 --> 00:02:53.000]  有時候我們看到收到那封信
[00:02:53.000 --> 00:02:55.000]  我們才確定是有
[00:02:55.000 --> 00:02:57.000]  但有時候還沒見到那封信
[00:02:57.000 --> 00:03:00.800]  你會不會仍然相信那封信是寄了給你
[00:03:00.800 --> 00:03:03.400]  有時候我們的信仰都是這樣的
[00:03:03.400 --> 00:03:05.400]  我們的信仰
[00:03:05.400 --> 00:03:07.600]  有時候我們都好像有信
[00:03:07.600 --> 00:03:09.000]  我們對神有信心
[00:03:09.000 --> 00:03:10.600]  我們有我們的信仰
[00:03:10.600 --> 00:03:12.200]  有我們的faith
[00:03:12.200 --> 00:03:14.000]  但有時候我們走出來
[00:03:14.000 --> 00:03:16.600]  又好像沒有信一樣
[00:03:16.600 --> 00:03:17.600]  或者這樣說
[00:03:17.600 --> 00:03:19.600]  有時候我們的信
