
[00:00:00.000 --> 00:00:02.280]  好,那麼快又來到十二月了
[00:00:02.280 --> 00:00:05.120]  事實上已經是十二月第二個星期了
[00:00:05.120 --> 00:00:10.840]  不知道大家近來的狀態、心情是怎麼樣的
[00:00:10.840 --> 00:00:15.120]  剛才MantaMorris問我們
[00:00:15.120 --> 00:00:16.680]  誰在考試
[00:00:16.680 --> 00:00:18.520]  有沒有在這裡呢?誰在考試呢?
[00:00:18.520 --> 00:00:19.600]  這兩個星期
[00:00:19.600 --> 00:00:22.000]  或者有些Quiz等等
[00:00:22.000 --> 00:00:22.760]  好,放下手
[00:00:22.760 --> 00:00:24.680]  誰已經考完試了?
[00:00:26.560 --> 00:00:30.680]  少數,有很多敵視的目光
[00:00:30.680 --> 00:00:33.120]  馬上看著你,考完試,怎麼搞的?
[00:00:33.120 --> 00:00:34.720]  但無論如何,我們都欣賞你
[00:00:34.720 --> 00:00:37.960]  今天回到聖殿當中,一起去到認識神
[00:00:37.960 --> 00:00:39.840]  無論你昨晚有沒有看球賽
[00:00:39.840 --> 00:00:42.000]  你有沒有對某些球隊失望
[00:00:42.000 --> 00:00:44.360]  今天你...
[00:00:44.360 --> 00:00:48.320]  是的,我知道有些人看到一些...
[00:00:48.320 --> 00:00:51.320]  明明應該會贏的球隊竟然會輸
[00:00:51.320 --> 00:00:54.720]  世事真是很難料
[00:00:54.720 --> 00:00:56.720]  我不知道,在這個早晨裡面
[00:00:56.720 --> 00:00:59.720]  或者當你回顧你近來的狀況
[00:00:59.720 --> 00:01:03.480]  你會怎樣去回答我這個問題呢?
[00:01:03.480 --> 00:01:06.960]  如果我問你,這個聖誕特別...
[00:01:06.960 --> 00:01:09.160]  我想問,你去「Fill in the blank」的時候
[00:01:09.160 --> 00:01:11.200]  你會填什麼形容詞?
[00:01:11.200 --> 00:01:13.280]  什麼Adjective?
[00:01:13.280 --> 00:01:15.280]  好,有沒有人叫出來?
[00:01:15.280 --> 00:01:18.200]  這個聖誕特別...
[00:01:18.200 --> 00:01:19.760]  熱
[00:01:19.760 --> 00:01:21.160]  好,非常好
[00:01:21.160 --> 00:01:22.360]  是的,有些回應了
[00:01:22.360 --> 00:01:24.440]  這個聖誕,後面特別...
[00:01:24.440 --> 00:01:25.320]  男生?
[00:01:25.320 --> 00:01:28.000]  (很快就會忘掉)
[00:01:28.000 --> 00:01:29.720]  嘩,這個「熱」,那邊是「冷」
[00:01:29.720 --> 00:01:31.480]  一邊是...
[00:01:31.480 --> 00:01:34.160]  亞洲一邊是什麼?北極是嗎?
[00:01:34.160 --> 00:01:35.160]  好,還有沒有?
[00:01:35.160 --> 00:01:37.560]  這個聖誕,你覺得特別什麼?
[00:01:37.560 --> 00:01:38.880]  很忙,是不是?
[00:01:38.880 --> 00:01:40.560]  面對很多事情
[00:01:40.560 --> 00:01:43.800]  很多的新聞,或者發生很多事情
[00:01:43.800 --> 00:01:44.400]  是不是?
[00:01:44.400 --> 00:01:46.360]  是的,今天來到第二個星期
[00:01:46.360 --> 00:01:47.560]  十月的第二個星期
[00:01:47.560 --> 00:01:50.520]  還有兩三個星期,到年尾
[00:01:50.520 --> 00:01:52.200]  我們好像上個星期
[00:01:52.200 --> 00:01:53.600]  柏斯團隊跟我們所說
[00:01:53.600 --> 00:01:55.920]  我們現在處於一個的節期
[00:01:55.920 --> 00:01:57.040]  一個的階段
[00:01:57.040 --> 00:01:59.280]  就是叫做...
[00:01:59.280 --> 00:02:00.400]  叫做...
[00:02:00.400 --> 00:02:01.280]  是的
[00:02:01.280 --> 00:02:02.000]  是活動
[00:02:02.000 --> 00:02:03.160]  或者叫做...
[00:02:03.160 --> 00:02:04.120]  將臨期,是不是?
[00:02:04.120 --> 00:02:07.520]  這個圖片上次也有播放出來
[00:02:07.520 --> 00:02:09.760]  這個節日提醒了我們什麼?
[00:02:09.760 --> 00:02:11.520]  就是這個是一個預備
[00:02:11.520 --> 00:02:13.320]  或者等候的節日
[00:02:13.320 --> 00:02:15.440]  說的是預備我們的心
[00:02:15.440 --> 00:02:17.800]  等候主耶穌的誕生
[00:02:17.800 --> 00:02:19.600]  當然我們知道祂已經誕生了
[00:02:19.600 --> 00:02:20.800]  在二千年前
[00:02:20.800 --> 00:02:22.800]  但是同時我們也有一個機會
[00:02:22.800 --> 00:02:25.360]  讓我們去反思我們的生命
[00:02:25.360 --> 00:02:26.800]  我們帶著什麼樣的心情
[00:02:26.800 --> 00:02:28.160]  什麼樣的狀態
[00:02:28.160 --> 00:02:31.240]  去預備主耶穌的再來
[00:02:31.240 --> 00:02:31.720]  是不是?
[00:02:31.720 --> 00:02:33.000]  來過一次
[00:02:33.000 --> 00:02:35.080]  祂也會再回來
[00:02:35.080 --> 00:02:37.160]  所以今天我們再一次去看
[00:02:37.160 --> 00:02:38.840]  基督誕生的故事
[00:02:38.840 --> 00:02:41.320]  上個星期看完約瑟的角度
[00:02:41.320 --> 00:02:44.080]  今天我們會看
[00:02:44.080 --> 00:02:46.040]  瑪利亞的角度,是不是?
[00:02:46.040 --> 00:02:48.000]  是的,你可能會心想
[00:02:48.000 --> 00:02:49.800]  又是聽這個,是不是?
[00:02:49.800 --> 00:02:51.920]  又是聽這些故事
[00:02:51.920 --> 00:02:55.920]  其實如果你還記得一年前的回憶
[00:02:55.920 --> 00:02:57.680]  我在去年的十二月
[00:02:57.680 --> 00:03:01.000]  我們已經去過了一部分
[00:03:01.000 --> 00:03:01.800]  你可以說
[00:03:01.800 --> 00:03:04.600]  有沒有人記得這個圖片?
[00:03:04.600 --> 00:03:05.320]  哦,沒有了
[00:03:05.320 --> 00:03:07.280]  那我值得再說一次
[00:03:07.280 --> 00:03:08.520]  是的,不過去年的這個
[00:03:08.520 --> 00:03:10.800]  我當它是一個第一部分,OK?
[00:03:10.800 --> 00:03:11.800]  一年後的今天
[00:03:11.800 --> 00:03:13.760]  我們來看第二部分,好嗎?
[00:03:13.760 --> 00:03:14.880]  來看第二部分
[00:03:14.880 --> 00:03:15.920]  說的是什麼呢?
[00:03:15.920 --> 00:03:17.600]  今天的講道大概
[00:03:17.600 --> 00:03:19.520]  大概會分開三個部分
[00:03:19.520 --> 00:03:23.200]  第一是天使向瑪利亞去預言
[00:03:23.200 --> 00:03:25.400]  預言基督的誕生,是不是?
[00:03:25.400 --> 00:03:26.200]  第二部分
[00:03:26.200 --> 00:03:30.960]  瑪利亞究竟如何去回應天使
[00:03:30.960 --> 00:03:32.240]  在這個回應裡面
[00:03:32.240 --> 00:03:34.800]  究竟有什麼生命的素質
[00:03:34.800 --> 00:03:35.720]  是不是?
[00:03:35.720 --> 00:03:37.200]  它有什麼生命的素質
[00:03:37.200 --> 00:03:38.120]  有什麼質素
[00:03:38.120 --> 00:03:40.760]  是我們今天需要學習的呢?
[00:03:40.760 --> 00:03:41.640]  而最後
[00:03:41.640 --> 00:03:43.640]  我們會一起去看看
[00:03:43.640 --> 00:03:46.760]  如何將這個經文去應用
[00:03:46.760 --> 00:03:48.800]  實踐在我們的生命當中,好嗎?
[00:03:48.800 --> 00:03:52.400]  好了,大家預備好了嗎?
[00:03:52.400 --> 00:03:53.640]  OK,有人打招呼了
[00:03:53.640 --> 00:03:54.440]  好了,第一部分
[00:03:54.440 --> 00:03:58.640]  我們先去看天使向瑪利亞預言的誕生
[00:03:58.640 --> 00:04:00.680]  這個部分我都會去得比較快
[00:04:00.680 --> 00:04:03.200]  因為我們去年其實都去過了
[00:04:03.200 --> 00:04:04.760]  我就會將一些重點
[00:04:04.760 --> 00:04:07.040]  我們很快會去跟大家分享
[00:04:07.040 --> 00:04:08.440]  好了,我先請大家一起讀
[00:04:08.440 --> 00:04:10.800]  PowerPoint的經文,好嗎?
[00:04:10.800 --> 00:04:11.320]  好了,預備了
[00:04:11.320 --> 00:04:11.840]  看得到嗎?
[00:04:11.840 --> 00:04:14.800]  預備,起
[00:04:14.800 --> 00:04:17.840]  And in the sixth month
[00:04:17.840 --> 00:04:20.920]  The Angel Gabriel
[00:04:20.920 --> 00:04:23.480]  等等,大家還是很累,是不是?
[00:04:23.480 --> 00:04:26.920]  好,幫你旁邊的那個捏一下他
[00:04:26.920 --> 00:04:28.160]  或者幫他
[00:04:28.160 --> 00:04:29.720]  就是「醒啦」跟他說
[00:04:29.720 --> 00:04:31.960]  「醒啦,醒啦」這樣,好嗎?
[00:04:31.960 --> 00:04:34.240]  給他一點鼓勵
[00:04:34.240 --> 00:04:35.280]  沒理由的
[00:04:35.280 --> 00:04:37.600]  中文你就可以說有藉口
[00:04:37.600 --> 00:04:38.560]  不是很擅長
[00:04:38.560 --> 00:04:40.000]  我是貴仔貴妹,是不是?
[00:04:40.000 --> 00:04:41.320]  但是英文的,OK
[00:04:41.320 --> 00:04:42.200]  預備
[00:04:42.200 --> 00:04:44.280]  一、二、三,大聲一點
[00:04:44.280 --> 00:04:48.560]  And in the sixth month
[00:04:48.560 --> 00:04:51.520]  The Angel Gabriel
[00:04:51.520 --> 00:04:53.960]  是的,我知道大家盡力了,是不是?
[00:04:53.960 --> 00:04:55.320]  作為一個…
[00:04:55.320 --> 00:04:58.360]  昨晚看到某些球隊輸了之後
[00:04:58.360 --> 00:05:00.080]  是的,我要回來尋求慰藉,是不是?
[00:05:00.080 --> 00:05:00.640]  回來教會
[00:05:00.640 --> 00:05:02.600]  所以看到今天仍然很多人
[00:05:02.600 --> 00:05:05.120]  Anyway,好,我幫大家讀中文一下
[00:05:05.120 --> 00:05:06.240]  到了第六個月
[00:05:06.240 --> 00:05:08.400]  天使加法列奉神的差遣
[00:05:08.400 --> 00:05:10.240]  去到加利里的一座城
[00:05:10.240 --> 00:05:12.720]  OK,這個城叫做
[00:05:12.720 --> 00:05:13.920]  「拿撒勒」
[00:05:13.920 --> 00:05:15.440]  到了一個童女裡面
[00:05:15.440 --> 00:05:18.240]  她已經許配了給大衛加的一個人
[00:05:18.240 --> 00:05:19.800]  名叫約瑟
[00:05:19.800 --> 00:05:23.040]  童女的名字叫做瑪利亞
[00:05:23.040 --> 00:05:25.400]  這是一個很熟悉的經文,是不是?
[00:05:25.400 --> 00:05:27.400]  講的是天使
[00:05:27.400 --> 00:05:29.160]  Gabriel
[00:05:29.160 --> 00:05:32.160]  Gabriel在哪裡?
[00:05:32.160 --> 00:05:34.640]  是的,你平時坐在這裡
[00:05:34.640 --> 00:05:37.640]  是的,Gabriel奉差遣去到「拿撒勒」
[00:05:37.640 --> 00:05:40.000]  去到「拿撒勒」這裡見瑪利亞
[00:05:40.000 --> 00:05:41.840]  不過我仍然要問的是
[00:05:41.840 --> 00:05:45.320]  為什麼上帝會選擇瑪利亞?
[00:05:45.320 --> 00:05:49.040]  為什麼上帝選擇瑪利亞做主耶穌的媽媽?
[00:05:49.040 --> 00:05:50.120]  我去年也有問過
[00:05:50.120 --> 00:05:51.760]  你覺得為什麼?
[00:05:51.760 --> 00:05:53.040]  好,給你十秒
[00:05:53.040 --> 00:05:54.720]  你講一個答案跟你旁邊的人說
[00:05:54.720 --> 00:05:57.320]  為什麼你覺得上帝要選擇瑪利亞
[00:05:57.320 --> 00:05:59.080]  去成為耶穌的媽媽?
[00:05:59.080 --> 00:06:01.080]  好,十秒你跟旁邊的人說一個答案
[00:06:01.080 --> 00:06:05.240]  好,十秒已經過去
[00:06:05.240 --> 00:06:06.840]  有沒有人可以講一個答案給我聽聽?
[00:06:06.840 --> 00:06:07.880]  你覺得為什麼?
[00:06:07.880 --> 00:06:10.880]  你的朋友說了什麼?
