
[00:00:00.000 --> 00:00:01.800]  丟子妹你相信神的話嗎
[00:00:01.800 --> 00:00:06.400]  神說在地上如果有兩三個人奉他的名聚集
[00:00:06.400 --> 00:00:07.680]  他就在我們中間
[00:00:07.680 --> 00:00:09.200]  你相信嗎
[00:00:09.200 --> 00:00:10.760]  相信嗎
[00:00:10.760 --> 00:00:13.560]  所以當我們在這個地方奉主的名聚集的時候
[00:00:13.560 --> 00:00:15.880]  神就在哪裡
[00:00:15.880 --> 00:00:18.680]  在我們中間
[00:00:18.680 --> 00:00:22.520]  有的時候我們好像要看見雷轟閃電我們才相信
[00:00:22.520 --> 00:00:24.580]  丟子妹神的話這樣說
[00:00:24.580 --> 00:00:26.360]  他說我們奉他的名
[00:00:26.360 --> 00:00:28.160]  當我們以他為中心的時候
[00:00:28.160 --> 00:00:30.980]  他就在我們中間
[00:00:30.980 --> 00:00:34.560]  這就是為什麼基督徒你絕對不能夠落單
[00:00:34.560 --> 00:00:37.880]  基督徒如果不聚會你一定會被吞吃
[00:00:37.880 --> 00:00:39.680]  你的信心一定會軟弱
[00:00:39.680 --> 00:00:40.960]  你一定要聚會
[00:00:40.960 --> 00:00:43.780]  你的信心是在兩三個人聚集的時候
[00:00:43.780 --> 00:00:48.140]  神的同在才會在我們中間
[00:00:48.140 --> 00:00:50.180]  上次我們的信心裡面講到說
[00:00:50.180 --> 00:00:54.280]  我們要過一個被聖道充滿的生活是不是
[00:00:54.280 --> 00:00:57.080]  也就是被神的話所充滿的生活
[00:00:57.080 --> 00:01:04.000]  不曉得過去這兩個禮拜你是被什麼充滿了
[00:01:04.000 --> 00:01:06.560]  Hopefully是我們都被聖道充滿
[00:01:06.560 --> 00:01:08.860]  不是被一大堆的問題充滿
[00:01:08.860 --> 00:01:13.200]  不是被一大堆這些擔心的事情憂慮的事情充滿
[00:01:13.200 --> 00:01:18.580]  人生當中我們的社會裡面太多這些讓我們擔心憂愁的是不是
[00:01:18.580 --> 00:01:20.880]  打開報紙就看到一大堆的問題
[00:01:20.880 --> 00:01:25.240]  然後你可以看見開門三件事
[00:01:25.240 --> 00:01:28.320]  什麼柴米油鹽薑醋茶
[00:01:28.320 --> 00:01:30.880]  這些事情天天都是在我們面前
[00:01:30.880 --> 00:01:32.400]  好像你忙不完的
[00:01:32.400 --> 00:01:37.020]  年輕的父母親也是看到孩子在那邊一哭
[00:01:37.020 --> 00:01:40.080]  或者是一下子又要吃這個又要做什麼
[00:01:40.080 --> 00:01:42.140]  小孩子又不乖了又吵鬧了
[00:01:42.140 --> 00:01:44.700]  父母親就很煩躁是不是
[00:01:44.700 --> 00:01:47.260]  那連長的已經退休了有沒有煩惱啊
[00:01:47.260 --> 00:01:48.540]  有沒有
[00:01:48.540 --> 00:01:51.860]  有哪根筋又不對不是那個筋
[00:01:51.860 --> 00:01:53.660]  就哪一個骨頭又閃到了
[00:01:53.660 --> 00:01:55.460]  哎呀一下子又怎麼樣子了
[00:01:55.460 --> 00:01:57.500]  你會發現我們人生當中
[00:01:57.500 --> 00:02:00.560]  你發現好像問題不斷是不是
[00:02:00.560 --> 00:02:01.860]  大家請準備
[00:02:01.860 --> 00:02:03.140]  請你記得
[00:02:03.140 --> 00:02:05.620]  上帝不是要我們看問題
[00:02:05.620 --> 00:02:06.980]  上帝要我們看什麼
[00:02:06.980 --> 00:02:10.040]  要來看他
[00:02:10.040 --> 00:02:13.120]  所以我們被神的話充滿的時候
[00:02:13.120 --> 00:02:16.700]  我們整個的生活會不一樣
[00:02:16.700 --> 00:02:22.080]  我們上次只講到三章十六節的上半節
[00:02:22.080 --> 00:02:26.680]  那麼今天我們要看下半節
[00:02:26.680 --> 00:02:28.220]  這個下半節呢
[00:02:28.220 --> 00:02:30.280]  事實上你注意看
[00:02:30.280 --> 00:02:44.100]  跟以福所書第五章十八十九節非常的類似
[00:02:44.100 --> 00:02:52.300]  以福所書第五章十八十九節
[00:02:52.300 --> 00:02:54.080]  中文剛才我們已經念過了
[00:02:54.080 --> 00:02:58.440]  我現在另外一個中文版本是呂真宗的版本
[00:02:58.440 --> 00:03:01.260]  他說別醉酒了
[00:03:01.260 --> 00:03:03.040]  這個翻譯很口語話
[00:03:03.040 --> 00:03:04.840]  別醉酒了
[00:03:04.840 --> 00:03:06.880]  醉中有放蕩
[00:03:06.880 --> 00:03:08.160]  下面一句話說什麼
[00:03:08.160 --> 00:03:15.080]  說卻要充充滿滿的滿有聖靈
[00:03:15.080 --> 00:03:19.180]  這段聖經裡面雖然講是聖靈充滿
[00:03:19.180 --> 00:03:21.740]  乃要被聖靈充滿
[00:03:21.740 --> 00:03:24.540]  但是其實你會發現
[00:03:24.540 --> 00:03:27.100]  他在這邊講到的是一個什麼呢
[00:03:27.100 --> 00:03:32.480]  他是講到是一個滿有聖靈的一個光景
[00:03:32.480 --> 00:03:33.760]  我們上次有解釋
[00:03:33.760 --> 00:03:41.180]  什麼叫做滿有聖靈 什麼叫做聖靈充滿
[00:03:41.180 --> 00:03:46.820]  是
[00:03:46.820 --> 00:03:49.640]  反正我按一下你就幫忙吧
[00:03:49.640 --> 00:03:51.940]  我們這樣子上下配合
[00:03:51.940 --> 00:03:56.540]  剛才那個圖
[00:03:56.540 --> 00:03:59.100]  大家看一下我這次把它稍微註解了一下
[00:03:59.100 --> 00:04:01.660]  你看見上次我把這個圖裡面列出來就是
[00:04:01.660 --> 00:04:03.460]  什麼叫做聖靈充滿呢
[00:04:03.460 --> 00:04:07.040]  聖靈充滿從第一個線段開始
[00:04:07.040 --> 00:04:09.100]  一直這樣子對不對
[00:04:09.100 --> 00:04:12.160]  所以在我們一生的經歷當中
[00:04:12.160 --> 00:04:13.700]  可能你在這個
[00:04:13.700 --> 00:04:17.040]  信主的那一個moment被聖靈充滿了
[00:04:17.040 --> 00:04:19.840]  可能你是信主之後隔了一段時間
[00:04:19.840 --> 00:04:22.660]  也許隔了一兩年之後你被聖靈充滿
[00:04:22.660 --> 00:04:28.540]  也許你是信主之後隔了30年才被聖靈充滿
[00:04:28.540 --> 00:04:30.600]  但是這個聖靈充滿呢
[00:04:30.600 --> 00:04:35.720]  它的目的是為了要我們傳福音 做見證 侍奉神有能力
[00:04:35.720 --> 00:04:37.000]  神賜下恩賜
[00:04:37.000 --> 00:04:39.560]  這是聖靈充滿的目的
[00:04:39.560 --> 00:04:43.920]  所以我們福斯主德一定要被聖靈充滿的原因就在這裡
[00:04:43.920 --> 00:04:45.960]  好 我今天不多講這裡
[00:04:45.960 --> 00:04:47.500]  但是呢
[00:04:47.500 --> 00:04:50.320]  聖靈充滿是帶給我們能力跟恩賜
[00:04:50.320 --> 00:04:52.620]  請你記得這件事情
[00:04:52.620 --> 00:04:55.680]  可是我們生命的成長成熟呢
[00:04:55.680 --> 00:04:57.480]  需要靠什麼
[00:04:57.480 --> 00:05:00.800]  需要滿有聖靈
[00:05:00.800 --> 00:05:05.160]  full of Holy Spirit
[00:05:05.160 --> 00:05:08.240]  不僅僅是full with Holy Spirit
[00:05:08.240 --> 00:05:12.080]  我們需要full of Holy Spirit
[00:05:12.080 --> 00:05:14.880]  那那個怎麼樣子滿有聖靈呢
[00:05:14.880 --> 00:05:19.240]  那是從我得救的那一天開始
[00:05:19.240 --> 00:05:22.060]  一步一步的聖靈就在我裡面
[00:05:22.060 --> 00:05:23.600]  它在光照
[00:05:23.600 --> 00:05:24.880]  它在更新
[00:05:24.880 --> 00:05:26.160]  它在提醒
[00:05:26.160 --> 00:05:29.240]  它在引導 甚至聖靈會擔憂
[00:05:29.240 --> 00:05:32.820]  有沒有 聖經上說的
[00:05:32.820 --> 00:05:34.620]  聖靈做這些工作
[00:05:34.620 --> 00:05:37.680]  是要讓我們離開罪惡
[00:05:37.680 --> 00:05:40.500]  讓我們可慕神
[00:05:40.500 --> 00:05:44.340]  讓我們心思意念天天被更新變化
[00:05:44.340 --> 00:05:49.200]  以至於越來越像耶穌基督
[00:05:49.200 --> 00:05:51.000]  所以我說這是一生之久
[00:05:51.000 --> 00:05:52.520]  這不是速成班
[00:05:52.520 --> 00:05:58.920]  這沒有辦法說一開一次聖靈充滿聚會就達成的
[00:05:58.920 --> 00:06:02.240]  那這一個聖靈充滿的生活
[00:06:02.240 --> 00:06:05.840]  或者說這一個聖靈充滿所顯出來的一個
[00:06:05.840 --> 00:06:07.360]  一個光景是什麼呢
[00:06:07.360 --> 00:06:10.440]  以夫索書在第五章十八節十九節
[00:06:10.440 --> 00:06:13.760]  就講到說
[00:06:13.760 --> 00:06:16.840]  我們先來看
[00:06:16.840 --> 00:06:19.660]  哥羅西書第三章十六節下半節講到說
[00:06:19.660 --> 00:06:23.120]  他說把基督大腦以豐豐富富存在心裡
[00:06:23.120 --> 00:06:31.940]  然後用詩章 誦詞 靈歌彼此教導互相勸戒
[00:06:31.940 --> 00:06:34.540]  然後以夫索書第五章十八 十九節
[00:06:34.540 --> 00:06:35.540]  那邊就要講什麼呢
[00:06:35.540 --> 00:06:37.140]  那時候要被聖靈充滿
[00:06:37.140 --> 00:06:41.160]  然後當用詩章 誦詞 靈歌彼此對說
[00:06:41.160 --> 00:06:45.260]  彼此對說
[00:06:45.260 --> 00:06:48.840]  所以彼此教導 彼此勸戒
[00:06:48.840 --> 00:06:51.660]  彼此對說 他在講的是什麼呢
[00:06:51.660 --> 00:06:54.980]  講到是一個教會生活
[00:06:54.980 --> 00:06:57.800]  講到是一個團體的生活
[00:06:57.800 --> 00:07:00.620]  講到是你在家庭裡面
[00:07:00.620 --> 00:07:03.180]  總是這是一個群體
[00:07:03.180 --> 00:07:04.980]  謙兄姊妹
[00:07:04.980 --> 00:07:07.780]  基督教跟佛教一個很大的差別在哪裡
[00:07:07.780 --> 00:07:10.340]  佛教你可以一個人信佛
[00:07:10.340 --> 00:07:11.880]  你一個人到廟裡面去拜
[00:07:11.880 --> 00:07:13.680]  拜完之後你還不知道
[00:07:13.680 --> 00:07:15.720]  台灣有一種叫做陰廟
[00:07:15.720 --> 00:07:18.800]  你們聽過什麼叫陰廟嗎
[00:07:18.800 --> 00:07:20.080]  陰廟
[00:07:20.080 --> 00:07:21.620]  陰廟就是晚上去的
[00:07:21.620 --> 00:07:23.920]  懂這意思吧
[00:07:23.920 --> 00:07:27.260]  那什麼人去呢
[00:07:27.260 --> 00:07:29.300]  就是這些
[00:07:29.300 --> 00:07:32.360]  特別是一些特種行業的
[00:07:32.360 --> 00:07:34.420]  應召旅
[00:07:34.420 --> 00:07:36.460]  做祭旅的
[00:07:36.460 --> 00:07:38.500]  那他為什麼要去呢
[00:07:38.500 --> 00:07:40.560]  他希望去那邊拜了之後
[00:07:40.560 --> 00:07:44.660]  能夠讓他生意興隆 懂這意思吧
[00:07:44.660 --> 00:07:47.740]  但是他不好意思白天去啊 為什麼
[00:07:47.740 --> 00:07:49.780]  他晚上去
[00:07:49.780 --> 00:07:53.620]  那親愛的兄姊妹
[00:07:53.620 --> 00:07:55.680]  我們
[00:07:55.680 --> 00:07:57.980]  信了耶穌你看見
[00:07:57.980 --> 00:08:00.020]  聖經裡面常常讓我們看見
[00:08:00.020 --> 00:08:02.580]  我們是彼此互相的
[00:08:02.580 --> 00:08:04.640]  你們要彼此相愛
[00:08:04.640 --> 00:08:06.680]  你們要彼此接納
[00:08:06.680 --> 00:08:08.480]  你們要彼此教導
[00:08:08.480 --> 00:08:10.520]  你們要互相勸戒
[00:08:10.520 --> 00:08:13.340]  所以保羅在這裡告訴我們說
[00:08:13.340 --> 00:08:16.160]  當一個人被神的靈充滿的時候
[00:08:16.160 --> 00:08:18.720]  當一個人被神的話語充滿的時候
[00:08:18.720 --> 00:08:24.360]  他的生活就會是一個彼此教導彼此勸戒彼此對說的
[00:08:24.360 --> 00:08:27.160]  這樣子的一個生活
[00:08:27.160 --> 00:08:29.980]  講教導
[00:08:29.980 --> 00:08:31.780]  今天
[00:08:31.780 --> 00:08:33.060]  我想
[00:08:33.060 --> 00:08:36.380]  我先特別先提到家庭
[00:08:36.380 --> 00:08:38.940]  過去我們常常做父母親的
[00:08:38.940 --> 00:08:42.020]  把教導的責任丟給誰
[00:08:42.020 --> 00:08:46.100]  學校
[00:08:46.100 --> 00:08:49.180]  教導告訴你特別你住在加州
[00:08:49.180 --> 00:08:53.260]  你如果把你的孩子丟給學校的一個結果
[00:08:53.260 --> 00:08:56.600]  你會發現你的孩子以後變成是一個
[00:08:56.600 --> 00:08:59.160]  你完全不認識
[00:08:59.160 --> 00:09:03.000]  你會發現有一天他跟你在那邊辯論
[00:09:03.000 --> 00:09:04.800]  他會說媽咪
[00:09:04.800 --> 00:09:06.840]  你不能夠discriminate
[00:09:06.840 --> 00:09:09.900]  這一些LGBTQ的人
[00:09:09.900 --> 00:09:15.280]  他會告訴你說為什麼我不可以去變性呢
