
[00:00:00.000 --> 00:00:06.500]  要請大家再一次低頭祈禱
[00:00:06.500 --> 00:00:10.040]  相信祈求祢的靈時刻與我們同在
[00:00:10.040 --> 00:00:10.880]  特別是這一刻
[00:00:10.880 --> 00:00:11.880]  祢打開我們的心
[00:00:11.880 --> 00:00:13.580]  打開我們的耳朵
[00:00:13.580 --> 00:00:16.220]  來聆聽祢的說話
[00:00:16.220 --> 00:00:18.360]  有願祢高喚我的口
[00:00:18.360 --> 00:00:21.420]  以祢能夠講出祢所講的說話
[00:00:21.420 --> 00:00:24.320]  讓我們同德造就及益處
[00:00:24.320 --> 00:00:27.060]  讓祢的名得著榮耀
[00:00:27.060 --> 00:00:30.100]  有願講及聆聽的也同盟你的願
[00:00:30.100 --> 00:00:32.440]  祈祿奉主耶穌基督的名求
[00:00:32.440 --> 00:00:35.200]  對嗎?
[00:00:35.200 --> 00:00:36.440]  各位聽眾不知道你記不記得
[00:00:36.440 --> 00:00:38.340]  在今年的11月1日
[00:00:38.340 --> 00:00:43.640]  在旺角火氣站有一棵大樹倒塌了
[00:00:43.640 --> 00:00:47.080]  我翻查這棵大樹原來是一棵古樹
[00:00:47.080 --> 00:00:51.760]  看圖片看到它的枝葉很茂盛
[00:00:51.760 --> 00:00:53.520]  我很驚訝
[00:00:53.520 --> 00:00:55.820]  原來從外面去看的時候
[00:00:55.820 --> 00:01:00.860]  完全看不到它的樹根已經被蠶食
[00:01:00.860 --> 00:01:03.200]  真是人不可貌相
[00:01:03.200 --> 00:01:05.640]  原來看不到的根基
[00:01:05.640 --> 00:01:10.440]  比看得到的枝葉茂盛更加重要
[00:01:10.440 --> 00:01:13.040]  所以我們好像今天的經文提醒我們
[00:01:13.040 --> 00:01:15.480]  我們要站立得穩
[00:01:15.480 --> 00:01:18.280]  我們要讓我們的教會站立得穩
[00:01:18.280 --> 00:01:19.720]  不要像那棵大樹一樣
[00:01:19.720 --> 00:01:21.820]  要倒塌了的時候
[00:01:21.820 --> 00:01:25.320]  才忽然驚覺
[00:01:25.320 --> 00:01:28.160]  不過已經無從挽救
[00:01:28.160 --> 00:01:31.200]  今天跟大家分享的是《以忽所書》
[00:01:31.200 --> 00:01:33.100]  《以忽所書》整卷書
[00:01:33.100 --> 00:01:37.100]  其實是講述一個很重要的主題
[00:01:37.100 --> 00:01:39.200]  就是合一
[00:01:39.200 --> 00:01:41.140]  因為上帝由祂的恩典
[00:01:41.140 --> 00:01:45.140]  由猶太人擴展到全人類
[00:01:45.140 --> 00:01:47.940]  這是上帝在創世的時候
[00:01:47.940 --> 00:01:50.820]  已經原初有的計劃
[00:01:50.820 --> 00:01:54.120]  上帝讓凡相信耶穌基督的人
[00:01:54.120 --> 00:01:55.920]  可以成為新人類
[00:01:55.920 --> 00:01:57.320]  有新的生命
[00:01:57.320 --> 00:01:58.760]  在基督裡面同歸於一
[00:01:58.760 --> 00:02:01.160]  無論你是選民猶太人
[00:02:01.160 --> 00:02:04.300]  還是你不是猶太人
[00:02:04.300 --> 00:02:05.800]  在主裡面我們一起合一
[00:02:05.800 --> 00:02:07.900]  不過無分彼此的大家庭
[00:02:07.900 --> 00:02:10.360]  是天國的子民
[00:02:10.360 --> 00:02:11.700]  不過
[00:02:11.700 --> 00:02:14.700]  在天上面的邪靈其實是十分真實的
[00:02:14.700 --> 00:02:17.600]  不只是在電視機裡面去講
[00:02:17.600 --> 00:02:20.140]  這位的邪靈他用各樣的方法
[00:02:20.140 --> 00:02:22.680]  他有兩個目的
[00:02:22.680 --> 00:02:27.380]  第一個目的是破壞信徒之間的合一
[00:02:27.380 --> 00:02:29.020]  第二
[00:02:29.020 --> 00:02:33.020]  他要信徒和撒旦去妥協
[00:02:33.020 --> 00:02:36.560]  不再去遵從上帝的吩咐
[00:02:36.560 --> 00:02:40.860]  不再尊上帝是我們的王
[00:02:40.860 --> 00:02:42.600]  保羅在今天的經文提醒我們
[00:02:42.600 --> 00:02:46.040]  要穿上上帝的軍裝
[00:02:46.040 --> 00:02:47.640]  上帝的軍裝可以創下書
[00:02:47.640 --> 00:02:49.040]  包括十一章
[00:02:49.040 --> 00:02:51.440]  四十九章和五十七章
[00:02:51.440 --> 00:02:52.840]  都為我們解釋
[00:02:52.840 --> 00:02:55.780]  這些軍裝是什麼
[00:02:55.780 --> 00:02:57.120]  作為順利的跟隨者
[00:02:57.120 --> 00:03:00.880]  我們要將這些軍裝穿在我們的身上
[00:03:00.880 --> 00:03:02.520]  意思是什麼呢
[00:03:02.520 --> 00:03:04.120]  意思就是我們要擁有
[00:03:04.120 --> 00:03:09.520]  彌賽的軍王的品格和素質
[00:03:09.520 --> 00:03:11.300]  不過要留意的地方就是
[00:03:11.300 --> 00:03:13.200]  保羅在他不同的書信裡面
[00:03:13.200 --> 00:03:17.040]  例如貼上來現在前書的五章八節
[00:03:17.040 --> 00:03:19.880]  他提到那些頭盔護心鏡
[00:03:19.880 --> 00:03:22.840]  跟在爾弗所書所說的
[00:03:22.840 --> 00:03:24.940]  是有一點點不同的
[00:03:24.940 --> 00:03:29.940]  例如護心鏡在爾弗所書說是公義
[00:03:29.940 --> 00:03:32.720]  用公義當作護心鏡去遮胸
[00:03:32.720 --> 00:03:35.160]  不過在帖索羅尼加前書第五章
[00:03:35.160 --> 00:03:39.060]  說的護心鏡是信和愛
[00:03:39.060 --> 00:03:41.560]  所以我們相信保羅
[00:03:41.560 --> 00:03:45.060]  將這一套軍裝說成一個比喻
[00:03:45.060 --> 00:03:46.400]  我們不需要
[00:03:46.400 --> 00:03:49.540]  頭盔究竟真正的是什麼
[00:03:49.540 --> 00:03:50.600]  是不需要
[00:03:50.600 --> 00:03:54.300]  目的就是鼓勵我們要建立一個習慣
[00:03:54.300 --> 00:03:56.700]  以及經常要操練
[00:03:56.700 --> 00:04:01.380]  讓我們成為有彌賽軍王的品格
[00:04:01.380 --> 00:04:04.540]  我們要透過崇拜、禱告、讀經
[00:04:04.540 --> 00:04:07.760]  以及跟身邊的人建立友好的關係
[00:04:07.760 --> 00:04:12.380]  去令自己成為耶穌基督成熟的跟隨者
[00:04:12.380 --> 00:04:16.060]  甚至是在軍隊裡面一員的萬丈
[00:04:16.060 --> 00:04:20.700]  今天經文告訴我們「打仗」
[00:04:20.700 --> 00:04:22.700]  我的題目叫「屬靈的增戰」
