
[00:00:00.000 --> 00:00:01.800]  各位鼎智妹平安
[00:00:01.800 --> 00:00:08.000]  今天我會和大家分享詩篇111篇1-10節
[00:00:08.000 --> 00:00:11.600]  主題是讚美神的奇妙作為
[00:00:11.600 --> 00:00:17.800]  剛才主席和帶領我們唱詩歌的鼎智妹都說到
[00:00:17.800 --> 00:00:22.400]  今天是2025年12月28日
[00:00:22.400 --> 00:00:26.200]  亦是這個年最後的一個主日
[00:00:26.200 --> 00:00:29.400]  我們多數會藉著年尾去想一想
[00:00:29.400 --> 00:00:31.400]  回想這一年的裏面
[00:00:31.400 --> 00:00:34.000]  我們有沒有去成長有沒有改變
[00:00:34.000 --> 00:00:36.400]  譬如我們在生命裏面的成長
[00:00:36.400 --> 00:00:38.600]  或者我們智慧上的成長
[00:00:38.600 --> 00:00:40.400]  或者學問上的成長
[00:00:40.400 --> 00:00:44.200]  最重要就是我們有沒有屬靈上高的成長
[00:00:44.200 --> 00:00:46.200]  我們經常都以為
[00:00:46.200 --> 00:00:50.000]  我們得著智慧成為聰明人
[00:00:50.000 --> 00:00:53.400]  第一件要做的事當然是要靠自己的努力
[00:00:53.400 --> 00:00:56.000]  要去埋頭苦幹去讀書
[00:00:56.000 --> 00:01:03.000]  信徒會先將聖經透徹地認識多些
[00:01:03.000 --> 00:01:05.400]  使他能夠在知識上高
[00:01:05.400 --> 00:01:09.000]  在屬靈上高都有增長
[00:01:09.000 --> 00:01:14.800]  我們看看今天我們所看的一段經文
[00:01:14.800 --> 00:01:18.600]  這段經文就在詩篇111篇
[00:01:18.600 --> 00:01:24.400]  我們一起去看一看
[00:01:24.400 --> 00:01:27.200]  我們看到這首詩篇
[00:01:27.200 --> 00:01:32.400]  當然是詩人為著讚美耶和華
[00:01:32.400 --> 00:01:38.400]  他說耶和華是應當稱頌的
[00:01:38.400 --> 00:01:44.000]  我們也知道在詩篇111篇裏面
[00:01:44.000 --> 00:01:46.200]  我們看到有一個發言
[00:01:46.200 --> 00:01:49.400]  怎樣可以成為一個聰明的智慧人
[00:01:49.400 --> 00:01:53.800]  大家應該都很想成為一個聰明的智慧人
[00:01:53.800 --> 00:01:54.800]  大家不用舉手
[00:01:54.800 --> 00:01:57.400]  我相信大家都一定是這樣想的
[00:01:57.400 --> 00:02:06.400]  這一節的經文是一個很奇妙的字母篇
[00:02:06.400 --> 00:02:07.800]  我們看看
[00:02:07.800 --> 00:02:14.600]  他用希伯來文Hebrew 22個字母來建構成一篇
[00:02:14.600 --> 00:02:19.400]  充滿讚美充滿感恩的詩篇
[00:02:19.400 --> 00:02:22.200]  屬於Hallelujah的詩篇
[00:02:22.200 --> 00:02:26.000]  這篇詩篇是以你們要讚美耶和華
[00:02:26.000 --> 00:02:27.600]  和最後那一節
[00:02:27.600 --> 00:02:30.800]  耶和華是永遠當讚美的
[00:02:30.800 --> 00:02:33.200]  來開始和結束
[00:02:33.200 --> 00:02:36.800]  強調這個詩人叫我們敬拜者
[00:02:36.800 --> 00:02:38.400]  和他自己
[00:02:38.400 --> 00:02:42.000]  都是要這樣去稱謝耶和華的作為
[00:02:42.000 --> 00:02:43.200]  作為一個回應
[00:02:43.200 --> 00:02:45.400]  同時表達這個詩人
[00:02:45.400 --> 00:02:49.200]  他自己的內心的喜悅和感恩
[00:02:49.200 --> 00:02:51.400]  整首詩篇是透過描述
[00:02:51.400 --> 00:02:53.000]  神的奇妙作為
[00:02:53.000 --> 00:02:58.000]  引導我們認識神的屬性和神的心意
[00:02:58.000 --> 00:03:01.800]  今天我們會用三個方向
[00:03:01.800 --> 00:03:04.400]  去思想一下這篇詩篇
[00:03:04.400 --> 00:03:07.200]  我們考察到神的作為
[00:03:07.200 --> 00:03:11.200]  並且我們去顯明看到神的屬性
[00:03:11.200 --> 00:03:16.000]  然後人對於神是有怎樣的回應
[00:03:16.000 --> 00:03:18.800]  我們一起有一個祈禱開始
[00:03:22.400 --> 00:03:25.400]  主求祢這一刻打開我們的心
[00:03:25.400 --> 00:03:30.000]  求祢透過詩篇111篇和我們對話
[00:03:30.000 --> 00:03:33.600]  讓我們有所得著和提醒
[00:03:33.600 --> 00:03:37.400]  求祢在當中教導我們
[00:03:37.400 --> 00:03:39.200]  與我們同在
[00:03:39.200 --> 00:03:42.800]  祈禱是奉主耶穌基督得勝的名字祈求
[00:03:42.800 --> 00:03:44.400]  阿門
[00:03:44.400 --> 00:03:46.000]  我們看看
[00:03:46.000 --> 00:03:50.200]  我們第一個重點就是考察神的作為
[00:03:50.200 --> 00:03:52.400]  在第一至第三節
[00:03:52.400 --> 00:03:55.000]  不如我們又再一次讀出這首經文
[00:03:55.000 --> 00:03:56.000]  預備起
[00:03:56.000 --> 00:03:58.200]  你們要讚美耶和華
[00:03:58.200 --> 00:04:01.200]  我要在正直人的大會中
[00:04:01.200 --> 00:04:02.800]  並恭會中
[00:04:02.800 --> 00:04:05.000]  一心稱謝耶和華
[00:04:05.000 --> 00:04:07.800]  耶和華的作為本為大
[00:04:07.800 --> 00:04:10.800]  凡喜愛的都必考察
[00:04:10.800 --> 00:04:14.400]  他所行的是尊榮和威嚴
[00:04:14.400 --> 00:04:17.400]  他的公義傳道永遠
[00:04:17.400 --> 00:04:19.600]  我們看到第一節說
[00:04:19.600 --> 00:04:21.600]  你們要讚美耶和華
[00:04:21.600 --> 00:04:25.000]  然後在第一節的最後也有說
[00:04:25.000 --> 00:04:28.200]  要一心一心去稱謝耶和華
[00:04:28.200 --> 00:04:32.000]  詩人首先呼籲自己和會眾
[00:04:32.000 --> 00:04:35.000]  一起去讚美耶和華
[00:04:35.000 --> 00:04:37.400]  這個其實是一個積極的行動
[00:04:37.400 --> 00:04:40.600]  讚美不單是口頭上那種表達
[00:04:40.600 --> 00:04:46.400]  並且要從心裏最深處出來的那種感謝
[00:04:46.400 --> 00:04:50.000]  讚美和稱謝真的分不開
[00:04:50.000 --> 00:04:54.800]  讚美神是讓我們通過讚美神的創造
[00:04:54.800 --> 00:04:57.200]  以及祂慈愛的信實等等
[00:04:57.200 --> 00:04:58.400]  這些神的屬性
[00:04:58.400 --> 00:05:02.000]  並且是讚美神行過一些奇妙的事
[00:05:02.000 --> 00:05:05.600]  讓我們得知到神偉大的榮耀
[00:05:05.600 --> 00:05:08.600]  從而對於神有一個敬畏的心
[00:05:08.600 --> 00:05:10.800]  和愛神的心
[00:05:10.800 --> 00:05:16.200]  稱謝神是我們表達對神的那種感謝
[00:05:16.200 --> 00:05:19.600]  感謝祂在我們生活裏所賜予的恩典
[00:05:19.600 --> 00:05:22.200]  和每一次的祝福
[00:05:22.200 --> 00:05:26.000]  承認祂是我們的供應者和我們的保護
[00:05:26.000 --> 00:05:27.600]  並且在日常生活裏
[00:05:27.600 --> 00:05:32.800]  就是叫我們保持這份謙卑和感恩的心
[00:05:32.800 --> 00:05:37.600]  所以我們讚美是要夠廣要夠深
[00:05:37.600 --> 00:05:39.400]  要在大會裏面
[00:05:39.400 --> 00:05:40.600]  在公會裏面
[00:05:40.600 --> 00:05:42.400]  在公開的場合裏面
[00:05:42.400 --> 00:05:49.200]  我們一定要用法治內心深處
[00:05:49.200 --> 00:05:53.000]  一心一意地毫無保留地去稱謝
[00:05:53.000 --> 00:05:56.600]  當我們敬拜讚美神的時候
[00:05:56.600 --> 00:05:58.800]  應該是完全投入
[00:05:58.800 --> 00:06:00.600]  不要分心
[00:06:00.600 --> 00:06:02.000]  不會虛假的
[00:06:02.000 --> 00:06:03.600]  全然地去專注
[00:06:03.600 --> 00:06:05.200]  誠實無偽
[00:06:05.200 --> 00:06:07.400]  這個心態在我們敬拜當中
[00:06:07.400 --> 00:06:10.400]  真的是很大的心思
[00:06:10.400 --> 00:06:11.800]  我們在敬拜裏面
[00:06:11.800 --> 00:06:14.000]  是不是真是一心一意的呢?
[00:06:14.000 --> 00:06:16.800]  是不是留於表面那種敬拜呢?
[00:06:16.800 --> 00:06:18.600]  而未能夠在內心深處
[00:06:18.600 --> 00:06:21.800]  這樣去經歷神的作為呢?
[00:06:21.800 --> 00:06:23.600]  是不是只是留於表面
[00:06:23.600 --> 00:06:24.800]  形式上高
[00:06:24.800 --> 00:06:26.800]  有沒有真心由內心裏面
[00:06:26.800 --> 00:06:30.000]  去一心一心地去稱謝耶和華呢?
[00:06:30.000 --> 00:06:34.400]  我們讚美不是叫我們自我感覺良好
[00:06:34.400 --> 00:06:37.400]  而是因為神的奇妙作為
[00:06:37.400 --> 00:06:44.200]  有時主席也會叫我們把手機調到靜音
[00:06:44.200 --> 00:06:45.800]  或者關掉
[00:06:45.800 --> 00:06:47.600]  或者是震機
[00:06:47.600 --> 00:06:50.000]  或者是飛行模式
[00:06:50.000 --> 00:06:53.600]  不是希望我們不要騷擾別人
[00:06:53.600 --> 00:06:56.800]  而是更加希望大家不要分心
[00:06:56.800 --> 00:06:58.600]  去突然之間看看訊息
[00:06:58.600 --> 00:07:00.800]  手震一震看到訊息
[00:07:00.800 --> 00:07:04.200]  令大家能夠投入敬拜裏面
[00:07:04.200 --> 00:07:07.000]  上兩星期我們參加了一個聚會
[00:07:07.000 --> 00:07:08.400]  主席真的這樣說
[00:07:08.400 --> 00:07:13.000]  他說叫我們把手機除了調到靜音
[00:07:13.000 --> 00:07:14.000]  震音
[00:07:14.000 --> 00:07:16.600]  還特別要我們調到飛行模式
[00:07:16.600 --> 00:07:17.800]  和關掉
[00:07:17.800 --> 00:07:20.200]  我想靜音震音就可以了
[00:07:20.200 --> 00:07:21.400]  為什麼要這樣做呢?
[00:07:21.400 --> 00:07:22.400]  我再想一想
[00:07:22.400 --> 00:07:23.600]  我知道為什麼了
[00:07:23.600 --> 00:07:26.600]  就是因為我們的手機和手錶
[00:07:26.600 --> 00:07:28.800]  其實是會聯繫的
[00:07:28.800 --> 00:07:31.000]  當有訊息進來的時候
[00:07:31.000 --> 00:07:32.400]  手會震一震
[00:07:32.400 --> 00:07:34.800]  很自然就會看一看手錶
[00:07:34.800 --> 00:07:37.400]  其實已經是分心了
[00:07:37.400 --> 00:07:39.800]  或者直接在手錶裏面
