
[00:00:00.000 --> 00:00:04.000]  今次我希望和大家近身一步看兩個問題
[00:00:04.000 --> 00:00:06.000]  一個問題就是宇宙觀的問題
[00:00:06.000 --> 00:00:08.000]  即是從民間宗教裏面的現象
[00:00:08.000 --> 00:00:10.000]  看我們周圍的人的宇宙觀
[00:00:10.000 --> 00:00:13.000]  因為這個宇宙觀就直接和他們對宇宙
[00:00:13.000 --> 00:00:17.000]  對人的命運、對神、鬼、靈界的認識
[00:00:17.000 --> 00:00:22.000]  另外希望如果有時間我們會繼續說那些宗教裏面所用的記號
[00:00:22.000 --> 00:00:24.000]  即是我們一般可以見得到的現象
[00:00:24.000 --> 00:00:26.000]  即是人家掛一個鑊在你對面
[00:00:26.000 --> 00:00:27.000]  那些是記號
[00:00:27.000 --> 00:00:29.000]  即是一出去就碰著黑
[00:00:29.000 --> 00:00:31.000]  今次你用三叉對著他
[00:00:31.000 --> 00:00:32.000]  他用鏡子照你轉頭
[00:00:32.000 --> 00:00:34.000]  掛隻白老虎對著你
[00:00:34.000 --> 00:00:36.000]  很多這些東西互相都是記號
[00:00:36.000 --> 00:00:40.000]  我們也看看記號的意義是甚麼
[00:00:40.000 --> 00:00:42.000]  還有背後是含甚麼動機
[00:00:42.000 --> 00:00:44.000]  還有宗教意味是怎樣
[00:00:44.000 --> 00:00:51.000]  當我一說到宇宙觀的時候
[00:00:51.000 --> 00:00:52.000]  這個字似乎是很深的
[00:00:52.000 --> 00:00:53.000]  其實一點也不深
[00:00:53.000 --> 00:00:54.000]  每一個人都有
[00:00:54.000 --> 00:00:56.000]  我怎樣看這個世界的現象
[00:00:56.000 --> 00:00:59.000]  如果你問到一些人
[00:00:59.000 --> 00:01:01.000]  例如隔壁的大嬸
[00:01:01.000 --> 00:01:02.000]  你的宇宙觀是甚麼
[00:01:02.000 --> 00:01:03.000]  她不知道你說甚麼
[00:01:03.000 --> 00:01:09.000]  其實就是一個人對宇宙的秩序、分類、動態
[00:01:09.000 --> 00:01:11.000]  和宇宙與人之間的關係的一個形式
[00:01:11.000 --> 00:01:13.000]  而每一個人都有
[00:01:13.000 --> 00:01:14.000]  只要你活在地上
[00:01:14.000 --> 00:01:16.000]  每一個人都有
[00:01:16.000 --> 00:01:18.000]  而因為有宇宙觀的緣故
[00:01:18.000 --> 00:01:20.000]  我們會有這個活動
[00:01:20.000 --> 00:01:22.000]  而那些活動的泛指就是宗教活動
[00:01:23.000 --> 00:01:26.000]  在未說到這麼多定義之前
[00:01:26.000 --> 00:01:28.000]  稍為說一些例子
[00:01:28.000 --> 00:01:30.000]  很多時候我們說的話裏面
[00:01:30.000 --> 00:01:32.000]  已經包含了一些宇宙觀
[00:01:32.000 --> 00:01:34.000]  見到一個壞人
[00:01:34.000 --> 00:01:36.000]  你看到地上天開眼
[00:01:36.000 --> 00:01:37.000]  天呀
[00:01:37.000 --> 00:01:38.000]  天開眼
[00:01:38.000 --> 00:01:40.000]  即是已經有了某些含義
[00:01:40.000 --> 00:01:44.000]  天上、地上、人間上還有一個更高的率
[00:01:44.000 --> 00:01:45.000]  這個就是天
[00:01:45.000 --> 00:01:47.000]  皇天不負有心人
[00:01:47.000 --> 00:01:49.000]  這個是我們日常用的用語
[00:01:49.000 --> 00:01:54.000]  皇天已經假定了有某些力量是超過人
[00:01:54.000 --> 00:01:56.000]  而當那個人是誠心的時候
[00:01:56.000 --> 00:01:59.000]  天上都會聽他的聲音來成就他人的事
[00:01:59.000 --> 00:02:00.000]  天意
[00:02:00.000 --> 00:02:03.000]  天意就是這些
[00:02:03.000 --> 00:02:05.000]  這個說到幾個方面
[00:02:05.000 --> 00:02:07.000]  當一些人用這些字眼的時候
[00:02:07.000 --> 00:02:11.000]  其實背後已經是假定了有一套的宇宙觀念
[00:02:11.000 --> 00:02:15.000]  即是說人間世界之上是有一個天的世界
[00:02:15.000 --> 00:02:17.000]  而這個天的世界是控制這個人間世界的
[00:02:17.000 --> 00:02:21.000]  而這個天的世界和人間世界之間是有一個關係的
[00:02:21.000 --> 00:02:24.000]  皇天不負有心人已經有一個關係在那裡
[00:02:24.000 --> 00:02:25.000]  你做得好嗎?
[00:02:25.000 --> 00:02:27.000]  天上都不會虧待你的
[00:02:27.000 --> 00:02:28.000]  天開眼
[00:02:28.000 --> 00:02:30.000]  即是天知道地上那個人是壞的
[00:02:30.000 --> 00:02:32.000]  所以要死他一家或是怎樣
[00:02:32.000 --> 00:02:34.000]  說完天
[00:02:34.000 --> 00:02:37.000]  很多時候我們的字眼裡面都有包括陰間
[00:02:37.000 --> 00:02:38.000]  很多人
[00:02:38.000 --> 00:02:40.000]  前世不修
[00:02:40.000 --> 00:02:42.000]  那裡的觀念很複雜
[00:02:42.000 --> 00:02:44.000]  這個人真的是前世不修
