
[00:00:00.000 --> 00:00:02.000]  第一小妹早晨
[00:00:02.000 --> 00:00:06.000]  讓我們在一開始聆聽主的說話之前
[00:00:06.000 --> 00:00:09.000]  我們一起同心加上禱告
[00:00:09.000 --> 00:00:13.000]  讓聖靈帶領我們明白當中的教導
[00:00:13.000 --> 00:00:15.000]  我們一起同心低頭禱告
[00:00:15.000 --> 00:00:19.000]  父神我們多謝你
[00:00:19.000 --> 00:00:21.000]  給了我們有生命氣息
[00:00:21.000 --> 00:00:25.000]  也給了我們一個明媚的星期日的早上
[00:00:25.000 --> 00:00:30.000]  讓我們一同回來去敬拜侍奉你
[00:00:30.000 --> 00:00:33.000]  求主你的聖靈幫助我們
[00:00:33.000 --> 00:00:38.000]  能夠進入到上帝你的啟示的世界當中
[00:00:38.000 --> 00:00:40.000]  去明白當中的意思
[00:00:40.000 --> 00:00:45.000]  要讓我們能夠在整個的學習
[00:00:45.000 --> 00:00:48.000]  走走這條淑靈的道路的過程上
[00:00:48.000 --> 00:00:53.000]  能夠帶著感恩和一份光榮在主你的裡面
[00:00:53.000 --> 00:00:59.000]  讓我們一起把這段時間恭敬交上
[00:00:59.000 --> 00:01:01.000]  求你的引導
[00:01:01.000 --> 00:01:04.000]  奉靠主耶穌德性的名字而求
[00:01:04.000 --> 00:01:05.000]  黑妹
[00:01:05.000 --> 00:01:16.000]  不知道大家有沒有試過去買一些限量版的產品
[00:01:16.000 --> 00:01:23.000]  或者以前很流行去聽演唱會
[00:01:23.000 --> 00:01:26.000]  有沒有人去聽過演唱會
[00:01:26.000 --> 00:01:31.000]  這麼多年來我去的演唱會都不是我買票的
[00:01:31.000 --> 00:01:36.000]  是家人買了 沒有人去
[00:01:36.000 --> 00:01:39.000]  那我就去吧 是這樣的
[00:01:39.000 --> 00:01:40.000]  為什麼呢
[00:01:40.000 --> 00:01:43.000]  通常買一些演唱會票
[00:01:43.000 --> 00:01:46.000]  或者戲票都好
[00:01:46.000 --> 00:01:48.000]  通常都很困難的
[00:01:48.000 --> 00:01:50.000]  以前你都知道
[00:01:50.000 --> 00:01:55.000]  那些商家就當然做到一個局面
[00:01:55.000 --> 00:01:56.000]  就是很虛陷的
[00:01:56.000 --> 00:01:58.000]  很難買到的
[00:01:58.000 --> 00:02:00.000]  個個要排隊的
[00:02:00.000 --> 00:02:02.000]  要爭相搶奪的
[00:02:02.000 --> 00:02:03.000]  才可以買到
[00:02:03.000 --> 00:02:07.000]  那我個人的觀念就是
[00:02:07.000 --> 00:02:10.000]  我不會浪費時間去排隊
[00:02:10.000 --> 00:02:13.000]  因為我的人生我覺得
[00:02:13.000 --> 00:02:15.000]  我都不知道有多長
[00:02:15.000 --> 00:02:19.000]  無謂浪費了這麼長的鐘點去排隊
[00:02:19.000 --> 00:02:22.000]  不過無論怎樣都好
[00:02:22.000 --> 00:02:25.000]  我都經歷過一些經驗
[00:02:25.000 --> 00:02:29.000]  就是買到一些很難得的東西
[00:02:29.000 --> 00:02:34.000]  大約在去年這個時間左右
[00:02:34.000 --> 00:02:35.000]  現在我們六月
[00:02:35.000 --> 00:02:38.000]  去年這個時間左右
[00:02:38.000 --> 00:02:42.000]  如果大家都記得教會那個實體崇拜
[00:02:42.000 --> 00:02:46.000]  其實就是去年這個時間恢復的
[00:02:46.000 --> 00:02:48.000]  在五六月之間
[00:02:48.000 --> 00:02:55.000]  其實過去在這個疫情的過程當中
[00:02:55.000 --> 00:02:57.000]  大家都經常都會見到
[00:02:57.000 --> 00:03:00.000]  只是在網上的一個直播
[00:03:00.000 --> 00:03:03.000]  或者是一個已經星期六六號
[00:03:03.000 --> 00:03:07.000]  星期日去播給大家的講道題目
[00:03:07.000 --> 00:03:11.000]  在過去那幾年裏面
[00:03:11.000 --> 00:03:16.000]  其實一直我的錄影都用了
[00:03:16.000 --> 00:03:18.000]  都有一些時間去掙扎
[00:03:18.000 --> 00:03:23.000]  究竟是用什麼器材去錄影呢
[00:03:23.000 --> 00:03:26.000]  當然最理想的就是
[00:03:26.000 --> 00:03:29.000]  當然是弄一部很好的錄影機
[00:03:29.000 --> 00:03:30.000]  是不是
[00:03:30.000 --> 00:03:31.000]  然後剪裁好
[00:03:31.000 --> 00:03:33.000]  加上加好字幕
[00:03:33.000 --> 00:03:35.000]  然後給電影姐妹看
[00:03:35.000 --> 00:03:37.000]  這樣就會容易一點
[00:03:37.000 --> 00:03:41.000]  但是一直我都不捨得去買
[00:03:41.000 --> 00:03:44.000]  因為買一部相機或者錄影機
[00:03:44.000 --> 00:03:47.000]  是很貴的一件事情
[00:03:47.000 --> 00:03:49.000]  所以一直都是用手提電話錄的
[00:03:49.000 --> 00:03:54.000]  但是到了這個實體崇拜
[00:03:54.000 --> 00:04:00.000]  教會都應該做一些
[00:04:00.000 --> 00:04:06.000]  比較質素好的畫面的講道錄影
[00:04:06.000 --> 00:04:10.000]  所以那時候我就決定
[00:04:10.000 --> 00:04:12.000]  在三十年過後
[00:04:12.000 --> 00:04:15.000]  其實我以前讀書的年代
[00:04:15.000 --> 00:04:17.000]  已經玩相機玩了很多年
[00:04:17.000 --> 00:04:18.000]  又搞黑房
[00:04:18.000 --> 00:04:20.000]  其實又教人拍照等等
[00:04:20.000 --> 00:04:21.000]  很多東西都搞過了
[00:04:21.000 --> 00:04:23.000]  但是移民了之後
[00:04:23.000 --> 00:04:25.000]  就一直都把它放下了
[00:04:25.000 --> 00:04:26.000]  三十年了
[00:04:26.000 --> 00:04:30.000]  就一直沒有添置任何東西
[00:04:30.000 --> 00:04:33.000]  用的都是自己那部菲林相機
[00:04:33.000 --> 00:04:35.000]  而且都不是很多時候
[00:04:35.000 --> 00:04:37.000]  拿回那部菲林相機出來用
[00:04:37.000 --> 00:04:39.000]  所以就趁這個時候
[00:04:39.000 --> 00:04:41.000]  教會會實體崇拜了
[00:04:41.000 --> 00:04:44.000]  就提供了一個很好的理由
[00:04:44.000 --> 00:04:49.000]  讓我最後可以去買一部相機
[00:04:49.000 --> 00:04:51.000]  花點錢去買一部相機
[00:04:51.000 --> 00:04:53.000]  其實在過去那幾年裡面
[00:04:53.000 --> 00:04:56.000]  都有很多電影節目來過我家
[00:04:56.000 --> 00:04:57.000]  談談的時候
[00:04:57.000 --> 00:04:59.000]  我跟他們說
[00:04:59.000 --> 00:05:02.000]  有時候手機錄影是很煩的
[00:05:02.000 --> 00:05:05.000]  錄到一半又斷線了
[00:05:05.000 --> 00:05:06.000]  如果又不知道
[00:05:06.000 --> 00:05:08.000]  因為我看不到螢光幕
[00:05:08.000 --> 00:05:10.000]  有時候以為錄了
[00:05:10.000 --> 00:05:11.000]  誰知道放到電腦裡
[00:05:11.000 --> 00:05:13.000]  又讀不到出來的檔案
[00:05:13.000 --> 00:05:16.000]  禮拜六錄完又錄
[00:05:16.000 --> 00:05:17.000]  錄完又錄
[00:05:17.000 --> 00:05:19.000]  最經典那次是錄了三次
[00:05:19.000 --> 00:05:21.000]  我都很佩服
[00:05:21.000 --> 00:05:23.000]  原來我可以把同一堂課
[00:05:23.000 --> 00:05:25.000]  錄三次
[00:05:25.000 --> 00:05:28.000]  在同一天裡面錄影
[00:05:28.000 --> 00:05:30.000]  因為我知道
[00:05:30.000 --> 00:05:31.000]  一買相機
[00:05:31.000 --> 00:05:34.000]  這個是一個無底深潭
[00:05:34.000 --> 00:05:36.000]  如果喜歡玩相機的電影節目
[00:05:36.000 --> 00:05:38.000]  應該同意的
[00:05:38.000 --> 00:05:41.000]  但是既然這麼好的理由
[00:05:41.000 --> 00:05:43.000]  教會又要實體崇拜了
[00:05:43.000 --> 00:05:45.000]  不如買一部相機
[00:05:45.000 --> 00:05:47.000]  我其實看中了那部相機
[00:05:47.000 --> 00:05:49.000]  已經好一段時間了
[00:05:49.000 --> 00:05:51.000]  什麼型號什麼牌子
[00:05:51.000 --> 00:05:53.000]  價格都已經量度過
[00:05:53.000 --> 00:05:56.000]  應該是性價比最高的相機
[00:05:56.000 --> 00:06:00.000]  那就去買吧
[00:06:00.000 --> 00:06:03.000]  終於立起心去買了
[00:06:03.000 --> 00:06:05.000]  那些大師傅規勸了
[00:06:05.000 --> 00:06:07.000]  去買吧 牧師不要浪費時間
[00:06:07.000 --> 00:06:08.000]  你又剪片剪得這麼難
[00:06:08.000 --> 00:06:10.000]  又要錄三次
[00:06:10.000 --> 00:06:11.000]  時間浪費了
[00:06:11.000 --> 00:06:13.000]  不如去買那部吧
[00:06:13.000 --> 00:06:16.000]  現在師母都罕有地去支持我
[00:06:16.000 --> 00:06:18.000]  不如你去買那部相機吧
[00:06:18.000 --> 00:06:20.000]  免得浪費時間
[00:06:20.000 --> 00:06:22.000]  經常又嘈吵
[00:06:22.000 --> 00:06:24.000]  又說要錄過
[00:06:24.000 --> 00:06:26.000]  那就去買吧
[00:06:26.000 --> 00:06:28.000]  誰知上網每間地方
[00:06:28.000 --> 00:06:30.000]  都買不到那部相機
[00:06:30.000 --> 00:06:32.000]  不是沒有相機賣
[00:06:32.000 --> 00:06:34.000]  是我看中了那部相機賣
[00:06:34.000 --> 00:06:37.000]  因為那部真的又便宜又正又划算
[00:06:37.000 --> 00:06:41.000]  後來甚至就跟師母說
[00:06:41.000 --> 00:06:44.000]  不如找人
[00:06:44.000 --> 00:06:45.000]  我幫你拿日假
[00:06:45.000 --> 00:06:49.000]  不如走去市中心逛逛
[00:06:49.000 --> 00:06:52.000]  你知我家離開多倫多市中心
