
[00:00:00.000 --> 00:00:02.000]  大家兄姊妹平安
[00:00:02.000 --> 00:00:03.000]  平安
[00:00:03.000 --> 00:00:07.000]  首先多謝林牧師和各位的邀請
[00:00:07.000 --> 00:00:09.000]  讓我能夠重回舊地
[00:00:09.000 --> 00:00:13.000]  跟大家分享關於聖經的體會
[00:00:13.000 --> 00:00:16.000]  其實梁化堂我經常搭地鐵經過
[00:00:16.000 --> 00:00:18.000]  我都會仰望一下
[00:00:18.000 --> 00:00:21.000]  都時時在我的掛念當中
[00:00:21.000 --> 00:00:23.000]  今天能夠親自來到
[00:00:23.000 --> 00:00:25.000]  實在看到上帝的恩典
[00:00:25.000 --> 00:00:27.000]  今天沒有什麼特別的東西帶來
[00:00:27.000 --> 00:00:31.000]  因為林牧師說照今天的聖經所說
[00:00:31.000 --> 00:00:34.000]  我就選擇了今天的福音
[00:00:34.000 --> 00:00:36.000]  跟大家分享
[00:00:36.000 --> 00:00:39.000]  今天的福音其實大家都非常熟悉
[00:00:39.000 --> 00:00:43.000]  不過都讓我再一次反思的時候
[00:00:43.000 --> 00:00:45.000]  跟大家一起去重溫
[00:00:45.000 --> 00:00:48.000]  但重溫當中其實最重要的
[00:00:48.000 --> 00:00:51.000]  不是我們頭腦明白得多少
[00:00:51.000 --> 00:00:53.000]  其實最重要的是
[00:00:53.000 --> 00:00:55.000]  我們願不願意面對挑戰呢
[00:00:55.000 --> 00:00:57.000]  馬克吐溫曾經說過
[00:00:57.000 --> 00:00:59.000]  困擾我的
[00:00:59.000 --> 00:01:02.000]  不是聖經我不明白的地方
[00:01:02.000 --> 00:01:05.000]  困擾我的確實我是明白的那部分
[00:01:05.000 --> 00:01:07.000]  可能覺得奇怪
[00:01:07.000 --> 00:01:09.000]  如果一般考試我明白
[00:01:09.000 --> 00:01:11.000]  那我答齊
[00:01:11.000 --> 00:01:13.000]  那就對我一點都不困擾
[00:01:13.000 --> 00:01:16.000]  但是聖經是上帝的話語
[00:01:16.000 --> 00:01:18.000]  是滿有力量的
[00:01:18.000 --> 00:01:20.000]  不單只是好像考試那樣
[00:01:20.000 --> 00:01:21.000]  要我答齊
[00:01:21.000 --> 00:01:22.000]  知道多少
[00:01:22.000 --> 00:01:23.000]  而更加重要的是
[00:01:23.000 --> 00:01:25.000]  知道了之後
[00:01:25.000 --> 00:01:28.000]  我們願不願意去回應
[00:01:28.000 --> 00:01:30.000]  去面對一切的挑戰呢
[00:01:30.000 --> 00:01:32.000]  可能是更加重要
[00:01:32.000 --> 00:01:36.000]  所以就讓我們一同重溫之餘
[00:01:36.000 --> 00:01:37.000]  我們更加最後呢
[00:01:37.000 --> 00:01:39.000]  希望我們都能夠
[00:01:39.000 --> 00:01:41.000]  不會因為我們太明
[00:01:41.000 --> 00:01:43.000]  所以我們更加受困擾
[00:01:43.000 --> 00:01:46.000]  相反的我們能夠跳出這個困擾
[00:01:46.000 --> 00:01:50.000]  來進入耶穌基督的挑戰裏面
[00:01:50.000 --> 00:01:52.000]  雖然這個人
[00:01:52.000 --> 00:01:54.000]  我不想跳出這個困擾
[00:01:54.000 --> 00:01:57.000]  但是盼望聖靈加添我眾人的能力
[00:01:57.000 --> 00:02:01.000]  讓我們都能夠跳出這個困擾
[00:02:01.000 --> 00:02:03.000]  經文一開始的時候就說
[00:02:03.000 --> 00:02:06.000]  耶穌出來行路的時候
[00:02:06.000 --> 00:02:08.000]  那這條路呢
[00:02:08.000 --> 00:02:10.000]  有人說表面來看
[00:02:10.000 --> 00:02:12.000]  可能就一個普通的路
[00:02:12.000 --> 00:02:13.000]  但也有人說呢
[00:02:13.000 --> 00:02:17.000]  這個已經是馬可福音的後段了
[00:02:17.000 --> 00:02:18.000]  所以這個路呢
[00:02:18.000 --> 00:02:20.000]  其實是耶路撒冷的道路
[00:02:20.000 --> 00:02:21.000]  是耶穌終極
[00:02:21.000 --> 00:02:23.000]  為了愛我們的緣故
[00:02:23.000 --> 00:02:25.000]  在痛苦的當中
[00:02:25.000 --> 00:02:28.000]  去完成使命的一條路
[00:02:28.000 --> 00:02:30.000]  所以其實一開始的時候
[00:02:30.000 --> 00:02:32.000]  已經是一個挑戰
[00:02:32.000 --> 00:02:34.000]  那我也覺得這個解釋
[00:02:34.000 --> 00:02:35.000]  都是對的
[00:02:35.000 --> 00:02:36.000]  為什麼呢
[00:02:36.000 --> 00:02:39.000]  一方面這個是馬可的結尾
[00:02:39.000 --> 00:02:40.000]  但是另一方面呢
[00:02:40.000 --> 00:02:44.000]  隨即下去的經文就會說到呢
[00:02:44.000 --> 00:02:46.000]  門徒爭論誰為大
[00:02:46.000 --> 00:02:48.000]  說到苦杯的問題
[00:02:48.000 --> 00:02:51.000]  說到受洗就是一個痛苦的
[00:02:51.000 --> 00:02:54.000]  回應開始的問題
[00:02:54.000 --> 00:02:57.000]  所以呢都是對的
[00:02:57.000 --> 00:02:59.000]  所以跟隨耶穌基督呢
[00:02:59.000 --> 00:03:01.000]  不是那麼簡單
[00:03:01.000 --> 00:03:02.000]  好像在超市那樣
[00:03:02.000 --> 00:03:03.000]  我看到喜歡的東西
[00:03:03.000 --> 00:03:06.000]  拿下來去排隊
[00:03:06.000 --> 00:03:07.000]  那麼簡單
[00:03:07.000 --> 00:03:09.000]  跟隨耶穌基督呢
[00:03:09.000 --> 00:03:11.000]  事實上是要付代價
[00:03:11.000 --> 00:03:13.000]  是要面對挑戰的
[00:03:13.000 --> 00:03:15.000]  所以這個人
[00:03:15.000 --> 00:03:16.000]  這裡沒有說年齡
[00:03:16.000 --> 00:03:18.000]  一般來說人們都說
[00:03:18.000 --> 00:03:19.000]  這個少年人
[00:03:19.000 --> 00:03:20.000]  為什麼呢
[00:03:20.000 --> 00:03:22.000]  因為他跑來
[00:03:22.000 --> 00:03:24.000]  即是他能夠跑呢
[00:03:24.000 --> 00:03:25.000]  都不簡單
[00:03:25.000 --> 00:03:26.000]  是不是啊
[00:03:26.000 --> 00:03:27.000]  跑來他沒有氣喘
[00:03:27.000 --> 00:03:30.000]  他很清楚問這個問題
[00:03:30.000 --> 00:03:31.000]  你叫我跑呢
[00:03:31.000 --> 00:03:32.000]  不是不行
[00:03:32.000 --> 00:03:33.000]  不過我會氣喘
[00:03:33.000 --> 00:03:35.000]  那還要跪
[00:03:35.000 --> 00:03:36.000]  你叫我跪呢
[00:03:36.000 --> 00:03:38.000]  是認真困難
[00:03:38.000 --> 00:03:40.000]  蹲一蹲
[00:03:40.000 --> 00:03:41.000]  抹一抹那個塵
[00:03:41.000 --> 00:03:44.000]  我已經覺得非常辛苦了
[00:03:44.000 --> 00:03:47.000]  所以這個一定是一個少年人
[00:03:47.000 --> 00:03:50.000]  他很衝動地走過來
[00:03:50.000 --> 00:03:53.000]  然後跪在耶穌的面前
[00:03:53.000 --> 00:03:57.000]  跪呢是超過一般的禮節
[00:03:57.000 --> 00:03:59.000]  是很認真的
[00:03:59.000 --> 00:04:02.000]  是很誠懇的
[00:04:02.000 --> 00:04:04.000]  即是不是一般地
[00:04:04.000 --> 00:04:06.000]  望一望就算了
[00:04:06.000 --> 00:04:07.000]  他真是很誠懇
[00:04:07.000 --> 00:04:09.000]  很認真地
[00:04:09.000 --> 00:04:11.000]  面對耶穌基督
[00:04:11.000 --> 00:04:14.000]  他發問了兩句的句子
[00:04:14.000 --> 00:04:16.000]  第一個句子是良善的夫子
[00:04:16.000 --> 00:04:17.000]  第二個句子就是
[00:04:17.000 --> 00:04:19.000]  我當做什麼事
[00:04:19.000 --> 00:04:21.000]  才可以承受永生
[00:04:21.000 --> 00:04:23.000]  如果我遇到你
[00:04:23.000 --> 00:04:25.000]  我說你一個大好人
[00:04:25.000 --> 00:04:27.000]  你一壺水
[00:04:27.000 --> 00:04:30.000]  可不可以倒一杯給我喝
[00:04:30.000 --> 00:04:32.000]  你頂弄就答
[00:04:32.000 --> 00:04:34.000]  可以不可以
[00:04:34.000 --> 00:04:35.000]  通常都可以的
[00:04:35.000 --> 00:04:37.000]  但是可能你都答不可以
[00:04:37.000 --> 00:04:39.000]  你說牧師不對你喝的
[00:04:39.000 --> 00:04:42.000]  這些是我的良茶
[00:04:42.000 --> 00:04:44.000]  如果你不是有我這些
[00:04:44.000 --> 00:04:45.000]  這麼特殊的需要
[00:04:45.000 --> 00:04:47.000]  你就未必要喝
[00:04:47.000 --> 00:04:49.000]  但是無論怎樣都好
[00:04:49.000 --> 00:04:52.000]  重點都是在你給不給我喝水那裡
[00:04:52.000 --> 00:04:54.000]  就不會回應
[00:04:54.000 --> 00:04:56.000]  你真是好人
[00:04:56.000 --> 00:04:57.000]  就算是
[00:04:57.000 --> 00:04:59.000]  你頂一下頭就算了
[00:04:59.000 --> 00:05:00.000]  一般的禮節
[00:05:00.000 --> 00:05:02.000]  但是耶穌基督很認真
[00:05:02.000 --> 00:05:05.000]  他和我們一般人的回應
[00:05:05.000 --> 00:05:06.000]  很不同
[00:05:06.000 --> 00:05:09.000]  他的重點不是在第二句那裡
[00:05:09.000 --> 00:05:11.000]  其實這個少年人
[00:05:11.000 --> 00:05:12.000]  姑且叫做
[00:05:12.000 --> 00:05:14.000]  來到耶穌基督的面前
