
[00:00:00.000 --> 00:00:03.040]  我們講道之前,都一起有個祈禱
[00:00:03.040 --> 00:00:07.180]  天父感謝祢,因為祢是我們生命的主
[00:00:07.180 --> 00:00:10.800]  祢保守我們,祢都是賜恩給我們
[00:00:10.800 --> 00:00:14.540]  無論我們的身體,我們的生活,我們的心靈
[00:00:14.540 --> 00:00:16.640]  祢都時常的看顧
[00:00:16.640 --> 00:00:19.160]  求主祢都藉著祢的恩賢
[00:00:19.160 --> 00:00:20.980]  慰藥我們
[00:00:20.980 --> 00:00:24.440]  引導我們,幫助我們
[00:00:24.440 --> 00:00:27.580]  當我們一起去做會崇拜、讚美
[00:00:27.580 --> 00:00:30.520]  思想你懷疑的時候,求主
[00:00:30.520 --> 00:00:33.660]  藉著聖靈來幫助、引導
[00:00:33.660 --> 00:00:36.860]  我們這樣祈禱,奉主耶穌基督得勝的名
[00:00:36.860 --> 00:00:38.620]  誠心所願
[00:00:38.620 --> 00:00:44.300]  感謝各位給我的紀念和代禱
[00:00:44.300 --> 00:00:49.100]  十五天的埃及約旦和以色列的
[00:00:49.100 --> 00:00:51.260]  我們叫做探索之旅
[00:00:51.260 --> 00:00:54.960]  這個是我二十年前答應了長洲堂
[00:00:54.960 --> 00:01:00.560]  跟他們去,一個承諾是二十年後才兌現
[00:01:00.560 --> 00:01:03.840]  十幾個我們去了這個行程
[00:01:03.840 --> 00:01:07.240]  重訪耶穌出生的地方
[00:01:07.240 --> 00:01:11.160]  祂教訓人的地方,行神蹟和受祂的地方
[00:01:11.160 --> 00:01:15.320]  對聖經也是更加的立體,也更加的實在
[00:01:15.320 --> 00:01:18.520]  這次是我第三次去以色列的
[00:01:18.520 --> 00:01:22.960]  但是對上一次已經是二十三年前了
[00:01:22.960 --> 00:01:25.440]  所以有些印象都很模糊
[00:01:25.440 --> 00:01:29.040]  他們期望我去講解,其實我都沒有什麼可以講解
[00:01:29.040 --> 00:01:31.040]  因為有導遊去講解
[00:01:31.040 --> 00:01:34.200]  他們講完之後我再補充一次,也不夠他豐富
[00:01:34.200 --> 00:01:39.400]  所以我都是做一些靈修、除團,解決一下一些問題
[00:01:39.400 --> 00:01:44.080]  但是都是很感恩整個旅程的順利
[00:01:44.080 --> 00:01:50.800]  還有重遊這些地方,都是帶來很多的感受的
[00:01:51.480 --> 00:01:57.280]  加利利和耶路撒冷是我們聖地遊的一個最重點的地方
[00:01:57.280 --> 00:02:01.800]  因為耶穌在這兩個地方的活動是最多的
[00:02:01.800 --> 00:02:05.280]  我的行程就先到埃及,停留了兩天
[00:02:05.280 --> 00:02:09.240]  接著由埃及飛回去安曼,即是約旦的首都
[00:02:09.240 --> 00:02:12.320]  由安曼那裡過境,進入以色列
[00:02:12.320 --> 00:02:17.000]  一進入以色列就先直上去凡撒勒,加利利那邊
[00:02:17.000 --> 00:02:20.480]  先去了耶穌成長的地方
[00:02:20.480 --> 00:02:25.800]  接著就下去加拿大,雖然是很近的
[00:02:25.800 --> 00:02:29.200]  加拿大的地方,下去加利利
[00:02:29.200 --> 00:02:37.120]  再一路下去百里行、聖殿山、哭牆、苦路這些地方
[00:02:37.120 --> 00:02:43.200]  去到加利利就一定會上百福山
[00:02:43.200 --> 00:02:47.280]  即是耶穌是上教訓人的地方
[00:02:47.280 --> 00:02:50.880]  這也是很令團友興奮的地方
[00:02:50.880 --> 00:02:55.080]  我們也會在那裡思想耶穌的百福
[00:02:55.080 --> 00:02:58.960]  所以我其實去之前已經安排了
[00:02:58.960 --> 00:03:01.680]  今天和下一個星期的講道
[00:03:01.680 --> 00:03:04.080]  「山上的恩賢,山下的恩慈」
[00:03:04.080 --> 00:03:06.200]  都是發生在加利利
[00:03:06.200 --> 00:03:11.400]  這兩個都是一個很著名的聖經
[00:03:11.400 --> 00:03:14.520]  我做了幾十年傳道的人沒理由沒有講過
[00:03:14.520 --> 00:03:16.120]  一定講過了
[00:03:16.120 --> 00:03:17.520]  但我將它放進去
[00:03:17.520 --> 00:03:22.000]  我都希望在這個行程當中有些新的體會
[00:03:22.000 --> 00:03:24.720]  有些新的元素可以加進去
[00:03:24.720 --> 00:03:32.960]  所以我回來都是整理講章和大家一起分享
[00:03:32.960 --> 00:03:34.480]  「山上補糞」
[00:03:34.480 --> 00:03:37.920]  我稱它為「山上的恩賢」
[00:03:37.920 --> 00:03:40.120]  聖經有一個小標題
[00:03:40.120 --> 00:03:42.440]  「耶穌山上補糞」
[00:03:42.440 --> 00:03:45.680]  其實不是耶穌一次的宣講
[00:03:45.680 --> 00:03:47.680]  因為我們讀到聖經說
[00:03:47.680 --> 00:03:50.840]  「耶穌看見這一群人就上了山坐下後
[00:03:50.840 --> 00:03:52.160]  門徒到他跟前來
[00:03:52.160 --> 00:03:54.960]  他開口教導他們說」
[00:03:54.960 --> 00:03:57.840]  一路講下去
[00:03:57.840 --> 00:03:59.920]  開始就百福了
[00:03:59.920 --> 00:04:01.000]  其實不止的
[00:04:01.000 --> 00:04:02.960]  接著就講「你們是世上的炎」
[00:04:02.960 --> 00:04:04.480]  「是世上的光」
[00:04:04.480 --> 00:04:06.480]  接著就講很多
[00:04:06.480 --> 00:04:08.560]  論禱告、論禁食
[00:04:08.560 --> 00:04:10.600]  論論論論很多東西
[00:04:10.600 --> 00:04:13.760]  然後就講有兩條路
[00:04:13.760 --> 00:04:15.480]  有兩種樹
[00:04:15.480 --> 00:04:17.840]  有兩個根基
[00:04:17.840 --> 00:04:19.720]  到最後
[00:04:19.720 --> 00:04:22.240]  《馬太福音》第七章結尾時
[00:04:22.240 --> 00:04:24.440]  就有一個結語
[00:04:24.440 --> 00:04:28.600]  「耶穌的教訓好像那些有權柄的人
[00:04:28.600 --> 00:04:31.840]  不像那些文士」
[00:04:31.840 --> 00:04:33.200]  就完結了
[00:04:33.200 --> 00:04:37.360]  所以我們講山上補糞
[00:04:37.360 --> 00:04:39.560]  其實應該是《馬太福音》第五章
[00:04:39.560 --> 00:04:41.960]  第六章和第七章
[00:04:41.960 --> 00:04:47.400]  是把耶穌在那段時間裏面很重要的教訓放在那裏
[00:04:47.400 --> 00:04:48.680]  處境就是
[00:04:48.680 --> 00:04:52.120]  拜祭耶穌上了山
[00:04:52.120 --> 00:04:53.280]  坐下
[00:04:53.280 --> 00:04:55.640]  開口教訓人
[00:04:55.640 --> 00:04:57.520]  到第八章一開始
[00:04:57.520 --> 00:04:58.960]  第一句就說
[00:04:58.960 --> 00:05:01.160]  「耶穌下了山」
[00:05:01.160 --> 00:05:03.040]  是在下星期講的
[00:05:03.040 --> 00:05:04.520]  有上有下
[00:05:04.520 --> 00:05:10.040]  一個這樣的鋪陳
[00:05:10.040 --> 00:05:13.720]  所以山上補糞不是耶穌一次的宣講
[00:05:13.720 --> 00:05:14.920]  坐下
[00:05:14.920 --> 00:05:16.080]  如果是這樣的話
