
[00:00:00.000 --> 00:00:03.000]  鄧英姊妹有個假設的問題
[00:00:03.000 --> 00:00:07.000]  很希望大家在心裏面都去回答
[00:00:07.000 --> 00:00:13.000]  假設你一直都很用心地去儲錢
[00:00:13.000 --> 00:00:16.000]  儲到現在已經有一定的數目
[00:00:16.000 --> 00:00:18.000]  你都很滿足
[00:00:18.000 --> 00:00:22.000]  因為你在你生命中是有一個夢想
[00:00:22.000 --> 00:00:26.000]  而錢可能幫助你去達成這個夢想
[00:00:26.000 --> 00:00:29.000]  殊不知一次的身體檢查
[00:00:29.000 --> 00:00:31.000]  醫生對你說
[00:00:31.000 --> 00:00:34.000]  某人你現在患了一種病
[00:00:34.000 --> 00:00:36.000]  有生命危險
[00:00:36.000 --> 00:00:38.000]  你盡快做手術
[00:00:38.000 --> 00:00:41.000]  否則你的生命就不保了
[00:00:41.000 --> 00:00:42.000]  鄧英姊妹
[00:00:42.000 --> 00:00:45.000]  當你收到這個醫生的判斷的時候
[00:00:45.000 --> 00:00:48.000]  你會不會馬上為了生命的緣故
[00:00:48.000 --> 00:00:51.000]  動用你自己一生的積蓄
[00:00:51.000 --> 00:00:54.000]  甚至這個是你的夢想的積蓄
[00:00:54.000 --> 00:00:57.000]  來去救治你的生命呢
[00:00:57.000 --> 00:01:02.000]  詩篇一百五十篇
[00:01:02.000 --> 00:01:04.000]  總共一百五十篇
[00:01:04.000 --> 00:01:06.000]  好大部分都是讚美
[00:01:06.000 --> 00:01:09.000]  亦都有一些是哀求的詩
[00:01:09.000 --> 00:01:10.000]  不可其妙
[00:01:10.000 --> 00:01:13.000]  詩篇第一篇不是讚美詩
[00:01:13.000 --> 00:01:15.000]  不是祈禱詩
[00:01:15.000 --> 00:01:19.000]  而是一篇被稱為智慧的詩
[00:01:19.000 --> 00:01:22.000]  這篇詩裏面有好多的對比
[00:01:22.000 --> 00:01:24.000]  講明是智慧詩
[00:01:24.000 --> 00:01:27.000]  很明顯是要讓讀者
[00:01:27.000 --> 00:01:31.000]  知道如何做一個有智慧的人
[00:01:31.000 --> 00:01:35.000]  做一個智慧的抉擇
[00:01:35.000 --> 00:01:39.000]  根據詩人的了解
[00:01:39.000 --> 00:01:41.000]  在第一篇裏面告訴我們
[00:01:41.000 --> 00:01:44.000]  人生其實有兩個結局
[00:01:44.000 --> 00:01:48.000]  這兩個結局是來自兩種不同的人
[00:01:48.000 --> 00:01:51.000]  其實你留意整篇詩裏面
[00:01:51.000 --> 00:01:54.000]  詩人只是講出兩種的人
[00:01:54.000 --> 00:01:57.000]  用兩種比喻去形容這兩種的人
[00:01:57.000 --> 00:02:01.000]  而這兩種人都有不同的結局
[00:02:01.000 --> 00:02:03.000]  首先第一種的人
[00:02:03.000 --> 00:02:05.000]  他有甚麼結局呢
[00:02:05.000 --> 00:02:07.000]  在第三節告訴你
[00:02:07.000 --> 00:02:10.000]  二人的結局是有福的
[00:02:10.000 --> 00:02:12.000]  要介紹的是二人
[00:02:12.000 --> 00:02:14.000]  結局是有福的
[00:02:14.000 --> 00:02:16.000]  我們重讀第三節
[00:02:16.000 --> 00:02:17.000]  預備起
[00:02:17.000 --> 00:02:21.000]  他要像一棵樹坐在溪水旁
[00:02:21.000 --> 00:02:23.000]  按時候結果指
[00:02:23.000 --> 00:02:25.000]  葉子也不枯乾
[00:02:25.000 --> 00:02:28.000]  凡他所做的盡都順利
[00:02:28.000 --> 00:02:30.000]  即是說他
[00:02:30.000 --> 00:02:34.000]  他就是一章第六節所講的二人
[00:02:34.000 --> 00:02:35.000]  甚麼是二人呢
[00:02:35.000 --> 00:02:37.000]  根據舊約
[00:02:37.000 --> 00:02:41.000]  凡是臣的子民都被稱為二人
[00:02:41.000 --> 00:02:43.000]  即是二人是指臣的子民
[00:02:43.000 --> 00:02:45.000]  或今日我們屬臣的人
[00:02:45.000 --> 00:02:47.000]  二人是會尊崇臣的
[00:02:47.000 --> 00:02:49.000]  會照上帝的旨意而行
[00:02:49.000 --> 00:02:52.000]  他對上帝也有信心
[00:02:52.000 --> 00:02:54.000]  好像亞伯拉罕
[00:02:54.000 --> 00:02:56.000]  因著他信心的行為
[00:02:56.000 --> 00:02:58.000]  被稱為二人
[00:02:58.000 --> 00:03:01.000]  所以二人是對上帝有信心的人
[00:03:01.000 --> 00:03:05.000]  二人亦都是願意樂意遵守
[00:03:05.000 --> 00:03:06.000]  作為一個二人
[00:03:06.000 --> 00:03:08.000]  作為一個屬臣的子民
[00:03:08.000 --> 00:03:10.000]  應有的責任
[00:03:10.000 --> 00:03:13.000]  謹守臣的誡命律法
[00:03:13.000 --> 00:03:15.000]  這是舊約的觀念
[00:03:15.000 --> 00:03:16.000]  來到新約
[00:03:16.000 --> 00:03:18.000]  保羅告訴你甚麼是二人呢
[00:03:18.000 --> 00:03:21.000]  今日新約的基督徒
[00:03:21.000 --> 00:03:22.000]  被稱為二人
[00:03:22.000 --> 00:03:26.000]  是因為我們與基督一同活過來
[00:03:26.000 --> 00:03:30.000]  我們在基督裏面已經成為一個新造的人
[00:03:30.000 --> 00:03:33.000]  因基督的裏面我們被稱為二
[00:03:33.000 --> 00:03:36.000]  即是說這種的二人
[00:03:36.000 --> 00:03:38.000]  如果好像一棵樹的結果是怎樣呢
[00:03:38.000 --> 00:03:41.000]  這棵樹是會結果子的
[00:03:41.000 --> 00:03:43.000]  到時候就會結果子
[00:03:43.000 --> 00:03:45.000]  而且葉是常青
[00:03:45.000 --> 00:03:46.000]  不會枯乾
[00:03:46.000 --> 00:03:50.000]  這個人所做的盡到純利
[00:03:50.000 --> 00:03:54.000]  為甚麼這棵樹的葉子都不枯乾呢
[00:03:54.000 --> 00:03:56.000]  好像每件事都很好
[00:03:56.000 --> 00:03:59.000]  耶利米斯先知有類似的描述
[00:03:59.000 --> 00:04:01.000]  大家就明白為甚麼
[00:04:01.000 --> 00:04:03.000]  我們一起中讀耶利米斯十七章七至八節
[00:04:03.000 --> 00:04:04.000]  預備起
[00:04:04.000 --> 00:04:06.000]  以靠耶和華
[00:04:06.000 --> 00:04:10.000]  以耶和華為可靠的那人有福了
[00:04:10.000 --> 00:04:12.000]  他必將樹栽於水旁
[00:04:12.000 --> 00:04:14.000]  在河邊紮根
[00:04:14.000 --> 00:04:17.000]  炎熱來到並不懼怕
[00:04:17.000 --> 00:04:19.000]  葉子仍必清脆
[00:04:19.000 --> 00:04:22.000]  在乾旱之年毫無掛慮
[00:04:22.000 --> 00:04:24.000]  而且結果不止
[00:04:24.000 --> 00:04:28.000]  原來在溪水旁的樹
[00:04:28.000 --> 00:04:33.000]  它是不需要懼怕乾旱炎熱的時間
[00:04:33.000 --> 00:04:36.000]  因為它是在溪水旁的裏面
[00:04:36.000 --> 00:04:39.000]  它的根亦都紮在河邊
[00:04:39.000 --> 00:04:40.000]  是深的
[00:04:40.000 --> 00:04:42.000]  不斷有水供應
[00:04:42.000 --> 00:04:44.000]  所以它能夠不斷的結果止
[00:04:44.000 --> 00:04:48.000]  樹葉亦都是常青的
[00:04:48.000 --> 00:04:50.000]  這個就是
[00:04:50.000 --> 00:04:52.000]  詩人對二人
[00:04:52.000 --> 00:04:56.000]  用樹來形容應有的表現
[00:04:56.000 --> 00:04:59.000]  不過最令我們深刻的
[00:04:59.000 --> 00:05:01.000]  就是有人說
[00:05:01.000 --> 00:05:02.000]  這個二人所做的
[00:05:02.000 --> 00:05:04.000]  盡到順利
[00:05:04.000 --> 00:05:05.000]  甚麼意思呢
[00:05:05.000 --> 00:05:07.000]  其實盡到順利的意思
[00:05:07.000 --> 00:05:09.000]  是指帶來成功
[00:05:09.000 --> 00:05:10.000]  帶來興盛
[00:05:10.000 --> 00:05:12.000]  帶來很多益處的
[00:05:12.000 --> 00:05:13.000]  好像一棵樹
[00:05:13.000 --> 00:05:15.000]  無論甚麼樹都好
[00:05:15.000 --> 00:05:17.000]  如果是種龍眼
[00:05:17.000 --> 00:05:19.000]  荔枝就發了
[00:05:19.000 --> 00:05:20.000]  我們就收成的時候
[00:05:20.000 --> 00:05:21.000]  有龍眼吃
[00:05:21.000 --> 00:05:23.000]  有荔枝吃
[00:05:23.000 --> 00:05:26.000]  一棵有生命的樹
[00:05:26.000 --> 00:05:28.000]  它會結出很多果子
[00:05:28.000 --> 00:05:30.000]  人不會隨便斬它
[00:05:30.000 --> 00:05:31.000]  人都會透過這棵樹
[00:05:31.000 --> 00:05:35.000]  得著這個果樹所帶來的好處
[00:05:35.000 --> 00:05:37.000]  二人就是這樣
[00:05:37.000 --> 00:05:40.000]  二人不單是自己
[00:05:40.000 --> 00:05:42.000]  得著豐盛的生命
[00:05:42.000 --> 00:05:43.000]  得著好處
[00:05:43.000 --> 00:05:45.000]  二人應該能夠帶來
[00:05:45.000 --> 00:05:48.000]  別人同樣有豐盛的生命
[00:05:48.000 --> 00:05:50.000]  這是詩人所說的
[00:05:50.000 --> 00:05:52.000]  所以二人所做
[00:05:52.000 --> 00:05:53.000]  盡到順利
[00:05:53.000 --> 00:05:56.000]  不是所有的事都沒有困難
[00:05:56.000 --> 00:05:58.000]  事實上你問我們自己
[00:05:58.000 --> 00:06:01.000]  在我們人生這麼多年的日子裡
[00:06:01.000 --> 00:06:04.000]  我們遭遇多少的難處
[00:06:04.000 --> 00:06:06.000]  多少的崎嶇
[00:06:06.000 --> 00:06:09.000]  這不是詩人搞錯了
[00:06:09.000 --> 00:06:12.000]  給我們一個錯誤的應許
[00:06:12.000 --> 00:06:15.000]  因為詩人看盡到順利
[00:06:15.000 --> 00:06:17.000]  是有另外的意思
[00:06:17.000 --> 00:06:19.000]  不過我們都會問
[00:06:19.000 --> 00:06:21.000]  是不是真的
[00:06:21.000 --> 00:06:24.000]  是不是真的盡到順利
[00:06:24.000 --> 00:06:26.000]  我先問大家一個問題
