
[00:00:00.000 --> 00:00:03.800]  今天是Bible Month的結束
[00:00:03.800 --> 00:00:08.440]  大家知道我們正在看提摩太后書
[00:00:08.440 --> 00:00:12.440]  上星期是第四章一到八節
[00:00:12.440 --> 00:00:15.880]  這星期我們完成了下半章的聖經
[00:00:15.880 --> 00:00:19.680]  下星期我們會開始新的講道系列
[00:00:19.680 --> 00:00:22.640]  叫做「紅與黃的故事」
[00:00:22.640 --> 00:00:24.640]  什麼是紅與黃的故事呢?
[00:00:24.640 --> 00:00:27.160]  現在先做一點宣傳
[00:00:27.160 --> 00:00:32.360]  如果有小朋友在Orange Kid就應該知道了
[00:00:32.360 --> 00:00:34.360]  紅色代表什麼呢?
[00:00:34.360 --> 00:00:37.360]  家長!家長!
[00:00:37.360 --> 00:00:39.360]  紅色代表什麼呢?
[00:00:39.360 --> 00:00:42.160]  Family!愛!
[00:00:42.160 --> 00:00:45.560]  黃色代表教會、代表光
[00:00:45.560 --> 00:00:47.760]  兩樣加在一起就變成橙了
[00:00:47.760 --> 00:00:52.360]  所以我們的兒童節目叫做Orange Kid
[00:00:52.360 --> 00:00:53.360]  橙色
[00:00:53.360 --> 00:00:55.960]  這個意思是代表我們能夠學習
[00:00:55.960 --> 00:00:58.960]  教會和家庭怎樣去配搭、合作
[00:00:58.960 --> 00:01:00.960]  去提升我們的下一代
[00:01:00.960 --> 00:01:04.960]  所以下星期開始有幾個星期跟大家分享這個題目
[00:01:04.960 --> 00:01:08.960]  今天我們繼續完成提摩太后書的時候
[00:01:08.960 --> 00:01:10.960]  跟大家說了一個很重要的問題
[00:01:10.960 --> 00:01:12.960]  就是關係的問題
[00:01:12.960 --> 00:01:14.960]  保羅說了很多道理
[00:01:14.960 --> 00:01:16.960]  給提摩太太很多鼓勵之後
[00:01:16.960 --> 00:01:18.960]  告訴提摩太太
[00:01:18.960 --> 00:01:20.960]  其實我們服事主跟隨神
[00:01:20.960 --> 00:01:23.960]  仍然是要處理很多關係上的問題
[00:01:23.960 --> 00:01:26.960]  因為人必須有人際關係
[00:01:26.960 --> 00:01:28.960]  才能生活得開心快樂
[00:01:28.960 --> 00:01:31.960]  事實上在這方面很多人做過研究
[00:01:31.960 --> 00:01:38.960]  有一個精神病學家叫做Jacqueline Oates
[00:01:38.960 --> 00:01:40.960]  和她的拍檔Charles Schwab
[00:01:40.960 --> 00:01:42.960]  做了一個研究
[00:01:42.960 --> 00:01:44.960]  他們的發覺就是這樣
[00:01:44.960 --> 00:01:46.960]  他們認為現時的世界
[00:01:46.960 --> 00:01:50.960]  現時的社會太過關注物質主義
[00:01:50.960 --> 00:01:54.960]  令到自己瘋狂地忙碌
[00:01:54.960 --> 00:01:59.960]  這就導致一個不可能避免的問題
[00:01:59.960 --> 00:02:03.960]  就是social alienation
[00:02:03.960 --> 00:02:04.960]  當你很忙很忙
[00:02:04.960 --> 00:02:06.960]  令到自己瘋狂地忙碌
[00:02:06.960 --> 00:02:08.960]  將我們的注意力放太多
[00:02:08.960 --> 00:02:10.960]  怎樣能得到更多更多
[00:02:10.960 --> 00:02:12.960]  這些物質生活的時候
[00:02:12.960 --> 00:02:13.960]  在不知不覺當中
[00:02:13.960 --> 00:02:17.960]  我們無可避免地落入一個social alienation
[00:02:17.960 --> 00:02:19.960]  社會疏離的情況
[00:02:19.960 --> 00:02:22.960]  無論自己發覺也好不發覺也好
[00:02:22.960 --> 00:02:24.960]  他們的研究發現
[00:02:24.960 --> 00:02:27.960]  原來一個人沒有良好健康的關係的時候
[00:02:27.960 --> 00:02:30.960]  這是可以致命的
[00:02:30.960 --> 00:02:35.960]  所以isolation 孤立是足以致命
[00:02:35.960 --> 00:02:36.960]  我相信一講的時候
[00:02:36.960 --> 00:02:37.960]  我都知道
[00:02:37.960 --> 00:02:39.960]  每個人都需要朋友
[00:02:39.960 --> 00:02:41.960]  誰說不需要朋友
[00:02:41.960 --> 00:02:43.960]  雖然有時你想都沒有
[00:02:43.960 --> 00:02:45.960]  但我們知道人是需要朋友的
[00:02:45.960 --> 00:02:48.960]  人是需要有家人有家庭的
[00:02:48.960 --> 00:02:50.960]  天天做我們都是這樣
[00:02:50.960 --> 00:02:51.960]  做男做女
[00:02:51.960 --> 00:02:53.960]  又設立一個婚姻的制度
[00:02:53.960 --> 00:02:57.960]  因為原來我們不單單是一個群體的生活
[00:02:57.960 --> 00:03:01.960]  而且是需要與人有一個健康良好的關係
[00:03:01.960 --> 00:03:03.960]  才能夠生活得開心快樂
[00:03:03.960 --> 00:03:06.960]  如果我們與人的關係良好的時候
[00:03:06.960 --> 00:03:08.960]  他們的結果是甚麼呢
[00:03:08.960 --> 00:03:10.960]  不單單你的關係良好的時候
[00:03:10.960 --> 00:03:11.960]  會導致甚麼呢
[00:03:11.960 --> 00:03:13.960]  身體也會健康一點
[00:03:13.960 --> 00:03:15.960]  起碼不會那麼容易血壓高
[00:03:15.960 --> 00:03:16.960]  沒有人惹你生氣
[00:03:16.960 --> 00:03:18.960]  除此之外
[00:03:18.960 --> 00:03:20.960]  你會增加你的自尊
[00:03:20.960 --> 00:03:23.960]  改善我們情緒的健康
[00:03:23.960 --> 00:03:27.960]  亦都可以使我們在生活上覺得真是美滿
[00:03:27.960 --> 00:03:28.960]  不單單生活無缺
[00:03:28.960 --> 00:03:30.960]  我和每個人都很friend
[00:03:30.960 --> 00:03:31.960]  都很好
[00:03:31.960 --> 00:03:32.960]  家庭幸福
[00:03:32.960 --> 00:03:35.960]  那就很美滿
[00:03:35.960 --> 00:03:36.960]  但相反
[00:03:36.960 --> 00:03:39.960]  如果在我們與人相處的時候
[00:03:39.960 --> 00:03:41.960]  關係上出現了問題
[00:03:41.960 --> 00:03:44.960]  關係會令我們感到很痛苦的關係
[00:03:44.960 --> 00:03:48.960]  在一些不健康的不正常的關係的時候
[00:03:48.960 --> 00:03:49.960]  你回想一下
[00:03:49.960 --> 00:03:51.960]  有沒有試過與人搞得不太好
[00:03:51.960 --> 00:03:52.960]  家庭也好
[00:03:52.960 --> 00:03:54.960]  與太太與子女
[00:03:54.960 --> 00:03:55.960]  或者與朋友與同事
[00:03:55.960 --> 00:03:57.960]  你們的關係不太好的時候
[00:03:57.960 --> 00:03:59.960]  有甚麼反應呢
[00:03:59.960 --> 00:04:00.960]  第一是情緒低落
[00:04:00.960 --> 00:04:02.960]  很不開心
[00:04:02.960 --> 00:04:03.960]  很upset
[00:04:03.960 --> 00:04:06.960]  有些人不開心又怎樣呢
[00:04:06.960 --> 00:04:07.960]  一是暴食
[00:04:07.960 --> 00:04:08.960]  一是淫蝕
[00:04:08.960 --> 00:04:11.960]  所以你會體重激增或激減
[00:04:11.960 --> 00:04:12.960]  再嚴重一點
[00:04:12.960 --> 00:04:15.960]  你就會憂鬱
[00:04:15.960 --> 00:04:18.960]  進入深層次的情緒
[00:04:18.960 --> 00:04:19.960]  不開心
[00:04:19.960 --> 00:04:20.960]  睡不著覺
[00:04:20.960 --> 00:04:22.960]  憂鬱
[00:04:22.960 --> 00:04:25.960]  所以這些都是我們每個人
[00:04:25.960 --> 00:04:27.960]  時不時都會遇到的事
[00:04:27.960 --> 00:04:29.960]  如果你不相信耶穌的時候
[00:04:29.960 --> 00:04:30.960]  當你極度不開心
[00:04:30.960 --> 00:04:32.960]  極度情緒低落的時候
[00:04:32.960 --> 00:04:34.960]  你最容易回應的朋友
[00:04:34.960 --> 00:04:35.960]  不如回教會吧
[00:04:35.960 --> 00:04:37.960]  教會的人個個都很友善
[00:04:37.960 --> 00:04:38.960]  我經常說
[00:04:38.960 --> 00:04:39.960]  你回教會
[00:04:39.960 --> 00:04:41.960]  起碼不會對人拉長臉
[00:04:41.960 --> 00:04:43.960]  也會有點笑容
[00:04:43.960 --> 00:04:44.960]  不如回教會吧
[00:04:44.960 --> 00:04:46.960]  教會是一個講愛的地方
[00:04:46.960 --> 00:04:47.960]  你回到教會
[00:04:47.960 --> 00:04:52.960]  又可以令你心靈上覺得很peaceful
[00:04:52.960 --> 00:04:54.960]  所以很多人因為這樣的緣故
[00:04:54.960 --> 00:04:56.960]  就會在不開心的情況下
[00:04:56.960 --> 00:04:57.960]  開始去教會
[00:04:57.960 --> 00:04:58.960]  來到教會
[00:04:58.960 --> 00:04:59.960]  真的不錯
[00:04:59.960 --> 00:05:02.960]  每個人都很熱烈歡迎我
[00:05:02.960 --> 00:05:03.960]  握手
[00:05:03.960 --> 00:05:04.960]  喝咖啡
[00:05:04.960 --> 00:05:05.960]  吃東西
[00:05:05.960 --> 00:05:06.960]  參加小組團體
[00:05:06.960 --> 00:05:07.960]  參加活動
[00:05:07.960 --> 00:05:09.960]  很多人來招呼你
[00:05:09.960 --> 00:05:11.960]  是不是這樣的
[00:05:11.960 --> 00:05:12.960]  也是的
[00:05:12.960 --> 00:05:13.960]  是呀
[00:05:13.960 --> 00:05:14.960]  沒有說錯
[00:05:14.960 --> 00:05:15.960]  於是
[00:05:15.960 --> 00:05:16.960]  怎樣
[00:05:16.960 --> 00:05:18.960]  就開始教會的生活
[00:05:18.960 --> 00:05:19.960]  開始
[00:05:19.960 --> 00:05:20.960]  平時不去教堂
[00:05:20.960 --> 00:05:22.960]  現在開始回到教堂
[00:05:22.960 --> 00:05:23.960]  見到這班人都不錯
[00:05:23.960 --> 00:05:25.960]  這班人值得做朋友
[00:05:25.960 --> 00:05:29.960]  問題是什麼呢
[00:05:29.960 --> 00:05:30.960]  如果你只是來聚會
[00:05:30.960 --> 00:05:31.960]  見一下朋友
[00:05:31.960 --> 00:05:32.960]  say hi
[00:05:32.960 --> 00:05:33.960]  喝下茶
[00:05:33.960 --> 00:05:34.960]  吃下bagel
[00:05:34.960 --> 00:05:35.960]  這裡沒有bagel
[00:05:35.960 --> 00:05:36.960]  要吃什麼
[00:05:36.960 --> 00:05:37.960]  Croissant
[00:05:37.960 --> 00:05:39.960]  也不錯
[00:05:39.960 --> 00:05:40.960]  如果我們不學習聖經
[00:05:40.960 --> 00:05:41.960]  是真的
[00:05:41.960 --> 00:05:43.960]  我們沒有耶穌的愛
[00:05:43.960 --> 00:05:45.960]  充滿我們的心
[00:05:45.960 --> 00:05:48.960]  我們又不懂得怎樣去學習
[00:05:48.960 --> 00:05:49.960]  彼此的包容
[00:05:49.960 --> 00:05:51.960]  和互相的接納
[00:05:51.960 --> 00:05:54.960]  一開始大家都很開心很快樂
[00:05:54.960 --> 00:05:55.960]  但是
[00:05:55.960 --> 00:05:56.960]  當你過了一段時間之後
[00:05:56.960 --> 00:05:58.960]  你會發覺
[00:05:58.960 --> 00:05:59.960]  原來
[00:05:59.960 --> 00:06:00.960]  在教會裏面
[00:06:00.960 --> 00:06:02.960]  和所謂弟兄姊妹
[00:06:02.960 --> 00:06:05.960]  小組裏面的組員們
[00:06:05.960 --> 00:06:08.960]  都可以發生矛盾衝突
[00:06:08.960 --> 00:06:11.960]  都可以鬧得不開心
[00:06:11.960 --> 00:06:13.960]  你就會覺得
[00:06:13.960 --> 00:06:16.960]  為什麼會有這樣的情況呢
[00:06:16.960 --> 00:06:19.960]  如果我們不懂得去處理的時候
[00:06:19.960 --> 00:06:21.960]  我們不懂得去處理這些
[00:06:21.960 --> 00:06:22.960]  在教會裏面
[00:06:22.960 --> 00:06:24.960]  在基督徒之間
[00:06:24.960 --> 00:06:26.960]  原來都可以有矛盾衝突的
[00:06:26.960 --> 00:06:27.960]  原來都可以有紛爭的
[00:06:27.960 --> 00:06:29.960]  如果我們不懂得去處理
[00:06:29.960 --> 00:06:30.960]  正如我剛才所說
[00:06:30.960 --> 00:06:31.960]  耶穌的愛
[00:06:31.960 --> 00:06:33.960]  我們未能夠完全掌握
[00:06:33.960 --> 00:06:36.960]  我們未懂得去包容接納
[00:06:36.960 --> 00:06:38.960]  不懂得去行聖經的時候
[00:06:38.960 --> 00:06:40.960]  很容易在教會裏面
[00:06:40.960 --> 00:06:42.960]  同樣你會見到
[00:06:42.960 --> 00:06:44.960]  分門別類
[00:06:44.960 --> 00:06:45.960]  這堆是那班人
[00:06:45.960 --> 00:06:47.960]  我們這堆是另一班人
[00:06:47.960 --> 00:06:48.960]  我們玩的東西是不同的
[00:06:48.960 --> 00:06:49.960]  做的東西是不同的
[00:06:49.960 --> 00:06:50.960]  想的東西是不同的
[00:06:50.960 --> 00:06:53.960]  所以這裡一堆那裡一堆
[00:06:53.960 --> 00:06:54.960]  這些是輕微的
[00:06:54.960 --> 00:06:56.960]  再嚴重一點的時候
[00:06:56.960 --> 00:06:57.960]  就會結黨紛爭
[00:06:57.960 --> 00:06:59.960]  為了某些原因
[00:06:59.960 --> 00:07:01.960]  大家在吵在吵
[00:07:01.960 --> 00:07:04.960]  牧師過去見到的更加嚴重的是什麼
[00:07:04.960 --> 00:07:06.960]  就是道道教會的分裂
[00:07:06.960 --> 00:07:10.960]  當教會裏面的關係亂七八糟的時候
[00:07:10.960 --> 00:07:12.960]  誰想留在教會
[00:07:12.960 --> 00:07:15.960]  所以很多東西慢慢就自動消失
[00:07:15.960 --> 00:07:17.960]  就不見在教會當中
[00:07:17.960 --> 00:07:19.960]  然後又怎樣呢
[00:07:19.960 --> 00:07:20.960]  又回頭了
[00:07:20.960 --> 00:07:22.960]  又回到外面的朋友當中
[00:07:22.960 --> 00:07:25.960]  繼續在那些有問題的關係當中
[00:07:25.960 --> 00:07:27.960]  去困擾去煩惱
[00:07:27.960 --> 00:07:29.960]  牧師你想說什麼
[00:07:29.960 --> 00:07:32.960]  原來是一個循環
[00:07:32.960 --> 00:07:34.960]  無論在教會裏面也好
[00:07:34.960 --> 00:07:36.960]  在教會外面也好
[00:07:36.960 --> 00:07:38.960]  如果我們不學會處理人際關係的時候
[00:07:38.960 --> 00:07:40.960]  你在哪裡都有問題
[00:07:40.960 --> 00:07:41.960]  你聽懂我的意思嗎
[00:07:41.960 --> 00:07:43.960]  如果你不懂處理人際關係的時候
[00:07:43.960 --> 00:07:45.960]  無論教會以內教會以外也好
[00:07:45.960 --> 00:07:46.960]  你都會發覺
[00:07:46.960 --> 00:07:48.960]  令到頭痛很不開心
[00:07:48.960 --> 00:07:49.960]  所以問題不是說
[00:07:49.960 --> 00:07:51.960]  由教會轉到外面
[00:07:51.960 --> 00:07:53.960]  It doesn't matter
[00:07:53.960 --> 00:07:54.960]  其實最主要的
[00:07:54.960 --> 00:07:56.960]  我們應該看聖經
[00:07:56.960 --> 00:07:58.960]  從聖經裏面學
[00:07:58.960 --> 00:08:00.960]  怎樣去處理一些令我們覺得不愉快
[00:08:00.960 --> 00:08:01.960]  不開心
[00:08:01.960 --> 00:08:06.960]  甚至令我們覺得是痛苦的一些關係
[00:08:06.960 --> 00:08:08.960]  而保羅其實
[00:08:08.960 --> 00:08:10.960]  在人生走到盡頭的時候
[00:08:10.960 --> 00:08:12.960]  他要見提摩太
[00:08:12.960 --> 00:08:14.960]  其中一件事就是跟提摩太講到
[00:08:14.960 --> 00:08:17.960]  他怎樣去處理
[00:08:17.960 --> 00:08:20.960]  去勝過這些令他覺得不開心
[00:08:20.960 --> 00:08:21.960]  不愉快
[00:08:21.960 --> 00:08:24.960]  甚至是痛苦的關係
[00:08:24.960 --> 00:08:25.960]  大家知道
[00:08:25.960 --> 00:08:27.960]  聽了這麼久提摩太學書
[00:08:27.960 --> 00:08:28.960]  提摩太學書
[00:08:28.960 --> 00:08:31.960]  是保羅所寫的最後一封書信
[00:08:31.960 --> 00:08:33.960]  寫這封書信的時候
[00:08:33.960 --> 00:08:34.960]  他在哪裡
[00:08:34.960 --> 00:08:36.960]  他在羅馬坐牢
[00:08:36.960 --> 00:08:38.960]  坐牢其實是
[00:08:38.960 --> 00:08:41.960]  現在的監倉是很漂亮的
[00:08:41.960 --> 00:08:43.960]  以前大家都知道
[00:08:43.960 --> 00:08:44.960]  生活環境
[00:08:44.960 --> 00:08:45.960]  衛生質素
[00:08:45.960 --> 00:08:47.960]  各方面是很差
[00:08:47.960 --> 00:08:50.960]  當然沒有冷暖氣
[00:08:50.960 --> 00:08:51.960]  在那個時間
[00:08:51.960 --> 00:08:53.960]  保羅覺得
[00:08:53.960 --> 00:08:55.960]  我就快去到人生的盡頭
[00:08:55.960 --> 00:08:57.960]  我現在還想做些什麼
[00:08:57.960 --> 00:08:58.960]  第一件事
[00:08:58.960 --> 00:09:00.960]  他很想見提摩太
[00:09:00.960 --> 00:09:01.960]  因為提摩太
[00:09:01.960 --> 00:09:03.960]  是他屬靈的兒子
[00:09:03.960 --> 00:09:04.960]  當他落在人生的階段
[00:09:04.960 --> 00:09:05.960]  最後的時候
[00:09:05.960 --> 00:09:07.960]  他意識到可能他這次坐牢
[00:09:07.960 --> 00:09:09.960]  不可以出去了
[00:09:09.960 --> 00:09:10.960]  甚至他感覺到
[00:09:10.960 --> 00:09:11.960]  Sooner or later
[00:09:11.960 --> 00:09:12.960]  他的命運
[00:09:12.960 --> 00:09:15.960]  就是想斷頭台
[00:09:15.960 --> 00:09:16.960]  所以在那個時間
[00:09:16.960 --> 00:09:19.960]  他很想在回到天家之前
[00:09:19.960 --> 00:09:21.960]  見到提摩太
[00:09:21.960 --> 00:09:22.960]  而在這封書信裡
[00:09:22.960 --> 00:09:24.960]  不但表示出他那種渴慕
[00:09:24.960 --> 00:09:26.960]  而且他也提到
[00:09:26.960 --> 00:09:29.960]  在他侍奉的人生旅程當中
[00:09:29.960 --> 00:09:31.960]  甚至在他晚年的時候
[00:09:31.960 --> 00:09:33.960]  他也遇到很多令他覺得
[00:09:33.960 --> 00:09:35.960]  不開心、難過、失望的
[00:09:35.960 --> 00:09:37.960]  一些人際關係
[00:09:37.960 --> 00:09:39.960]  但是在這封書信裡
[00:09:39.960 --> 00:09:41.960]  我們可以從保羅的身上學到
[00:09:41.960 --> 00:09:43.960]  他是怎樣去處理
[00:09:43.960 --> 00:09:44.960]  怎樣去處理
[00:09:44.960 --> 00:09:46.960]  和怎樣去勝過
[00:09:46.960 --> 00:09:48.960]  我們很快看看
[00:09:48.960 --> 00:09:50.960]  第四章
[00:09:50.960 --> 00:09:53.960]  最後一章第九到第十八節
[00:09:53.960 --> 00:09:55.960]  我們一起看看這段聖經
[00:09:55.960 --> 00:09:57.960]  有個概念
[00:09:57.960 --> 00:09:59.960]  這裡說你要盡快來到我這裡
[00:09:59.960 --> 00:10:01.960]  這個「你」是提摩太
[00:10:01.960 --> 00:10:03.960]  你盡快來到我這裡
[00:10:03.960 --> 00:10:05.960]  抵馬他邁世界
[00:10:05.960 --> 00:10:07.960]  離開我到貼實羅尼加去了
[00:10:07.960 --> 00:10:09.960]  格勒斯到加拉太去
[00:10:09.960 --> 00:10:11.960]  提多到達瑪太去
[00:10:11.960 --> 00:10:13.960]  只有路加跟我在一起
[00:10:13.960 --> 00:10:15.960]  你要去找馬可
[00:10:15.960 --> 00:10:16.960]  帶他一起來
[00:10:16.960 --> 00:10:18.960]  因為他會幫助我的工作
[00:10:18.960 --> 00:10:21.960]  我已經派推機鼓去二不所
[00:10:21.960 --> 00:10:22.960]  你來的時候
[00:10:22.960 --> 00:10:24.960]  你要把我在特羅亞的時候
[00:10:24.960 --> 00:10:28.960]  留在加布加里那件外衣帶來
[00:10:28.960 --> 00:10:31.960]  同時要把那些書
[00:10:31.960 --> 00:10:34.960]  尤其是那幾本羊皮書卷
[00:10:34.960 --> 00:10:36.960]  也一起帶來
[00:10:36.960 --> 00:10:37.960]  十四節
[00:10:37.960 --> 00:10:40.960]  銅像亞歷山大害我不淺
[00:10:40.960 --> 00:10:43.960]  主會照他所做的報應他
[00:10:43.960 --> 00:10:45.960]  你自己也得提防他
[00:10:45.960 --> 00:10:49.960]  因為他極力反對我們所傳的信息
[00:10:49.960 --> 00:10:51.960]  我第一次為自己辯護的時候
[00:10:51.960 --> 00:10:53.960]  沒有人在我的身邊
[00:10:53.960 --> 00:10:55.960]  大家都離棄了我
[00:10:55.960 --> 00:10:58.960]  願上帝不加罪於他們
[00:10:58.960 --> 00:11:00.960]  主在旁支持我
[00:11:00.960 --> 00:11:01.960]  給我力量
[00:11:01.960 --> 00:11:04.960]  使我能夠把信息完整地
[00:11:04.960 --> 00:11:06.960]  傳給所有的外邦人
[00:11:06.960 --> 00:11:09.960]  我要從獅子口裡被救出來
[00:11:09.960 --> 00:11:13.960]  主一定會救我脫離一切的邪惡
[00:11:13.960 --> 00:11:17.960]  接我安全地到他的天國去
[00:11:17.960 --> 00:11:20.960]  願榮耀永永遠遠歸於他
[00:11:20.960 --> 00:11:22.960]  阿門
[00:11:22.960 --> 00:11:23.960]  這段是比較長的聖經
[00:11:23.960 --> 00:11:24.960]  一開始的時候
[00:11:24.960 --> 00:11:25.960]  大家快點來
[00:11:25.960 --> 00:11:27.960]  因為我需要你
[00:11:27.960 --> 00:11:28.960]  他覺得很孤單
[00:11:28.960 --> 00:11:30.960]  他需要有人去安慰
[00:11:30.960 --> 00:11:34.960]  這是他面對一些不理想的關係的時候
[00:11:34.960 --> 00:11:35.960]  稍後我會再說
[00:11:35.960 --> 00:11:37.960]  不過他提到一個人
[00:11:37.960 --> 00:11:39.960]  一個人叫底瑪
[00:11:39.960 --> 00:11:42.960]  這個底瑪是令保羅
[00:11:42.960 --> 00:11:45.960]  覺得很失望的一個同工
[00:11:45.960 --> 00:11:48.960]  所以第一件要和大家分享的就是
[00:11:48.960 --> 00:11:49.960]  我們怎樣去處理一些
[00:11:49.960 --> 00:11:52.960]  令我們感到很失望的關係
[00:11:52.960 --> 00:11:53.960]  這個底瑪其實
[00:11:53.960 --> 00:11:55.960]  如果我們參考其他經文的時候
[00:11:55.960 --> 00:11:57.960]  你會發覺他曾經和保羅
[00:11:57.960 --> 00:12:00.960]  路加和其他的教徒
[00:12:00.960 --> 00:12:01.960]  到處去傳福音
[00:12:01.960 --> 00:12:04.960]  甚至因為傳福音的緣故
[00:12:04.960 --> 00:12:07.960]  是和保羅一起坐過牢的
[00:12:07.960 --> 00:12:09.960]  但是到了這個時候
[00:12:09.960 --> 00:12:12.960]  保羅這個底瑪竟然是貪愛世界
[00:12:12.960 --> 00:12:14.960]  就離開了他
[00:12:14.960 --> 00:12:16.960]  去了帖薩羅尼加
[00:12:16.960 --> 00:12:19.960]  其實保羅沒有詳細去解釋
[00:12:19.960 --> 00:12:22.960]  到底貪愛世界是什麼意思
[00:12:22.960 --> 00:12:24.960]  如果我們看聖經的時候
[00:12:24.960 --> 00:12:26.960]  約翰一書曾經說過
[00:12:26.960 --> 00:12:28.960]  什麼叫做愛世界
[00:12:28.960 --> 00:12:30.960]  約翰一書第二章十五十六節
[00:12:30.960 --> 00:12:31.960]  是怎樣說的呢
[00:12:31.960 --> 00:12:32.960]  他說不要愛世界
[00:12:32.960 --> 00:12:34.960]  我們看看這段聖經
[00:12:34.960 --> 00:12:35.960]  在你的outline裡面沒有了
[00:12:35.960 --> 00:12:37.960]  但是我在powerpoint裡面和大家預備了
[00:12:37.960 --> 00:12:40.960]  他說不要愛世界和世界上的事
[00:12:40.960 --> 00:12:42.960]  就好像肉體的情慾
[00:12:42.960 --> 00:12:43.960]  眼目的情慾
[00:12:43.960 --> 00:12:45.960]  和今生的驕傲
[00:12:45.960 --> 00:12:48.960]  聖經說這些都不是從負那裡來的
[00:12:48.960 --> 00:12:52.960]  而是從世界那裡來的
[00:12:52.960 --> 00:12:53.960]  我不知道
[00:12:53.960 --> 00:12:55.960]  當我們看到這兩節聖經的時候
[00:12:55.960 --> 00:12:57.960]  我們作為基督徒
[00:12:57.960 --> 00:13:01.960]  我們會不會都好像聖經所說的
[00:13:01.960 --> 00:13:04.960]  會是一個愛世界的人呢
[00:13:04.960 --> 00:13:05.960]  肉體的情慾
[00:13:05.960 --> 00:13:07.960]  眼目的情慾
[00:13:07.960 --> 00:13:09.960]  什麼叫做今生的驕傲
[00:13:09.960 --> 00:13:12.960]  簡單來說就是虛榮心
[00:13:12.960 --> 00:13:15.960]  我不知道我們是不是一個貪愛世界的基督徒
[00:13:15.960 --> 00:13:17.960]  但是我發現一件事是什麼呢
[00:13:17.960 --> 00:13:19.960]  很多基督徒
[00:13:19.960 --> 00:13:21.960]  可能包括我們自己在內
[00:13:21.960 --> 00:13:22.960]  我們不知不覺地
[00:13:22.960 --> 00:13:25.960]  我們仍然是會追求滿足自己的慾望
[00:13:25.960 --> 00:13:27.960]  和虛榮心
[00:13:27.960 --> 00:13:29.960]  作為我們人生的目標
[00:13:29.960 --> 00:13:30.960]  做工要爬上去
[00:13:30.960 --> 00:13:31.960]  要做到最top的
[00:13:31.960 --> 00:13:33.960]  要做到最叻的那個
[00:13:33.960 --> 00:13:34.960]  OK
[00:13:34.960 --> 00:13:37.960]  我依時至行
[00:13:37.960 --> 00:13:38.960]  我一定要做到最好的
[00:13:38.960 --> 00:13:40.960]  神給我的恩典
[00:13:40.960 --> 00:13:42.960]  我們是會這樣說的
[00:13:42.960 --> 00:13:44.960]  但是我依時至行都要做到最好的
[00:13:44.960 --> 00:13:46.960]  要可以compatible
[00:13:46.960 --> 00:13:48.960]  要on the top的
[00:13:48.960 --> 00:13:50.960]  有時候我們是不知不覺地
[00:13:50.960 --> 00:13:52.960]  我們都會有這樣的慾望
[00:13:52.960 --> 00:13:54.960]  覺得我人生努力的就是這件事
