
[00:00:00.000 --> 00:00:04.000]  來到英國我相信很多事情要適應
[00:00:04.000 --> 00:00:07.000]  這個星期由於一周年
[00:00:07.000 --> 00:00:11.000]  也是我在港島的第一次
[00:00:11.000 --> 00:00:15.000]  想的事情很多這一年發生的事情
[00:00:15.000 --> 00:00:18.000]  都是充斥在我的腦袋裡發生的
[00:00:18.000 --> 00:00:21.000]  如果問問你
[00:00:21.000 --> 00:00:23.000]  在英國來了英國這麼久
[00:00:23.000 --> 00:00:27.000]  你覺得最不適應的是什麼
[00:00:27.000 --> 00:00:30.000]  就是什麼
[00:00:30.000 --> 00:00:31.000]  什麼
[00:00:31.000 --> 00:00:32.000]  天氣
[00:00:32.000 --> 00:00:33.000]  其實我也一樣
[00:00:33.000 --> 00:00:34.000]  天氣
[00:00:34.000 --> 00:00:35.000]  所以有些人打招呼
[00:00:35.000 --> 00:00:37.000]  當然要說天氣
[00:00:37.000 --> 00:00:40.000]  因為變幻無常 變幻莫測
[00:00:40.000 --> 00:00:41.000]  最難適應的
[00:00:41.000 --> 00:00:44.000]  我覺得就是那個日落的時間
[00:00:44.000 --> 00:00:45.000]  是不是
[00:00:45.000 --> 00:00:46.000]  真是變幻莫測
[00:00:46.000 --> 00:00:48.000]  我以前從來都沒有經歷過
[00:00:48.000 --> 00:00:50.000]  冬天想來到沒多久
[00:00:50.000 --> 00:00:52.000]  十一月左右
[00:00:52.000 --> 00:00:56.000]  我九月到八月 九月到來
[00:00:56.000 --> 00:00:58.000]  十一月左右
[00:00:58.000 --> 00:00:59.000]  四點多
[00:00:59.000 --> 00:01:02.000]  天黑了
[00:01:02.000 --> 00:01:03.000]  你不注意的時候
[00:01:03.000 --> 00:01:05.000]  來到沒有工作做
[00:01:05.000 --> 00:01:06.000]  睡晚一點
[00:01:06.000 --> 00:01:11.000]  突然間太陽下山
[00:01:11.000 --> 00:01:12.000]  現在夏天了
[00:01:12.000 --> 00:01:15.000]  轉了另一個軌節
[00:01:15.000 --> 00:01:16.000]  我經常都發覺
[00:01:16.000 --> 00:01:19.000]  為什麼會遲了煮飯
[00:01:19.000 --> 00:01:22.000]  以前不是看中午煮飯
[00:01:22.000 --> 00:01:23.000]  以前都是看
[00:01:23.000 --> 00:01:26.000]  天黑了 太陽下山了
[00:01:26.000 --> 00:01:27.000]  過了一陣子
[00:01:27.000 --> 00:01:28.000]  就開始煮飯
[00:01:28.000 --> 00:01:31.000]  現在八九點
[00:01:31.000 --> 00:01:32.000]  原來在做其他事情
[00:01:32.000 --> 00:01:33.000]  突然間肚子餓了
[00:01:33.000 --> 00:01:34.000]  對 我發覺
[00:01:34.000 --> 00:01:38.000]  原來還沒煮飯
[00:01:38.000 --> 00:01:40.000]  找地方住有一個挑戰
[00:01:40.000 --> 00:01:42.000]  很艱難
[00:01:42.000 --> 00:01:44.000]  無論你買也好 租也好
[00:01:44.000 --> 00:01:46.000]  不像香港
[00:01:46.000 --> 00:01:47.000]  財大氣粗
[00:01:47.000 --> 00:01:48.000]  有錢我媽媽說
[00:01:48.000 --> 00:01:50.000]  怎麼會租不到地方
[00:01:50.000 --> 00:01:51.000]  不可能的
[00:01:51.000 --> 00:01:53.000]  有錢有夠錢的
[00:01:53.000 --> 00:01:54.000]  你加年租
[00:01:54.000 --> 00:01:55.000]  就有地方住了
[00:01:55.000 --> 00:01:56.000]  不是的
[00:01:56.000 --> 00:01:58.000]  找到地方其實不是那麼容易
[00:01:58.000 --> 00:02:00.000]  很多頂尖畫廊的經驗
[00:02:00.000 --> 00:02:01.000]  其實都不是這樣的
[00:02:01.000 --> 00:02:03.000]  要做參考資料
[00:02:03.000 --> 00:02:05.000]  第一次聽到的時候
[00:02:05.000 --> 00:02:06.000]  是什麼來的
[00:02:06.000 --> 00:02:08.000]  要參考資料
[00:02:08.000 --> 00:02:09.000]  新移民
[00:02:09.000 --> 00:02:10.000]  作為一個新移民
[00:02:10.000 --> 00:02:11.000]  初來報到
[00:02:11.000 --> 00:02:14.000]  什麼記錄都沒有
[00:02:14.000 --> 00:02:17.000]  又沒有交過水電煤
[00:02:17.000 --> 00:02:21.000]  又沒有交過交通費
[00:02:21.000 --> 00:02:23.000]  銀行戶口都是香港開的
[00:02:23.000 --> 00:02:26.000]  香港銀行
[00:02:26.000 --> 00:02:27.000]  很新的
[00:02:27.000 --> 00:02:29.000]  什麼都沒有
[00:02:29.000 --> 00:02:30.000]  再加上
[00:02:30.000 --> 00:02:31.000]  剛剛來到
[00:02:31.000 --> 00:02:32.000]  沒有職業
[00:02:32.000 --> 00:02:34.000]  很多業主都不理你
[00:02:34.000 --> 00:02:36.000]  我突然間發覺
[00:02:36.000 --> 00:02:39.000]  自己好像誠信破產那樣
[00:02:39.000 --> 00:02:41.000]  沒有信用信用的感覺
[00:02:41.000 --> 00:02:43.000]  是很慘的
[00:02:43.000 --> 00:02:45.000]  最深印象
[00:02:45.000 --> 00:02:47.000]  都是跟錢有關
[00:02:47.000 --> 00:02:49.000]  發覺原來有錢
[00:02:49.000 --> 00:02:51.000]  這裡未必能用得到
[00:02:51.000 --> 00:02:54.000]  你有沒有遇過
[00:02:54.000 --> 00:02:56.000]  我講個經歷給你聽
[00:02:56.000 --> 00:02:58.000]  當我來到要買車的時候
[00:02:58.000 --> 00:02:59.000]  我們發現
[00:02:59.000 --> 00:03:01.000]  寄付卡過不了數
[00:03:01.000 --> 00:03:03.000]  只是以銀行過數的時候
[00:03:03.000 --> 00:03:05.000]  一輪的時候過不了數
[00:03:05.000 --> 00:03:06.000]  沒理由的
[00:03:06.000 --> 00:03:07.000]  明明有錢
[00:03:07.000 --> 00:03:08.000]  怎麼會過不了數呢
[00:03:08.000 --> 00:03:10.000]  檢查了帳戶是有錢的
[00:03:10.000 --> 00:03:13.000]  於是打電話銀行問
[00:03:13.000 --> 00:03:16.000]  在場我記得有些親友
[00:03:16.000 --> 00:03:17.000]  五六個
[00:03:17.000 --> 00:03:18.000]  有大學生
[00:03:18.000 --> 00:03:20.000]  每個人都會聽英文
[00:03:20.000 --> 00:03:22.000]  讀了幾十年英文
[00:03:22.000 --> 00:03:27.000]  當我打給銀行職員的時候
[00:03:27.000 --> 00:03:29.000]  大家不明白他講什麼
[00:03:29.000 --> 00:03:31.000]  我想五六成左右
[00:03:31.000 --> 00:03:32.000]  聽到
[00:03:32.000 --> 00:03:35.000]  說了一個多兩個小時
[00:03:35.000 --> 00:03:36.000]  那班車行關門了
[00:03:36.000 --> 00:03:37.000]  不行了
[00:03:37.000 --> 00:03:38.000]  我們關門了
[00:03:38.000 --> 00:03:39.000]  我們搞不了
[00:03:39.000 --> 00:03:41.000]  我們明天再來
[00:03:41.000 --> 00:03:43.000]  於是翌日一班人又去過
[00:03:43.000 --> 00:03:44.000]  又再來過
[00:03:44.000 --> 00:03:47.000]  今次有個印度姐姐的職員
[00:03:47.000 --> 00:03:50.000]  做會計的人來招呼我們
[00:03:50.000 --> 00:03:52.000]  於是我們硬著頭皮
[00:03:52.000 --> 00:03:53.000]  慘了
[00:03:53.000 --> 00:03:55.000]  再要去打電話
[00:03:55.000 --> 00:03:56.000]  去那個車
[00:03:56.000 --> 00:03:57.000]  去那個銀行
[00:03:57.000 --> 00:03:58.000]  就問她
[00:03:58.000 --> 00:04:00.000]  為什麼我們過數過不了
[00:04:00.000 --> 00:04:04.000]  記得
[00:04:04.000 --> 00:04:07.000]  在我們對答的過程
[00:04:07.000 --> 00:04:09.000]  又是問了我們十幾個問題
[00:04:09.000 --> 00:04:11.000]  有些知道
[00:04:11.000 --> 00:04:12.000]  又不知道答不答得到
[00:04:12.000 --> 00:04:13.000]  有些試得到
[00:04:13.000 --> 00:04:14.000]  有些Yes或No
[00:04:14.000 --> 00:04:16.000]  回到很困難的過程
[00:04:16.000 --> 00:04:18.000]  又是搞了很久
[00:04:18.000 --> 00:04:19.000]  不過去到一個地步
[00:04:19.000 --> 00:04:20.000]  有一些問題
[00:04:20.000 --> 00:04:21.000]  我們真的
[00:04:21.000 --> 00:04:23.000]  她講了很多次
[00:04:23.000 --> 00:04:24.000]  我們也答不到
[00:04:24.000 --> 00:04:26.000]  不知道她問什麼
[00:04:26.000 --> 00:04:27.000]  於是我們很迷惘
[00:04:27.000 --> 00:04:28.000]  你看我的眼睛
[00:04:28.000 --> 00:04:29.000]  當然怎樣
[00:04:29.000 --> 00:04:30.000]  你知道嗎
[00:04:30.000 --> 00:04:31.000]  接著我們
[00:04:31.000 --> 00:04:34.000]  一起看那個印度姐姐
[00:04:34.000 --> 00:04:38.000]  印度姐姐就成為我們的天使
[00:04:38.000 --> 00:04:39.000]  成為我們的救星
[00:04:39.000 --> 00:04:41.000]  印度姐姐突然間
[00:04:41.000 --> 00:04:43.000]  很氣定神閒
[00:04:43.000 --> 00:04:45.000]  她說Yes
[00:04:45.000 --> 00:04:49.000]  接著我說OK
[00:04:49.000 --> 00:04:50.000]  她說OK
[00:04:50.000 --> 00:04:51.000]  答第二個問題
[00:04:51.000 --> 00:04:52.000]  接著下去
[00:04:52.000 --> 00:04:53.000]  接著我們
[00:04:53.000 --> 00:04:56.000]  又在掙扎
[00:04:56.000 --> 00:04:58.000]  又答不到的時候
[00:04:58.000 --> 00:05:00.000]  印度姐姐說Yes
[00:05:00.000 --> 00:05:04.000]  好像我的事情
[00:05:04.000 --> 00:05:06.000]  她好像完全知道
[00:05:06.000 --> 00:05:07.000]  我不知道她說什麼
[00:05:07.000 --> 00:05:08.000]  我真的不知道她說什麼
[00:05:08.000 --> 00:05:11.000]  最後終於真的過了數
[00:05:11.000 --> 00:05:14.000]  不過原來有錢
[00:05:14.000 --> 00:05:17.000]  真的未必可以花得到
[00:05:17.000 --> 00:05:18.000]  有人說移民
