
[00:00:00.000 --> 00:00:10.400]  各位聽眾請大家一起來看一看一幅圖畫
[00:00:10.400 --> 00:00:13.900]  《光輝歲月》
[00:00:13.900 --> 00:00:16.100]  我想大家來看一看
[00:00:16.100 --> 00:00:19.080]  你認不認得這些人呢?
[00:00:19.080 --> 00:00:24.800]  之前的那幅有沒有?
[00:00:24.800 --> 00:00:29.840]  認不認得他們?
[00:00:29.840 --> 00:00:35.060]  他們是誰呀?看不看到?
[00:00:35.060 --> 00:00:40.640]  印度的聖人
[00:00:40.640 --> 00:00:43.800]  還有呢?
[00:00:43.800 --> 00:00:48.200]  中華人民共和國的始創者
[00:00:48.200 --> 00:00:50.040]  還有呢?
[00:00:50.040 --> 00:00:52.520]  中華民國的始創者
[00:00:52.520 --> 00:00:54.280]  還有呢?
[00:00:54.280 --> 00:00:57.640]  南非共和國的始創者
[00:00:57.640 --> 00:00:59.640]  認不認得他呀?
[00:00:59.640 --> 00:01:01.240]  還有呢?
[00:01:01.240 --> 00:01:04.040]  美國的始創者
[00:01:04.040 --> 00:01:04.920]  看到他們的時候
[00:01:04.920 --> 00:01:09.280]  我相信大家都看到有些特別的地方
[00:01:09.280 --> 00:01:10.880]  這個特別的地方呢
[00:01:10.880 --> 00:01:16.880]  就是多多少少被認為是他們民族的英雄
[00:01:16.880 --> 00:01:18.800]  是他們的國父
[00:01:18.800 --> 00:01:22.600]  是某一個不同領域的一個始創者
[00:01:22.600 --> 00:01:28.080]  是萬人景仰尊崇一些的領袖
[00:01:28.080 --> 00:01:30.280]  我們看一看
[00:01:30.280 --> 00:01:36.280]  特別是最近離世的曼德拉
[00:01:36.280 --> 00:01:39.320]  我相信他的離開
[00:01:39.320 --> 00:01:47.600]  帶給所有南非的人有很多很複雜的感覺
[00:01:47.600 --> 00:01:51.960]  這個複雜的感覺一方面我們非常的感恩
[00:01:51.960 --> 00:01:56.800]  就是因為透過他能夠將真正的民主帶到南非
[00:01:56.800 --> 00:01:59.320]  以至到黑人是因為這樣的緣故
[00:01:59.320 --> 00:02:04.920]  能夠享受到與白人同起同坐那種的地位
[00:02:04.920 --> 00:02:07.840]  有被選舉、有選舉
[00:02:07.840 --> 00:02:12.240]  甚至現在成為執政黨一個這樣的地位
[00:02:12.240 --> 00:02:18.960]  所有其他的東西他們都可以共同來到去享受
[00:02:18.960 --> 00:02:21.800]  但是那個複雜的感覺
[00:02:21.800 --> 00:02:25.560]  就是當這個民主開始了在南非之後
[00:02:25.560 --> 00:02:29.880]  他們發覺到窮的人不是就越來越少
[00:02:29.880 --> 00:02:33.360]  而反而是越來越多
[00:02:33.360 --> 00:02:36.960]  連屋都不能住的人是越來越多
[00:02:36.960 --> 00:02:40.400]  貧富越來越懸殊
[00:02:40.400 --> 00:02:47.120]  而第三就是過去只是白人是享有特權
[00:02:47.120 --> 00:02:49.320]  但是現在他們發覺到
[00:02:49.320 --> 00:02:52.520]  現在不是只是白人享有特權
[00:02:52.520 --> 00:02:56.200]  而是那些執政者享有特權
[00:02:56.200 --> 00:02:59.800]  實際上沒有大的分別
[00:02:59.800 --> 00:03:03.880]  因為這樣就讓我想到有一本書
[00:03:03.880 --> 00:03:08.040]  叫做《動物農場》
[00:03:08.040 --> 00:03:11.240]  《動物農場》講到
[00:03:11.240 --> 00:03:16.000]  在動物裏面在主人繼續不斷在
[00:03:16.000 --> 00:03:19.120]  統治他們、治理他們的過程當中
[00:03:19.120 --> 00:03:24.160]  其中有一隻豬起來造反
[00:03:24.160 --> 00:03:27.840]  動完那些動物就推翻了主人
[00:03:27.840 --> 00:03:29.200]  推翻了之後
[00:03:29.200 --> 00:03:30.680]  他們說從今以後
[00:03:30.680 --> 00:03:34.680]  我們個個都有人權、有我們的動物權
[00:03:34.680 --> 00:03:35.920]  有我們的地位
[00:03:35.920 --> 00:03:38.720]  我們可以自主了
[00:03:38.720 --> 00:03:43.480]  結果主人被拋了出去之後
[00:03:43.480 --> 00:03:48.640]  動物就開始成為這個農場的主人
[00:03:48.640 --> 00:03:52.840]  不過經過一段時間
[00:03:52.840 --> 00:03:56.520]  除了很少數的動物之外
[00:03:56.520 --> 00:04:01.160]  大部份的動物怨聲載道
[00:04:01.160 --> 00:04:02.760]  為什麼呢?
[00:04:02.760 --> 00:04:05.480]  他們仍然都是活在一種沒有自由
[00:04:05.480 --> 00:04:10.840]  被統治、被壓迫、不公平的制度裏面
[00:04:10.840 --> 00:04:14.600]  唯一不同的就是主人換了
[00:04:14.600 --> 00:04:16.280]  以前是人
[00:04:16.280 --> 00:04:22.040]  現在就是那隻豬做了他們的統治者
[00:04:22.040 --> 00:04:25.920]  他們的情形仍然都是一樣
[00:04:25.920 --> 00:04:30.200]  局面沒有轉變
[00:04:30.200 --> 00:04:36.560]  我昨天出席了一個「別開生面」
[00:04:36.560 --> 00:04:38.440]  也可以這樣說
[00:04:38.440 --> 00:04:40.960]  是我自己感覺到
[00:04:40.960 --> 00:04:43.920]  很多不同的安息禮、追思禮當中
[00:04:43.920 --> 00:04:47.440]  極難忘的其中一個追思禮
[00:04:47.440 --> 00:04:50.120]  我昨天就在這個地方
[00:04:50.120 --> 00:04:56.200]  為這個追思禮的一個主人來到港島
[00:04:56.200 --> 00:04:57.680]  昨天的追思禮我想問一問
[00:04:57.680 --> 00:05:00.760]  有多少人有出席的?可不可以舉手?
[00:05:00.760 --> 00:05:04.440]  有很多出席
[00:05:04.440 --> 00:05:08.200]  這個就是加辛創會的會長
[00:05:08.200 --> 00:05:11.840]  邱清泰博士他的太太
[00:05:11.840 --> 00:05:15.840]  因為她的腦癌離世
[00:05:15.840 --> 00:05:16.840]  離世之後
[00:05:16.840 --> 00:05:19.400]  昨天就借用我們這個地方
[00:05:19.400 --> 00:05:21.640]  舉行一個特別的追思禮
[00:05:21.640 --> 00:05:25.000]  主要原因就是全球各地加辛的
[00:05:25.000 --> 00:05:27.440]  那些是童工負責的人
[00:05:27.440 --> 00:05:31.720]  還有香港凡是參加過那個恩愛夫妻營
[00:05:31.720 --> 00:05:35.880]  他們都擔心可能小的地方未必坐得下
[00:05:35.880 --> 00:05:38.680]  所以就借了這個地方來用
[00:05:38.680 --> 00:05:41.400]  令到我最感動的一樣東西
[00:05:41.400 --> 00:05:44.080]  就是會眾都很清楚看得見
[00:05:44.080 --> 00:05:49.760]  是一個這麼瀟灑的一個追思禮
[00:05:49.760 --> 00:05:53.840]  邱清泰博士打電話給我的時候跟我說
[00:05:53.840 --> 00:06:00.760]  「宋牧師,我們這個不是叫做追思禮」
[00:06:00.760 --> 00:06:05.920]  「我們這個聚會叫做homecoming的慶典」
[00:06:05.920 --> 00:06:10.400]  「是回家的慶典」
[00:06:10.400 --> 00:06:16.120]  「所以我希望你鼓勵那些來出席的弟兄姊妹」
[00:06:16.120 --> 00:06:20.680]  「不要穿得太素」
[00:06:20.680 --> 00:06:24.200]  「是應該穿上彩衣」
[00:06:24.200 --> 00:06:30.240]  「穿得漂亮一點來出席這個慶典」
[00:06:30.240 --> 00:06:35.640]  他們都是這樣來告知其他議會的人
[00:06:35.640 --> 00:06:39.120]  在我預備訊息的時候
[00:06:39.120 --> 00:06:43.960]  我的心裡面一方面為他們感恩
[00:06:43.960 --> 00:06:45.720]  第二部分呢
[00:06:45.720 --> 00:06:50.880]  我亦都預早拿了他們的內容和見證之後
[00:06:50.880 --> 00:06:54.560]  我的心裡面更加充滿著感恩
[00:06:54.560 --> 00:06:58.240]  令到我感恩的一樣東西
[00:06:58.240 --> 00:07:02.040]  就是讓我看得見竹君姐妹
[00:07:02.040 --> 00:07:07.440]  她臨離世前是這麼瀟灑來面對
[00:07:07.440 --> 00:07:09.440]  我記得他們回來香港住的時候
[00:07:09.440 --> 00:07:11.440]  他們兩夫婦來到我辦公室
[00:07:11.440 --> 00:07:13.920]  來找我,跟我說了這個意願
[00:07:13.920 --> 00:07:17.120]  他們會回來
[00:07:17.120 --> 00:07:22.600]  就是讓這個侍奉是更加的有效
[00:07:22.600 --> 00:07:25.520]  我記得在我辦公室的時候我跟他們說
[00:07:25.520 --> 00:07:28.640]  在這段時間當中
[00:07:28.640 --> 00:07:32.720]  因為竹君做完手術之後
[00:07:32.720 --> 00:07:38.080]  醫生都說到是沒有辦法了
[00:07:38.080 --> 00:07:39.280]  所以因為這樣的緣故
[00:07:39.280 --> 00:07:41.760]  他們已經盡了他們的責任
[00:07:41.760 --> 00:07:43.920]  盡了他們的努力
[00:07:43.920 --> 00:07:45.800]  做不到甚麼
[00:07:45.800 --> 00:07:49.640]  然後叫他們有足夠心理的準備
[00:07:49.640 --> 00:07:54.160]  而反而就在這個時候竹君竟然感謝主
[00:07:54.160 --> 00:08:01.440]  從今以後我不用再依賴醫生、藥物
[00:08:01.440 --> 00:08:07.080]  我就輕輕鬆鬆靠主來過我這些日子
[00:08:07.080 --> 00:08:09.600]  三年多過去
[00:08:09.600 --> 00:08:16.080]  她就是完全靠著在主裡面的禱告等候
[00:08:16.080 --> 00:08:20.640]  繼續不斷去等待那個日子的來臨
[00:08:20.640 --> 00:08:25.520]  在我辦公室的時候我跟清太說
[00:08:25.520 --> 00:08:28.240]  我說有些事別人能代替你
[00:08:28.240 --> 00:08:32.880]  但是有些事別人不能代替你
[00:08:32.880 --> 00:08:37.880]  當你的太太在身體這麼有需要的時候
[00:08:37.880 --> 00:08:44.120]  我鼓勵她盡量將其他的侍奉減少
[00:08:44.120 --> 00:08:47.720]  多些時間來陪伴太太
[00:08:47.720 --> 00:08:50.760]  其實我知道我這樣說出來的時候
[00:08:50.760 --> 00:08:54.960]  對做丈夫的會帶來一種壓力
[00:08:54.960 --> 00:08:58.480]  甚至是會有一種罪疚感
[00:08:58.480 --> 00:09:02.120]  但另一方面當他要陪著太太
[00:09:02.120 --> 00:09:04.800]  其他的事情都停止的時候
[00:09:04.800 --> 00:09:08.080]  同樣也會帶給太太有壓力
[00:09:08.080 --> 00:09:09.720]  又有罪疚感
[00:09:09.720 --> 00:09:13.440]  是因為她的病令到丈夫的侍奉
[00:09:13.440 --> 00:09:17.080]  完全不能夠暢所欲言
[00:09:17.080 --> 00:09:20.800]  來實踐他們的夢
[00:09:20.800 --> 00:09:22.400]  但我很感恩
[00:09:22.400 --> 00:09:27.280]  昨天在聚會當中讓我聽到一個很清楚的訊息
[00:09:27.280 --> 00:09:30.320]  就是竹君對她的丈夫很清楚的說
[00:09:30.320 --> 00:09:33.760]  清太 你出去侍奉
[00:09:33.760 --> 00:09:36.480]  我在家裡禱告
[00:09:36.480 --> 00:09:41.040]  成為一個用禱告發電廠支持你的
[00:09:41.040 --> 00:09:44.840]  一個幕後的童工
[00:09:44.840 --> 00:09:46.640]  你去吧
[00:09:46.640 --> 00:09:48.720]  就是因為這種的禱告
[00:09:48.720 --> 00:09:51.400]  就是因為這種的鼓勵
[00:09:51.400 --> 00:09:53.720]  邱慶泰博士
[00:09:53.720 --> 00:09:57.360]  過去在他太太病的過程裡面
[00:09:57.360 --> 00:10:00.400]  並沒有停止他的侍奉
[00:10:00.400 --> 00:10:05.080]  仍然繼續不斷四處奔波
[00:10:05.080 --> 00:10:07.240]  讓更多的夫婦得以建立
[00:10:07.240 --> 00:10:10.040]  更多的家庭得以建立
[00:10:10.040 --> 00:10:14.080]  實際上當他太太離世那一刻
[00:10:14.080 --> 00:10:15.960]  他是趕不及回來
[00:10:15.960 --> 00:10:17.760]  當我回來的時候
[00:10:17.760 --> 00:10:20.080]  他太太已經離世
[00:10:20.080 --> 00:10:24.600]  但他們並沒有因為這樣而後悔
[00:10:24.600 --> 00:10:27.600]  反而我昨天看到的有很多
[00:10:27.600 --> 00:10:30.120]  是之前錄製了的
[00:10:30.120 --> 00:10:33.000]  就是他太太唱的詩歌
[00:10:33.000 --> 00:10:35.680]  他太太說的話、做的事
[00:10:35.680 --> 00:10:40.960]  是令到我的心裡面非常受感動
[00:10:40.960 --> 00:10:43.680]  唱的詩歌
[00:10:43.680 --> 00:10:46.280]  活是主的人
[00:10:46.280 --> 00:10:48.760]  死也是主的人
[00:10:48.760 --> 00:10:51.240]  無論是活還是死
[00:10:51.240 --> 00:10:54.480]  我們總是主的人
[00:10:54.480 --> 00:10:56.200]  另一件事
[00:10:56.200 --> 00:10:58.600]  令到我心裡面很感激
[00:10:58.600 --> 00:11:02.120]  也為這位姊妹充滿感恩
[00:11:02.120 --> 00:11:05.360]  她臨死前
[00:11:05.360 --> 00:11:09.520]  透過加薪的信息
[00:11:09.520 --> 00:11:14.040]  讓全球各地的人回想一下
[00:11:14.040 --> 00:11:17.720]  如果過去是因為她的說話
[00:11:17.720 --> 00:11:19.440]  因為她的態度
[00:11:19.440 --> 00:11:22.760]  是令到他們受過傷害的
[00:11:22.760 --> 00:11:27.200]  希望他們很坦誠地告訴我
[00:11:27.200 --> 00:11:29.040]  告訴她之後
[00:11:29.040 --> 00:11:32.920]  她會一一向他們道歉
[00:11:32.920 --> 00:11:34.680]  這個心胸
[00:11:34.680 --> 00:11:38.200]  令到我的心裡面非常感動
[00:11:38.200 --> 00:11:39.920]  也是我在今天
[00:11:39.920 --> 00:11:45.840]  都會和匯仲同樣發出呼聲
[00:11:45.840 --> 00:11:47.800]  如果在過去的日子裡面
[00:11:47.800 --> 00:11:49.400]  是因為我的說話
[00:11:49.400 --> 00:11:52.160]  我某些態度、我這個行動
[00:11:52.160 --> 00:11:55.280]  令到你們感覺到不舒服的
[00:11:55.280 --> 00:11:57.320]  你們都可以寫來
[00:11:57.320 --> 00:11:58.840]  告訴我
[00:11:58.840 --> 00:12:02.080]  我不想等到離世的時候才做
[00:12:02.080 --> 00:12:05.800]  我們應該越快越好來做
[00:12:05.800 --> 00:12:07.920]  以致我們在主的裡面
[00:12:07.920 --> 00:12:11.080]  實踐耶穌基督的大使命
[00:12:11.080 --> 00:12:12.920]  你獻祭的時候
[00:12:12.920 --> 00:12:15.880]  倘若你知道或者想到
[00:12:15.880 --> 00:12:17.960]  有弟兄向你懷願
[00:12:17.960 --> 00:12:20.400]  你就應該首先放下禮物
[00:12:20.400 --> 00:12:22.880]  先和他和好
[00:12:22.880 --> 00:12:25.240]  然後再獻上禮物
[00:12:25.240 --> 00:12:26.600]  如果不是的時候
[00:12:26.600 --> 00:12:30.040]  所獻的祭都不蒙越南
[00:12:30.040 --> 00:12:32.000]  各位弟兄姊妹
[00:12:32.000 --> 00:12:33.160]  第三方面
[00:12:33.160 --> 00:12:34.760]  我在竹君的身上
[00:12:34.760 --> 00:12:36.840]  我會看得很清楚
[00:12:36.840 --> 00:12:39.080]  他真是視死如歸
[00:12:39.080 --> 00:12:41.560]  清太,我先去了
[00:12:41.560 --> 00:12:45.200]  我在那裡等你
[00:12:45.200 --> 00:12:46.560]  我很感恩
[00:12:46.560 --> 00:12:49.160]  他是去一個更美的家
[00:12:49.160 --> 00:12:52.040]  以致他是歡歡喜喜
[00:12:52.040 --> 00:12:54.320]  他去建築的
[00:12:54.320 --> 00:12:55.080]  另一樣東西
[00:12:55.080 --> 00:12:58.360]  我看到他很落實的門訓
[00:12:58.360 --> 00:12:59.960]  他的門訓
[00:12:59.960 --> 00:13:02.520]  首先在他的家裡面開始
[00:13:02.520 --> 00:13:05.240]  對著他的子女
[00:13:05.240 --> 00:13:07.400]  用身體力行
[00:13:07.400 --> 00:13:10.400]  來將他的信仰活出來
[00:13:10.400 --> 00:13:11.760]  要三個子女
[00:13:11.760 --> 00:13:14.320]  在那個地方來懷念媽媽的時候
[00:13:14.320 --> 00:13:15.560]  很清楚
[00:13:15.560 --> 00:13:17.240]  仍然記得
[00:13:17.240 --> 00:13:20.040]  媽媽在他們身上所做的一切
[00:13:20.040 --> 00:13:21.720]  所教的教導
[00:13:21.720 --> 00:13:24.720]  和在主裡面怎樣建立他們
[00:13:24.720 --> 00:13:27.440]  他們也是按著媽媽給他們的
[00:13:27.440 --> 00:13:29.560]  現在教導他們的下一代
[00:13:29.560 --> 00:13:31.880]  我為這個充滿著感恩
[00:13:31.880 --> 00:13:33.520]  各位親愛的弟兄姊妹
[00:13:33.520 --> 00:13:35.480]  完了安聖禮之後
[00:13:35.480 --> 00:13:38.920]  完了homecoming celebration之後
[00:13:38.920 --> 00:13:41.440]  有些弟兄姊妹走出來
[00:13:41.440 --> 00:13:43.240]  他跟我說
[00:13:43.240 --> 00:13:44.880]  牧師啊
[00:13:44.880 --> 00:13:48.920]  我也很想他這樣
[00:13:48.920 --> 00:13:50.560]  我接著就說
[00:13:50.560 --> 00:13:51.800]  其實我相信在場的
[00:13:51.800 --> 00:13:54.280]  個個都很想好像他一樣
[00:13:54.280 --> 00:13:55.480]  但是
[00:13:55.480 --> 00:13:59.240]  是不是個個都可以好像他一樣呢?
[00:13:59.240 --> 00:14:01.800]  我不知道大家有多少人你可以做得到
[00:14:01.800 --> 00:14:03.560]  當我離世的時候
[00:14:03.560 --> 00:14:05.080]  我會很清楚的看到
[00:14:05.080 --> 00:14:07.880]  我是去一個更美的家
[00:14:07.880 --> 00:14:10.320]  以致我會安慰我家裡所有的人
[00:14:10.320 --> 00:14:11.640]  我的親戚我的朋友
[00:14:11.640 --> 00:14:12.720]  你們來的時候
[00:14:12.720 --> 00:14:16.600]  不要穿又黑又白
[00:14:16.600 --> 00:14:18.160]  不要弄得那麼傷心
[00:14:18.160 --> 00:14:19.200]  你們來的時候
[00:14:19.200 --> 00:14:20.520]  跟我一起慶祝
