
[00:00:00.000 --> 00:00:01.560]  慧玲姊妹早晨
[00:00:01.560 --> 00:00:05.520]  大家現在知道我的身份是什麼了
[00:00:05.520 --> 00:00:08.840]  各位弟兄姊妹早安,大家都知道我的身份是什麼了
[00:00:08.840 --> 00:00:12.180]  我有義務去幫馮牧師和謝姑娘
[00:00:12.180 --> 00:00:15.180]  我有義務幫馮牧師和謝姑娘
[00:00:15.180 --> 00:00:18.120]  因為他們兩個今天都不在
[00:00:18.120 --> 00:00:19.780]  因為他們兩位都不在
[00:00:19.780 --> 00:00:22.640]  所以我是主持大局
[00:00:22.640 --> 00:00:24.960]  所以今天我主持大局
[00:00:24.960 --> 00:00:30.180]  你有沒有和其他人發生過爭執呢?
[00:00:30.180 --> 00:00:32.960]  你有沒有和其他人發生過爭執呢?
[00:00:32.960 --> 00:00:34.680]  大家想一想
[00:00:34.680 --> 00:00:38.160]  當你發生爭執的時候,你的心情當然不是很好
[00:00:38.160 --> 00:00:41.680]  當你發生爭執的時候,你的心情一定是不太好的
[00:00:41.680 --> 00:00:44.780]  有些人經常說我,你是個好好先生
[00:00:44.780 --> 00:00:47.360]  有些人跟我說我是個好好先生
[00:00:47.360 --> 00:00:50.360]  但我心說,我發生爭執的時候,你沒有見到
[00:00:50.360 --> 00:00:54.380]  我現在講,我在放錄的時候,你們看不到的
[00:00:54.380 --> 00:00:57.700]  希望你們看不到
[00:00:57.700 --> 00:01:01.700]  希望大家都看到我善良的一面
[00:01:01.700 --> 00:01:05.200]  希望大家都看到我善良的一面
[00:01:05.200 --> 00:01:11.200]  有一次我在巴士坐在一人座位上
[00:01:11.200 --> 00:01:14.700]  有一次我在巴士坐在一人座位上
[00:01:14.700 --> 00:01:20.700]  很少有的,通常都是單程巴士才有的
[00:01:20.700 --> 00:01:23.700]  通常都是單程巴士才有的一人座位
[00:01:23.700 --> 00:01:28.400]  當時再滿了乘客
[00:01:28.400 --> 00:01:36.400]  所有的通道都站滿了人
[00:01:36.400 --> 00:01:42.400]  有一個站在我旁邊的乘客就撐不住了
[00:01:42.400 --> 00:01:45.400]  有一個站在我旁邊的乘客就撐不住了
[00:01:45.400 --> 00:01:48.400]  他指著我說
[00:01:48.400 --> 00:01:51.900]  為什麼你不讓位置給多一個人坐?
[00:01:51.900 --> 00:01:55.900]  為什麼你不讓位置給多一個人坐?
[00:01:55.900 --> 00:01:57.900]  但我的座位很窄
[00:01:57.900 --> 00:02:00.900]  我就跟他說,我的座位很窄
[00:02:00.900 --> 00:02:02.900]  兩個人坐就很辛苦
[00:02:02.900 --> 00:02:04.900]  兩個人坐就很辛苦
[00:02:04.900 --> 00:02:08.900]  他就繼續批評我
[00:02:08.900 --> 00:02:10.900]  他繼續批評我
[00:02:10.900 --> 00:02:13.900]  我真的想反駁他
[00:02:13.900 --> 00:02:14.900]  我真的想反駁他
[00:02:14.900 --> 00:02:15.900]  跟他爭執
[00:02:15.900 --> 00:02:16.900]  跟他爭執
[00:02:16.900 --> 00:02:18.900]  但我想到我是牧師
[00:02:18.900 --> 00:02:21.900]  但我想到我是牧師
[00:02:21.900 --> 00:02:25.900]  我發脾氣時就失了見證
[00:02:25.900 --> 00:02:27.900]  我發脾氣時就失了見證
[00:02:27.900 --> 00:02:29.900]  所以到了最後
[00:02:29.900 --> 00:02:30.900]  所以到了最後
[00:02:30.900 --> 00:02:34.900]  有一個女士迫著我坐在我身邊
[00:02:34.900 --> 00:02:38.900]  有一個女士迫著我坐在我身邊
[00:02:38.900 --> 00:02:42.900]  令到我整個車程很不舒服
[00:02:42.900 --> 00:02:45.900]  令到我整個車程很不舒服
[00:02:45.900 --> 00:02:49.900]  我真的想讓她坐在地上
[00:02:49.900 --> 00:02:52.900]  我真的想把我的座位讓給她就好了
[00:02:52.900 --> 00:02:56.900]  但是通道都滿了人
[00:02:56.900 --> 00:02:58.900]  我又走回去又被迫過
[00:02:58.900 --> 00:03:00.900]  但是那個通道都很多人擠著
[00:03:00.900 --> 00:03:02.900]  如果我讓座的時候
[00:03:02.900 --> 00:03:04.900]  我就在那邊站著都被擠著
[00:03:04.900 --> 00:03:06.900]  所以我們跟別人爭執的時候
[00:03:06.900 --> 00:03:09.900]  很多時候都會有些遲疑
[00:03:09.900 --> 00:03:11.900]  有些要想一下
[00:03:11.900 --> 00:03:12.900]  所以有些時候
[00:03:12.900 --> 00:03:14.900]  我們跟其他人爭執的時候
[00:03:14.900 --> 00:03:16.900]  我們都要思想一下
[00:03:16.900 --> 00:03:18.900]  有些遲疑
[00:03:18.900 --> 00:03:19.900]  有些遲疑
[00:03:19.900 --> 00:03:21.900]  很難決定
[00:03:21.900 --> 00:03:22.900]  很難決定的
[00:03:22.900 --> 00:03:27.900]  最近美國發生了一個槍擊事件
[00:03:27.900 --> 00:03:30.900]  最近美國發生了一個槍擊事件
[00:03:30.900 --> 00:03:36.900]  在佛羅里達州有一間高中的學校
[00:03:36.900 --> 00:03:39.900]  今年在情人節的時候
[00:03:39.900 --> 00:03:43.900]  發生了一宗校園槍擊事件
[00:03:43.900 --> 00:03:48.900]  這是在美國佛羅里達州一間高中學校
[00:03:48.900 --> 00:03:52.900]  情人節當天發生一宗校園槍擊事件
[00:03:52.900 --> 00:03:55.900]  造成了十七個人罹難
[00:03:55.900 --> 00:03:58.900]  造成了十七個人罹難
[00:03:58.900 --> 00:04:01.900]  之後當地的警長就表示
[00:04:01.900 --> 00:04:08.900]  事發的時候有一名配槍的校警
[00:04:08.900 --> 00:04:11.900]  事發的時候有一名配槍的校警
[00:04:11.900 --> 00:04:17.900]  在槍聲響起之後的九十秒已經趕到現場
[00:04:17.900 --> 00:04:22.900]  在槍聲響起之後的九十秒已經趕到現場
[00:04:22.900 --> 00:04:28.900]  但是他竟然在校舍外面呆等了超過四分鐘
[00:04:28.900 --> 00:04:34.900]  但是他竟然在校舍外面呆等了超過四分鐘
[00:04:34.900 --> 00:04:40.900]  他沒有及時衝進校園對付槍手
[00:04:40.900 --> 00:04:41.900]  把他擊斃
[00:04:41.900 --> 00:04:44.900]  他沒有及時衝進校園對付槍手
[00:04:44.900 --> 00:04:45.900]  把他擊斃
[00:04:45.900 --> 00:04:50.900]  這個校警為何沒有立即作出反應呢?
[00:04:50.900 --> 00:04:54.900]  這個校警為何沒有立即作出反應呢?
[00:04:54.900 --> 00:04:58.900]  我想其中一個原因是他心裏有些顧慮
[00:04:58.900 --> 00:05:01.900]  我想其中一個原因是他心裏有些顧慮
[00:05:01.900 --> 00:05:03.900]  想置身事外
[00:05:03.900 --> 00:05:05.900]  想置身事外
[00:05:05.900 --> 00:05:07.900]  因為事情發生得很突然
[00:05:07.900 --> 00:05:09.900]  因為事情發生得很突然
[00:05:09.900 --> 00:05:12.900]  在霎時間他不能反應過來
[00:05:12.900 --> 00:05:14.900]  在霎時間他不能反應過來
[00:05:14.900 --> 00:05:18.900]  所以他沒有立即衝進校園裏面
[00:05:18.900 --> 00:05:20.900]  所以他沒有立即衝進校園裏面
[00:05:20.900 --> 00:05:23.900]  所以他沒有立即衝進校園裏面
[00:05:23.900 --> 00:05:24.900]  所以他沒有立即衝進校園裏面
[00:05:24.900 --> 00:05:26.900]  今天我們看加拉泰書
[00:05:26.900 --> 00:05:28.900]  今天我們看加拉泰書
[00:05:28.900 --> 00:05:29.900]  今天我們看加拉泰書
[00:05:29.900 --> 00:05:33.900]  講一個事件是一個爭執
[00:05:33.900 --> 00:05:34.900]  講一個事件是一個爭執
[00:05:34.900 --> 00:05:36.900]  講一個事件是一個爭執
[00:05:36.900 --> 00:05:40.900]  同時有一個遲疑在當中
[00:05:40.900 --> 00:05:42.900]  同時有一個遲疑在當中
[00:05:42.900 --> 00:05:48.900]  這封信是保羅寫給加拉泰宗教會的信
[00:05:48.900 --> 00:05:52.900]  這封信是保羅寫給加拉泰宗教會的信
[00:05:52.900 --> 00:05:55.900]  在信裏面我們可以看到兩個城市
[00:05:55.900 --> 00:05:58.900]  在信裏面我們看到兩個城市
[00:05:58.900 --> 00:06:01.900]  耶路撒冷和安提奧
[00:06:01.900 --> 00:06:03.900]  是耶路撒冷和安提奧
[00:06:03.900 --> 00:06:05.900]  一個在猶太境內
[00:06:05.900 --> 00:06:07.900]  一個在猶太境內
[00:06:07.900 --> 00:06:09.900]  一個在敘利亞
[00:06:09.900 --> 00:06:10.900]  一個在敘利亞
[00:06:10.900 --> 00:06:19.900]  大家知道耶路撒冷教會是猶太人中心的城市
[00:06:19.900 --> 00:06:24.900]  大家都知道耶路撒冷是猶太人的中心城市
[00:06:24.900 --> 00:06:26.900]  也是基督教的發源地
[00:06:26.900 --> 00:06:27.900]  也是基督教的發源地
[00:06:27.900 --> 00:06:30.900]  在那裏有聖殿
[00:06:30.900 --> 00:06:32.900]  至於安提奧
[00:06:32.900 --> 00:06:34.900]  有些人就不太熟悉
[00:06:34.900 --> 00:06:35.900]  有些人就不太熟悉
[00:06:35.900 --> 00:06:40.900]  是有一些基督徒離開了耶路撒冷
[00:06:40.900 --> 00:06:42.900]  是有一些基督徒離開了耶路撒冷
[00:06:42.900 --> 00:06:47.900]  是將福音傳給安提奧那裏的外邦人
[00:06:47.900 --> 00:06:50.900]  是將福音傳給安提奧那裏的外邦人
[00:06:50.900 --> 00:06:52.900]  因而建立教會
[00:06:52.900 --> 00:06:54.900]  因而建立教會
[00:06:54.900 --> 00:07:00.900]  在《使徒行傳》第十三章我們就看到安提奧
[00:07:00.900 --> 00:07:03.900]  在《使徒行傳》第十三章我們看到安提奧
[00:07:03.900 --> 00:07:09.900]  我們看到聖靈就差派保羅和巴拿巴從安提奧出發
[00:07:09.900 --> 00:07:13.900]  我們看到聖靈差派保羅和巴拿巴從安提奧出發
[00:07:13.900 --> 00:07:14.900]  我們看到聖靈差派保羅和巴拿巴從安提奧出發
[00:07:14.900 --> 00:07:18.900]  是將福音傳給小亞、西亞以至歐洲的地方
