
[00:00:00.000 --> 00:00:03.480]  請大家再次低頭祈禱
[00:00:03.480 --> 00:00:07.800]  相信祂我們獻上感恩
[00:00:07.800 --> 00:00:09.800]  祝祢復活
[00:00:09.800 --> 00:00:12.920]  讓我們感到十分之恩喜
[00:00:12.920 --> 00:00:14.360]  因為祢
[00:00:14.360 --> 00:00:18.720]  來到去破壞粉碎了死亡的權勢
[00:00:18.720 --> 00:00:20.600]  帶給我們新的生命
[00:00:20.600 --> 00:00:22.520]  我們懇求聖靈
[00:00:22.520 --> 00:00:23.920]  祢時刻與我們同在
[00:00:23.920 --> 00:00:25.600]  就好像剛才的詩歌一樣
[00:00:25.600 --> 00:00:27.240]  祢同伴
[00:00:27.240 --> 00:00:29.640]  祢陪伴我們走這條窄路
[00:00:31.000 --> 00:00:32.880]  更加願意在這一刻
[00:00:32.880 --> 00:00:35.480]  無論說的和聽的
[00:00:35.480 --> 00:00:37.000]  都能夠同步祢的月立
[00:00:37.000 --> 00:00:39.480]  祈禱奉主耶穌基督的名求
[00:00:39.480 --> 00:00:40.400]  阿們
[00:00:40.400 --> 00:00:45.800]  今天是主日
[00:00:45.800 --> 00:00:49.800]  我們慶祝救主耶穌基督復活的日子
[00:00:49.800 --> 00:00:51.240]  很值得我們紀念
[00:00:51.240 --> 00:00:52.680]  更加值得我們歡欣
[00:00:52.680 --> 00:00:57.280]  不過我們將時間表的時鐘
[00:00:57.280 --> 00:01:01.960]  始終向前回到昨天
[00:01:01.960 --> 00:01:05.200]  昨天是耶穌基督的身體
[00:01:05.200 --> 00:01:08.000]  在墳墓裡腐壞的當中
[00:01:08.000 --> 00:01:13.280]  其實腐壞是絕望最真實的標誌
[00:01:13.280 --> 00:01:15.080]  說明了
[00:01:15.080 --> 00:01:19.200]  如果將盼望放在耶穌基督身上的門徒和群眾
[00:01:19.200 --> 00:01:21.320]  是徹底的失敗
[00:01:21.320 --> 00:01:25.680]  他們會落在絕望和沮喪的當中
[00:01:27.200 --> 00:01:29.080]  天主教和東正教的傳統
[00:01:29.080 --> 00:01:32.280]  會鼓勵人要停留在這一刻的上面
[00:01:32.280 --> 00:01:36.560]  與自己已經幻滅了的希望同在
[00:01:36.560 --> 00:01:38.600]  去感受一下
[00:01:38.600 --> 00:01:41.680]  他們感受不到上帝的痛苦
[00:01:41.680 --> 00:01:45.880]  好像耶穌基督在十字架上的呼喊一樣
[00:01:45.880 --> 00:01:49.280]  「我的神,我的神,你為何要離棄我?」
[00:01:49.280 --> 00:01:52.280]  在那一刻
[00:01:52.280 --> 00:01:57.000]  正當門徒沉浸在絕望和痛苦之中的時候
[00:01:57.600 --> 00:01:58.600]  原來基督
[00:01:58.600 --> 00:02:01.680]  原來基督只是深入地獄
[00:02:01.680 --> 00:02:04.200]  將死亡的牢籠粉碎
[00:02:04.200 --> 00:02:08.160]  祂的目的是要帶來給我們新的生命
[00:02:08.160 --> 00:02:11.480]  一個不受撒旦夢編誘惑
[00:02:11.480 --> 00:02:13.160]  囚禁的
[00:02:13.160 --> 00:02:14.920]  一個自由的新生命
[00:02:14.920 --> 00:02:18.880]  原來等待是有價值的
[00:02:18.880 --> 00:02:22.400]  特別是懷著盼望的等待
[00:02:22.400 --> 00:02:24.440]  是有價值的
[00:02:24.440 --> 00:02:26.040]  不過是需要操練的
[00:02:27.400 --> 00:02:28.920]  在我們這個時代
[00:02:28.920 --> 00:02:32.200]  正正是基督將來要回來
[00:02:32.200 --> 00:02:36.760]  新天新地之前的這個很漫長等待的時刻
[00:02:36.760 --> 00:02:40.440]  就像是未見基督復活的門徒
[00:02:40.440 --> 00:02:42.040]  他們活在絕望
[00:02:42.040 --> 00:02:43.360]  恐懼
[00:02:43.360 --> 00:02:46.920]  沮喪和不知所措的狀況一樣
[00:02:46.920 --> 00:02:51.440]  不過當基督復活的信息傳來的時候
[00:02:51.440 --> 00:02:54.400]  當基督親自向他們顯現的時候
[00:02:54.400 --> 00:02:56.520]  讓他們有不一樣的生命
[00:02:57.680 --> 00:03:00.680]  一個讓他們心靈很熾熱的生命
[00:03:00.680 --> 00:03:04.880]  能夠在沒有東西可以再盼望的時候
[00:03:04.880 --> 00:03:08.120]  因為相信耶穌基督已經復活了
[00:03:08.120 --> 00:03:10.320]  他們有活潑的盼望
[00:03:10.320 --> 00:03:13.520]  所以他們在等待的同時
[00:03:13.520 --> 00:03:17.400]  同樣是能夠活出復活的生命
[00:03:17.400 --> 00:03:22.280]  雖然我們眾人沒有機會見過復活的耶穌
[00:03:22.280 --> 00:03:24.080]  復活的基督向我們顯現
[00:03:25.440 --> 00:03:27.520]  但我們仍然可以跟祂相遇
[00:03:27.520 --> 00:03:33.640]  藉著我們專門去騰出時間去禱告
[00:03:33.640 --> 00:03:35.120]  去親近上帝
[00:03:35.120 --> 00:03:38.640]  我們確能夠跟三位上帝去相遇
[00:03:38.640 --> 00:03:40.720]  以致我們有力量
[00:03:40.720 --> 00:03:44.440]  去活出祂賜給我們的新生命
[00:03:44.440 --> 00:03:51.160]  今天經文保羅正提醒信徒要思考上面的事
[00:03:51.160 --> 00:03:53.240]  他挑戰我們
[00:03:54.320 --> 00:03:58.640]  如果我們對我們這個已經跟耶穌基督一起
[00:03:58.640 --> 00:04:01.840]  復活了的新生命認真的說話
[00:04:01.840 --> 00:04:06.600]  我們都會重視耶穌所珍惜的一切
[00:04:06.600 --> 00:04:10.440]  保羅提醒信徒不要糊塗
[00:04:10.440 --> 00:04:13.160]  不要想著要蒙混過關
[00:04:13.160 --> 00:04:17.200]  不要眼睛經常看著地上的事
[00:04:17.200 --> 00:04:22.360]  我們的心要掛念和追求上面的事
[00:04:22.960 --> 00:04:24.720]  思考上面的事
[00:04:24.720 --> 00:04:26.520]  即是什麼?
[00:04:26.520 --> 00:04:29.880]  要去看基督掛念什麼?
[00:04:29.880 --> 00:04:31.680]  基督的眼光
[00:04:31.680 --> 00:04:34.160]  我們要用基督的眼光去看這個世界
[00:04:34.160 --> 00:04:38.480]  這不單止是思考的問題
[00:04:38.480 --> 00:04:42.600]  而是要換轉我們生活的方式
[00:04:42.600 --> 00:04:46.280]  第三節特別強調
[00:04:46.280 --> 00:04:48.640]  因為你們已經死了
[00:04:48.640 --> 00:04:51.360]  對,我們已經死了
[00:04:52.400 --> 00:04:56.760]  初期教會的洗禮其實是死亡和復活的寫字
[00:04:56.760 --> 00:04:58.800]  有文獻顯示
[00:04:58.800 --> 00:05:00.480]  信徒在洗禮之前
[00:05:00.480 --> 00:05:04.040]  他們首先要脫掉那件舊的外衣
[00:05:04.040 --> 00:05:07.920]  然後整個人去浸入水裡
[00:05:07.920 --> 00:05:12.920]  這個儀式是要表明他們要脫下
[00:05:12.920 --> 00:05:14.640]  脫去舊我
[00:05:14.640 --> 00:05:16.120]  一些惡念
[00:05:16.120 --> 00:05:18.240]  一些以前的壞習慣
[00:05:18.240 --> 00:05:21.280]  跟基督一起向他們說
[00:05:22.040 --> 00:05:23.080]  我死了
[00:05:23.080 --> 00:05:25.600]  埋葬了
[00:05:25.600 --> 00:05:29.000]  然後他們從水裡上來的時候
[00:05:29.000 --> 00:05:31.000]  他們換回一件新的衣服
[00:05:31.000 --> 00:05:35.760]  表示我們其實是穿了這個新的生命
[00:05:35.760 --> 00:05:38.560]  是基督賜給我們復活的生命
[00:05:38.560 --> 00:05:41.440]  而洗禮的信徒
[00:05:41.440 --> 00:05:42.560]  他們的身份
[00:05:42.560 --> 00:05:44.640]  就成為了基督的門徒
[00:05:44.640 --> 00:05:46.480]  基督的追隨者
[00:05:46.480 --> 00:05:48.720]  如果用我們現代的說話
[00:05:48.720 --> 00:05:55.360]  可能跟粉絲或者應援是有一點相近的
[00:05:55.360 --> 00:06:00.800]  梁法堂我們的教會的洗禮是以灑水的方式
[00:06:00.800 --> 00:06:03.760]  有我們的歷史傳統和原因
[00:06:03.760 --> 00:06:06.440]  不過雖然方式不同
[00:06:06.440 --> 00:06:08.880]  洗禮的意義都是一樣的
[00:06:08.880 --> 00:06:14.040]  我們其實向罪已經死了
[00:06:14.040 --> 00:06:18.120]  並且有基督復活的生命在我們裡面
[00:06:18.320 --> 00:06:19.920]  來到是滋長
[00:06:19.920 --> 00:06:22.560]  我們的生命跟基督一起
[00:06:22.560 --> 00:06:25.040]  是藏在上帝的裡面
[00:06:25.040 --> 00:06:28.320]  第四次提醒我們
[00:06:28.320 --> 00:06:30.200]  基督是我們的生命
[00:06:30.200 --> 00:06:32.600]  是什麼意思?
[00:06:32.600 --> 00:06:36.200]  當你重視、看重某些事
[00:06:36.200 --> 00:06:38.640]  花越多時間在當中
[00:06:38.640 --> 00:06:42.040]  那件事就是你的生命了
[00:06:42.040 --> 00:06:45.040]  例如工作是我的生命
[00:06:45.040 --> 00:06:47.160]  家庭是我的生命
[00:06:47.560 --> 00:06:49.160]  賺錢是我的生命
[00:06:49.160 --> 00:06:51.200]  孩子是我的生命
[00:06:51.200 --> 00:06:53.040]  成功是我的生命
[00:06:53.040 --> 00:06:55.520]  音樂運動是我的生命
[00:06:55.520 --> 00:06:58.920]  打機是我的生命
[00:06:58.920 --> 00:07:03.360]  當你花越多時間在那件事上的時候
[00:07:03.360 --> 00:07:07.360]  那件事絕對有可能是你的生命
[00:07:07.360 --> 00:07:09.840]  對基督徒來說
[00:07:09.840 --> 00:07:13.240]  我們應該朝向越來越以耶穌
[00:07:13.240 --> 00:07:17.200]  作為我們生命這個方向的努力
[00:07:18.360 --> 00:07:22.600]  這就是「思考上面的事」的意思
[00:07:22.600 --> 00:07:28.680]  思考上面的事的信徒會認真對付自己的惡念
[00:07:28.680 --> 00:07:31.200]  就像聖經裡面所說的
[00:07:31.200 --> 00:07:33.640]  一些惡念、壞習慣
[00:07:33.640 --> 00:07:38.280]  這些是我們以前未信耶穌之前經常去做
[00:07:38.280 --> 00:07:39.920]  以及覺得沒有問題的事
[00:07:39.920 --> 00:07:43.720]  經文吩咐我們要自死
[00:07:44.280 --> 00:07:50.040]  或者克制諸如淫亂、污穢、邪情、惡辱、貪婪
[00:07:50.040 --> 00:07:57.680]  也會盡力跟隨憤怒、暴戾、仇恨
[00:07:57.680 --> 00:08:01.680]  我們要留心不要再說毀謗和污穢的說話
[00:08:01.680 --> 00:08:05.600]  更加要戒絕彼此之間的欺騙
[00:08:05.600 --> 00:08:11.120]  淫亂和污穢指的是婚姻以外的性行為
[00:08:12.040 --> 00:08:17.360]  當時希臘人認為,無論是婚前或婚姻以外的性行為
[00:08:17.360 --> 00:08:19.840]  是認可的生活習慣
[00:08:19.840 --> 00:08:25.280]  認為這是人有性的慾念,應該得到滿足
[00:08:25.280 --> 00:08:30.440]  所以當時隨便的性行為非常普遍
[00:08:30.440 --> 00:08:33.440]  跟現在我們的世代沒有什麼分別
[00:08:33.440 --> 00:08:36.440]  不過保羅提醒信徒
[00:08:36.440 --> 00:08:40.040]  兩性之間的關係是很珍貴的
[00:08:40.800 --> 00:08:42.640]  是不可以隨隨便便
[00:08:42.640 --> 00:08:47.040]  攬家不僅糟蹋了自己的身體
[00:08:47.040 --> 00:08:51.600]  同樣是糟蹋了對方的身體
[00:08:51.600 --> 00:08:57.440]  邪情和惡辱指的是人受了自己欲念的驅使
[00:08:57.440 --> 00:09:00.000]  去做了錯誤的決定
[00:09:00.000 --> 00:09:05.160]  這些決定,在之後我們往往會做後悔
[00:09:05.160 --> 00:09:06.800]  簡單來說
[00:09:07.240 --> 00:09:12.640]  是一些傷害了自己和傷害其他人的一些魯莽和衝動的決定
[00:09:12.640 --> 00:09:17.920]  貪婪指的是希望獲得更多的東西
[00:09:17.920 --> 00:09:21.440]  原來人是一個不能滿足
[00:09:21.440 --> 00:09:25.280]  在中間穿了一個洞的碗
[00:09:25.280 --> 00:09:27.400]  穿了洞的碗
[00:09:27.400 --> 00:09:30.960]  當我們不斷倒東西進去
[00:09:30.960 --> 00:09:35.240]  都不會令他滿捨,不會令他滿足
[00:09:36.760 --> 00:09:39.320]  貪婪指的是希望獲得別人的東西
[00:09:39.320 --> 00:09:41.440]  的一個邪惡的念頭
[00:09:41.440 --> 00:09:45.720]  聶王記曾經記載過阿哈王的事跡
[00:09:45.720 --> 00:09:49.400]  他很喜歡他的鄰居拿伯的葡萄園
[00:09:49.400 --> 00:09:51.680]  拿伯不想賣給他
[00:09:51.680 --> 00:09:56.600]  阿哈的老婆耶西別皇后就罵他老公了
[00:09:56.600 --> 00:09:58.840]  「你是不是皇帝來的?」
[00:09:58.840 --> 00:10:03.000]  於是耶西別就設計陷害拿伯
[00:10:03.880 --> 00:10:09.440]  既借刀殺人兼可以擁有他這個葡萄園
[00:10:09.440 --> 00:10:14.440]  現代人可能第一時間想實際的方向去想
[00:10:14.440 --> 00:10:18.000]  當然是賣給阿哈王了
[00:10:18.000 --> 00:10:21.640]  都是拿伯你不對,跟皇帝作對?
[00:10:21.640 --> 00:10:25.000]  時代真的不同了
[00:10:25.000 --> 00:10:29.680]  我們要留心上帝的真理是什麼
[00:10:29.680 --> 00:10:31.800]  不要隨著時代來改變
[00:10:32.880 --> 00:10:35.680]  聖經說不要貪圖不是屬於自己的東西
[00:10:35.680 --> 00:10:39.760]  不要用詭計或者欺騙的手法
[00:10:39.760 --> 00:10:41.800]  去奪取你想要的東西
[00:10:41.800 --> 00:10:45.400]  聖經說貪婪就是拜偶像
[00:10:45.400 --> 00:10:49.320]  拜偶像的本質就是要貪取一切
[00:10:49.320 --> 00:10:53.960]  記憶圖的拜偶像就是利用上帝
[00:10:53.960 --> 00:10:56.760]  去達成我自己的目標
[00:10:56.760 --> 00:11:01.920]  利用上帝去達成我自己的目標
[00:11:01.920 --> 00:11:03.600]  這個就是拜偶像
[00:11:03.600 --> 00:11:08.840]  而不是將自己獻給上帝
[00:11:08.840 --> 00:11:13.040]  所以記憶圖雖然好像在敬拜上帝
[00:11:13.040 --> 00:11:17.040]  但是當我們利用上帝去達成我自己個人的目標
[00:11:17.040 --> 00:11:19.120]  我們就是拜偶像
[00:11:19.120 --> 00:11:23.360]  人如果被貪婪控制住的話
[00:11:23.360 --> 00:11:26.000]  很希望獲取更多的東西
[00:11:26.000 --> 00:11:29.840]  那個人漸漸會讓物色的豐富
[00:11:30.240 --> 00:11:33.680]  取代了上帝在他們心目中的位置的時候
[00:11:33.680 --> 00:11:36.400]  這個就要小心
[00:11:36.400 --> 00:11:41.440]  老恆指的是煞事的憤怒
[00:11:41.440 --> 00:11:43.560]  很快就可以平息
[00:11:43.560 --> 00:11:46.840]  就好像一些很小的火苗
[00:11:46.840 --> 00:11:50.320]  在一些很乾的草堆上面燒起來
[00:11:50.320 --> 00:11:56.160]  這些火煞時間燒得很大
[00:11:56.160 --> 00:11:58.880]  不過也很快可以撲滅
[00:12:00.600 --> 00:12:03.040]  憤怒很不同
[00:12:03.040 --> 00:12:06.320]  它的怒氣慢慢地升起
[00:12:06.320 --> 00:12:11.280]  要支持一段很長和很慢的火勢
[00:12:11.280 --> 00:12:14.000]  拒絕被撲滅
[00:12:14.000 --> 00:12:16.720]  有點像外國的山火
[00:12:16.720 --> 00:12:20.720]  他們的能量不斷要燒好幾個月
[00:12:20.720 --> 00:12:22.120]  也不能夠撲滅
[00:12:22.120 --> 00:12:26.280]  這種怒氣經常保持不散
[00:12:26.280 --> 00:12:28.480]  作為記憶圖
[00:12:29.000 --> 00:12:31.120]  無論那些是一觸即發的怒氣
[00:12:31.120 --> 00:12:33.520]  還是歷久不衰的憤怒
[00:12:33.520 --> 00:12:38.160]  我們也要想辦法去疏導和平息
[00:12:38.160 --> 00:12:42.560]  千萬不要壓在心裡
[00:12:42.560 --> 00:12:47.480]  讓自己心懷不忿
[00:12:47.480 --> 00:12:52.080]  我們要切發讓自己能夠有真正的心平氣和
[00:12:52.080 --> 00:12:54.880]  因為無論是憤怒
[00:12:54.880 --> 00:12:56.520]  或者是暴戾
[00:12:56.920 --> 00:12:59.600]  無論那是煞時之間的怒氣
[00:12:59.600 --> 00:13:04.280]  還是很長很長時間積在心裡的憤怒
[00:13:04.280 --> 00:13:07.760]  都會侵蝕人身體的健康
[00:13:07.760 --> 00:13:10.880]  破壞人與人之間的關係
[00:13:10.880 --> 00:13:13.280]  更可怕的地方是
[00:13:13.280 --> 00:13:16.560]  當累積到一個點成為仇恨的時候
[00:13:16.560 --> 00:13:19.200]  那個爆炸力
[00:13:19.200 --> 00:13:23.320]  會讓我們做出令自己震驚的事情
[00:13:23.320 --> 00:13:26.800]  不知道大家有沒有試過
[00:13:27.120 --> 00:13:29.480]  或者看過一些影片
[00:13:29.480 --> 00:13:36.360]  說把一些萬樂珠放在一瓶可樂裡
[00:13:36.360 --> 00:13:38.440]  你越放得多
[00:13:38.440 --> 00:13:40.160]  接著要關上蓋子
[00:13:40.160 --> 00:13:43.320]  那個爆炸力是很驚人的
[00:13:43.320 --> 00:13:48.040]  所以千萬不要將我們一些憤怒和怨氣
[00:13:48.040 --> 00:13:50.440]  積聚在我們的心裡
[00:13:50.440 --> 00:13:51.800]  因為有一天
[00:13:51.800 --> 00:13:53.520]  它的爆炸力
[00:13:53.520 --> 00:13:55.360]  都會讓我們吃驚
