
[00:00:00.000 --> 00:00:01.320]  丁姊妹,午安
[00:00:01.320 --> 00:00:06.240]  今天這個題目叫做「會說話,講生死」
[00:00:06.240 --> 00:00:08.580]  剛才主席幫我們讀的時候
[00:00:08.580 --> 00:00:10.560]  你也感覺到裡面的經文
[00:00:10.560 --> 00:00:12.420]  很多生生死死的
[00:00:12.420 --> 00:00:13.920]  在講到之前
[00:00:13.920 --> 00:00:15.760]  我們一同低頭禱告
[00:00:15.760 --> 00:00:18.800]  慈母愛天父,我們多謝祢
[00:00:18.800 --> 00:00:20.740]  主日,我們一同回到教會
[00:00:20.740 --> 00:00:22.020]  我一同敬拜祢
[00:00:22.020 --> 00:00:23.460]  上帝,這是祢的恩典
[00:00:23.460 --> 00:00:24.420]  今天是聖日
[00:00:24.420 --> 00:00:27.140]  讓我們一同在教會當中敬拜
[00:00:27.140 --> 00:00:28.640]  我們領受祢的說話
[00:00:28.640 --> 00:00:29.840]  領受祢的恩賢
[00:00:29.840 --> 00:00:31.840]  讓主的道在我們心裡面
[00:00:31.840 --> 00:00:33.240]  更新我們的生命
[00:00:33.240 --> 00:00:35.720]  讓我們生活生命不再一樣
[00:00:35.720 --> 00:00:36.540]  主,多謝祢
[00:00:36.540 --> 00:00:38.020]  奉耶穌基督名義禱告
[00:00:38.020 --> 00:00:38.780]  阿門
[00:00:38.780 --> 00:00:41.360]  先問問大家
[00:00:41.360 --> 00:00:43.600]  你習慣不習慣講生講死的呢?
[00:00:43.600 --> 00:00:45.660]  習慣嗎?
[00:00:45.660 --> 00:00:49.400]  其實我們回教會
[00:00:49.400 --> 00:00:51.560]  經常都會講生講死的
[00:00:51.560 --> 00:00:54.040]  待會兒家事分享的時候
[00:00:54.040 --> 00:00:56.480]  如果有會友的家人離開
[00:00:56.480 --> 00:00:58.640]  我們也會報告給大家知道的
[00:00:58.640 --> 00:01:01.160]  因為教會是我們的家
[00:01:01.160 --> 00:01:03.020]  而且我們回教會
[00:01:03.020 --> 00:01:04.400]  其實很多時候
[00:01:04.400 --> 00:01:06.760]  都會講起生講起死的
[00:01:06.760 --> 00:01:08.740]  不知道大家聽到這裡的時候
[00:01:08.740 --> 00:01:11.620]  會不會又講生講死呢?
[00:01:11.620 --> 00:01:13.860]  希望你不會有這種感覺
[00:01:13.860 --> 00:01:17.040]  我自己進神學院的時候
[00:01:17.040 --> 00:01:19.260]  第一個學期、第一個學科
[00:01:19.260 --> 00:01:22.240]  修了一科叫做生死神學
[00:01:22.240 --> 00:01:24.280]  哇!這麼激烈啊
[00:01:24.280 --> 00:01:25.440]  一進神學院
[00:01:25.440 --> 00:01:28.400]  基本上就是說第一天上學
[00:01:28.400 --> 00:01:31.620]  過完前一天之後上課
[00:01:31.620 --> 00:01:34.660]  老師就跟我們講
[00:01:34.660 --> 00:01:35.940]  不僅是講
[00:01:35.940 --> 00:01:37.540]  還要研究
[00:01:37.540 --> 00:01:39.220]  因為要做功課
[00:01:39.220 --> 00:01:44.520]  真的去看看古往今來很多聖經裡面的人物
[00:01:44.520 --> 00:01:47.440]  或者看看之前很多的前人
[00:01:47.440 --> 00:01:48.540]  很多的學者
[00:01:48.540 --> 00:01:51.120]  對於生生死死是有什麼看法
[00:01:51.120 --> 00:01:52.620]  我自己去學
[00:01:52.620 --> 00:01:54.380]  或者去經歷生死
[00:01:54.380 --> 00:01:56.880]  其實是從自己一路年紀
[00:01:56.880 --> 00:01:58.880]  一路慢慢長大、一路慢慢學的
[00:01:58.880 --> 00:02:00.580]  或者一路認識
[00:02:00.580 --> 00:02:02.200]  其實很小的時候
[00:02:02.200 --> 00:02:04.520]  我很記得我家裡有一個長輩
[00:02:04.520 --> 00:02:07.400]  應該是我爺爺的媽媽
[00:02:07.400 --> 00:02:10.720]  我也忘記了應該怎麼稱呼了
[00:02:10.720 --> 00:02:12.840]  總之是很大年紀的
[00:02:12.840 --> 00:02:14.380]  很小的時候
[00:02:14.380 --> 00:02:16.040]  有時候他走過來我這裡
[00:02:16.040 --> 00:02:17.380]  就會拍拍我的肩膀
[00:02:17.380 --> 00:02:20.000]  或者那時候我應該是幾歲的
[00:02:20.000 --> 00:02:21.320]  但是有一天
[00:02:21.320 --> 00:02:23.040]  爸爸告訴我
[00:02:23.040 --> 00:02:24.680]  他已經離開了
[00:02:24.680 --> 00:02:27.260]  那麼小的時候我當然不知道他在說什麼
[00:02:27.260 --> 00:02:30.480]  然後我很記得去喪禮
[00:02:30.480 --> 00:02:31.840]  回來之後
[00:02:31.840 --> 00:02:34.000]  我只知道一件事
[00:02:34.000 --> 00:02:36.380]  再回到他的床就看不到他了
[00:02:36.380 --> 00:02:38.620]  原來死就是這個意思
[00:02:38.620 --> 00:02:39.560]  是離開了
[00:02:39.560 --> 00:02:40.580]  看不到這個意思
[00:02:40.580 --> 00:02:43.040]  隨著自己慢慢年紀長大
[00:02:43.040 --> 00:02:46.780]  長輩一個一個的過世
[00:02:46.780 --> 00:02:48.840]  也知道原來死亡
[00:02:48.840 --> 00:02:52.360]  隨著年紀或者年老
[00:02:52.360 --> 00:02:53.700]  病患會離開
[00:02:53.700 --> 00:02:54.840]  但是同時間
[00:02:54.840 --> 00:02:56.860]  其實也有很多親友
[00:02:56.860 --> 00:02:57.860]  自己家裡
[00:02:57.860 --> 00:02:58.620]  我自己
[00:02:58.620 --> 00:03:02.440]  也慢慢地有小朋友出生
[00:03:02.440 --> 00:03:03.800]  看到
[00:03:03.800 --> 00:03:06.540]  原來出生很開心
[00:03:06.540 --> 00:03:07.780]  有人離開
[00:03:07.780 --> 00:03:09.280]  也會有眼淚的
[00:03:09.280 --> 00:03:12.720]  原來人生是這樣子生生死死的
[00:03:12.720 --> 00:03:14.500]  對我們基督徒來說
[00:03:14.500 --> 00:03:16.900]  其實生死並不陌生的
[00:03:16.900 --> 00:03:18.900]  其實很多時候我們自己
[00:03:18.900 --> 00:03:20.120]  回想我們自己
[00:03:20.120 --> 00:03:22.380]  我們信耶穌的時候
[00:03:22.380 --> 00:03:24.620]  你記得你自己信耶穌的時候
[00:03:24.620 --> 00:03:25.720]  你悔改認罪
[00:03:25.720 --> 00:03:27.460]  願意跟從耶穌的時候
[00:03:27.460 --> 00:03:31.800]  其實就是一個出死入生的經歷
[00:03:31.800 --> 00:03:32.720]  是不是?
[00:03:32.720 --> 00:03:35.580]  我們自己的過去離開了
[00:03:35.580 --> 00:03:37.560]  我們面向著將來的時候
[00:03:37.560 --> 00:03:38.520]  嘩!上帝
[00:03:38.520 --> 00:03:40.400]  耶穌給我們新的生命
[00:03:40.400 --> 00:03:42.160]  其實就是一個很特別
[00:03:42.160 --> 00:03:42.980]  很個人
