
[00:00:00.000 --> 00:00:06.080]  好,感謝神,我們剛才聽到一首非常好的聖詩
[00:00:06.080 --> 00:00:11.640]  我們亦都看到港福家,我們真的是一個大家庭
[00:00:11.640 --> 00:00:15.560]  剛才大家看不看到四位的弟兄姊妹
[00:00:15.560 --> 00:00:19.040]  其實由學青區去到夫婦區
[00:00:19.040 --> 00:00:25.160]  即是由十多歲去到很成熟的階段,都有的
[00:00:25.160 --> 00:00:33.840]  我們很感謝神,看到神給我們頂姊妹可以一起同心去侍奉,去讚美
[00:00:33.840 --> 00:00:38.240]  因為我們的主耶穌基督就是我們人生裡頭
[00:00:38.240 --> 00:00:42.040]  無論遇到甚麼暴風雨,遇到甚麼難處
[00:00:42.040 --> 00:00:46.240]  突然其來的一些困惑,令我們措手不及都好
[00:00:46.240 --> 00:00:50.160]  我們依然在神的裡面可以知道是祂掌託
[00:00:50.160 --> 00:00:54.480]  我們的人生其實一切都是交在祂的手裡面的時候
[00:00:54.480 --> 00:00:56.480]  我們可以一無所懼
[00:00:56.480 --> 00:00:58.720]  頂姊妹你說是不是?
[00:00:58.720 --> 00:01:05.880]  但是有時實在有很多的事情會令我們困惑
[00:01:05.880 --> 00:01:09.000]  不單只是這個時代作主的門徒
[00:01:09.000 --> 00:01:13.800]  其實第一世紀的時候有一班跟隨耶穌的很近身的門徒
[00:01:13.800 --> 00:01:18.640]  他們雖然很貼身來聽耶穌講道,看耶穌行的神蹟
[00:01:18.640 --> 00:01:20.480]  但他們都是烏索索的
[00:01:20.480 --> 00:01:24.840]  很多時候他們對於耶穌的身份是誰
[00:01:24.840 --> 00:01:26.840]  都是懵然不知
[00:01:26.840 --> 00:01:32.880]  以為耶穌只是一個律法師,很會講聖經、講道理
[00:01:32.880 --> 00:01:38.480]  很有能力行神蹟,是一個先知而已
[00:01:38.480 --> 00:01:44.080]  但是耶穌基督最重要的身份就是祂是基督,是尼塞亞
[00:01:44.080 --> 00:01:50.000]  但是尼塞亞對猶太人很多時候都有被扭曲的觀念
[00:01:50.000 --> 00:01:53.880]  我們今天嘗試在這段經文中看一看
[00:01:53.880 --> 00:01:56.760]  《貌夫音》其實這本書很精彩
[00:01:56.760 --> 00:01:59.040]  雖然只是十六章的篇幅
[00:01:59.040 --> 00:02:01.160]  有很多人說好像很簡短
[00:02:01.160 --> 00:02:04.520]  但是其實裡面的內容很豐富
[00:02:04.520 --> 00:02:09.360]  也有聖經學者嘗試將這本書分為兩大部份
[00:02:09.360 --> 00:02:12.720]  頭的那半部份,頭的八章裡面
[00:02:12.720 --> 00:02:17.080]  我們看到是瀑布封塵的主耶穌基督的服侍
[00:02:17.080 --> 00:02:21.480]  就是祂講道很有權柄,不像其他那些是民事
[00:02:21.480 --> 00:02:25.840]  祂很有能力來宣講上帝天國的福音
[00:02:25.840 --> 00:02:29.840]  祂的說話和祂所行的神蹟
[00:02:29.840 --> 00:02:31.920]  祂對人的恩慈憐憫
[00:02:31.920 --> 00:02:36.080]  是帶過給人生命有很大的一種轉變
[00:02:36.080 --> 00:02:39.680]  這個就是福音的真正的力量
[00:02:39.680 --> 00:02:42.680]  我們今天同樣要跟隨主
[00:02:42.680 --> 00:02:45.920]  我們效法耶穌基督作僕人
[00:02:45.920 --> 00:02:49.760]  還有就是我們需要將基督的救贖
[00:02:49.760 --> 00:02:52.640]  就在這本書的下半部份
[00:02:52.640 --> 00:02:57.160]  讓我們看到基督到這個世界來作多人的贖價
[00:02:57.160 --> 00:02:59.160]  我們每個月第一個禮拜有聖餐
[00:02:59.160 --> 00:03:00.800]  就是要紀念我們的主
[00:03:00.800 --> 00:03:02.840]  為我們立這個新約
[00:03:02.840 --> 00:03:04.960]  所以今天讓我們打開聖經
[00:03:04.960 --> 00:03:07.200]  在《馬後福音》第八章之前
[00:03:07.200 --> 00:03:10.320]  讓我們先有一個簡短的禱告
[00:03:10.320 --> 00:03:12.520]  親愛的主,我們將來的時間
[00:03:12.520 --> 00:03:14.320]  恭敬仰望在您的恩壽裡面
[00:03:14.320 --> 00:03:18.560]  求主您的靈充滿您自己的子民
[00:03:18.560 --> 00:03:21.160]  充滿您自己的僕人
[00:03:21.160 --> 00:03:23.520]  讓我們都一同得恩
[00:03:23.520 --> 00:03:27.200]  一同被主的話語光照得造就
[00:03:27.200 --> 00:03:29.680]  給我們有謙卑的心受教的靈
[00:03:29.680 --> 00:03:33.200]  給我們有聽得明白上帝的吩咐
[00:03:33.200 --> 00:03:37.640]  但也都有一個立志遵行祢的旨意的心
[00:03:37.640 --> 00:03:39.800]  以致我們在這個大時代裡面
[00:03:39.800 --> 00:03:41.720]  我們不會迷失自己
[00:03:41.720 --> 00:03:45.600]  我們反而成為能夠去祝福別人的天國的子民
[00:03:45.600 --> 00:03:47.200]  我們同心合意祈禱
[00:03:47.200 --> 00:03:48.440]  奉主命求
[00:03:48.440 --> 00:03:50.400]  阿們
[00:03:50.400 --> 00:03:54.000]  我們今天試試看這一段經文
[00:03:54.000 --> 00:03:57.560]  先是從一個神蹟開始的
[00:03:57.560 --> 00:04:00.000]  《馬後福音》第八章二十二到二十六節
[00:04:00.000 --> 00:04:02.160]  請同我一起來讀
[00:04:02.160 --> 00:04:04.360]  他們來到白菜大
[00:04:04.360 --> 00:04:06.680]  有人帶一個盲人來
[00:04:06.680 --> 00:04:08.720]  求耶穌摸他
[00:04:08.720 --> 00:04:11.720]  耶穌拉著盲人的手
[00:04:11.720 --> 00:04:13.960]  領他到村內
[00:04:13.960 --> 00:04:17.200]  就兔唾沫在他眼睛上
[00:04:17.200 --> 00:04:23.880]  麻煩助理補充我的反應是看到經文
[00:04:23.880 --> 00:04:26.440]  但是你們現在在台上
[00:04:26.440 --> 00:04:28.240]  現在才有
[00:04:28.240 --> 00:04:28.920]  OK
[00:04:28.920 --> 00:04:29.960]  不好意思
[00:04:29.960 --> 00:04:31.400]  我們不如再讀一次
[00:04:31.400 --> 00:04:32.400]  二十二節
[00:04:32.400 --> 00:04:34.560]  他們來到白菜大
[00:04:34.560 --> 00:04:36.920]  有人帶一個盲人來
[00:04:36.920 --> 00:04:38.640]  求耶穌摸他
[00:04:38.640 --> 00:04:41.200]  耶穌拉著盲人的手
[00:04:41.200 --> 00:04:42.960]  領他到村內
[00:04:42.960 --> 00:04:45.920]  就兔唾沫在他眼睛上
[00:04:45.920 --> 00:04:47.400]  為他按手
[00:04:47.400 --> 00:04:48.320]  問他
[00:04:48.320 --> 00:04:49.960]  你看見什麼
[00:04:49.960 --> 00:04:51.360]  他抬頭一看
[00:04:51.360 --> 00:04:52.040]  說
[00:04:52.040 --> 00:04:53.560]  我看見人
[00:04:53.560 --> 00:04:55.240]  他們好象樹木
[00:04:55.240 --> 00:04:56.680]  並且行走
[00:04:56.680 --> 00:05:00.800]  隨後耶穌又按手在他眼睛上
[00:05:00.800 --> 00:05:02.160]  他定睛一看
[00:05:02.160 --> 00:05:03.680]  就復原了
[00:05:03.680 --> 00:05:06.560]  耶穌樣樣都看得清楚了
[00:05:06.560 --> 00:05:08.480]  耶穌打發他回家
[00:05:08.480 --> 00:05:09.160]  說
[00:05:09.160 --> 00:05:13.000]  連者穿子理也不要進去
[00:05:13.000 --> 00:05:14.760]  這段經文給我們看見
[00:05:14.760 --> 00:05:17.560]  前文我們上一課有跟大家分享過
[00:05:17.560 --> 00:05:20.920]  耶穌拒絕了那些偽善的宗教領袖
[00:05:20.920 --> 00:05:22.960]  這幫法律賽人要求耶穌
[00:05:22.960 --> 00:05:25.440]  行一個從天上來的神蹟
[00:05:25.440 --> 00:05:27.920]  但是耶穌知道他們的用意
[00:05:27.920 --> 00:05:29.920]  是試探著
[00:05:29.920 --> 00:05:31.280]  耶穌行的神蹟
[00:05:31.280 --> 00:05:33.120]  是要給那些真正有需要的人
[00:05:33.120 --> 00:05:37.000]  在古代他們的環境是比較差的
[00:05:37.000 --> 00:05:41.040]  還有他們的衛生設備
[00:05:41.040 --> 00:05:43.760]  以及防曬的設備都是差的
[00:05:43.760 --> 00:05:47.600]  所以有眼疾的人是頗普遍的
[00:05:47.600 --> 00:05:50.840]  我們看見這一個神蹟很特別
[00:05:50.840 --> 00:05:51.880]  我想問問大家
[00:05:51.880 --> 00:05:54.200]  你覺得這個神蹟和耶穌
[00:05:54.200 --> 00:05:55.920]  之前所行的每一個神蹟
[00:05:55.920 --> 00:06:00.880]  一個最大的分別在哪裏
[00:06:00.880 --> 00:06:02.600]  怎樣
[00:06:02.600 --> 00:06:04.680]  吐口水
[00:06:04.680 --> 00:06:06.440]  之前也吐過口水
[00:06:06.440 --> 00:06:08.880]  那些耳聾啞的人
[00:06:08.880 --> 00:06:10.800]  耶穌吐口水的舌頭
[00:06:10.800 --> 00:06:13.440]  抹他們說很噁心
[00:06:13.440 --> 00:06:15.640]  但是確實是有的
[00:06:15.640 --> 00:06:19.920]  這些可能是古方的
