
[00:00:00.000 --> 00:00:04.000]  大家早上好 祝你們平安
[00:00:04.000 --> 00:00:09.000]  我有個好朋友 有點鼻敏感
[00:00:09.000 --> 00:00:12.000]  他就住在山區那邊
[00:00:12.000 --> 00:00:16.000]  每當有靈火的時候
[00:00:16.000 --> 00:00:21.000]  他就說自己快安息了
[00:00:21.000 --> 00:00:23.000]  他就說自己快安息了
[00:00:23.000 --> 00:00:33.000]  從前我真的以為安息是西方人把死掉 說得比較委婉
[00:00:33.000 --> 00:00:39.000]  我以前以為安息這個字是西方人將死講得比較婉轉一點
[00:00:39.000 --> 00:00:42.000]  後來讀聖經才知道不是這個意思
[00:00:42.000 --> 00:00:45.000]  讀聖經才知道原來不是這個意思
[00:00:45.000 --> 00:00:48.000]  我們今天講到十誡的第四誡
[00:00:48.000 --> 00:00:50.000]  我們今天講十誡的第四誡
[00:00:50.000 --> 00:00:54.000]  前四誡是一個整體
[00:00:54.000 --> 00:00:56.000]  前四誡基本上是一個整體
[00:00:56.000 --> 00:01:06.000]  說的是神的身份 神的本性 祂的名字 祂的日子
[00:01:06.000 --> 00:01:10.000]  安息日被稱作是耶和華的日子
[00:01:10.000 --> 00:01:12.000]  安息日被稱為耶和華的日子
[00:01:12.000 --> 00:01:16.000]  耶和華這個日子 我們先來講講它本身的意義是什麼
[00:01:16.000 --> 00:01:19.000]  耶和華的日子 我們今天來看看它的意義是什麼
[00:01:19.000 --> 00:01:22.000]  剛才讀的這段聖經其實說得很清楚
[00:01:22.000 --> 00:01:24.000]  剛才讀的這段聖經其實說得很清楚
[00:01:24.000 --> 00:01:29.000]  就是耶和華他告訴摩西 告訴以色列民
[00:01:29.000 --> 00:01:40.000]  我創造一切 我在第七日休息
[00:01:40.000 --> 00:01:43.000]  他其實在說什麼呢
[00:01:43.000 --> 00:01:48.000]  他是在告訴我們人類一個作息的天理
[00:01:48.000 --> 00:01:52.000]  他是在告訴我們人類一個作息的天理
[00:01:52.000 --> 00:01:55.000]  就是你要做同時你要息
[00:01:55.000 --> 00:01:58.000]  也就是說你要做工和休息
[00:01:58.000 --> 00:02:04.000]  然後你息的這一天你要放下你世俗的工作
[00:02:04.000 --> 00:02:07.000]  你來單單的思想我
[00:02:07.000 --> 00:02:12.000]  也就是說你休息這一天是放下世上的工作
[00:02:12.000 --> 00:02:14.000]  單單去思想他
[00:02:14.000 --> 00:02:17.000]  你的休息不是指你六天很累了
[00:02:17.000 --> 00:02:19.000]  你躺一天
[00:02:19.000 --> 00:02:21.000]  你的休息不是說你六天已經很累了
[00:02:21.000 --> 00:02:22.000]  你睡一天
[00:02:22.000 --> 00:02:27.000]  而是你在世俗的生活工作跟忙碌中
[00:02:27.000 --> 00:02:30.000]  而是你在世俗的忙碌和工作忙碌中
[00:02:30.000 --> 00:02:35.000]  上帝給你一個機會讓你能夠做到靈魂的休息
[00:02:35.000 --> 00:02:38.000]  上帝給我們的機會讓我們做到在靈魂上有休息
[00:02:38.000 --> 00:02:41.000]  你憑什麼靈魂能得休息呢
[00:02:41.000 --> 00:02:43.000]  你憑什麼靈魂可以休息呢
[00:02:43.000 --> 00:02:51.000]  如果你在以色列人的安息日滿腦子想的都是那六天的事情的話
[00:02:51.000 --> 00:02:53.000]  如果以色列人在休息那天
[00:02:53.000 --> 00:02:56.000]  整個腦袋都是想著那六天的事情的話
[00:02:56.000 --> 00:02:58.000]  那他也不可能有心靈的休息
[00:02:58.000 --> 00:03:00.000]  他現在不可能有心靈上的休息
[00:03:00.000 --> 00:03:03.000]  他們之所以能夠靈魂得安息
[00:03:03.000 --> 00:03:05.000]  他們之所以靈魂可以得安息
[00:03:05.000 --> 00:03:08.000]  因為他們在紀念耶和華
[00:03:08.000 --> 00:03:10.000]  因為他們紀念耶和華
[00:03:10.000 --> 00:03:13.000]  他的創造和他的恩典
[00:03:13.000 --> 00:03:16.000]  當然如今我們基督徒
[00:03:16.000 --> 00:03:20.000]  我們不是星期六作為一個安息的日子
[00:03:20.000 --> 00:03:23.000]  我們現在的基督徒不是用禮拜六作安息日
[00:03:23.000 --> 00:03:25.000]  而是用星期天
[00:03:25.000 --> 00:03:27.000]  就是安息日的後一日
[00:03:27.000 --> 00:03:29.000]  就是安息日的後一日
[00:03:29.000 --> 00:03:31.000]  第七天的第一天
[00:03:31.000 --> 00:03:33.000]  七天的第一天
[00:03:33.000 --> 00:03:39.000]  我在出發要去新加坡讀神學院的之前不久
[00:03:39.000 --> 00:03:44.000]  我在出發要去新加坡讀神學院的之前不久
[00:03:44.000 --> 00:03:48.000]  然後很多悉尼這邊的朋友都來我們家看我們
[00:03:48.000 --> 00:03:51.000]  很多悉尼這邊的朋友都來我家看我們
[00:03:51.000 --> 00:03:53.000]  也是送行
[00:03:53.000 --> 00:03:57.000]  其中有一對剛結婚沒多久的年輕小夫婦
[00:03:57.000 --> 00:04:00.000]  其中有一對剛剛結婚沒多久的年輕夫婦
[00:04:00.000 --> 00:04:02.000]  他就跟我說
[00:04:02.000 --> 00:04:07.000]  我們最近生意上忙起來了
[00:04:07.000 --> 00:04:10.000]  他就跟我說我們最近生意上忙起來了
[00:04:10.000 --> 00:04:12.000]  我們星期天特別不想去教會
[00:04:12.000 --> 00:04:15.000]  我們星期天特別不想去教會
[00:04:15.000 --> 00:04:18.000]  因為好不容易能在家裡休息
[00:04:18.000 --> 00:04:21.000]  因為好不容易才能在家裡休息一天
[00:04:21.000 --> 00:04:23.000]  不想開車半個多小時又去教會
[00:04:23.000 --> 00:04:26.000]  不想開車半個多小時又去教會
[00:04:26.000 --> 00:04:28.000]  然後半個多小時又回去
[00:04:28.000 --> 00:04:30.000]  然後又開半個多小時車回家
[00:04:30.000 --> 00:04:34.000]  然後他就說你們怎麼想這件事
[00:04:34.000 --> 00:04:36.000]  他就問我怎麼想這件事
[00:04:36.000 --> 00:04:38.000]  我就說我正好相反
[00:04:38.000 --> 00:04:40.000]  我就說我剛好相反
[00:04:40.000 --> 00:04:42.000]  我說星期天對我來說是最好的休息日
[00:04:42.000 --> 00:04:46.000]  因為我覺得星期天剛剛是我最好的休息日
[00:04:46.000 --> 00:04:47.000]  我說我到教會去
[00:04:47.000 --> 00:04:49.000]  雖然我忙忙叨叨的
[00:04:49.000 --> 00:04:53.000]  因為我去到教會可能也都挺忙碌
[00:04:53.000 --> 00:04:59.000]  但是那一整天其實我的靈魂得到了很好的休息
[00:04:59.000 --> 00:04:59.000]  但是那一整天其實我的靈魂得到了很好的休息
[00:04:59.000 --> 00:05:02.000]  其實我那一天靈魂得到了非常好的休息
[00:05:02.000 --> 00:05:06.000]  而且我聽到我能夠得到很大的這樣的可以說是一種慰養
[00:05:06.000 --> 00:05:09.000]  而且我聽到在當中得到慰養
[00:05:09.000 --> 00:05:11.000]  然後他們兩個人就特別的羨慕
[00:05:11.000 --> 00:05:13.000]  他們兩個就覺得很羨慕
[00:05:13.000 --> 00:05:15.000]  說我們要能這麼想就好了
[00:05:15.000 --> 00:05:17.000]  他說如果我們都是這樣想就好了
[00:05:17.000 --> 00:05:20.000]  我說那你就試著這麼想吧從這星期天開始
[00:05:20.000 --> 00:05:23.000]  我就建議他試圖去這麼想
[00:05:23.000 --> 00:05:31.000]  但是當時的安息日僅僅是思想上葉和華的創造
[00:05:31.000 --> 00:05:34.000]  和享受葉和華給他們的休息
[00:05:34.000 --> 00:05:40.000]  但是當時的安息日只是單單的思想他們的創造和享受他們的安息
[00:05:40.000 --> 00:05:42.000]  不僅僅是如此
[00:05:42.000 --> 00:05:46.000]  但是不僅僅是這樣
[00:05:46.000 --> 00:05:48.000]  如果大家有聖經的話請打開生命記
[00:05:48.000 --> 00:05:51.000]  如果大家有聖經的話請打開生命記
[00:05:51.000 --> 00:05:56.000]  生命記第五章12到15節
[00:05:56.000 --> 00:05:59.000]  生命記第五章12到15節
[00:05:59.000 --> 00:06:02.000]  生命記第五章12到15節
[00:06:02.000 --> 00:06:08.000]  這上面寫當照葉和華神所吩咐的守安息日為聖日
[00:06:08.000 --> 00:06:11.000]  六日要勞碌做你一切的工
[00:06:11.000 --> 00:06:16.000]  但七日是向葉和華你神當守的安息日
[00:06:16.000 --> 00:06:22.000]  注意這裏這一日你和你的兒女奴婢牛驢牲畜
[00:06:22.000 --> 00:06:27.000]  並在你城裏寄居的客旅無論何工都不可做
[00:06:27.000 --> 00:06:30.000]  使你的奴婢可以和你一起安息
[00:06:30.000 --> 00:06:34.000]  你也要紀念你在埃及地做奴僕
[00:06:34.000 --> 00:06:40.000]  葉和華你神用大能的手和伸出的膀臂將你從那裏領出來
[00:06:40.000 --> 00:06:44.000]  因此葉和華你的神吩咐你守安息日
[00:06:44.000 --> 00:06:46.000]  你看這段說什麽
[00:06:46.000 --> 00:06:47.000]  這段說什麽呢
[00:06:47.000 --> 00:06:50.000]  這段是說你們要憐憫
