
[00:00:00.000 --> 00:00:03.600]  我近來在靈修裏面看詩篇
[00:00:03.600 --> 00:00:07.280]  當我看到由第四篇
[00:00:07.280 --> 00:00:10.560]  二十四篇一路到三十一篇
[00:00:10.560 --> 00:00:13.220]  這幾篇詩的時候
[00:00:13.220 --> 00:00:14.520]  我發覺
[00:00:14.520 --> 00:00:18.560]  我被這幾篇的詩篇吸引著
[00:00:18.560 --> 00:00:22.940]  特別是這幾篇的詩
[00:00:22.940 --> 00:00:25.600]  令我去想到
[00:00:25.600 --> 00:00:27.540]  敬拜這一方面
[00:00:29.100 --> 00:00:30.640]  令我很感動
[00:00:30.640 --> 00:00:33.060]  所以我不斷重複來看
[00:00:33.060 --> 00:00:34.240]  看了很多次
[00:00:34.240 --> 00:00:38.680]  所以我都希望
[00:00:38.680 --> 00:00:40.800]  直接講到
[00:00:40.800 --> 00:00:43.680]  和大家分享這方面的靈修
[00:00:43.680 --> 00:00:45.460]  亦都鼓勵大家回家
[00:00:45.460 --> 00:00:47.460]  在家裏面如果你有空
[00:00:47.460 --> 00:00:48.960]  你都學我這樣
[00:00:48.960 --> 00:00:51.940]  去重複看這幾篇的詩篇
[00:00:51.940 --> 00:00:53.500]  看看你又有什麼靈修
[00:00:53.500 --> 00:00:55.840]  詩篇二十四到三十一篇
[00:00:59.100 --> 00:01:02.440]  我會用兩次的講道
[00:01:02.440 --> 00:01:04.180]  今次和下一次的講道
[00:01:04.180 --> 00:01:08.160]  來講關於敬拜這個題目
[00:01:08.160 --> 00:01:14.640]  一個合神心意的敬拜
[00:01:14.640 --> 00:01:16.940]  可以有很多方面的考慮
[00:01:16.940 --> 00:01:21.180]  亦都可以有各種不同的程序
[00:01:21.180 --> 00:01:22.220]  方式
[00:01:22.220 --> 00:01:26.540]  或者你可以強調不同的內容或者感受
[00:01:26.540 --> 00:01:32.960]  有些人喜歡喜樂的敬拜
[00:01:32.960 --> 00:01:35.620]  有些人喜歡感恩的敬拜
[00:01:35.620 --> 00:01:39.260]  有些人喜歡認罪的敬拜
[00:01:39.260 --> 00:01:45.080]  有些人認為是需要經歷到神的敬拜
[00:01:45.080 --> 00:01:49.660]  有些人亦都強調在敬拜裏面
[00:01:49.660 --> 00:01:53.620]  最重要的就是能夠歸榮耀給神
[00:01:56.060 --> 00:01:59.120]  歸榮耀給神的敬拜是怎樣的呢?
[00:01:59.120 --> 00:02:02.860]  怎樣才算是歸榮耀給神呢?
[00:02:02.860 --> 00:02:05.520]  歸榮耀給神
[00:02:05.520 --> 00:02:09.100]  其實是一個抽象的形容詞
[00:02:09.100 --> 00:02:10.300]  當然是形容一個行動
[00:02:10.300 --> 00:02:13.240]  但這個行動是有少少抽象的
[00:02:13.240 --> 00:02:14.740]  它是包含很多東西的
[00:02:14.740 --> 00:02:19.700]  歸榮耀給神是一個原則性的指引
[00:02:19.700 --> 00:02:24.900]  喜樂的敬拜是歸榮耀給神的
[00:02:25.300 --> 00:02:28.520]  認罪的敬拜也是歸榮耀給神的
[00:02:28.520 --> 00:02:31.240]  你用音樂、用詩歌來敬拜神
[00:02:31.240 --> 00:02:32.780]  也是歸榮耀給神的
[00:02:32.780 --> 00:02:36.340]  感恩的敬拜也是歸榮耀給神的
[00:02:36.340 --> 00:02:43.780]  另外就是認罪
[00:02:43.780 --> 00:02:45.080]  認罪
[00:02:45.080 --> 00:02:49.740]  有時候我們不是很會意到這件事
[00:02:49.740 --> 00:02:53.160]  原來認罪的敬拜也是歸榮耀給神的
[00:02:54.080 --> 00:02:55.860]  在舊約裏面
[00:02:55.860 --> 00:02:59.680]  約書亞記裏面記載了一個很特別的對話
[00:02:59.680 --> 00:03:02.480]  在約書亞記第七章十九節裏
[00:03:02.480 --> 00:03:04.880]  就是在說阿干犯罪
[00:03:04.880 --> 00:03:08.860]  偷取了神的當滅之物
[00:03:08.860 --> 00:03:12.100]  查出是他之後
[00:03:12.100 --> 00:03:14.640]  約書亞對阿干說
[00:03:14.640 --> 00:03:16.000]  我兒
[00:03:16.000 --> 00:03:19.720]  我勸你將榮耀歸給耶和華以色列的神
[00:03:19.720 --> 00:03:22.540]  在他面前認罪
[00:03:23.760 --> 00:03:26.440]  在神面前認罪
[00:03:26.440 --> 00:03:28.020]  是榮耀神的
[00:03:28.020 --> 00:03:31.920]  在神面前認罪的目的
[00:03:31.920 --> 00:03:35.840]  不只是為了得到神的赦罪
[00:03:35.840 --> 00:03:37.760]  當然這是很重要的
[00:03:37.760 --> 00:03:39.520]  但是還有一個目的
[00:03:39.520 --> 00:03:42.560]  就是我們在神面前肯認罪
[00:03:42.560 --> 00:03:43.480]  為什麼是榮耀祂
[00:03:43.480 --> 00:03:45.700]  就是說我們敬畏祂
[00:03:45.700 --> 00:03:47.000]  著緊
[00:03:47.000 --> 00:03:51.280]  我們在祂面前認罪
[00:03:51.280 --> 00:03:53.440]  是表示對祂的權威
[00:03:53.440 --> 00:03:56.480]  俯伏、敬畏
[00:03:56.480 --> 00:04:01.360]  另外一個很重要的目的
[00:04:01.360 --> 00:04:04.400]  就是當我們的罪得到赦免之後
[00:04:04.400 --> 00:04:06.880]  我們就可以坦然無懼地進一步
[00:04:06.880 --> 00:04:09.360]  去到神的面前
[00:04:09.360 --> 00:04:11.240]  來去敬拜、侍奉
[00:04:11.240 --> 00:04:17.160]  當我們的罪得到潔淨的時候
[00:04:17.160 --> 00:04:18.960]  我們就可以
[00:04:18.960 --> 00:04:21.240]  歡喜快樂地在神面前
[00:04:21.240 --> 00:04:22.360]  去敬拜祂
[00:04:22.360 --> 00:04:26.560]  去經歷或者去體驗祂的榮耀
[00:04:26.560 --> 00:04:28.280]  和祂的同在
[00:04:28.280 --> 00:04:33.480]  剛才我們開始的時候所讀的一段聖經
[00:04:33.480 --> 00:04:36.800]  是詩篇26篇第一至第八節
[00:04:36.800 --> 00:04:39.960]  那段聖經大概講了
[00:04:39.960 --> 00:04:43.080]  剛才這個主題
[00:04:43.080 --> 00:04:48.000]  就是渴望來到神的殿裡面
[00:04:48.000 --> 00:04:50.440]  在殿裡面想什麼呢?就是想敬拜
[00:04:50.440 --> 00:04:55.080]  但是在敬拜之前我們先要認罪
[00:04:55.080 --> 00:04:58.680]  然後才去稱謝、讚美神
[00:04:58.680 --> 00:05:01.760]  然後去享受神的同在
[00:05:01.760 --> 00:05:03.160]  和神的榮耀
[00:05:03.160 --> 00:05:06.800]  我們看一下經文
[00:05:06.800 --> 00:05:08.800]  詩篇第26篇第一節
[00:05:08.800 --> 00:05:13.720]  耶和華我求祢為我伸冤
[00:05:13.720 --> 00:05:16.080]  因我向來行事順傳
[00:05:16.080 --> 00:05:18.960]  我又倚靠耶和華並不搖動
[00:05:20.640 --> 00:05:24.520]  「伸冤」這個字在這裡
[00:05:24.520 --> 00:05:29.840]  不是解作報仇雪恨的「伸冤」
[00:05:29.840 --> 00:05:31.760]  這個字原本的意思
[00:05:31.760 --> 00:05:39.600]  其實是要求神為我們去證實我們是無辜的
[00:05:39.600 --> 00:05:40.440]  是無罪的
[00:05:40.440 --> 00:05:46.120]  這首詩是大衛寫的
[00:05:46.120 --> 00:05:47.920]  那裡開頭已經講了
[00:05:47.920 --> 00:05:50.080]  是大衛的詩
[00:05:50.080 --> 00:05:54.400]  大衛說自己向來行事順傳
[00:05:54.400 --> 00:05:57.360]  而且說神可以為他作見證
[00:05:57.360 --> 00:06:00.320]  神可以證實這件事
[00:06:00.320 --> 00:06:03.480]  順傳這個字
[00:06:03.480 --> 00:06:08.120]  是解誠實、正直、完全的意思
[00:06:08.120 --> 00:06:13.200]  也可以解作無可指責的意思
[00:06:13.200 --> 00:06:15.520]  順傳或者無可指責
[00:06:15.520 --> 00:06:21.680]  不是指一個人完全從未犯過罪
[00:06:21.680 --> 00:06:24.240]  不是這個意思
[00:06:24.240 --> 00:06:27.240]  試問世上有誰除了主耶穌之外
[00:06:27.240 --> 00:06:31.720]  有誰是可以完全沒有犯罪的
[00:06:31.720 --> 00:06:32.840]  是不可能的
[00:06:32.840 --> 00:06:39.920]  無可指責是指沒有在罪上繼續生活
[00:06:39.920 --> 00:06:43.920]  意思是沒有繼續在罪裡面離開罪
[00:06:43.920 --> 00:06:44.720]  不是沒有犯罪
[00:06:44.720 --> 00:06:47.640]  犯罪之後已經認罪悔改離開
[00:06:47.640 --> 00:06:49.120]  現在不是在罪裡面
[00:06:49.120 --> 00:06:51.280]  也不受罪的捆綁
[00:06:51.280 --> 00:06:53.240]  不會被罪左右到我
[00:06:53.240 --> 00:06:57.240]  或者是控制了我做一些不合神心意的事
[00:06:57.240 --> 00:07:00.200]  這就是無可指責
[00:07:00.200 --> 00:07:02.680]  但是如果不幸又再犯罪又如何呢
[00:07:02.680 --> 00:07:04.840]  這樣就已經有所指責了
[00:07:04.840 --> 00:07:09.760]  這樣就會在神面前認罪悔改
[00:07:09.760 --> 00:07:11.080]  得到神的赦免之後
[00:07:11.080 --> 00:07:17.920]  我們又再是在無可指責的地步裡面
[00:07:17.920 --> 00:07:20.760]  大衛說他自己是純全的
[00:07:20.760 --> 00:07:23.080]  不是一個誇口的說法
[00:07:23.080 --> 00:07:27.480]  而是他經過很深的反省之後
[00:07:27.480 --> 00:07:29.840]  才這樣說的
[00:07:29.840 --> 00:07:34.920]  我們看第二節
[00:07:34.920 --> 00:07:42.640]  耶和華:求你察看我,思驗我,熬煉我的肺腑心腸
[00:07:42.640 --> 00:07:49.120]  熬煉這個字就像煉金的煉靜
[00:07:49.120 --> 00:07:53.040]  肺腑心腸是指一個人的整個內裡
[00:07:53.040 --> 00:07:57.240]  就是真我在裡面
[00:07:57.240 --> 00:08:01.760]  這句話可以寫出大衛他自己的醒察點
[00:08:01.760 --> 00:08:11.360]  是包括內心整個人和外表的生活行為的醒察
[00:08:11.360 --> 00:08:18.040]  他是完全很深入很詳細的去醒察自己
[00:08:18.040 --> 00:08:26.120]  然後才這樣告訴神他是完全的
[00:08:26.120 --> 00:08:29.600]  第三節
[00:08:29.600 --> 00:08:32.400]  因為祢的慈愛常在我的眼前
[00:08:32.400 --> 00:08:35.640]  我也按祢的真理而行
[00:08:35.640 --> 00:08:40.400]  在大衛眼中他常常看到神的慈愛
[00:08:40.400 --> 00:08:44.640]  就是因為這樣他才有信心去依靠神
[00:08:44.640 --> 00:08:46.960]  是永不動搖的依靠
[00:08:46.960 --> 00:08:50.440]  也因為他常常看到神的恩惠看到神的慈愛
[00:08:50.440 --> 00:08:53.800]  他才有能力去按真理而行
[00:08:53.800 --> 00:08:57.000]  這個也可以給我們做一個驗證
[00:08:57.000 --> 00:09:01.080]  有時候我們發覺很難按照聖經的教訓生活
[00:09:01.080 --> 00:09:04.280]  我們可以想為什麼這麼難呢?
[00:09:04.280 --> 00:09:06.520]  那你怎麼想呢?
[00:09:06.520 --> 00:09:12.160]  我在生活上有沒有看到神的恩惠在我面前?
[00:09:12.160 --> 00:09:24.280]  還是我對神的慈愛恩典視而不睹呢?
[00:09:24.280 --> 00:09:29.600]  在我們眼中我們看到什麼呢?
[00:09:29.600 --> 00:09:31.840]  是不是看到神的慈愛呢?
[00:09:31.840 --> 00:09:42.000]  還是什麼都看到了除了神的慈愛呢?
[00:09:42.000 --> 00:09:46.400]  就好像昨天我和師母在廚房拿水喝的時候
[00:09:46.400 --> 00:09:50.400]  找來找去找不到杯子
[00:09:50.400 --> 00:09:53.960]  師母說「在你前面這裡」
[00:09:53.960 --> 00:09:55.560]  就是什麼都看到
