
[00:00:00.000 --> 00:00:04.080]  今日跟大家繼續分享彼得前書
[00:00:04.080 --> 00:00:07.520]  畢竟今次是第三次
[00:00:07.520 --> 00:00:10.240]  今日我會用一個題目
[00:00:10.240 --> 00:00:13.280]  叫做「基督新人類 新日新子民」
[00:00:13.280 --> 00:00:14.240]  為甚麼呢?
[00:00:14.240 --> 00:00:17.600]  因為上次許姑娘
[00:00:17.600 --> 00:00:22.400]  上星期跟我們講了新生命
[00:00:22.400 --> 00:00:28.400]  有不同的生命表現
[00:00:28.400 --> 00:00:31.600]  彼得勸我們
[00:00:31.600 --> 00:00:34.720]  最後講到我們要相親相愛
[00:00:34.720 --> 00:00:35.760]  如果這樣做
[00:00:35.760 --> 00:00:37.760]  其實當我們相親相愛的時候
[00:00:37.760 --> 00:00:39.360]  已經是順從了真理
[00:00:39.360 --> 00:00:41.200]  順從了主耶穌的教導
[00:00:41.200 --> 00:00:44.480]  既然我們的生命都如此
[00:00:44.480 --> 00:00:47.120]  你就蒙主的道來重生
[00:00:47.120 --> 00:00:48.640]  既重生的話
[00:00:48.640 --> 00:00:50.640]  你有嘗過主恩的滋味
[00:00:50.640 --> 00:00:53.600]  重生就是嘗過主恩的滋味
[00:00:53.600 --> 00:00:55.840]  大家都應該嘗過
[00:00:55.840 --> 00:00:58.080]  否則你今天不會坐在這裏
[00:00:58.080 --> 00:01:01.600]  我們就要由神的道
[00:01:01.600 --> 00:01:03.360]  即主耶穌的福音
[00:01:03.360 --> 00:01:05.120]  成為我們生命的本質
[00:01:05.120 --> 00:01:06.800]  一個新的生命
[00:01:06.800 --> 00:01:11.360]  今天我嘗試用三方面
[00:01:11.360 --> 00:01:14.160]  我稱它為「新子民」
[00:01:14.160 --> 00:01:15.680]  或者「基督新人類」
[00:01:15.680 --> 00:01:17.280]  我覺得「基督新人類」
[00:01:17.280 --> 00:01:18.480]  我上網搜尋過
[00:01:18.480 --> 00:01:20.640]  原來有一本書真的叫「基督新人類」
[00:01:20.640 --> 00:01:23.360]  我覺得不是我初創的
[00:01:23.360 --> 00:01:24.560]  所以我再加一句
[00:01:24.560 --> 00:01:25.920]  就是「新日新子民」
[00:01:25.920 --> 00:01:28.640]  去到舊約之後
[00:01:28.640 --> 00:01:30.560]  彼得帶來告訴我們
[00:01:30.560 --> 00:01:31.840]  這群以色列人
[00:01:31.840 --> 00:01:34.160]  這群信徒
[00:01:34.160 --> 00:01:37.440]  在新的耶穌的約
[00:01:37.440 --> 00:01:39.280]  我們寫在十字架上
[00:01:39.280 --> 00:01:40.960]  成為一群新的子民
[00:01:40.960 --> 00:01:42.560]  在當中是有分別的
[00:01:42.560 --> 00:01:44.480]  由一個新的人類
[00:01:44.480 --> 00:01:45.680]  新的子民的時候
[00:01:45.680 --> 00:01:49.520]  有幾方面在生命裏是不同的
[00:01:49.520 --> 00:01:51.120]  是有分別的
[00:01:51.120 --> 00:01:52.320]  其中一個
[00:01:52.320 --> 00:01:53.680]  你要愛慕主的道
[00:01:53.680 --> 00:01:56.320]  今天如果大家可以看程序表
[00:01:56.320 --> 00:01:58.640]  大家可以看我PowerPoint
[00:01:58.640 --> 00:02:00.800]  我們要愛慕主的道
[00:02:00.800 --> 00:02:02.000]  第二個就是
[00:02:02.000 --> 00:02:03.280]  我們要怎樣呢?
[00:02:03.280 --> 00:02:05.440]  另外一個我們生命的特色
[00:02:05.440 --> 00:02:08.480]  就是要建活石靈宮
[00:02:08.480 --> 00:02:09.280]  講的是甚麼呢?
[00:02:09.280 --> 00:02:10.640]  待會我會詳細解釋
[00:02:10.640 --> 00:02:13.120]  最後我們要宣揚主的美德
[00:02:13.120 --> 00:02:14.400]  這三方面
[00:02:14.400 --> 00:02:16.320]  就是正正我們一個新人類
[00:02:16.320 --> 00:02:17.760]  需要有的東西
[00:02:17.760 --> 00:02:18.720]  OK?
[00:02:18.720 --> 00:02:21.280]  先進入第一樣
[00:02:21.280 --> 00:02:22.640]  愛慕主的道
[00:02:22.640 --> 00:02:23.920]  有三節
[00:02:23.920 --> 00:02:26.960]  今天是用彼得前書二章一至十節
[00:02:26.960 --> 00:02:28.960]  我們先看頭三節
[00:02:28.960 --> 00:02:31.680]  我都放到PowerPoint很大
[00:02:31.680 --> 00:02:33.280]  拍謝都看得到
[00:02:33.280 --> 00:02:34.800]  好,我請大家讀
[00:02:34.800 --> 00:02:36.160]  好,謝謝
[00:02:36.160 --> 00:02:49.280]  就要愛慕那純淨的靈奶
[00:02:49.280 --> 00:02:51.040]  像初生的嬰孩
[00:02:51.040 --> 00:02:53.040]  愛慕靈奶一樣
[00:02:53.040 --> 00:02:55.440]  叫你們因此漸長
[00:02:55.440 --> 00:02:56.800]  以致得救
[00:02:56.800 --> 00:02:59.760]  你們若嘗過主恩的滋味
[00:02:59.760 --> 00:03:01.600]  就必如此
