
[00:00:00.000 --> 00:00:03.800]  盧德基,我已經講了五講了。
[00:00:03.800 --> 00:00:05.200]  你說,
[00:00:05.200 --> 00:00:07.120]  你一張書講一個訊息,
[00:00:07.120 --> 00:00:09.840]  四張書怎會講了五講呢?
[00:00:09.840 --> 00:00:13.360]  因為我第一講是一個介紹來的。
[00:00:13.360 --> 00:00:14.920]  今天又要講第六講,
[00:00:14.920 --> 00:00:19.560]  你說:「嘩!四張書,你為何又多了一講出來?」
[00:00:19.560 --> 00:00:22.360]  其實今天是壓軸的好戲。
[00:00:22.360 --> 00:00:24.480]  這一篇的道,我稱它為
[00:00:24.480 --> 00:00:28.560]  「奧秘由隱藏的外邦辛苦」。
[00:00:28.560 --> 00:00:32.720]  這個「外邦辛苦」,就是由路德來代表
[00:00:32.720 --> 00:00:34.960]  外邦辛苦是誰?
[00:00:34.960 --> 00:00:36.560]  就是教會。
[00:00:36.560 --> 00:00:38.880]  我們知道在現在的時候,
[00:00:38.880 --> 00:00:41.040]  是外邦人得救,
[00:00:41.040 --> 00:00:44.480]  外邦人就是猶太人之外的人。
[00:00:44.480 --> 00:00:46.760]  教會大部份都是外邦人,
[00:00:46.760 --> 00:00:48.880]  現在就是外邦人得救的時候,
[00:00:48.880 --> 00:00:53.760]  就是路德所預表的外邦的新娘。
[00:00:53.760 --> 00:00:56.640]  有人也問了我很多次,
[00:00:56.640 --> 00:01:00.720]  究竟教會是否起源於十二支派,
[00:01:00.720 --> 00:01:04.040]  教會是否由以色列就開始?
[00:01:04.040 --> 00:01:09.840]  我今天會有一個非常詳細的解答對這個問題。
[00:01:09.840 --> 00:01:13.200]  在《赫西亞書》的十二章第十節,
[00:01:13.200 --> 00:01:15.920]  神說:「我已曉譽眾先知,
[00:01:15.920 --> 00:01:17.880]  並且加真物事,
[00:01:17.880 --> 00:01:20.720]  直先知設立比喻。」
[00:01:20.720 --> 00:01:23.600]  在這裡「比喻」這個字和合本,
[00:01:23.600 --> 00:01:25.560]  將它翻譯成「比喻」。
[00:01:25.560 --> 00:01:28.280]  但原文是「Adema」這個字,
[00:01:28.280 --> 00:01:32.000]  意思是「相似的」、「類似的」。
[00:01:32.000 --> 00:01:35.000]  這就是我說的預表,
[00:01:35.000 --> 00:01:36.680]  就是「預象」。
[00:01:36.680 --> 00:01:38.800]  你說有甚麼預象呢?
[00:01:38.800 --> 00:01:40.280]  我說《路德記》的時候,
[00:01:40.280 --> 00:01:41.560]  我經常都說,
[00:01:41.560 --> 00:01:45.560]  主角波亞斯就是耶穌基督的預象。
[00:01:45.560 --> 00:01:47.520]  耶穌是我們的救主,
[00:01:47.520 --> 00:01:51.520]  就好像波亞斯是路德的救主一樣,
[00:01:51.520 --> 00:01:52.720]  救贖路德,
[00:01:52.720 --> 00:01:54.360]  祂就是「Goel」。
[00:01:54.360 --> 00:01:56.000]  在《路德記》的第二章中,
[00:01:56.000 --> 00:01:59.440]  我們看到波亞斯有地位,有身份,
[00:01:59.440 --> 00:02:01.480]  就好像耶穌基督一樣,
[00:02:01.480 --> 00:02:03.520]  能夠救贖我們。
[00:02:03.520 --> 00:02:05.240]  那你說路德呢?
[00:02:05.240 --> 00:02:07.840]  路德就是教會的預象,
[00:02:07.840 --> 00:02:09.800]  是外邦的新娘子,
[00:02:09.800 --> 00:02:13.040]  現在是外邦人不救的時候。
[00:02:13.040 --> 00:02:14.760]  在聖經裡面,
[00:02:14.760 --> 00:02:19.520]  不單止《路德記》有耶穌基督和教會的預象,
[00:02:19.520 --> 00:02:24.080]  早在《創世紀》的二十四章就已經有了。
[00:02:24.080 --> 00:02:26.480]  記不記得在《創世紀》的二十四章,
[00:02:26.480 --> 00:02:29.360]  阿巴拉罕要為以撒,為他的兒子,
[00:02:29.360 --> 00:02:31.640]  來找一個新娘。
[00:02:31.640 --> 00:02:36.000]  他就找了他最忠實、最老的這位僕人,
[00:02:36.000 --> 00:02:39.120]  去替以撒來找一個妻子。
[00:02:39.120 --> 00:02:41.440]  這個僕人就立刻起來,
[00:02:41.440 --> 00:02:44.480]  向著阿巴拉罕所指定的地方,
[00:02:44.480 --> 00:02:46.640]  去找新娘。
[00:02:46.640 --> 00:02:49.120]  他就跟神來討告,
[00:02:49.120 --> 00:02:50.440]  他說:「死吧!
[00:02:50.440 --> 00:02:55.480]  這麼多女子,誰知道誰是你為以撒所預備的?」
[00:02:55.480 --> 00:02:57.040]  所以他就說:「喂!
[00:02:57.040 --> 00:02:59.440]  如果你真的為以撒預備的,
[00:02:59.440 --> 00:03:02.120]  這個女子就會給我喝水,
[00:03:02.120 --> 00:03:03.720]  不單止給我喝水,
[00:03:03.720 --> 00:03:06.680]  還會給我的駱駝喝水!」
[00:03:06.680 --> 00:03:10.880]  後來利伯加真的出現在井旁邊,
[00:03:10.880 --> 00:03:12.920]  把水給僕人喝,
[00:03:12.920 --> 00:03:15.200]  和給他的駱駝喝。
[00:03:15.200 --> 00:03:16.840]  於是這個僕人就知道,
[00:03:16.840 --> 00:03:21.040]  這個一定是神所預備的以撒的妻子。
[00:03:21.040 --> 00:03:23.200]  就跟他講明了來意,
[00:03:23.200 --> 00:03:25.760]  跟利伯加講明他的來意。
[00:03:25.760 --> 00:03:27.840]  居然這位利伯加,
[00:03:27.840 --> 00:03:30.480]  未見過這位新郎以撒,
[00:03:30.480 --> 00:03:33.800]  他只是從這個僕人的口中聽見,
[00:03:33.800 --> 00:03:34.960]  以撒是怎樣,
[00:03:34.960 --> 00:03:36.280]  他就相信了。
[00:03:36.280 --> 00:03:38.360]  他願意接受以撒,
[00:03:38.360 --> 00:03:39.800]  成為他的新郎。
[00:03:39.800 --> 00:03:42.320]  一切都是聽這個僕人所講的。
[00:03:42.320 --> 00:03:44.920]  他從來未見過以撒。
[00:03:44.920 --> 00:03:46.920]  你猜像什麼呢?
[00:03:46.920 --> 00:03:48.920]  像我們現在,
[00:03:48.920 --> 00:03:50.920]  教會,我們每一個成員,
[00:03:50.920 --> 00:03:52.160]  我們基督徒,
[00:03:52.160 --> 00:03:55.920]  都是聽聖靈跟我們講有關耶穌基督的事。
[00:03:55.920 --> 00:03:58.040]  透過神的話語。
[00:03:58.040 --> 00:03:59.880]  我們見過耶穌基督未?
[00:03:59.880 --> 00:04:01.600]  我們都未見過。
[00:04:01.600 --> 00:04:03.920]  就是聖靈跟我們講耶穌是怎樣,
[00:04:03.920 --> 00:04:06.360]  我們就相信,我們就接受。
[00:04:06.360 --> 00:04:07.960]  像不像這位僕人,
[00:04:07.960 --> 00:04:10.800]  將以撒的事講給利伯加聽,
[00:04:10.800 --> 00:04:12.840]  是一模一樣。
[00:04:12.840 --> 00:04:16.480]  其實在創世紀的二十二章至二十四章,
[00:04:16.480 --> 00:04:18.960]  是有很多的預象。
[00:04:18.960 --> 00:04:23.320]  阿伯拉罕就是天父的預象。
[00:04:23.320 --> 00:04:24.480]  以撒呢?
[00:04:24.480 --> 00:04:28.040]  以撒就是耶穌基督的預象。
[00:04:28.040 --> 00:04:29.480]  利伯加呢?
[00:04:29.480 --> 00:04:32.160]  利伯加就是教會的預象。
[00:04:32.160 --> 00:04:35.920]  剛才也講了,那個僕人是誰的預象?
[00:04:35.920 --> 00:04:38.560]  是聖靈的預象。
[00:04:38.560 --> 00:04:42.600]  這個僕人不是一個普通的僕人。
[00:04:42.600 --> 00:04:45.680]  在創世紀的十五章二節告訴我們,
[00:04:45.680 --> 00:04:48.840]  他是可以承繼家業。
[00:04:48.840 --> 00:04:50.960]  他是有權承繼家業的。
