
[00:00:00.000 --> 00:00:01.480]  讀一段聖經
[00:00:01.480 --> 00:00:05.840]  在路加福音第二章第十到第十一節兩節的聖經
[00:00:05.840 --> 00:00:07.840]  我們一同來念來
[00:00:07.840 --> 00:00:10.720]  天使對他們說不要懼怕
[00:00:10.720 --> 00:00:14.280]  我報給你們大喜的信息是關乎萬民的
[00:00:14.280 --> 00:00:17.620]  今天在大衛的城裡為你們生了救主
[00:00:17.620 --> 00:00:19.620]  救世主基督
[00:00:19.620 --> 00:00:21.620]  今天是聖誕主日
[00:00:21.620 --> 00:00:23.300]  所以首先在這裡
[00:00:23.300 --> 00:00:25.940]  恭賀大家聖誕節非常非常快樂
[00:00:25.940 --> 00:00:27.940]  阿彌陀佛
[00:00:27.940 --> 00:00:29.940]  特別是今天
[00:00:29.940 --> 00:00:35.940]  特別是今天剛好是聖誕節
[00:00:35.940 --> 00:00:38.940]  很難得又是聖誕節又是主日
[00:00:38.940 --> 00:00:42.940]  我相信神是要賜給我們加倍的喜樂的
[00:00:42.940 --> 00:00:46.940]  聖誕節是一個充滿歡樂的一個季節
[00:00:46.940 --> 00:00:48.940]  雖然我們現在所處的環境
[00:00:48.940 --> 00:00:51.940]  似乎是一個很艱難的環境
[00:00:51.940 --> 00:00:53.940]  經濟不景氣
[00:00:53.940 --> 00:00:56.940]  在矽谷很多公司也開始裁員
[00:00:56.940 --> 00:01:00.940]  新冠病毒的疫情好像還沒有完全的結束
[00:01:00.940 --> 00:01:03.940]  好像無論從個人的角度
[00:01:03.940 --> 00:01:05.940]  從大環境的角度來看
[00:01:05.940 --> 00:01:07.940]  前景都不勝樂觀了
[00:01:07.940 --> 00:01:10.940]  但因為你們聖誕節之所以能夠
[00:01:10.940 --> 00:01:13.940]  帶給我們歡喜快樂最主要的原因
[00:01:13.940 --> 00:01:16.940]  從來不是因為外在的環境
[00:01:16.940 --> 00:01:18.940]  英文有一句話說得好
[00:01:18.940 --> 00:01:22.940]  He is the reason for the seasons
[00:01:22.940 --> 00:01:26.940]  唯有耶穌基督是在這個季節當中
[00:01:26.940 --> 00:01:31.940]  帶給我們心靈喜樂真正的原因
[00:01:31.940 --> 00:01:35.940]  事實上如果我們看第一個聖誕節
[00:01:35.940 --> 00:01:38.940]  雖然當時我們看見環境也是充滿了
[00:01:38.940 --> 00:01:41.940]  各樣的黑暗跟艱難不是嗎
[00:01:41.940 --> 00:01:44.940]  但主耶穌的降生的確是
[00:01:44.940 --> 00:01:49.940]  帶給當時他們的極大的喜樂
[00:01:49.940 --> 00:01:52.940]  想到瑪麗亞看見當她知道
[00:01:52.940 --> 00:01:54.940]  她要從聖靈感孕
[00:01:54.940 --> 00:01:57.940]  生下神的兒子耶穌基督的時候
[00:01:57.940 --> 00:02:00.940]  聖經說她心裡就充滿了喜樂
[00:02:00.940 --> 00:02:04.940]  向神大聖的歌頌讚美
[00:02:04.940 --> 00:02:06.940]  想到伊利沙伯
[00:02:06.940 --> 00:02:09.940]  當瑪麗亞把這樣一個消息
[00:02:09.940 --> 00:02:11.940]  告訴她的親戚伊利沙伯的時候
[00:02:11.940 --> 00:02:14.940]  伊利沙伯心裡充滿了歡喜
[00:02:14.940 --> 00:02:16.940]  當時她在懷孕聖經上
[00:02:16.940 --> 00:02:21.940]  她連腹裡的胎兒都歡喜地在裡面跳動
[00:02:21.940 --> 00:02:24.940]  在路加福音第二章剛才我們讀的聖經裡面
[00:02:24.940 --> 00:02:28.940]  看見天使向牧羊人做宣告
[00:02:28.940 --> 00:02:31.940]  天使對牧羊人說我報革你們
[00:02:31.940 --> 00:02:34.940]  也是一個什麼大喜的信息
[00:02:34.940 --> 00:02:37.940]  是關乎誰啊關乎萬民的
[00:02:37.940 --> 00:02:39.940]  請問誰是萬民啊
[00:02:39.940 --> 00:02:41.940]  就是我們嘛就是你我
[00:02:41.940 --> 00:02:45.940]  今天無論我們的環境有多麼的艱難
[00:02:45.940 --> 00:02:50.940]  有多麼的讓我們感覺心中焦慮或恐慌
[00:02:50.940 --> 00:02:56.940]  但主耶穌的降生就是帶來一個翻轉的動力
[00:02:56.940 --> 00:02:59.940]  要在我們生命當中重新帶來喜樂的
[00:02:59.940 --> 00:03:01.940]  你們
[00:03:01.940 --> 00:03:05.940]  換句話說今天無論我們所面對的環境是如何
[00:03:05.940 --> 00:03:07.940]  在基督裡面
[00:03:07.940 --> 00:03:10.940]  我們都能夠重新能夠經歷
[00:03:10.940 --> 00:03:13.940]  第一個聖誕所帶來的喜樂
[00:03:13.940 --> 00:03:15.940]  你們
[00:03:15.940 --> 00:03:17.940]  那你說我們怎麼樣能夠重新來經歷
[00:03:17.940 --> 00:03:20.940]  這樣一種聖誕的喜樂呢
[00:03:20.940 --> 00:03:22.940]  今天早上三方面跟大家分享
[00:03:22.940 --> 00:03:26.940]  第一個你一定要重新來認識神的信使
[00:03:26.940 --> 00:03:32.940]  跟你們說重新來認識神的信使跟他說
[00:03:32.940 --> 00:03:35.940]  今天當我們面對到生活的困境
[00:03:35.940 --> 00:03:38.940]  面對各樣的危機跟挫折
[00:03:38.940 --> 00:03:42.940]  當我們處在人生當中的一些灰心失敗的時候
[00:03:42.940 --> 00:03:46.940]  我們很容易去懷疑神
[00:03:46.940 --> 00:03:49.940]  我們甚至對神有失望
[00:03:49.940 --> 00:03:52.940]  但聖誕節的故事
[00:03:52.940 --> 00:03:56.940]  就是要再一次打開我們信心的眼睛
[00:03:56.940 --> 00:04:01.940]  讓我們重新來認識我們的神是何等的偉大真實
[00:04:01.940 --> 00:04:04.940]  你們從兩方面來看見
[00:04:04.940 --> 00:04:07.940]  我們看見第一個聖誕節的故事教導我們
[00:04:07.940 --> 00:04:11.940]  我們的神是為等候祂的人行事的人
[00:04:11.940 --> 00:04:18.940]  跟你們說我們的神為等候祂的人行事
[00:04:18.940 --> 00:04:20.940]  你要知道聖誕節的故事
[00:04:20.940 --> 00:04:23.940]  不只從新約時代才開始
[00:04:23.940 --> 00:04:26.940]  早在舊約時代
[00:04:26.940 --> 00:04:29.940]  神多次透過祂的先知
[00:04:29.940 --> 00:04:32.940]  向以色列人發出預言
[00:04:32.940 --> 00:04:37.940]  有一個彌賽亞救主將要為他們降生
[00:04:37.940 --> 00:04:41.940]  中間雖然經過許多漫長的黑夜
[00:04:41.940 --> 00:04:44.940]  有多少的列祖先知神的百姓
[00:04:44.940 --> 00:04:49.940]  他們引頸等候仰望渴望
[00:04:49.940 --> 00:04:53.940]  這位彌賽亞救主能夠降生
[00:04:53.940 --> 00:04:58.940]  但似乎這麼多年來一點跡象都沒有
[00:04:58.940 --> 00:05:01.940]  甚至在舊約時代結束之後
[00:05:01.940 --> 00:05:06.940]  到新約時代開始中間有四百年的時間
[00:05:06.940 --> 00:05:08.940]  神也沒有再向人說任何的話
[00:05:08.940 --> 00:05:10.940]  好像是從人的角落講
[00:05:10.940 --> 00:05:14.940]  連神都忘記了這件事情
[00:05:14.940 --> 00:05:17.940]  但難道神真的忘記了嗎
[00:05:17.940 --> 00:05:21.940]  難道神真的不再紀念祂的百姓嗎
[00:05:21.940 --> 00:05:24.940]  No 神是信使的
[00:05:24.940 --> 00:05:28.940]  讓我再一次說神是信使的
[00:05:28.940 --> 00:05:32.940]  神永遠不會忘記祂的應許
[00:05:32.940 --> 00:05:35.940]  神永遠不會忘記祂的百姓
[00:05:35.940 --> 00:05:40.940]  你們神所應許的他必成就
[00:05:40.940 --> 00:05:46.940]  事實上是直到聖誕夜那個晚上
[00:05:46.940 --> 00:05:48.940]  忽然間
[00:05:48.940 --> 00:05:53.940]  意思就是在人所想不到的時候
[00:05:53.940 --> 00:05:57.940]  天使就向牧羊人顯現
[00:05:57.940 --> 00:06:03.940]  打破了千年以來沉寂的黑夜
[00:06:03.940 --> 00:06:07.940]  天使向牧羊人宣告說今天
[00:06:07.940 --> 00:06:11.940]  我好喜歡這兩個字 今天
[00:06:11.940 --> 00:06:15.940]  無論你等候了多久
[00:06:15.940 --> 00:06:21.940]  今天就是神所命令的日子
[00:06:21.940 --> 00:06:24.940]  你一定要看見在靈裡面
[00:06:24.940 --> 00:06:26.940]  無論你等候了多久
[00:06:26.940 --> 00:06:30.940]  今天有一個屬靈的今天
[00:06:30.940 --> 00:06:32.940]  是為你預備的
[00:06:32.940 --> 00:06:36.940]  是神所命令的日子
[00:06:36.940 --> 00:06:38.940]  天使對牧羊人宣告說
[00:06:38.940 --> 00:06:40.940]  今天在大衛的城裡
[00:06:40.940 --> 00:06:42.940]  為你能生一個救主
[00:06:42.940 --> 00:06:45.940]  就是主基督
[00:06:45.940 --> 00:06:47.940]  我們看見多少年來神的百姓
[00:06:47.940 --> 00:06:49.940]  引頸盼望的救恩
[00:06:49.940 --> 00:06:52.940]  今天終於實現
[00:06:52.940 --> 00:06:55.940]  聖誕節就是要告訴我們
[00:06:55.940 --> 00:06:58.940]  我們的神是為等候他的人
[00:06:58.940 --> 00:07:00.940]  行事的神
[00:07:00.940 --> 00:07:03.940]  以賽亞書的六十四章第四節
[00:07:03.940 --> 00:07:06.940]  非常喜歡的我們一同來唸好不好
[00:07:06.940 --> 00:07:08.940]  從古以來人未曾聽見
[00:07:08.940 --> 00:07:11.940]  未曾耳聞 未曾眼見
[00:07:11.940 --> 00:07:13.940]  在你外有什麼神
[00:07:13.940 --> 00:07:15.940]  為等候他的人行事
[00:07:15.940 --> 00:07:17.940]  換句話說
[00:07:17.940 --> 00:07:19.940]  除了我們的神之外
[00:07:19.940 --> 00:07:22.940]  再也沒有別神
[00:07:22.940 --> 00:07:24.940]  能夠像他這樣
[00:07:24.940 --> 00:07:26.940]  明白我們一切的需要
[00:07:26.940 --> 00:07:29.940]  顧念我們的需求
[00:07:29.940 --> 00:07:31.940]  按照他的應許
[00:07:31.940 --> 00:07:35.940]  親自成就在我們身上
[00:07:35.940 --> 00:07:37.940]  所以第六節如果今天
[00:07:37.940 --> 00:07:40.940]  你在等候神
[00:07:40.940 --> 00:07:43.940]  你在等候神在為你開路
[00:07:43.940 --> 00:07:46.940]  你在等候神為你預備
[00:07:46.940 --> 00:07:48.940]  你在等候神
[00:07:48.940 --> 00:07:51.940]  來指引你的道路
[00:07:51.940 --> 00:07:52.940]  我告訴你
[00:07:52.940 --> 00:07:54.940]  不要灰心
[00:07:54.940 --> 00:07:58.940]  跟你們說不要灰心
[00:07:58.940 --> 00:08:00.940]  因為我們的神永遠
[00:08:00.940 --> 00:08:03.940]  是在你意想不到的時候
[00:08:03.940 --> 00:08:06.940]  用你意想不到的方法
[00:08:06.940 --> 00:08:08.940]  來成就他的工作的
[00:08:08.940 --> 00:08:10.940]  Amen
[00:08:10.940 --> 00:08:11.940]  所以我們的神是為
[00:08:11.940 --> 00:08:13.940]  等候他的人行事
[00:08:13.940 --> 00:08:14.940]  第二
[00:08:14.940 --> 00:08:16.940]  我們的神是垂聽禱告的
[00:08:16.940 --> 00:08:19.940]  跟你們說我們神垂聽禱告
[00:08:19.940 --> 00:08:24.940]  你要知道聖誕節的故事的開始
[00:08:24.940 --> 00:08:28.940]  就是從一個神垂聽禱告的
[00:08:28.940 --> 00:08:30.940]  宣告開始的
[00:08:30.940 --> 00:08:32.940]  聖誕節的故事不是從
[00:08:32.940 --> 00:08:34.940]  天使向慕雅人顯現開始
[00:08:34.940 --> 00:08:35.940]  報佳音開始
[00:08:35.940 --> 00:08:37.940]  不是
[00:08:37.940 --> 00:08:39.940]  而是從一個名叫
[00:08:39.940 --> 00:08:42.940]  撒加利亞的老人家開始的
[00:08:42.940 --> 00:08:44.940]  在路加福音裡面特別提到
[00:08:44.940 --> 00:08:47.940]  撒加利亞是位祭司
[00:08:47.940 --> 00:08:48.940]  每天按著班次
[00:08:48.940 --> 00:08:51.940]  在聖殿裡來服侍神
[00:08:51.940 --> 00:08:54.940]  他年紀老邁了卻沒有孩子
[00:08:54.940 --> 00:08:56.940]  你可以想像他跟他的妻子
[00:08:56.940 --> 00:08:57.940]  伊莉莎伯
[00:08:57.940 --> 00:09:00.940]  多麼迫切在神面前禱告
[00:09:00.940 --> 00:09:02.940]  求神賜給他們孩子
[00:09:02.940 --> 00:09:04.940]  特別他們一直在聖殿裡服侍
[00:09:04.940 --> 00:09:06.940]  那不是更迫切主啊
[00:09:06.940 --> 00:09:07.940]  你看我們這樣服侍你
[00:09:07.940 --> 00:09:09.940]  你不應該從人的角度講
[00:09:09.940 --> 00:09:11.940]  報答我們一下嗎
[00:09:11.940 --> 00:09:12.940]  你可以想像這麼多年
[00:09:12.940 --> 00:09:13.940]  他服侍人
[00:09:13.940 --> 00:09:16.940]  本來不是互求Cry out嗎
[00:09:16.940 --> 00:09:18.940]  可是好像一點跡象
[00:09:18.940 --> 00:09:20.940]  好像神一點沒有垂聽
[00:09:20.940 --> 00:09:22.940]  他們的禱告
[00:09:22.940 --> 00:09:24.940]  我相信甚至連他們都覺得
[00:09:24.940 --> 00:09:26.940]  放棄了算了年紀老邁了
[00:09:26.940 --> 00:09:29.940]  再求也沒有用了
[00:09:29.940 --> 00:09:32.940]  沒想到就在這個時刻
[00:09:32.940 --> 00:09:33.940]  我再次說
[00:09:33.940 --> 00:09:37.940]  在人所意想不到的時候
[00:09:37.940 --> 00:09:39.940]  當他那天正在聖殿裡
[00:09:39.940 --> 00:09:41.940]  服侍的時候
[00:09:41.940 --> 00:09:44.940]  忽然天使向他顯現
[00:09:44.940 --> 00:09:46.940]  路加福音第一章十三節
[00:09:46.940 --> 00:09:47.940]  天使對他說
[00:09:47.940 --> 00:09:48.940]  撒加利亞不要害怕
[00:09:48.940 --> 00:09:51.940]  因為什麼
[00:09:51.940 --> 00:09:53.940]  你的祈禱
[00:09:53.940 --> 00:09:55.940]  已經被聽見了
[00:09:55.940 --> 00:09:56.940]  哈利路亞
[00:09:56.940 --> 00:09:59.940]  天使你可知道我們的神
