
[00:00:00.000 --> 00:00:02.000]  有一次
[00:00:02.000 --> 00:00:05.000]  在一個地方教孫教
[00:00:05.000 --> 00:00:10.000]  遇上一個朝鮮族的女孩子
[00:00:10.000 --> 00:00:11.500]  大約20歲左右
[00:00:11.500 --> 00:00:14.500]  一個朝鮮族的女孩子
[00:00:14.500 --> 00:00:16.500]  跟我聊天
[00:00:16.500 --> 00:00:18.500]  問感情問題
[00:00:18.500 --> 00:00:21.500]  她說她遇上一個
[00:00:21.500 --> 00:00:23.500]  很好的基督徒
[00:00:23.500 --> 00:00:25.500]  在外地
[00:00:25.500 --> 00:00:28.500]  來到她的學校教書
[00:00:28.500 --> 00:00:30.500]  她不是在讀書
[00:00:30.500 --> 00:00:32.500]  她在學校裡工作
[00:00:32.500 --> 00:00:34.500]  她非常敬畏神
[00:00:34.500 --> 00:00:36.500]  非常熟齡
[00:00:36.500 --> 00:00:38.500]  接著她問我
[00:00:38.500 --> 00:00:41.500]  做女孩子可不可以主動嫁
[00:00:41.500 --> 00:00:45.500]  接著我問
[00:00:45.500 --> 00:00:47.500]  我問一條問題
[00:00:47.500 --> 00:00:50.500]  她認識他多久
[00:00:50.500 --> 00:00:51.500]  認識他多少
[00:00:51.500 --> 00:00:53.500]  她不知道
[00:00:53.500 --> 00:00:55.500]  因為她只是從旁觀察
[00:00:55.500 --> 00:00:59.500]  跟他真的交往
[00:00:59.500 --> 00:01:01.500]  做朋友都還沒開始
[00:01:01.500 --> 00:01:04.500]  不過因為她知道他敬畏神
[00:01:04.500 --> 00:01:06.500]  知道他很熟齡
[00:01:06.500 --> 00:01:08.500]  所以
[00:01:08.500 --> 00:01:10.500]  她心動
[00:01:10.500 --> 00:01:12.500]  接著我問第二條問題
[00:01:12.500 --> 00:01:14.500]  問完第一條問題
[00:01:14.500 --> 00:01:15.500]  她認識他多少
[00:01:15.500 --> 00:01:17.500]  就問第二條問題
[00:01:17.500 --> 00:01:20.500]  有沒有看聖經阿伯拉罕
[00:01:20.500 --> 00:01:22.500]  她有 信心之父
[00:01:22.500 --> 00:01:24.500]  阿伯拉罕很敬畏神
[00:01:24.500 --> 00:01:27.500]  是她信心的榜樣
[00:01:27.500 --> 00:01:30.500]  不過她是不是一個好老公
[00:01:30.500 --> 00:01:33.500]  明白我問什麼
[00:01:33.500 --> 00:01:35.500]  敬畏神的人
[00:01:35.500 --> 00:01:37.500]  是不是一定是一個好老公
[00:01:37.500 --> 00:01:38.500]  敬畏神的姊妹
[00:01:38.500 --> 00:01:40.500]  是不是一定是一個好老婆
