
[00:00:00.000 --> 00:00:07.000]  《錄音》或《錄影》的版權是屬於基督教宣導會不各堂所有
[00:00:07.000 --> 00:00:11.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:11.000 --> 00:00:15.000]  歡迎您將此《錄音》或《錄影》的連結傳給親友
[00:00:15.000 --> 00:00:21.000]  懇請注意,未經授權請勿轉錄或剪輯本《錄音》或《錄影》
[00:00:21.000 --> 00:00:26.000]  甚願好似《使徒行傳》二十章三十二節下所講
[00:00:26.000 --> 00:00:32.000]  這道能建立你們,叫你們和一切聖聖的人同得基業
[00:00:56.000 --> 00:00:58.000]  主耶穌很愛我們,以致到我們今日
[00:00:58.000 --> 00:01:02.000]  無論我們在哪一個處境,我們在任何背景
[00:01:02.000 --> 00:01:06.000]  我們今天能夠一齊聚集去敬拜,去讚美神
[00:01:06.000 --> 00:01:09.000]  又分享神的話語,都不是偶然
[00:01:09.000 --> 00:01:12.000]  都是出於主耶穌一份很深的愛
[00:01:12.000 --> 00:01:19.000]  今日和大家分享的經文是聖經新約路加福音第十五章四到七節
[00:01:19.000 --> 00:01:21.000]  是主耶穌講的一個比喻
[00:01:21.000 --> 00:01:25.000]  這個故事很簡潔,講到有一個主人
[00:01:25.000 --> 00:01:30.000]  他有一百隻羊,雖然走失了一隻
[00:01:30.000 --> 00:01:33.000]  他仍然會去尋找
[00:01:33.000 --> 00:01:36.000]  不過他這個尋找很特別
[00:01:36.000 --> 00:01:40.000]  他的尋找是要直到,找到
[00:01:40.000 --> 00:01:45.000]  並且將這隻羊帶回到家裡面
[00:01:45.000 --> 00:01:48.000]  他才有那份喜樂
[00:01:48.000 --> 00:01:51.000]  今日嘗試從聖經當中看看主耶穌
[00:01:51.000 --> 00:01:56.000]  他怎樣看一和九十九之間的關係
[00:01:56.000 --> 00:02:00.000]  羊有一個特性
[00:02:00.000 --> 00:02:02.000]  羊是需要牧放的
[00:02:02.000 --> 00:02:05.000]  羊是需要給牠有一個空間
[00:02:05.000 --> 00:02:08.000]  牠去覓食,牠可以自由活動
[00:02:08.000 --> 00:02:10.000]  不可以常常困住牠
[00:02:10.000 --> 00:02:12.000]  牠是需要有空間
[00:02:12.000 --> 00:02:14.000]  牠是需要有一個活動
[00:02:14.000 --> 00:02:16.000]  牠是需要有自由
[00:02:16.000 --> 00:02:21.000]  不過羊同時間又很容易走失
[00:02:21.000 --> 00:02:24.000]  羊又很容易被一些事情
[00:02:24.000 --> 00:02:26.000]  或者被一些吸引
[00:02:26.000 --> 00:02:28.000]  甚至乎被其他的東西
[00:02:28.000 --> 00:02:34.000]  引致牠偏離了牠原本應該要走的方向
[00:02:34.000 --> 00:02:36.000]  羊是這樣的
[00:02:36.000 --> 00:02:38.000]  你不可以困住牠
[00:02:38.000 --> 00:02:40.000]  是要給牠有自由的空間
[00:02:40.000 --> 00:02:43.000]  不過羊又有一個特性
[00:02:43.000 --> 00:02:49.000]  牠很容易會不自覺地走失
[00:02:49.000 --> 00:02:52.000]  不過在經文中說
[00:02:52.000 --> 00:02:57.000]  一切都是由第四節的第一句開始
[00:02:57.000 --> 00:03:00.000]  是的,縱然主人有一百隻羊
[00:03:00.000 --> 00:03:02.000]  不過牠走失了一隻
[00:03:02.000 --> 00:03:04.000]  剛才我們也說過
[00:03:04.000 --> 00:03:08.000]  牠仍然會先放下牠所擁有的
[00:03:08.000 --> 00:03:13.000]  是要找回那一隻
[00:03:13.000 --> 00:03:15.000]  是要織牠找到
[00:03:15.000 --> 00:03:18.000]  又將牠帶回家裡
[00:03:18.000 --> 00:03:21.000]  一切都是由第一句開始
[00:03:21.000 --> 00:03:25.000]  誰有一百隻羊
[00:03:25.000 --> 00:03:28.000]  這個「有」字來得很寶貴
[00:03:28.000 --> 00:03:32.000]  這一百隻羊是有一個主人的
[00:03:32.000 --> 00:03:35.000]  包括那隻走失了的
[00:03:35.000 --> 00:03:38.000]  我們不知道是什麼原因
[00:03:38.000 --> 00:03:42.000]  不知道牠為什麼會走失了
[00:03:42.000 --> 00:03:44.000]  不過牠縱然走失
[00:03:44.000 --> 00:03:46.000]  牠是沒有被忘記的
[00:03:46.000 --> 00:03:50.000]  牠仍然是屬於這一位主人
[00:03:50.000 --> 00:03:56.000]  並且這個主人用盡方法去尋找牠
[00:03:56.000 --> 00:04:00.000]  這個尋找不是等牠回來
[00:04:00.000 --> 00:04:05.000]  不是看看牠遲些會不會自己找回來
[00:04:05.000 --> 00:04:07.000]  不是
[00:04:07.000 --> 00:04:09.000]  這一隻走失的羊
[00:04:09.000 --> 00:04:11.000]  是,牠走失了
[00:04:11.000 --> 00:04:13.000]  不過牠沒有被忘記
[00:04:13.000 --> 00:04:17.000]  牠仍然是屬於有一個主人
[00:04:17.000 --> 00:04:20.000]  這個主人很著緊牠
[00:04:20.000 --> 00:04:23.000]  無論如何都要找回牠為止
[00:04:23.000 --> 00:04:28.000]  找到要直到找到牠為止
[00:04:28.000 --> 00:04:33.000]  大家認不認得這部是什麼機器
[00:04:33.000 --> 00:04:35.000]  果然用過
[00:04:35.000 --> 00:04:37.000]  是入票機
[00:04:37.000 --> 00:04:40.000]  我記得很多年前
[00:04:40.000 --> 00:04:44.000]  我去到銀行的位置
[00:04:44.000 --> 00:04:46.000]  有幾張票
[00:04:46.000 --> 00:04:48.000]  我打算去入
[00:04:48.000 --> 00:04:53.000]  我對於這方面反應比較慢
[00:04:53.000 --> 00:04:58.000]  我對於入卡入票手腳比較慢
[00:04:58.000 --> 00:05:00.000]  有一次吃午餐的時候
[00:05:00.000 --> 00:05:02.000]  趕著拿著幾張票
[00:05:02.000 --> 00:05:04.000]  其中要入一張
[00:05:04.000 --> 00:05:06.000]  排隊了
[00:05:06.000 --> 00:05:07.000]  到我的時候
[00:05:07.000 --> 00:05:09.000]  我比較笨拙
[00:05:09.000 --> 00:05:11.000]  手腳比較慢
[00:05:11.000 --> 00:05:13.000]  在猶豫之間
[00:05:13.000 --> 00:05:16.000]  我已經聽到後面有聲音
[00:05:16.000 --> 00:05:18.000]  是催促的聲音
[00:05:18.000 --> 00:05:21.000]  你知道已經是手腳笨
[00:05:21.000 --> 00:05:23.000]  所以有些壓力
[00:05:23.000 --> 00:05:25.000]  更加淪盡
[00:05:25.000 --> 00:05:28.000]  在電光火石之間
[00:05:28.000 --> 00:05:29.000]  我拿著一張票
[00:05:29.000 --> 00:05:32.000]  大家知不知道發生什麼事
[00:05:32.000 --> 00:05:33.000]  很聰明
[00:05:33.000 --> 00:05:35.000]  希望那個不是你
[00:05:35.000 --> 00:05:40.000]  竟然後面那位幫我入到他的位置
[00:05:40.000 --> 00:05:42.000]  說時遲那時快
[00:05:42.000 --> 00:05:44.000]  不過好彩
[00:05:44.000 --> 00:05:49.000]  那張是我要入的
[00:05:49.000 --> 00:05:51.000]  其實我講的是什麼
[00:05:51.000 --> 00:05:55.000]  我們現在身處的環境
[00:05:55.000 --> 00:05:58.000]  我們是很急的
[00:05:58.000 --> 00:06:01.000]  我們是不能等的
[00:06:01.000 --> 00:06:03.000]  不要說不能等
[00:06:03.000 --> 00:06:07.000]  我們停下來也不願意
