
[00:00:00.000 --> 00:00:08.000]  各位大英姊妹,我感謝神再有機會和大家聊聊、講解、分享在菲律賓書裡的經文
[00:00:08.000 --> 00:00:13.000]  我們過往在菲律賓書第一章裡,我們看到使徒保羅
[00:00:13.000 --> 00:00:18.000]  他分享到當他為福音的緣故被囚的時候
[00:00:18.000 --> 00:00:23.000]  發生了幾件事,看起來讓他憂心的事情
[00:00:23.000 --> 00:00:29.000]  但是他是很巧妙地讓保羅更加深刻地經歷到神的大能
[00:00:29.000 --> 00:00:34.000]  以至保羅的心靈因為信靠神而有這份喜樂
[00:00:34.000 --> 00:00:41.000]  當中保羅分享他的心路歷程,從而教導菲律賓教會的大英姊妹
[00:00:41.000 --> 00:00:47.000]  當他們面對類似挑戰的時候,可以和應該以什麼心態去面對
[00:00:47.000 --> 00:00:53.000]  首先在第一章裡提到保羅一直想將福音傳到地結
[00:00:53.000 --> 00:00:59.000]  很想傳到羅馬,的確神讓他去到羅馬
[00:00:59.000 --> 00:01:06.000]  卻不是按照保羅他所想的方式,而是他這次以一個囚犯的方式
[00:01:06.000 --> 00:01:11.000]  被耶路撒冷猶太人指控他踐踏聖殿、律法、擾亂社會
[00:01:11.000 --> 00:01:16.000]  於是他要上告於該神,於是現在在羅馬受困鎖
[00:01:16.000 --> 00:01:25.000]  但是在第十二至十四節,保羅分享到原來神是藉著這個方式,更是叫福音興旺
[00:01:25.000 --> 00:01:31.000]  以至凱撒街裡的人,以及當地猶太人都有機會聽聞福音
[00:01:31.000 --> 00:01:35.000]  雖然被囚禁,但保羅依然喜樂
[00:01:35.000 --> 00:01:41.000]  第十五到二十節記載第二件事,就是他知道有些人傳福音的動機
[00:01:41.000 --> 00:01:46.000]  不信徵,不誠實,讓保羅心裡難受
[00:01:46.000 --> 00:01:52.000]  但是藉著弟兄姊妹在禱告上的支持,以及主耶穌基督的聖靈
[00:01:52.000 --> 00:01:57.000]  給予他的幫助,讓保羅看透了,只要基督被傳開
[00:01:57.000 --> 00:02:01.000]  這就是讓他心靈得到喜樂的事情
[00:02:01.000 --> 00:02:05.000]  雖然這個情況不理想,或者不是他自己所想所求
[00:02:05.000 --> 00:02:10.000]  但當他看到神奇妙工作的時候,內心仍然有這份喜悅和喜樂
[00:02:10.000 --> 00:02:15.000]  而今天我們將要看的第二十到二十六節,就提到第三件事
[00:02:15.000 --> 00:02:20.000]  就是因為保羅要上告於凱撒
[00:02:20.000 --> 00:02:27.000]  那他究竟是會被釋放,還是因為被誣告妖言惑眾
[00:02:27.000 --> 00:02:32.000]  甚至傳耶穌是一個王而被判死刑呢?他不清楚
[00:02:32.000 --> 00:02:37.000]  究竟保羅在祈禱裡應該求自己離世與基督同在呢?
[00:02:37.000 --> 00:02:42.000]  還是求神讓他有機會再去教會當中兼顧弟兄姊妹呢?
[00:02:42.000 --> 00:02:47.000]  保羅心裡的掙扎是什麼呢?就讓我們今天一起去研讀
[00:02:47.000 --> 00:02:54.000]  我們先讀一次這段經文,是選自菲律賓書第一章二十節後半節
[00:02:54.000 --> 00:02:58.000]  到第二十六節,讀完之後我們祈禱
[00:02:58.000 --> 00:03:05.000]  經文這樣記載,只要凡事放膽,無論是生是死
[00:03:05.000 --> 00:03:09.000]  總叫基督在我身上照常顯大
[00:03:09.000 --> 00:03:14.000]  因我活著就是基督,我死了就有益處
[00:03:14.000 --> 00:03:20.000]  但我在肉身活著,若成就我功夫的果子
[00:03:20.000 --> 00:03:24.000]  我就不知道該挑選什麼
[00:03:24.000 --> 00:03:29.000]  我正在兩難之間,情願離世與基督同在
[00:03:29.000 --> 00:03:35.000]  因為這是好得無比的
[00:03:35.000 --> 00:03:43.000]  第三項,然而,我在肉身活著,為你們更是要緊的
[00:03:43.000 --> 00:03:48.000]  我既然這樣深信,就知道仍要住在世間
[00:03:48.000 --> 00:03:54.000]  且與你們眾人同住,使你們在所信的道上
[00:03:54.000 --> 00:04:00.000]  又長進又起落,叫你們在基督耶穌裡的歡樂
[00:04:00.000 --> 00:04:06.000]  因我栽到你們那裡去,就越發加增
[00:04:06.000 --> 00:04:09.000]  我們一起祈禱
[00:04:09.000 --> 00:04:13.000]  我們的天父,很感謝你,因為你感動仕途保羅
[00:04:13.000 --> 00:04:17.000]  當日寫這封書信,給了菲律賓教會的信徒
[00:04:17.000 --> 00:04:22.000]  也讓到差不多二千年後的今天,我們能夠讀到這封書信
[00:04:22.000 --> 00:04:26.000]  能夠在保羅身上學習
[00:04:26.000 --> 00:04:29.000]  天父,求你的聖靈開啟我們的心竅
[00:04:29.000 --> 00:04:32.000]  讓我們能夠明白你的真理
[00:04:32.000 --> 00:04:37.000]  也讓神的聖靈能夠藉著我們看聖經的過程當中
[00:04:37.000 --> 00:04:41.000]  能夠感動我們,讓我們像保羅一樣
[00:04:41.000 --> 00:04:46.000]  無論是生是死,總叫基督在我們身上照常顯大
[00:04:46.000 --> 00:04:50.000]  我們祈禱,奉我主耶穌基督聖名祈求
[00:04:50.000 --> 00:04:52.000]  阿們
[00:05:20.000 --> 00:05:24.000]  或者是藉著祂的死亡觀色
[00:05:24.000 --> 00:05:28.000]  基督仍然能夠照樣被尊崇
[00:05:28.000 --> 00:05:34.000]  在這裡保羅表達出,祂已經置自己的生死於道外
[00:05:34.000 --> 00:05:37.000]  但我們有兩個問題要問的
[00:05:37.000 --> 00:05:40.000]  為甚麼保羅可以不懼怕死亡呢?
[00:05:40.000 --> 00:05:43.000]  另外,為甚麼保羅可以這麼有信心
[00:05:43.000 --> 00:05:47.000]  不論祂是生在世上,或者是不在世上
[00:05:47.000 --> 00:05:50.000]  基督仍然會被尊崇呢?
[00:05:50.000 --> 00:05:53.000]  只要我們平常在世上的觀察
[00:05:53.000 --> 00:05:57.000]  人都是會用盡方法讓自己去生存
[00:05:57.000 --> 00:06:01.000]  不單止生存,還要渴望生活得好的
[00:06:01.000 --> 00:06:05.000]  不論是現場壽命,或者是保持健康
[00:06:05.000 --> 00:06:09.000]  不論是希望可以享受世界所帶來的歡樂
[00:06:09.000 --> 00:06:14.000]  或者是希望和自己所真愛的人、家人、朋友相處
[00:06:14.000 --> 00:06:17.000]  看著子女、兒孫成長
[00:06:17.000 --> 00:06:20.000]  或者是希望看見自己的成就得以延續
[00:06:20.000 --> 00:06:23.000]  這個看來都是人之常情
[00:06:23.000 --> 00:06:25.000]  並且我們在世上的觀察
[00:06:25.000 --> 00:06:29.000]  人通常是會避免提及死亡
[00:06:29.000 --> 00:06:31.000]  或者是盡量避免死亡
[00:06:31.000 --> 00:06:35.000]  或者甚至用很多不同的委婉的方法去表達
[00:06:35.000 --> 00:06:39.000]  覺得死亡是一個終結、損失
[00:06:39.000 --> 00:06:42.000]  不單止我們親人離世的時候會感到不捨
[00:06:42.000 --> 00:06:45.000]  或者近來可能我們在疫情當中
[00:06:45.000 --> 00:06:47.000]  世界戰爭當中
[00:06:47.000 --> 00:06:50.000]  看到死亡數字很多的時候
[00:06:50.000 --> 00:06:55.000]  我們會感到痛心、可惜、或者無奈
[00:06:55.000 --> 00:07:02.000]  甚至可能心上會想到當中是否有人需要負責
[00:07:02.000 --> 00:07:06.000]  或者很多不合理的行為或侵略的行為
[00:07:06.000 --> 00:07:09.000]  讓我們心生憤怒
[00:07:09.000 --> 00:07:14.000]  但是在這裡我們卻看不到保羅他貪圖生命
[00:07:14.000 --> 00:07:17.000]  也看不到保羅他為現在所身處的處境
[00:07:17.000 --> 00:07:22.000]  有絲毫的失望或者怨恨之心
[00:07:22.000 --> 00:07:24.000]  相比我們觀察的世界
[00:07:24.000 --> 00:07:26.000]  或者我們運用想像力聯想一下
[00:07:26.000 --> 00:07:28.000]  可能沒有合小說的話會怎樣寫呢?
[00:07:28.000 --> 00:07:32.000]  作者可能會描述這個主人翁受盡苦楚
[00:07:32.000 --> 00:07:34.000]  於是向他的徒弟交代
[00:07:34.000 --> 00:07:36.000]  我今天被囚
[00:07:36.000 --> 00:07:40.000]  就要找一些迫害我的猶太人或者可恨的羅馬帝國
[00:07:40.000 --> 00:07:42.000]  所以提我太太
[00:07:42.000 --> 00:07:45.000]  菲律賓教會你記住為我報仇
[00:07:45.000 --> 00:07:47.000]  沒有的
[00:07:47.000 --> 00:07:49.000]  反而保羅他表現出一種
[00:07:49.000 --> 00:07:52.000]  我們不能夠容易明白的一種豁達
[00:07:52.000 --> 00:07:54.000]  為什麼他可以這樣想呢?
[00:07:54.000 --> 00:07:56.000]  在第21節我們看到
[00:07:56.000 --> 00:07:58.000]  保羅他自己回答
[00:07:58.000 --> 00:08:00.000]  因為我活著就是基督
[00:08:00.000 --> 00:08:03.000]  我死了就有益處
[00:08:03.000 --> 00:08:06.000]  前面那半句活著就是基督
[00:08:06.000 --> 00:08:08.000]  假如這樣以字面來看
[00:08:08.000 --> 00:08:11.000]  就好像有些甚至狂妄的
[00:08:11.000 --> 00:08:13.000]  但是假如我要明白那一句的話
[00:08:13.000 --> 00:08:16.000]  就先要明白後半句是什麼意思
[00:08:16.000 --> 00:08:19.000]  後半句講到我死了就有益處
[00:08:19.000 --> 00:08:21.000]  是什麼意思呢?
[00:08:21.000 --> 00:08:24.000]  剛才我們提到世界的人覺得死亡
[00:08:24.000 --> 00:08:26.000]  是一切事情的終結
[00:08:26.000 --> 00:08:28.000]  不能夠享受世界的樂趣了
[00:08:28.000 --> 00:08:31.000]  世界的恩怨情仇跟他沒有關係了
[00:08:31.000 --> 00:08:35.000]  為什麼保羅他認為他死了就有益處呢?
[00:08:35.000 --> 00:08:39.000]  是因為保羅他深信主耶穌基督的應許
[00:08:39.000 --> 00:08:43.000]  當他走完了人生世上的路程之後
[00:08:43.000 --> 00:08:46.000]  知悉了在世上的勞苦
[00:08:46.000 --> 00:08:49.000]  他很肯定自己會在樂園
[00:08:49.000 --> 00:08:52.000]  在天堂那裡跟主耶穌基督同在的
[00:08:52.000 --> 00:08:54.000]  甚至第23節那裡提到
[00:08:54.000 --> 00:08:56.000]  情願離世與基督同在
[00:08:56.000 --> 00:08:59.000]  因為這是好得無比的
[00:08:59.000 --> 00:09:03.000]  保羅他很有把握
[00:09:03.000 --> 00:09:05.000]  他知道自己離世的時候
[00:09:05.000 --> 00:09:08.000]  後會與主耶穌基督同在的
[00:09:08.000 --> 00:09:12.000]  但是我們自己有沒有這個把握呢?
[00:09:12.000 --> 00:09:15.000]  我記得全福的工具三福
[00:09:15.000 --> 00:09:17.000]  有兩個問題的
[00:09:17.000 --> 00:09:18.000]  第一個問題就是
[00:09:18.000 --> 00:09:20.000]  假如你今晚離開世界的時候
[00:09:20.000 --> 00:09:24.000]  你究竟有沒有把握可以上到天堂呢?
[00:09:24.000 --> 00:09:27.000]  假如人答完第一個問題之後
[00:09:27.000 --> 00:09:29.000]  我問你第二個問題
[00:09:29.000 --> 00:09:30.000]  假如神問你
[00:09:30.000 --> 00:09:33.000]  為什麼我要讓你進入我的天堂呢?
[00:09:33.000 --> 00:09:36.000]  那你會怎樣回答呢?
[00:09:36.000 --> 00:09:39.000]  第二次會問你有沒有把握呢?
[00:09:39.000 --> 00:09:41.000]  保羅他很有把握
[00:09:41.000 --> 00:09:44.000]  正如他在貼薩羅里加前書第五章那裡說到
[00:09:44.000 --> 00:09:49.000]  因為神是預定我們藉著主耶穌基督得救
[00:09:49.000 --> 00:09:52.000]  祂,耶穌就是替我們死
[00:09:52.000 --> 00:09:55.000]  叫我們無論醒著睡著
[00:09:55.000 --> 00:09:58.000]  都與祂同活
[00:09:58.000 --> 00:10:02.000]  另外羅馬書第八章三十八、三十九節也都說到
[00:10:02.000 --> 00:10:04.000]  因為保羅的深信
[00:10:04.000 --> 00:10:07.000]  無論是死是生是刀劍
[00:10:07.000 --> 00:10:09.000]  國人的災害等等之類的
[00:10:09.000 --> 00:10:12.000]  都不能叫我們與神的愛隔絕
[00:10:12.000 --> 00:10:16.000]  這愛是在我們主耶穌基督裡面的
[00:10:16.000 --> 00:10:18.000]  保羅他很肯定知道
[00:10:18.000 --> 00:10:20.000]  就算是死亡也好
[00:10:20.000 --> 00:10:24.000]  都不能夠讓神和信靠祂的人分開的
[00:10:24.000 --> 00:10:27.000]  我們就前半句
[00:10:27.000 --> 00:10:30.000]  活著就是基督就更加值得我們世美了
[00:10:30.000 --> 00:10:32.000]  當然我們也都首先留意保羅
[00:10:32.000 --> 00:10:35.000]  當保羅說我活著就是基督的時候
[00:10:35.000 --> 00:10:39.000]  並不是好像一些異端、邪教的領袖
[00:10:39.000 --> 00:10:42.000]  自稱我就是基督那樣那些
[00:10:42.000 --> 00:10:44.000]  因為主耶穌基督
[00:10:44.000 --> 00:10:47.000]  他在福音書裡面已經教導他的門徒要防範那些人
[00:10:47.000 --> 00:10:49.000]  就不要信那些自稱是基督的人
[00:10:49.000 --> 00:10:52.000]  例如馬達福音第24章裡面說到
[00:10:52.000 --> 00:10:55.000]  那時候末世的時候有人跟我們說
[00:10:55.000 --> 00:10:57.000]  基督在這裡或者基督在那裡千萬不要信
[00:10:57.000 --> 00:11:00.000]  因為假基督假先知要起來
[00:11:00.000 --> 00:11:02.000]  顯大神職歧視
[00:11:02.000 --> 00:11:04.000]  若抗議能行的話
[00:11:04.000 --> 00:11:07.000]  連神的選民都迷惑了
[00:11:07.000 --> 00:11:09.000]  到今時今日末世的時候
[00:11:09.000 --> 00:11:13.000]  不論在中國、韓國、世界各地
[00:11:13.000 --> 00:11:16.000]  都有不少的人宣稱自己
[00:11:16.000 --> 00:11:18.000]  或者某某領袖就是基督
[00:11:18.000 --> 00:11:19.000]  就是救世主的
[00:11:19.000 --> 00:11:21.000]  或者是著書立書
[00:11:21.000 --> 00:11:23.000]  甚至是用這些多媒體去宣傳
[00:11:23.000 --> 00:11:25.000]  那些似是而非的道理
[00:11:25.000 --> 00:11:27.000]  那些我們不要信
[00:11:27.000 --> 00:11:30.000]  保羅所說的我活著就是基督
[00:11:30.000 --> 00:11:32.000]  是指他自己的生命
[00:11:32.000 --> 00:11:36.000]  是完全降服於主耶穌基督的權柄之下
[00:11:36.000 --> 00:11:38.000]  他的生命和他的生活
[00:11:38.000 --> 00:11:40.000]  已經被主耶穌基督所充滿了
[00:11:40.000 --> 00:11:42.000]  以致他生活的目標
[00:11:42.000 --> 00:11:44.000]  他生活的方向
[00:11:44.000 --> 00:11:47.000]  他渴望都是為主而活的
[00:11:47.000 --> 00:11:52.000]  這是一個很深刻與主結連的生命的流露
[00:11:52.000 --> 00:11:55.000]  正如保羅在《加拿大書》第二章提到
[00:11:55.000 --> 00:11:58.000]  我已經與基督同釘十字架
[00:11:58.000 --> 00:12:01.000]  現在活著的不再是我
[00:12:01.000 --> 00:12:04.000]  但是基督在我裡面活著
[00:12:04.000 --> 00:12:06.000]  而同一本書卷
[00:12:06.000 --> 00:12:07.000]  《菲律賓書》第三章
[00:12:07.000 --> 00:12:08.000]  保羅再清楚地表達
[00:12:08.000 --> 00:12:12.000]  因我已認識我主耶穌基督為至寶
[00:12:12.000 --> 00:12:13.000]  我為他已經雕器萬事
[00:12:13.000 --> 00:12:17.000]  看作奮鬥 唯要得著基督
[00:12:17.000 --> 00:12:19.000]  保羅在這裡所表現出來的
[00:12:19.000 --> 00:12:22.000]  就是他對主耶穌基督完全的忠心
[00:12:22.000 --> 00:12:24.000]  完全的愛
[00:12:24.000 --> 00:12:27.000]  有時間 有把握的機會
[00:12:27.000 --> 00:12:30.000]  去宣講主耶穌基督所成就的救恩
[00:12:30.000 --> 00:12:33.000]  是如願全全地對主耶穌忠誠
[00:12:33.000 --> 00:12:35.000]  信服的表現
[00:12:35.000 --> 00:12:38.000]  他樂意放下自己的益處
[00:12:38.000 --> 00:12:42.000]  總之困難當中仍然是充滿喜樂
[00:12:42.000 --> 00:12:44.000]  用他的生命去高舉基督
[00:12:44.000 --> 00:12:46.000]  去尊崇基督
[00:12:46.000 --> 00:12:48.000]  讓更多的人得到福音
[00:12:48.000 --> 00:12:49.000]  得到救恩
[00:12:49.000 --> 00:12:52.000]  更加願意見到教會的信徒
[00:12:52.000 --> 00:12:59.000]  能夠起落地在主耶穌基督的恩典裡面成長
[00:12:59.000 --> 00:13:03.000]  也都因為這個樂意侍奉主的心智
[00:13:03.000 --> 00:13:06.000]  讓保羅他經歷著一個兩難
[00:13:06.000 --> 00:13:08.000]  是什麼叫兩難呢
[00:13:08.000 --> 00:13:10.000]  在第22節我們看到了
[00:13:10.000 --> 00:13:11.000]  保羅這樣寫
[00:13:11.000 --> 00:13:12.000]  但我在肉身活著
[00:13:12.000 --> 00:13:14.000]  若成就我功夫的果子
[00:13:14.000 --> 00:13:17.000]  我就不知道該挑選什麼
[00:13:17.000 --> 00:13:19.000]  我正在兩難之間
[00:13:19.000 --> 00:13:22.000]  情願離世與基督同在
[00:13:22.000 --> 00:13:24.000]  因為這是好得無比的
[00:13:24.000 --> 00:13:26.000]  然而我在肉身活著
[00:13:26.000 --> 00:13:29.000]  為你們更是要緊的
[00:13:29.000 --> 00:13:32.000]  保羅心中的掙扎是什麼呢
[00:13:32.000 --> 00:13:34.000]  首先沒有爭議的
[00:13:34.000 --> 00:13:37.000]  就是他一生都是被基督的愛所充滿
[00:13:37.000 --> 00:13:39.000]  不論是生是死
[00:13:39.000 --> 00:13:42.000]  主耶穌基督都同他同在
[00:13:42.000 --> 00:13:44.000]  他的心智就是透過自己的生命
[00:13:44.000 --> 00:13:47.000]  讓基督的名照常顯大
[00:13:47.000 --> 00:13:49.000]  讓主耶穌基督被尊崇
[00:13:49.000 --> 00:13:52.000]  況且我們在保羅的心路當中
[00:13:52.000 --> 00:13:54.000]  如果我們跳出來看的話
[00:13:54.000 --> 00:13:56.000]  保羅是否真的有選擇呢
[00:13:56.000 --> 00:13:59.000]  生命在神的手中
[00:13:59.000 --> 00:14:02.000]  過往保羅曾經想去羅馬那裡傳福音
[00:14:02.000 --> 00:14:05.000]  但是神用不同的方法帶他去
[00:14:05.000 --> 00:14:09.000]  現在保羅的前路究竟是生是死
[00:14:09.000 --> 00:14:11.000]  都不是他自己可以掌控的
[00:14:11.000 --> 00:14:15.000]  究竟神會怎樣去帶領他呢
[00:14:15.000 --> 00:14:17.000]  但是保羅他很樂意
[00:14:17.000 --> 00:14:20.000]  跟弟兄姊妹分享他心裡的心聲
[00:14:20.000 --> 00:14:22.000]  他的渴望
[00:14:22.000 --> 00:14:25.000]  縱使假如他離開世界
[00:14:25.000 --> 00:14:27.000]  與基督同在的時候
[00:14:27.000 --> 00:14:30.000]  對於保羅自己來說是好得無比的
[00:14:30.000 --> 00:14:33.000]  因為這也是他得到獎賞的時刻
[00:14:33.000 --> 00:14:35.000]  但是當他想到
[00:14:35.000 --> 00:14:38.000]  假如能夠在世上肉身活著的時候
[00:14:38.000 --> 00:14:41.000]  成就我功夫的果子
[00:14:41.000 --> 00:14:43.000]  這個說話的意思就是
[00:14:43.000 --> 00:14:46.000]  透過他的功夫、勞苦
[00:14:46.000 --> 00:14:49.000]  不論是向未認識的人傳福音
[00:14:49.000 --> 00:14:52.000]  對弟兄姊妹的真理教導
[00:14:52.000 --> 00:14:54.000]  栽培初心的弟兄姊妹
[00:14:54.000 --> 00:14:56.000]  幫助他們成長
[00:14:56.000 --> 00:14:58.000]  在他們遇到困惑的時候
[00:14:58.000 --> 00:15:00.000]  能夠得到指引
[00:15:00.000 --> 00:15:02.000]  在他們犯罪得罪神的時候
[00:15:02.000 --> 00:15:04.000]  挽回他們
[00:15:04.000 --> 00:15:06.000]  他們的功夫
[00:15:06.000 --> 00:15:08.000]  都是假如能夠讓弟兄姊妹
[00:15:08.000 --> 00:15:10.000]  在基督裡面成長的時候
[00:15:10.000 --> 00:15:12.000]  結出那方面屬靈的果子
[00:15:12.000 --> 00:15:14.000]  叫主耶穌基督的名德、榮耀
[00:15:14.000 --> 00:15:18.000]  保羅就不知應該怎樣選擇了
[00:15:18.000 --> 00:15:20.000]  離世與基督同在
[00:15:20.000 --> 00:15:22.000]  雖然對自己來說好得無比
[00:15:22.000 --> 00:15:24.000]  但是假如在世上的時候
[00:15:24.000 --> 00:15:26.000]  能夠將他所知道的
[00:15:26.000 --> 00:15:28.000]  所認識的聖經真理
[00:15:28.000 --> 00:15:30.000]  教導弟兄姊妹的時候
[00:15:30.000 --> 00:15:32.000]  藉著主的引領
[00:15:32.000 --> 00:15:34.000]  在地上作功的時候
[00:15:34.000 --> 00:15:38.000]  保羅他更加想
[00:15:38.000 --> 00:15:40.000]  保羅當中的衡量
[00:15:40.000 --> 00:15:42.000]  就是第24節所說的
[00:15:42.000 --> 00:15:44.000]  「然而我在肉身活著
[00:15:44.000 --> 00:15:46.000]  為你們更是要緊的」
[00:15:46.000 --> 00:15:48.000]  保羅當中的考量
[00:15:48.000 --> 00:15:52.000]  相信神都會仍然留他在地上
[00:15:52.000 --> 00:15:54.000]  並不是渴望自己可以安然脫險
[00:15:54.000 --> 00:15:56.000]  或者我們聯想
[00:15:56.000 --> 00:15:58.000]  保羅在祈求神
[00:15:58.000 --> 00:16:00.000]  「假如你讓我重學自由
[00:16:00.000 --> 00:16:02.000]  我就一定會為你做什麼做什麼」
[00:16:02.000 --> 00:16:04.000]  保羅他不是為了自己的榮譽
[00:16:04.000 --> 00:16:06.000]  或者為了自己的好處
[00:16:06.000 --> 00:16:08.000]  而是他心中所想的
[00:16:08.000 --> 00:16:10.000]  是弟兄姊妹的需要
[00:16:10.000 --> 00:16:12.000]  是為了弟兄姊妹的成長
[00:16:12.000 --> 00:16:14.000]  假如我們記得
[00:16:14.000 --> 00:16:16.000]  菲律賓書的金句
[00:16:16.000 --> 00:16:18.000]  第二章四節裡面
[00:16:18.000 --> 00:16:20.000]  「個人不要單顧自己的事
[00:16:20.000 --> 00:16:22.000]  也要顧別人的事」
[00:16:22.000 --> 00:16:24.000]  相信保羅在這裡
[00:16:24.000 --> 00:16:26.000]  形容他自己的心智
[00:16:26.000 --> 00:16:28.000]  他之後教導一個復筆
[00:16:28.000 --> 00:16:32.000]  他自己怎樣不單顧自己的生死
[00:16:32.000 --> 00:16:34.000]  所顧念的
[00:16:34.000 --> 00:16:36.000]  就是弟兄姊妹的需要
[00:16:36.000 --> 00:16:38.000]  弟兄姊妹在成長上的需要
[00:16:38.000 --> 00:16:40.000]  因為第25節裡面
[00:16:40.000 --> 00:16:42.000]  我們所看到的就是
[00:16:42.000 --> 00:16:44.000]  「使你們在所信的道上
[00:16:44.000 --> 00:16:46.000]  又長進又起落」
[00:16:46.000 --> 00:16:48.000]  長進這個字的原文
[00:16:48.000 --> 00:16:50.000]  在一章十二節裡面出現過
[00:16:50.000 --> 00:16:52.000]  就是講到保羅
[00:16:52.000 --> 00:16:54.000]  他所遭遇的事
[00:16:54.000 --> 00:16:56.000]  原來是更是叫福音興旺
[00:16:56.000 --> 00:17:00.000]  興旺和長進是同一詞
[00:17:00.000 --> 00:17:04.000]  就是推進、發展、擴展
[00:17:04.000 --> 00:17:06.000]  是藉著更加認識耶穌基督
[00:17:06.000 --> 00:17:08.000]  同主有更加深厚的結連
[00:17:08.000 --> 00:17:10.000]  不單止自己個人的長進
[00:17:10.000 --> 00:17:14.000]  更是教會群體的長進
[00:17:14.000 --> 00:17:16.000]  長進有什麼後果呢?
[00:17:16.000 --> 00:17:18.000]  第26節提到
[00:17:18.000 --> 00:17:20.000]  「叫你們在耶穌基督裡面的歡樂
[00:17:20.000 --> 00:17:24.000]  因我載到你們那裡去就愈發加增」
[00:17:24.000 --> 00:17:26.000]  講到在主耶穌基督裡面的歡樂
[00:17:26.000 --> 00:17:28.000]  在和本修訂版翻譯為「誇耀」
[00:17:28.000 --> 00:17:32.000]  當然這個意思並不是一個負面的
[00:17:32.000 --> 00:17:34.000]  形容人很驕傲這樣
[00:17:34.000 --> 00:17:36.000]  而是形容那份的開心
[00:17:36.000 --> 00:17:40.000]  是來自一些值得欣賞的情況
[00:17:40.000 --> 00:17:42.000]  好像一個小朋友
[00:17:42.000 --> 00:17:44.000]  人小時候就說「我長大了」
[00:17:44.000 --> 00:17:46.000]  那份的喜悅一樣
[00:17:46.000 --> 00:17:48.000]  保羅想到當菲律賓的信徒
