
[00:00:00.000 --> 00:00:03.000]  我們開始時都先一起祈禱
[00:00:03.000 --> 00:00:06.000]  我們將這段時間讓給我們的主
[00:00:06.000 --> 00:00:19.000]  心災 神豐富的智慧、知識
[00:00:19.000 --> 00:00:21.000]  是何其的高深
[00:00:21.000 --> 00:00:24.000]  神啊 我們要感謝祢
[00:00:24.000 --> 00:00:26.000]  因為祢設立這個救恩
[00:00:26.000 --> 00:00:31.000]  讓我們不單止可以與神和好
[00:00:31.000 --> 00:00:35.000]  並且可以加入基督的身體 就是教會
[00:00:35.000 --> 00:00:41.000]  叫我們在當中一起成長
[00:00:41.000 --> 00:00:45.000]  又叫你的教會能夠得著榮耀
[00:00:45.000 --> 00:00:48.000]  使得有更多人能夠歸向你
[00:00:48.000 --> 00:00:52.000]  這些都是你自己的智慧造成
[00:00:52.000 --> 00:00:54.000]  所以今早我們在你面前
[00:00:54.000 --> 00:00:57.000]  傳一個讚美、一個感謝你的心
[00:00:57.000 --> 00:00:59.000]  去敬拜上帝
[00:00:59.000 --> 00:01:01.000]  願上帝今日在這段時候
[00:01:01.000 --> 00:01:03.000]  也對我們講說話 教導我們
[00:01:03.000 --> 00:01:06.000]  讓我們有力量去進行你的真理
[00:01:06.000 --> 00:01:09.000]  聽我們祈禱 奉耶穌基督名求
[00:01:09.000 --> 00:01:11.000]  阿們
[00:01:11.000 --> 00:01:19.000]  今天跟大家分享這個題目
[00:01:19.000 --> 00:01:24.000]  就是選民夢照 歸為一體
[00:01:24.000 --> 00:01:30.000]  我會分三大方面跟大家思想
[00:01:30.000 --> 00:01:36.000]  第一方面就是一體的四個層面的意思
[00:01:36.000 --> 00:01:41.000]  第二就是歸為一體的兩層意義
[00:01:41.000 --> 00:01:48.000]  第三就是活出一體美好的錦囊
[00:01:48.000 --> 00:01:52.000]  一體其實是指基督的身體
[00:01:52.000 --> 00:01:56.000]  就是教會 耶穌基督就是教會的頭
[00:01:56.000 --> 00:01:59.000]  一體的四個層面的意思
[00:01:59.000 --> 00:02:03.000]  第一就是說指到基督的教會
[00:02:03.000 --> 00:02:08.000]  是歷世歷代不同文化地域
[00:02:08.000 --> 00:02:11.000]  所組成的信徒群體
[00:02:11.000 --> 00:02:15.000]  而第二個層面就是一個普世的教會
[00:02:15.000 --> 00:02:23.000]  意思就是教會在美國 巴西 澳洲 委內瑞拉等等
[00:02:23.000 --> 00:02:26.000]  是一個普世性
[00:02:26.000 --> 00:02:30.000]  第三就是香港的教會
[00:02:30.000 --> 00:02:32.000]  香港有不同的宗派
[00:02:32.000 --> 00:02:36.000]  但我們組成都是一個基督的身體
[00:02:36.000 --> 00:02:39.000]  第四就是我們北宣家
[00:02:39.000 --> 00:02:43.000]  香港北宣的我們的教會
[00:02:43.000 --> 00:02:48.000]  這四種意義對我們來說有什麼影響呢?
[00:02:48.000 --> 00:02:49.000]  有啊
[00:02:49.000 --> 00:02:57.000]  原來我和你每一個人都是屬於這四個層面的一份子
[00:02:57.000 --> 00:03:02.000]  就是說我們同時都有這四種的身份
[00:03:02.000 --> 00:03:06.000]  就是說你不單是北宣家的一份子
[00:03:06.000 --> 00:03:09.000]  你更加是香港教會的一份子
[00:03:09.000 --> 00:03:12.000]  你更加是普世的教會一份子
[00:03:12.000 --> 00:03:18.000]  你更加是歷世歷代不同文化地域的教會的一份子
[00:03:18.000 --> 00:03:23.000]  意思就是說就算我們北宣家沒有什麼也好
[00:03:23.000 --> 00:03:26.000]  如果假如有其他的教會
[00:03:26.000 --> 00:03:28.000]  例如敘利亞
[00:03:28.000 --> 00:03:30.000]  當它戰爭的時候
[00:03:30.000 --> 00:03:35.000]  那個教會就被手榴彈炸死很多人
[00:03:35.000 --> 00:03:38.000]  教會裏面的弟兄姊妹受傷
[00:03:38.000 --> 00:03:42.000]  如果我們都是一體的時候
[00:03:42.000 --> 00:03:46.000]  我們就不能說敘利亞距離我們很遠
[00:03:46.000 --> 00:03:47.000]  不關我們的事
[00:03:47.000 --> 00:03:48.000]  不是
[00:03:48.000 --> 00:03:50.000]  原來這個一體
[00:03:50.000 --> 00:03:53.000]  就是讓我們不分地域的
[00:03:53.000 --> 00:03:55.000]  不分文化等等的
[00:03:55.000 --> 00:03:57.000]  哪裡教會有事的時候
[00:03:57.000 --> 00:03:59.000]  我們就為它所忙
[00:03:59.000 --> 00:04:01.000]  有時候我們又聽到新聞說
[00:04:01.000 --> 00:04:03.000]  土耳其的教會
[00:04:03.000 --> 00:04:09.000]  又被伊斯蘭組織殺死很多人
[00:04:09.000 --> 00:04:10.000]  那我們怎麼辦
[00:04:10.000 --> 00:04:12.000]  我們都是為它們祈禱
[00:04:12.000 --> 00:04:14.000]  再拉近一點
[00:04:14.000 --> 00:04:15.000]  有時候我們中國教會
[00:04:15.000 --> 00:04:20.000]  早幾年要拆十字架
[00:04:20.000 --> 00:04:21.000]  原來都關我們事
[00:04:21.000 --> 00:04:24.000]  因為我們就是一體
[00:04:24.000 --> 00:04:27.000]  我們一同屬於基督的身體
[00:04:27.000 --> 00:04:31.000]  所以這個就是一體的四個層面的意思
[00:04:31.000 --> 00:04:33.000]  我方便和大家思想
[00:04:33.000 --> 00:04:36.000]  我們歸為一體的兩層的意義
[00:04:36.000 --> 00:04:39.000]  我們一起翻開剛才所讀的經文
[00:04:39.000 --> 00:04:53.000]  在哥羅西書第三章第十二節
[00:04:53.000 --> 00:04:56.000]  我們讀上半節讀到夢外的人
[00:04:56.000 --> 00:05:01.000]  所以你們既然是神所揀選的
[00:05:01.000 --> 00:05:04.000]  是聖潔的夢外的人
[00:05:04.000 --> 00:05:12.000]  這裡說你們既然都是神所揀選的
[00:05:12.000 --> 00:05:13.000]  都是聖潔
[00:05:13.000 --> 00:05:15.000]  我們的本質不是聖潔
[00:05:15.000 --> 00:05:16.000]  但在神的裡面
[00:05:16.000 --> 00:05:19.000]  他已經藉著耶穌基督使我們成為聖潔
[00:05:19.000 --> 00:05:22.000]  我們都是夢神所愛的人
[00:05:22.000 --> 00:05:27.000]  這個意思就是我們歸為一體
[00:05:27.000 --> 00:05:29.000]  已經是一個事實
[00:05:29.000 --> 00:05:31.000]  凡是我們領受了耶穌的救恩
[00:05:31.000 --> 00:05:38.000]  我們就成為基督教會的一份子
[00:05:38.000 --> 00:05:39.000]  這個已經是事實
[00:05:39.000 --> 00:05:41.000]  在第十五節這裡也這樣說
[00:05:41.000 --> 00:05:47.000]  他說你們夢照歸為一體
[00:05:47.000 --> 00:05:49.000]  這個夢照也是這個意思
