
[00:00:00.000 --> 00:00:02.720]  我們大家在這個豐盛家
[00:00:02.720 --> 00:00:05.560]  時常都在這裡聽道
[00:00:05.560 --> 00:00:08.160]  我們在這裡學習講道
[00:00:08.160 --> 00:00:11.400]  到底清教徒在這一方面
[00:00:11.400 --> 00:00:15.000]  對我們今天有什麼影響呢
[00:00:15.000 --> 00:00:21.000]  上個星期我很感恩有機會去到瑞士
[00:00:21.000 --> 00:00:24.760]  去到日內瓦一間大教堂
[00:00:24.760 --> 00:00:26.760]  叫做聖彼得大教堂
[00:00:26.760 --> 00:00:30.200]  在那裡有一個很特別的講台
[00:00:30.200 --> 00:00:35.840]  那裡是嘉義民管治日內瓦的時候
[00:00:35.840 --> 00:00:40.720]  同時也是負責在禮拜堂講道
[00:00:40.720 --> 00:00:43.120]  除了那個講台
[00:00:43.120 --> 00:00:46.520]  我想如果你去過歐洲的大教堂
[00:00:46.520 --> 00:00:49.920]  無論是天主教堂還是基督教堂
[00:00:49.920 --> 00:00:51.920]  你都會發覺那個講台
[00:00:51.920 --> 00:00:55.120]  跟我們今天的位置是有點不同的
[00:00:55.120 --> 00:01:03.560]  通常前面那個叫做聖餐台
[00:01:03.560 --> 00:01:05.560]  講台你知不知道在哪裡
[00:01:05.560 --> 00:01:07.560]  近門口那邊
[00:01:07.560 --> 00:01:10.560]  是要走上樓梯級
[00:01:10.560 --> 00:01:14.080]  然後上高有一個縫
[00:01:14.080 --> 00:01:18.560]  在大家中間的那裡來講道
[00:01:18.560 --> 00:01:22.440]  台下面就擺了一張
[00:01:22.440 --> 00:01:25.160]  還蠻小的椅子
[00:01:25.160 --> 00:01:28.160]  就叫做嘉義民的椅子
[00:01:28.160 --> 00:01:31.160]  我說多大都去摸一摸
[00:01:31.160 --> 00:01:33.560]  其實我摸那張椅子的時候
[00:01:33.560 --> 00:01:37.160]  主要不是想得到任何東西
[00:01:37.160 --> 00:01:41.960]  而是希望我們真的不斷提醒
[00:01:41.960 --> 00:01:48.160]  就在清教徒他們宣道講道的傳統裡面
[00:01:48.160 --> 00:01:51.160]  他們背後的理念是什麼
[00:01:51.160 --> 00:01:53.160]  是去影響著我們
[00:01:53.160 --> 00:01:58.160]  繼續面對這個宣講聖經的積分
[00:01:58.160 --> 00:02:02.160]  我們可以怎樣做得更加土著喜悅
[00:02:02.160 --> 00:02:05.160]  嘉義民的講道
[00:02:05.160 --> 00:02:07.160]  嘉義民的神學觀念
[00:02:07.160 --> 00:02:13.160]  是深深影響著後世的清教徒
[00:02:13.160 --> 00:02:16.160]  有一位一百歲才安息主懷
[00:02:16.160 --> 00:02:19.160]  上個月安息主懷的學者
[00:02:19.160 --> 00:02:21.160]  叫做THL Parker
[00:02:21.160 --> 00:02:25.160]  他就專研究嘉義民的講道
[00:02:25.160 --> 00:02:27.160]  他跟我們講
[00:02:27.160 --> 00:02:32.160]  嘉義民有兩大方面論道這道講道
[00:02:32.160 --> 00:02:35.160]  第一方面是講道這個講道者
[00:02:35.160 --> 00:02:38.160]  第二方面是講道聽道者
[00:02:38.160 --> 00:02:41.160]  兩者缺一不可
[00:02:41.160 --> 00:02:43.160]  他說太多的書
[00:02:43.160 --> 00:02:45.160]  甚至是成千上萬的書
[00:02:45.160 --> 00:02:48.160]  都是講這個講道者
[00:02:48.160 --> 00:02:52.160]  論道這個聽道者幾乎很少
[00:02:52.160 --> 00:02:54.160]  或者我問問大家
[00:02:54.160 --> 00:02:58.160]  有沒有看過一本專門教我們聽道的書
[00:02:58.160 --> 00:03:00.160]  可能你都說
[00:03:00.160 --> 00:03:02.160]  我只是在這裡聽道
[00:03:02.160 --> 00:03:04.160]  從來沒有學過怎樣聽道
[00:03:04.160 --> 00:03:08.160]  今天可能我們藉著這位學者的分享
[00:03:08.160 --> 00:03:10.160]  有多一點的幫助
[00:03:10.160 --> 00:03:13.160]  第一是講道這位講道者
[00:03:13.160 --> 00:03:15.160]  一個講道的人基本上
[00:03:15.160 --> 00:03:17.160]  是一個傳遞者
[00:03:17.160 --> 00:03:19.160]  不是一個創新者
[00:03:19.160 --> 00:03:21.160]  他沒有自己的話說
[00:03:21.160 --> 00:03:23.160]  他真真正正的積分
[00:03:23.160 --> 00:03:25.160]  永遠都是說
[00:03:25.160 --> 00:03:28.160]  我昔日所領受的
[00:03:28.160 --> 00:03:31.160]  今日傳遞給你們
[00:03:31.160 --> 00:03:34.160]  我相信這個在我們的信仰歷程裡面
[00:03:34.160 --> 00:03:36.160]  都應該是很清楚的
[00:03:36.160 --> 00:03:40.160]  就是我們從來都是尊重上帝
[00:03:40.160 --> 00:03:44.160]  藉著聖經 藉著先知 藉著仕途
[00:03:44.160 --> 00:03:46.160]  特別在耶穌基督裡
[00:03:46.160 --> 00:03:49.160]  藉著仕途來傳遞下來
[00:03:49.160 --> 00:03:52.160]  我們是不敢去忽視
[00:03:52.160 --> 00:03:54.160]  我們不敢去扭曲
[00:03:54.160 --> 00:03:59.160]  第二方面這個宣講者
[00:03:59.160 --> 00:04:02.160]  他是一位教師
[00:04:02.160 --> 00:04:05.160]  他是在耶穌基督
[00:04:05.160 --> 00:04:09.160]  這位教會唯一的師尊
[00:04:09.160 --> 00:04:11.160]  唯一的老師
[00:04:11.160 --> 00:04:13.160]  唯一的教導者
[00:04:13.160 --> 00:04:18.160]  奉他的名去教導他的兒女
[00:04:18.160 --> 00:04:23.160]  怎樣活一個討上帝喜悅的生活
[00:04:23.160 --> 00:04:25.160]  所以這位傳道者
[00:04:25.160 --> 00:04:27.160]  他基本的身份是
[00:04:27.160 --> 00:04:29.160]  一個傳遞聖經信息的人
[00:04:29.160 --> 00:04:31.160]  他就必須是
[00:04:31.160 --> 00:04:34.160]  真是相信聖經的
[00:04:34.160 --> 00:04:37.160]  誠心的 謙卑的
[00:04:37.160 --> 00:04:40.160]  伏在聖經的底下
[00:04:40.160 --> 00:04:44.160]  經中所在 聖經所講
[00:04:44.160 --> 00:04:48.160]  是全盤的接受
[00:04:48.160 --> 00:04:51.160]  在啟示的領域裡
[00:04:51.160 --> 00:04:54.160]  即使人面對上帝所講的話
[00:04:54.160 --> 00:04:57.160]  是超乎人的理性
[00:04:57.160 --> 00:04:59.160]  所能完全掌握
[00:04:59.160 --> 00:05:02.160]  他都需要去到謙卑地
[00:05:02.160 --> 00:05:05.160]  來信服 來接受
[00:05:05.160 --> 00:05:07.160]  當然這個並不是說
[00:05:07.160 --> 00:05:09.160]  信服聖經的人
[00:05:09.160 --> 00:05:12.160]  就必須是反智
[00:05:12.160 --> 00:05:14.160]  剛剛相反
[00:05:14.160 --> 00:05:16.160]  信服聖經的人是知道
[00:05:16.160 --> 00:05:19.160]  在這位全智的上帝之前
[00:05:19.160 --> 00:05:23.160]  人在接受啟示的時候
[00:05:23.160 --> 00:05:28.160]  人的理性是歸於下方
[00:05:28.160 --> 00:05:31.160]  而不是處於高峰
[00:05:31.160 --> 00:05:35.160]  彷彿這個理性才是他的上帝
[00:05:35.160 --> 00:05:37.160]  講道的人
[00:05:37.160 --> 00:05:40.160]  既然是講解那本聖經
[00:05:40.160 --> 00:05:45.160]  所以就需要熟讀這本經書
