
[00:00:00.000 --> 00:00:02.500]  大家好,早安
[00:00:02.500 --> 00:00:05.240]  今天可以跟大家敬拜
[00:00:05.240 --> 00:00:08.080]  上帝真好,是吧?
[00:00:08.080 --> 00:00:10.920]  我們在這裡真好
[00:00:10.920 --> 00:00:13.580]  我們今天繼續探討
[00:00:13.580 --> 00:00:17.000]  我們在人生當中有很多不同的風暴
[00:00:17.000 --> 00:00:18.200]  在不同風暴當中
[00:00:18.200 --> 00:00:20.580]  你能不能夠感謝上帝呢?
[00:00:20.580 --> 00:00:21.500]  能不能夠感謝上帝?
[00:00:21.500 --> 00:00:22.580]  是不容易的
[00:00:22.580 --> 00:00:23.340]  為什麼?
[00:00:23.340 --> 00:00:26.080]  因為我們當中人有很多疑惑
[00:00:26.080 --> 00:00:27.000]  很多懷疑
[00:00:27.000 --> 00:00:29.380]  很多困惑在我們生命當中
[00:00:29.380 --> 00:00:31.720]  當這些疑惑、困惑臨到的時候
[00:00:31.720 --> 00:00:35.880]  我們一切的感謝都變得很難
[00:00:35.880 --> 00:00:38.720]  當然這個感謝的季節
[00:00:38.720 --> 00:00:40.720]  經常都提醒我們
[00:00:40.720 --> 00:00:42.180]  所以這個很好
[00:00:42.180 --> 00:00:46.260]  所謂「三十而立,四十」是什麼?
[00:00:46.260 --> 00:00:49.680]  是的,是有很多疑惑的
[00:00:49.680 --> 00:00:51.520]  過了「四十」的弟兄姊妹朋友
[00:00:51.520 --> 00:00:52.180]  你也知道
[00:00:52.180 --> 00:00:55.100]  其實「四十」不是不惑
[00:00:55.100 --> 00:00:57.380]  是有很多疑惑
[00:00:57.380 --> 00:01:01.060]  一路上去的時候「五十」、「六十」就更多
[00:01:01.060 --> 00:01:03.140]  因為大家都知道人生是怎樣的
[00:01:03.140 --> 00:01:05.680]  人生是困苦的
[00:01:05.680 --> 00:01:07.680]  是不容易的
[00:01:07.680 --> 00:01:10.140]  我不知道你人生當中最大的風暴
[00:01:10.140 --> 00:01:12.800]  最疑惑的是什麼時候
[00:01:12.800 --> 00:01:15.220]  每個人都不同
[00:01:15.220 --> 00:01:18.680]  有沒有人覺得自己是一個疑神疑鬼的人?
[00:01:18.680 --> 00:01:21.980]  可能都不會疑鬼,疑人
[00:01:21.980 --> 00:01:24.520]  我們疑惑的可能是在疑惑我們的工作
[00:01:24.520 --> 00:01:26.380]  能不能繼續做下去呢?
[00:01:26.380 --> 00:01:27.980]  理由是這樣的
[00:01:27.980 --> 00:01:31.060]  我們疑惑的是我們的將來
[00:01:31.060 --> 00:01:33.680]  我們疑惑的可能是我們的婚姻
[00:01:33.680 --> 00:01:36.260]  人生有很多不同的疑惑
[00:01:36.260 --> 00:01:38.920]  有的人在疑惑當中得不到很多東西
[00:01:38.920 --> 00:01:40.560]  在感情上得不到很多
[00:01:40.560 --> 00:01:42.640]  因為在疑惑當中
[00:01:42.640 --> 00:01:46.180]  今天如果有人跟你說「我愛你」
[00:01:46.180 --> 00:01:48.100]  你會不會相信呢?
[00:01:48.100 --> 00:01:49.980]  你會不會都很懷疑呢?
[00:01:49.980 --> 00:01:54.140]  你不相信有個人竟然可以跟你說「我愛你」
[00:01:54.140 --> 00:01:57.760]  甚至走出來跟你說「我愛你」
[00:01:57.760 --> 00:01:59.720]  或者透過影像跟你說「我愛你」
[00:01:59.720 --> 00:02:01.680]  你會不會很懷疑呢?
[00:02:01.680 --> 00:02:04.560]  當然要看是誰吧
[00:02:04.560 --> 00:02:08.400]  正華牧師是不會懷疑的
[00:02:08.400 --> 00:02:10.000]  因為阿叻跟他說
[00:02:10.000 --> 00:02:11.660]  很甜蜜,很甜蜜
[00:02:11.660 --> 00:02:13.120]  一點懷疑都沒有
[00:02:13.120 --> 00:02:15.280]  但不是每個人都是這樣的,我知道
[00:02:15.280 --> 00:02:19.200]  如果這個人跟你說
[00:02:19.200 --> 00:02:20.740]  跟你說「我愛你」
[00:02:20.740 --> 00:02:22.200]  你會怎樣呢?
[00:02:22.200 --> 00:02:23.160]  或者我們一起…
[00:02:24.140 --> 00:02:31.560]  (I'm going to say I love you)
[00:02:31.560 --> 00:02:39.480]  (I just go to say how much I care)
[00:02:39.480 --> 00:02:43.200]  大家相信林牧師跟你說這句話嗎?
[00:02:43.200 --> 00:02:46.060]  我經常跟他開會就是這樣
[00:02:46.060 --> 00:02:48.140]  每逢他給我一些東西我還說我不想做的時候
[00:02:48.140 --> 00:02:49.140]  他就是這樣
[00:02:49.140 --> 00:02:51.940]  「I love you」
[00:02:51.940 --> 00:02:54.040]  怎樣說呢?是不是?
[00:02:54.040 --> 00:02:56.880]  很明顯,林牧師對大家的愛
[00:02:56.880 --> 00:02:58.280]  大家不需要懷疑
[00:02:58.280 --> 00:03:01.520]  因為你們都是他的小羊
[00:03:01.520 --> 00:03:04.680]  但這個影片很明顯
[00:03:04.680 --> 00:03:06.920]  是AI,是假的
[00:03:06.920 --> 00:03:08.600]  我們很疑惑,有時候…
[00:03:08.600 --> 00:03:09.540]  甚麼是疑惑呢?
[00:03:09.540 --> 00:03:10.880]  信心是甚麼?
[00:03:10.880 --> 00:03:14.600]  信心是所望之視的實際
[00:03:14.600 --> 00:03:17.400]  懷疑就是所見之視都不信
[00:03:17.400 --> 00:03:18.240]  你明白嗎?
[00:03:18.240 --> 00:03:19.880]  我們人會很懷疑
[00:03:19.880 --> 00:03:22.880]  當然這份懷疑是對的
[00:03:22.880 --> 00:03:26.240]  不要亂收訊息、短訊等等
[00:03:26.240 --> 00:03:29.880]  在我們心中有很多疑惑
[00:03:29.880 --> 00:03:31.840]  不過今天聖經提醒我們
[00:03:31.840 --> 00:03:35.400]  對上帝的信最好不要疑惑
[00:03:35.400 --> 00:03:36.080]  因為甚麼?
[00:03:36.080 --> 00:03:38.440]  我們一起讀這次聖經
[00:03:38.440 --> 00:03:45.280]  「因為疑惑的人就像被風吹蕩翻騰的海浪
[00:03:45.280 --> 00:03:49.040]  那樣的人不要想從主得到甚麼
[00:03:49.040 --> 00:03:55.800]  因為三心兩意的人在他的一切道路上都搖擺不定」
[00:03:55.800 --> 00:03:57.880]  這句說話提醒我們弟兄姊妹
[00:03:57.880 --> 00:04:00.840]  當你在懷疑人生的當中
[00:04:00.840 --> 00:04:04.280]  你的感受一定是像被風吹蕩翻騰的海浪
[00:04:04.280 --> 00:04:07.680]  而當你向主祈求的時候
[00:04:07.680 --> 00:04:09.680]  你也拿不定主意
[00:04:09.680 --> 00:04:11.400]  你也不知道是求這個還是求那個
[00:04:11.400 --> 00:04:13.040]  應該是這樣還是怎樣
[00:04:13.040 --> 00:04:16.520]  你這個人很亂,搖擺不定
[00:04:16.520 --> 00:04:18.080]  在我們的信徒生命當中
[00:04:18.080 --> 00:04:20.080]  在我們認識上帝的路上
[00:04:20.080 --> 00:04:22.280]  其實這是必然的事情
[00:04:22.280 --> 00:04:25.560]  所以今天上帝提醒懷疑的人
[00:04:25.560 --> 00:04:28.000]  這個懷疑的人就是你和我
