
[00:00:00.000 --> 00:00:02.000]  各位聽眾早晨
[00:00:02.000 --> 00:00:08.000]  很高興再次在主日跟大家分享上帝的話語
[00:00:08.000 --> 00:00:13.000]  今天我們接續以色列的第三章
[00:00:13.000 --> 00:00:15.000]  一至六節的段落
[00:00:15.000 --> 00:00:19.000]  第三章緊接著前面第一、二章
[00:00:19.000 --> 00:00:24.000]  記載了以色列人帶著上帝的感動
[00:00:24.000 --> 00:00:25.000]  那份熱誠
[00:00:25.000 --> 00:00:28.000]  他們回歸以色列
[00:00:28.000 --> 00:00:31.000]  回歸故土
[00:00:31.000 --> 00:00:34.000]  一個很歷史性的時刻
[00:00:34.000 --> 00:00:38.000]  我相信如果我們從歷史來看
[00:00:38.000 --> 00:00:40.000]  以色列人回歸故土
[00:00:40.000 --> 00:00:42.000]  是一件不可思議的事
[00:00:42.000 --> 00:00:46.000]  第一次是在公元前的538年
[00:00:46.000 --> 00:00:50.000]  而第二次就是1948年
[00:00:50.000 --> 00:00:56.000]  以色列回到巴勒斯坦重建自己的國家
[00:00:56.000 --> 00:00:59.000]  或者我們從歷史來問
[00:00:59.000 --> 00:01:04.000]  為何這班人有著這樣的歷史
[00:01:04.000 --> 00:01:09.000]  為何他們有著這樣的一份熱誠
[00:01:09.000 --> 00:01:15.000]  能夠為自己古老的民族
[00:01:15.000 --> 00:01:19.000]  古老的一些傳頌來堅持下來
[00:01:19.000 --> 00:01:24.000]  我相信就是他們的信念
[00:01:24.000 --> 00:01:27.000]  信念是一個認定
[00:01:27.000 --> 00:01:32.000]  是一個你自己所堅持的價值觀
[00:01:32.000 --> 00:01:41.000]  特別今天我們面對著前面很多不確定的將來
[00:01:41.000 --> 00:01:47.000]  信念就是成為我們繼續勇敢向前的一個動力
[00:01:47.000 --> 00:01:51.000]  信念其實每個人都有
[00:01:51.000 --> 00:01:56.000]  你和我每天都在用我們的信念來做判斷
[00:01:56.000 --> 00:02:03.000]  就好像我們喜歡哪間食館 哪間街市一樣
[00:02:03.000 --> 00:02:07.000]  我們認定那裡有我們所期待的東西
[00:02:07.000 --> 00:02:10.000]  我們認定那裡有我們喜悅的東西
[00:02:10.000 --> 00:02:12.000]  於是我們就去那裡
