
[00:00:00.000 --> 00:00:04.440]  《時事記》第十九章至二十一章
[00:00:04.440 --> 00:00:08.020]  我們今天要說
[00:00:08.020 --> 00:00:10.760]  《時事記》最後的一個訊息
[00:00:10.760 --> 00:00:13.540]  其實上次我已經跟大家說了
[00:00:13.540 --> 00:00:16.160]  我們已經來到《時事記》
[00:00:16.160 --> 00:00:17.940]  第六章的部分
[00:00:17.940 --> 00:00:21.380]  就是講主要兩個支派
[00:00:21.380 --> 00:00:24.640]  彈支派和辯亞敏支派的事
[00:00:24.640 --> 00:00:28.140]  上次講了十七至十八章
[00:00:28.260 --> 00:00:30.560]  是講彈支派的事
[00:00:30.560 --> 00:00:33.440]  今天是十九至二十一章
[00:00:33.440 --> 00:00:36.020]  是講辯亞敏支派的事
[00:00:36.020 --> 00:00:38.400]  但是你們會見到
[00:00:38.400 --> 00:00:41.960]  這個問題都是環繞著家庭
[00:00:41.960 --> 00:00:44.740]  當家庭出現問題
[00:00:44.740 --> 00:00:46.560]  影響社會
[00:00:46.560 --> 00:00:49.260]  就會影響到全個國家
[00:00:49.260 --> 00:00:52.320]  我今天給今天的題目
[00:00:52.320 --> 00:00:55.540]  叫做色情暴力與謀殺
[00:00:55.540 --> 00:00:58.080]  以色列中沒有王
[00:00:58.740 --> 00:01:01.700]  只看這個題目
[00:01:01.700 --> 00:01:05.380]  可能有很多人認為我今天講的這篇道
[00:01:05.380 --> 00:01:07.220]  是講時事
[00:01:07.220 --> 00:01:09.420]  是講二巴爭戰
[00:01:09.420 --> 00:01:13.020]  新近哈馬斯攻打以色列
[00:01:13.020 --> 00:01:15.000]  其實
[00:01:15.000 --> 00:01:17.140]  不知為何很多人
[00:01:17.140 --> 00:01:20.620]  尤其是年青人都很反對以色列
[00:01:20.620 --> 00:01:22.460]  喜歡巴勒斯坦
[00:01:22.460 --> 00:01:24.900]  就算是哈馬斯攻擊以色列
[00:01:24.900 --> 00:01:27.440]  他們都站在巴勒斯坦那邊
[00:01:27.780 --> 00:01:30.260]  甚至很多基督徒都說
[00:01:30.260 --> 00:01:31.840]  現在的以色列
[00:01:31.840 --> 00:01:34.980]  已經不是以前的以色列了
[00:01:34.980 --> 00:01:37.280]  感謝神
[00:01:37.280 --> 00:01:39.180]  沒有說
[00:01:39.180 --> 00:01:42.860]  你現在這個悉尼已經不是以前的悉尼了
[00:01:42.860 --> 00:01:45.380]  我現在已經不認識你
[00:01:45.380 --> 00:01:47.020]  你失去你的救贖
[00:01:47.020 --> 00:01:49.820]  我以前講的東西全部不算數
[00:01:49.820 --> 00:01:52.480]  感謝神他沒有這樣對我
[00:01:52.480 --> 00:01:55.760]  神也不會這樣對待以色列
[00:01:55.760 --> 00:01:59.020]  不會說你不是以前的以色列
[00:01:59.020 --> 00:02:02.920]  也有很多神學家說有代替神學
[00:02:02.920 --> 00:02:05.960]  就是教會已經代替了以色列
[00:02:05.960 --> 00:02:10.060]  這一切都不是正確的教導
[00:02:10.060 --> 00:02:13.240]  保羅在羅馬書的第十一章
[00:02:13.240 --> 00:02:14.320]  他講到
[00:02:14.320 --> 00:02:17.540]  當外邦人的人數添滿了之後
[00:02:17.540 --> 00:02:22.280]  剩下來所有的以色列人全國都要得救
[00:02:22.280 --> 00:02:24.060]  神是信實的
[00:02:24.060 --> 00:02:26.060]  神是沒有放棄以色列
[00:02:26.060 --> 00:02:30.820]  神也不會放棄他每一個的兒女
[00:02:30.820 --> 00:02:33.660]  回到講事思記
[00:02:33.660 --> 00:02:36.800]  我們今天要講最後的三章
[00:02:36.800 --> 00:02:39.820]  讀完最後的三章你會發覺
[00:02:39.820 --> 00:02:43.060]  真的和時事新聞是差不多的
[00:02:43.060 --> 00:02:44.900]  講的是什麼?
[00:02:44.900 --> 00:02:49.060]  色情、暴力、家變
[00:02:49.060 --> 00:02:52.860]  還有同性戀、鄰間
[00:02:52.860 --> 00:02:58.260]  兄弟不和、自相殘殺、還有綁架
[00:02:58.260 --> 00:03:00.420]  這也是原因
[00:03:00.420 --> 00:03:04.740]  有很多人說不可以讀聖經了
[00:03:04.740 --> 00:03:07.560]  不可以在學校讀聖經了
[00:03:07.560 --> 00:03:09.960]  你看這麼多色情、這麼多暴力
[00:03:09.960 --> 00:03:12.280]  美國就是這樣
[00:03:12.280 --> 00:03:20.060]  但是聖經裡面記載的都是歷史事蹟
[00:03:20.060 --> 00:03:24.260]  如果你說有這些色情暴力就要禁止的
[00:03:24.260 --> 00:03:29.300]  我相信所有的歷史書都要被禁止
[00:03:29.300 --> 00:03:31.060]  所以我們不應該說
[00:03:31.060 --> 00:03:36.160]  因為有這些事我們就要禁止讀聖經
[00:03:36.160 --> 00:03:42.660]  但是在另一方面也有人喜歡這些暴力
[00:03:42.660 --> 00:03:45.060]  我上一次也和大家講過
[00:03:45.060 --> 00:03:47.200]  Sports Illustrative
[00:03:47.200 --> 00:03:50.560]  50年前已經說現在這個世上
[00:03:50.560 --> 00:03:52.660]  是有一些新的暴力
[00:03:52.660 --> 00:03:54.760]  不是真正的暴力
[00:03:54.760 --> 00:03:57.860]  只不過是在螢光幕上的暴力
[00:03:57.860 --> 00:04:01.160]  是那些電影、電視製作人
[00:04:01.160 --> 00:04:04.460]  是用暴力來賺錢
[00:04:04.460 --> 00:04:05.460]  很可惜
[00:04:05.460 --> 00:04:07.560]  根據調查的數字
[00:04:07.560 --> 00:04:10.260]  螢光幕上所發生的事
[00:04:10.260 --> 00:04:15.860]  就會發生在我們生活當中重複
[00:04:15.860 --> 00:04:19.760]  根據美國心理學協會的一個調查
[00:04:19.760 --> 00:04:23.260]  在黃金時間
[00:04:23.260 --> 00:04:26.260]  Prime Time的電視節目
[00:04:26.260 --> 00:04:29.460]  每一個小時有五次的暴力
[00:04:29.460 --> 00:04:32.060]  這個已經是好幾年前了
[00:04:32.060 --> 00:04:37.160]  我相信現在絕對是不止一個小時五次
[00:04:37.160 --> 00:04:41.960]  今天美國在三十年前已經說
[00:04:41.960 --> 00:04:47.160]  星期六早上小朋友看的卡通片
[00:04:47.160 --> 00:04:49.160]  如果有暴力的話
[00:04:49.160 --> 00:04:53.560]  會增加小孩子暴力五倍
[00:04:53.560 --> 00:04:57.360]  星期六早上看卡通片也有暴力
[00:04:57.360 --> 00:05:02.660]  以致弟弟也會增加暴力
[00:05:02.660 --> 00:05:05.660]  一個國家如果容忍暴力的話
[00:05:05.660 --> 00:05:07.660]  這個國家就沒有前途
[00:05:07.660 --> 00:05:08.860]  現在很可惜
[00:05:08.860 --> 00:05:11.460]  美國就是這樣
[00:05:11.460 --> 00:05:15.660]  當邪惡如果沒有得到妥善的處理
[00:05:15.660 --> 00:05:17.260]  就會增長
[00:05:17.260 --> 00:05:19.360]  會有很大的影響
[00:05:19.360 --> 00:05:23.460]  今天我們會看到基比亞這個城市
[00:05:23.460 --> 00:05:25.460]  因為一個城市的罪
[00:05:25.460 --> 00:05:28.460]  影響了整個別亞民族派
[00:05:28.460 --> 00:05:32.760]  影響了整個以色列國都有內戰
[00:05:32.760 --> 00:05:36.860]  這是非常之的不幸
[00:05:36.860 --> 00:05:41.760]  今天這個故事也是講一個利美人
[00:05:41.760 --> 00:05:44.460]  記不記得上一次十七、十八章
[00:05:44.460 --> 00:05:46.660]  我們也講到一個利美人
[00:05:46.660 --> 00:05:48.660]  叫做約拿丹
[00:05:48.660 --> 00:05:53.260]  這是一個被請回來的祭司
[00:05:53.260 --> 00:05:57.260]  如果你認為約拿丹這個人很可惡的話
[00:05:57.260 --> 00:06:00.660]  今天這個沒有被提名的利美人
[00:06:00.660 --> 00:06:04.460]  就更加是卑鄙無恥
[00:06:04.460 --> 00:06:08.860]  我們看到其實以色列人的問題是什麼
[00:06:08.860 --> 00:06:12.460]  我們剛才講了家庭出現問題
[00:06:12.460 --> 00:06:15.460]  但是你看到無論是丹支派
[00:06:15.460 --> 00:06:17.460]  無論是別亞民族派
[00:06:17.460 --> 00:06:20.060]  利美人都出現了問題
[00:06:20.060 --> 00:06:23.960]  利美人是以色列人的老師
[00:06:23.960 --> 00:06:25.860]  他們是領袖
[00:06:25.860 --> 00:06:28.260]  如果利美人都出現問題
[00:06:28.260 --> 00:06:32.560]  就是說不單止人民家庭出現問題
[00:06:32.560 --> 00:06:36.660]  以色列人的領袖都出現問題
[00:06:36.660 --> 00:06:40.160]  這個沒有被提名的利美人
[00:06:40.160 --> 00:06:44.360]  他用了很多的時間都在燕諾的上高
[00:06:44.360 --> 00:06:46.760]  在經文如果你注意的話
[00:06:46.760 --> 00:06:49.960]  重複出現的字是什麼
[00:06:49.960 --> 00:06:53.060]  是吃喝玩樂
[00:06:53.060 --> 00:06:56.060]  這個人就沉迷在吃喝玩樂
[00:06:56.060 --> 00:06:58.460]  走在黑暗的裡面
[00:06:58.460 --> 00:06:59.660]  因為這樣
[00:06:59.660 --> 00:07:02.860]  他不單止危及自己的生命
[00:07:02.860 --> 00:07:06.060]  他還危及了他家人的生命
[00:07:06.060 --> 00:07:08.160]  他有一個妾侍
[00:07:08.160 --> 00:07:10.860]  在這個妾侍生前死後
[00:07:10.860 --> 00:07:13.460]  他向這個妾侍所做的一切
[00:07:13.460 --> 00:07:15.160]  令人震驚
[00:07:15.160 --> 00:07:21.260]  以至以色列發生了一場很大的內戰
[00:07:21.260 --> 00:07:23.660]  我講到這個人有一個妾侍
[00:07:23.660 --> 00:07:25.860]  猶太人的傳統來說
[00:07:25.860 --> 00:07:29.460]  如果一個男人的妻子沒有出現
[00:07:29.460 --> 00:07:30.860]  沒有子女的話
[00:07:30.860 --> 00:07:33.660]  他絕對是可以納妾
[00:07:33.660 --> 00:07:38.660]  雖然猶太人的傳統是容許納妾
[00:07:38.660 --> 00:07:40.960]  但絕對不是神所喜悅
[00:07:40.960 --> 00:07:43.760]  不是神所贊成
[00:07:43.760 --> 00:07:45.360]  就算是這樣
[00:07:45.360 --> 00:07:47.760]  我們看到在舊約
[00:07:47.760 --> 00:07:51.760]  很多很出名的男子都是三妻四妾
[00:07:51.760 --> 00:07:54.060]  都是很多妾侍的
[00:07:54.060 --> 00:07:58.260]  例如阿伯拉罕、雅各、基建
[00:07:58.260 --> 00:08:01.760]  蘇羅、大衛、所羅門王
[00:08:01.760 --> 00:08:04.860]  都是妻妾滿堂
[00:08:04.860 --> 00:08:07.660]  妾侍是有名分的
[00:08:07.660 --> 00:08:12.060]  他有權利得到丈夫的供養
[00:08:12.060 --> 00:08:15.460]  提供他衣食住行
[00:08:15.460 --> 00:08:19.060]  他所生出來的子女都是合法的
[00:08:19.060 --> 00:08:21.260]  但因為不是正室
[00:08:21.260 --> 00:08:23.060]  所以他的子女
[00:08:23.060 --> 00:08:29.060]  不一定能夠分到家庭的遺產
[00:08:29.060 --> 00:08:33.060]  這個利美人的妾侍對他不忠
[00:08:33.060 --> 00:08:34.760]  不忠之後怎樣?
[00:08:34.760 --> 00:08:37.760]  躲到自己父親的家裡
[00:08:37.760 --> 00:08:39.060]  在伯利恆
[00:08:39.060 --> 00:08:42.360]  走到他父親那裡
[00:08:42.360 --> 00:08:44.860]  他離開了一段很長的時間
[00:08:44.860 --> 00:08:48.560]  他的丈夫利美人思念他
[00:08:48.560 --> 00:08:51.360]  四個月他去了他父親那裡
[00:08:51.360 --> 00:08:55.360]  於是利美人就去伯利恆找他
[00:08:55.360 --> 00:08:57.760]  原諒了他的妾侍
[00:08:57.760 --> 00:08:59.560]  與他和好
[00:08:59.560 --> 00:09:02.860]  還花了五天在岳父的家裡
[00:09:02.860 --> 00:09:04.860]  跟他吃喝玩樂
[00:09:04.860 --> 00:09:08.060]  彼此過著享受的生活
[00:09:08.060 --> 00:09:09.160]  但很可惜
[00:09:09.160 --> 00:09:15.160]  他們不知道悲劇很快就會來臨他們身上
[00:09:15.160 --> 00:09:19.860]  這個利美人正是反映出現在很多的信徒
[00:09:19.860 --> 00:09:23.160]  都是對他們的信仰粗心大意
[00:09:23.160 --> 00:09:26.660]  應該我們信徒是光明之子
[00:09:26.660 --> 00:09:28.260]  是白晝之子
[00:09:28.260 --> 00:09:30.460]  應該走在光明裡面
[00:09:30.460 --> 00:09:34.860]  但這個人就只知道吃喝玩樂
[00:09:34.860 --> 00:09:36.660]  當災難
[00:09:36.660 --> 00:09:40.660]  當審判來臨他身上的時候
[00:09:40.660 --> 00:09:46.360]  他仍然還在過著享樂的生活
[00:09:46.360 --> 00:09:48.160]  聖經告訴我們
[00:09:48.160 --> 00:09:50.860]  哭有時就笑有時
[00:09:50.860 --> 00:09:53.860]  傳道書的三章四節
[00:09:53.860 --> 00:09:56.560]  神當然是很希望他的兒女
[00:09:56.560 --> 00:09:59.460]  享受他所賜給他們的福份
[00:09:59.460 --> 00:10:02.460]  他們的恩典
[00:10:02.460 --> 00:10:04.860]  但對很多的基督徒來說
[00:10:04.860 --> 00:10:08.360]  就是隨時隨地永遠的享樂
