
[00:00:00.000 --> 00:00:01.840]  靚姊妹
[00:00:01.840 --> 00:00:04.800]  究竟基督的信仰
[00:00:04.800 --> 00:00:08.160]  和其他的信仰有什麼分別呢
[00:00:08.160 --> 00:00:10.840]  以往曾經有一個聚會
[00:00:10.840 --> 00:00:14.760]  一個很大很大的宗教基督教的聚會
[00:00:14.760 --> 00:00:20.000]  那些人就在討論什麼是基督的信仰
[00:00:20.000 --> 00:00:22.000]  和其他的信仰最大的分別
[00:00:22.000 --> 00:00:24.160]  大家在爭論很久很久
[00:00:24.160 --> 00:00:26.320]  其實在會場裡面有一位
[00:00:26.320 --> 00:00:28.800]  大家很出名 可能叫C.S.Lewis
[00:00:28.800 --> 00:00:30.920]  就是劉奕思弟兄
[00:00:30.920 --> 00:00:33.240]  當時他剛剛離開了
[00:00:33.240 --> 00:00:36.040]  他回來的時候大家咬到臉紅耳熱
[00:00:36.040 --> 00:00:37.760]  他就說了一句話
[00:00:37.760 --> 00:00:40.720]  嘿 就是恩典
[00:00:40.720 --> 00:00:41.840]  恩典是什麼呢
[00:00:41.840 --> 00:00:44.240]  恩典是禮物
[00:00:44.240 --> 00:00:46.240]  恩典是不用錢的
[00:00:46.240 --> 00:00:50.760]  但是恩典是神付出極大的代價
[00:00:50.760 --> 00:00:52.760]  環顧我們的生命裡面
[00:00:52.760 --> 00:00:56.560]  究竟我們是否感覺到恩典呢
[00:00:56.560 --> 00:00:58.560]  環顧香港的社會
[00:00:58.560 --> 00:01:00.560]  可能有很多的埋怨
[00:01:00.560 --> 00:01:02.080]  很多的苦讀
[00:01:02.080 --> 00:01:04.440]  很多的批評
[00:01:04.440 --> 00:01:06.840]  或者在這個時候我們都
[00:01:06.840 --> 00:01:10.320]  呼求聖靈幫助我們更加去明白
[00:01:10.320 --> 00:01:13.040]  神的恩典在我們當中
[00:01:13.040 --> 00:01:15.040]  讓我們看得見的時候
[00:01:15.040 --> 00:01:17.360]  我們再不埋怨
[00:01:17.360 --> 00:01:20.720]  我們知道原來我們本來不配
[00:01:20.720 --> 00:01:23.640]  但是神的恩典卻充滿在我們生命裡面
[00:01:23.640 --> 00:01:27.520]  主要是祢帶領我們一步又一步地
[00:01:27.520 --> 00:01:31.560]  走在你恩典的路裡面
[00:01:31.560 --> 00:01:34.120]  讓我們不單止走這些的路
[00:01:34.120 --> 00:01:35.960]  我們經歷你的恩典
[00:01:35.960 --> 00:01:37.840]  明白你的心
[00:01:37.840 --> 00:01:40.160]  知道你何等的愛我們
[00:01:40.160 --> 00:01:42.680]  知道你是次盼望的主
[00:01:42.680 --> 00:01:44.360]  所以今天主要祢
[00:01:44.360 --> 00:01:45.680]  祢帶領的光照
[00:01:45.680 --> 00:01:47.480]  光照我們每一位頂智輩
[00:01:47.480 --> 00:01:49.000]  打開我們的心眼
[00:01:49.000 --> 00:01:50.640]  讓我們與祢相遇
[00:01:50.640 --> 00:01:54.080]  讓我們更加明白祢的心腸
[00:01:54.080 --> 00:01:56.760]  主要是內心的自省
[00:01:56.760 --> 00:01:58.680]  在聖靈的光照
[00:01:58.680 --> 00:02:00.720]  主要是讓祢的真理進入我們生命裡面
[00:02:00.720 --> 00:02:03.520]  讓我們不是頭腦去認識祢
[00:02:03.520 --> 00:02:04.640]  讓我們的心
[00:02:04.640 --> 00:02:06.200]  我們的靈都打開
[00:02:06.200 --> 00:02:07.800]  我們聽聖靈的光照
[00:02:07.800 --> 00:02:09.600]  聽聖靈的說話
[00:02:09.600 --> 00:02:11.920]  主要是復活的大能臨到我們當中
[00:02:11.920 --> 00:02:16.160]  讓一切的仇苦蒙蔽要離開我們
[00:02:16.160 --> 00:02:18.920]  一切破爛了我們親近祢的要離開我們
[00:02:18.920 --> 00:02:20.680]  主要是讓我們望見祢
[00:02:20.680 --> 00:02:21.760]  與祢相遇
[00:02:21.760 --> 00:02:22.760]  多謝祢
[00:02:22.760 --> 00:02:24.000]  聽我們的禱告
[00:02:24.000 --> 00:02:26.080]  奉耶穌基督得聖一命
[00:02:26.080 --> 00:02:27.080]  Amen
[00:02:57.080 --> 00:02:59.520]  原來聖路的人呼出來的氣體
[00:02:59.520 --> 00:03:01.680]  液化了之後是紫色的
[00:03:01.680 --> 00:03:04.880]  於是他就將這些液體打在一隻白老鼠那裡
[00:03:04.880 --> 00:03:07.320]  那隻白老鼠幾分鐘就死了
[00:03:07.320 --> 00:03:11.120]  研究人員接著就收集了一個
[00:03:11.120 --> 00:03:14.520]  心平氣和的人所呼出來的氣體
[00:03:14.520 --> 00:03:16.160]  將它液化了之後
[00:03:16.160 --> 00:03:18.400]  原來是沒有顏色是透明的
[00:03:18.400 --> 00:03:20.960]  他就將這些液體打在那隻白老鼠那裡
[00:03:20.960 --> 00:03:24.240]  那隻白老鼠就好像以前一樣這麼活潑
[00:03:24.240 --> 00:03:26.600]  所以這個實驗的結論就是
[00:03:26.600 --> 00:03:28.840]  原來一個人發怒的時候
[00:03:28.840 --> 00:03:30.760]  他會產生一些物質
[00:03:30.760 --> 00:03:33.440]  會傷害身體
[00:03:33.440 --> 00:03:36.840]  其實憤怒在職場上
[00:03:36.840 --> 00:03:39.520]  都是經常見到的情緒
[00:03:39.520 --> 00:03:41.840]  我想大家打工仔都知道
[00:03:41.840 --> 00:03:43.080]  發怒
[00:03:43.080 --> 00:03:45.520]  所以在網上如果你找
[00:03:45.520 --> 00:03:49.440]  「嬲怒情緒管理」的資料好像很多
[00:03:49.440 --> 00:03:53.040]  大致上來說都歸納成為三樣東西
[00:03:53.040 --> 00:03:56.600]  第一 你要正視那些憤怒的情緒
[00:03:56.600 --> 00:03:57.920]  不要逃避
[00:03:57.920 --> 00:03:59.840]  要找專業的幫助
[00:03:59.840 --> 00:04:00.640]  第二
[00:04:00.640 --> 00:04:04.440]  千萬不要將憤怒的情緒變成一些行動
[00:04:04.440 --> 00:04:06.880]  否則會傷害你自己 傷害別人
[00:04:06.880 --> 00:04:07.640]  第三
[00:04:07.640 --> 00:04:13.440]  你要尋找一些合適的宣洩憤怒情緒的渠道
[00:04:13.440 --> 00:04:17.320]  大致上是這三個方案
[00:04:17.320 --> 00:04:19.680]  但是說起憤怒情緒
[00:04:19.680 --> 00:04:21.680]  當然不只是職場
[00:04:21.680 --> 00:04:22.840]  大家可以想像
[00:04:22.840 --> 00:04:23.800]  家庭
[00:04:23.800 --> 00:04:25.200]  甚至教會
[00:04:25.200 --> 00:04:27.320]  環顧我們以往幾年
[00:04:27.320 --> 00:04:30.880]  社會都充滿很多憤怒
[00:04:30.880 --> 00:04:31.880]  但是
[00:04:31.880 --> 00:04:33.000]  在聖經
[00:04:33.000 --> 00:04:37.080]  其實都有很多有關憤怒的經文
[00:04:37.080 --> 00:04:38.160]  包括什麼呢
[00:04:38.160 --> 00:04:40.440]  譬如詩篇
[00:04:40.440 --> 00:04:41.880]  針研
[00:04:41.880 --> 00:04:43.640]  《已忽所書》
[00:04:43.640 --> 00:04:44.920]  《約翰一書》
[00:04:44.920 --> 00:04:46.320]  其實都很多
[00:04:46.320 --> 00:04:49.480]  為什麼聖經這麼多
[00:04:49.480 --> 00:04:53.360]  有關憤怒情緒的教導呢
[00:04:53.360 --> 00:04:54.880]  為什麼呢
[00:04:54.880 --> 00:04:56.240]  因為大家都知道
[00:04:56.240 --> 00:05:01.200]  其實憤怒具有極大的殺傷力和破壞力
[00:05:01.200 --> 00:05:03.200]  所以耶穌在《馬太福音》
[00:05:03.200 --> 00:05:07.200]  是特意提起憤怒的情緒
[00:05:07.200 --> 00:05:09.280]  讓我們一起看《馬太福音》
[00:05:09.280 --> 00:05:11.200]  五章二十一節
[00:05:11.200 --> 00:05:12.880]  我們一起讀
[00:05:12.880 --> 00:05:14.360]  一二三
[00:05:14.360 --> 00:05:18.640]  你們聽見有吩咐古人的話說
[00:05:18.640 --> 00:05:19.840]  不可殺人
[00:05:19.840 --> 00:05:20.640]  又說
[00:05:20.640 --> 00:05:23.880]  凡殺人的難免受審判
[00:05:23.880 --> 00:05:25.800]  只是我告訴你們
[00:05:25.800 --> 00:05:28.280]  凡向弟兄動怒的
[00:05:28.280 --> 00:05:30.600]  難免受審判
[00:05:30.600 --> 00:05:34.320]  留意耶穌將憤怒和殺人
[00:05:34.320 --> 00:05:35.680]  連在一起
[00:05:35.680 --> 00:05:37.080]  為什麼呢
[00:05:37.080 --> 00:05:40.800]  因為殺人是源於憤怒
[00:05:40.800 --> 00:05:42.800]  但是憤怒的情緒
[00:05:42.800 --> 00:05:45.000]  如果你不受控制
[00:05:45.000 --> 00:05:49.560]  慢慢你就走上殺人的道路
[00:05:49.560 --> 00:05:51.440]  所以耶穌是很重要
[00:05:51.440 --> 00:05:52.800]  要提一提大家
[00:05:52.800 --> 00:05:53.720]  為什麼呢
[00:05:53.720 --> 00:05:57.040]  因為我們往往都是看外表的
[00:05:57.040 --> 00:05:59.400]  但神卻是看內心的
[00:05:59.400 --> 00:06:01.280]  無論你在外表
[00:06:01.280 --> 00:06:03.040]  包裝得怎樣美麗
[00:06:03.040 --> 00:06:04.360]  怎樣正義
[00:06:04.360 --> 00:06:06.080]  又或者你說話很厲害
[00:06:06.080 --> 00:06:08.200]  他怎樣自圓其說也好
[00:06:08.200 --> 00:06:11.240]  神往往是看你的動機
[00:06:11.240 --> 00:06:12.720]  神是看內心
[00:06:12.720 --> 00:06:17.000]  我們再看多一次剛才的聖經馬太福音
[00:06:17.000 --> 00:06:19.880]  五章二十一至二十二節
[00:06:19.880 --> 00:06:21.040]  兩個一起看
[00:06:21.040 --> 00:06:22.400]  讀一二三
[00:06:22.400 --> 00:06:26.360]  你們聽見有吩咐古人的話說
[00:06:26.360 --> 00:06:28.000]  不可殺人
[00:06:28.000 --> 00:06:28.880]  又說
[00:06:28.880 --> 00:06:32.160]  凡殺人的難免受審判
[00:06:32.160 --> 00:06:34.120]  只是我告訴你們
[00:06:34.120 --> 00:06:36.440]  凡向弟兄動怒的
[00:06:36.440 --> 00:06:38.640]  難免受審斷
[00:06:38.640 --> 00:06:41.760]  凡罵弟兄是拉架的
[00:06:41.760 --> 00:06:44.240]  難免公會的審判
[00:06:44.240 --> 00:06:46.840]  凡罵弟兄是摩尼的
