
[00:00:00.000 --> 00:00:04.000]  嘿,大兄姐妹,新年快樂,恭喜發財,好嗎?
[00:00:04.000 --> 00:00:06.000]  我們真的很喜歡錢。
[00:00:06.000 --> 00:00:10.000]  無論如何,新的一年快到了,
[00:00:10.000 --> 00:00:13.000]  希望大家花一點時間去拜年,
[00:00:13.000 --> 00:00:16.000]  以及在後面拍照的時間。
[00:00:16.000 --> 00:00:19.000]  這次我們嘗試講一個新的題目,
[00:00:19.000 --> 00:00:22.000]  這個題目其實是我從來沒有講過的,在教會。
[00:00:22.000 --> 00:00:26.000]  但是我有時候會在團契,或者茶經,
[00:00:26.000 --> 00:00:28.000]  或者主要學,裡面會提過的。
[00:00:28.000 --> 00:00:33.000]  就是和大地和萬物有關,和創造有關。
[00:00:33.000 --> 00:00:35.000]  上帝是不是愛這個大地呢?
[00:00:35.000 --> 00:00:37.000]  怎樣愛這個大地呢?
[00:00:37.000 --> 00:00:40.000]  上帝和這個大地的萬物,
[00:00:40.000 --> 00:00:43.000]  受造界,創造界,有什麼關係呢?
[00:00:43.000 --> 00:00:47.000]  所以我想藉著好幾次的講道,
[00:00:47.000 --> 00:00:50.000]  和大家思想一下這個題目。
[00:00:50.000 --> 00:00:53.000]  我們做一點神學反省。
[00:00:53.000 --> 00:00:56.000]  一說到神學反省,人們會覺得很深,是吧?
[00:00:56.000 --> 00:00:58.000]  什麼事?什麼神學反省?
[00:00:58.000 --> 00:01:00.000]  其實不是這麼深的。
[00:01:00.000 --> 00:01:02.000]  其實用我們的信仰,或者聖經,
[00:01:02.000 --> 00:01:04.000]  去想一想一些主題,
[00:01:04.000 --> 00:01:06.000]  和信仰有什麼關係?
[00:01:06.000 --> 00:01:10.000]  有沒有地方我們想少了,或者想不夠?
[00:01:10.000 --> 00:01:12.000]  我們需要去到聖經裡面,
[00:01:12.000 --> 00:01:16.000]  給我們一些啟示,一些啟迪,
[00:01:16.000 --> 00:01:19.000]  讓我們了解,某一些主題,
[00:01:19.000 --> 00:01:21.000]  到底應該作為一個基督徒,
[00:01:21.000 --> 00:01:24.000]  作為一個站在聖經之下,
[00:01:24.000 --> 00:01:27.000]  我們相信聖經的,聖經,信仰,
[00:01:27.000 --> 00:01:30.000]  到底對這些主題有什麼關係呢?
[00:01:30.000 --> 00:01:33.000]  我想首先做這些神學反省的時候,
[00:01:33.000 --> 00:01:35.000]  先用幾個命題開始。
[00:01:35.000 --> 00:01:38.000]  你回答我,到底這個命題是對的,還是不對?
[00:01:38.000 --> 00:01:41.000]  第一,上帝只是關心我的靈魂,
[00:01:41.000 --> 00:01:43.000]  叫我信耶穌就是上天堂。
[00:01:43.000 --> 00:01:45.000]  對不對?
[00:01:45.000 --> 00:01:47.000]  先不要回答。
[00:01:47.000 --> 00:01:49.000]  先不用開口回答。
[00:01:49.000 --> 00:01:52.000]  因為待會最後會揭曉的。
[00:01:52.000 --> 00:01:56.000]  基督的救贖,是否只是救我脫離這個世界呢?
[00:01:56.000 --> 00:01:59.000]  離開這個這麼痛苦的世界,
[00:01:59.000 --> 00:02:01.000]  敗壞的世界。
[00:02:01.000 --> 00:02:04.000]  第三,受造的世界必然都毀滅了,
[00:02:04.000 --> 00:02:07.000]  沒得救了,所以走為上計。
[00:02:07.000 --> 00:02:10.000]  對不對?去天堂吧你,對不對?
[00:02:10.000 --> 00:02:14.000]  第四,所謂Creation Care,
[00:02:14.000 --> 00:02:17.000]  是與我無關的,與我無關的。
[00:02:17.000 --> 00:02:20.000]  就是管理大地,take care大地,
[00:02:20.000 --> 00:02:23.000]  take care環境等等。
[00:02:23.000 --> 00:02:26.000]  與我無關的,先打四個問號。
[00:02:26.000 --> 00:02:29.000]  問這個問題,我們問這個問題的時候,
[00:02:29.000 --> 00:02:32.000]  需要做一點反省,到底聖經裡面怎麼說,
[00:02:32.000 --> 00:02:35.000]  與我們,與創造界有什麼關係?
[00:02:35.000 --> 00:02:39.000]  如果創造界是我們這個大自然,
[00:02:39.000 --> 00:02:42.000]  或者這個世界,是用完即棄的話,
[00:02:42.000 --> 00:02:45.000]  有些東西用完一次就扔掉了。
[00:02:45.000 --> 00:02:48.000]  其實就沒有什麼好保育的,
[00:02:48.000 --> 00:02:51.000]  保留它幹嘛?反正它都玩完了,對不對?
[00:02:51.000 --> 00:02:56.000]  你就不需要去保留它,或者去take care它,
[00:02:56.000 --> 00:02:59.000]  或者去護理它。
[00:02:59.000 --> 00:03:02.000]  所以呢,首先有些大前提,
[00:03:02.000 --> 00:03:05.000]  到底是不是好像這樣的呢?
[00:03:05.000 --> 00:03:08.000]  我們知道原先的天地,創世紀告訴我們,
[00:03:08.000 --> 00:03:10.000]  一切都是好的,對不對?
[00:03:10.000 --> 00:03:12.000]  甚至上帝看見這個世界他創了,
[00:03:12.000 --> 00:03:14.000]  這個世界是甚好的。
[00:03:14.000 --> 00:03:19.000]  誰知道人就叛變,然後罪就闖入世界,
[00:03:19.000 --> 00:03:21.000]  然後搞壞了這個世界。
[00:03:21.000 --> 00:03:24.000]  現在的世界就是中間這條線,對不對?
[00:03:24.000 --> 00:03:26.000]  基督當然有來到,對不對?
[00:03:26.000 --> 00:03:30.000]  在歷史裡面,基督的出生道成活生,
[00:03:30.000 --> 00:03:34.000]  死而復活,這個就是十字架的地方,對不對?
[00:03:34.000 --> 00:03:37.000]  我們中間就未到最後,
[00:03:37.000 --> 00:03:40.000]  我們被罪破壞的這個現在的世界,
[00:03:40.000 --> 00:03:44.000]  是不是到最後的時候就會中斷?
[00:03:44.000 --> 00:03:45.000]  全部東西都玩完了,
[00:03:45.000 --> 00:03:49.000]  你看見那裡有個核子彈的東西,爆炸。
[00:03:49.000 --> 00:03:52.000]  全部東西game over,
[00:03:52.000 --> 00:03:55.000]  接著就進入所謂新天新地,
[00:03:55.000 --> 00:03:57.000]  基督再回來了,箭嘴指下來,
[00:03:57.000 --> 00:04:00.000]  基督再回來的時候second coming,
[00:04:00.000 --> 00:04:02.000]  然後有個new heaven and new earth,
[00:04:02.000 --> 00:04:04.000]  新天與新地。
[00:04:04.000 --> 00:04:08.000]  所以呢,現在的世界和將來的新天新地,
[00:04:08.000 --> 00:04:11.000]  就是一個discontinuity,
[00:04:11.000 --> 00:04:14.000]  一個中斷的,一個絕對的中斷。
[00:04:14.000 --> 00:04:16.000]  這個世界怎麼都玩完了,
[00:04:16.000 --> 00:04:20.000]  你怎麼搞它,怎麼理它,怎麼保護它,
[00:04:20.000 --> 00:04:22.000]  最終都是game over的。
[00:04:22.000 --> 00:04:27.000]  我們就等下一個啟示錄最後那兩章講,
[00:04:27.000 --> 00:04:30.000]  那個新天新地,榮耀的新天新地,完美的新天新地,
[00:04:30.000 --> 00:04:31.000]  那就霸咒,對不對?
[00:04:31.000 --> 00:04:38.000]  所以今時這個世界和將來那個世界,
[00:04:38.000 --> 00:04:41.000]  是中間有個中斷的,完全沒有關係的。
[00:04:41.000 --> 00:04:43.000]  如果是這樣的前設底下,
[00:04:43.000 --> 00:04:46.000]  現在我們說什麼creation care,
[00:04:46.000 --> 00:04:48.000]  或者這個世界需要我們護理等等,
[00:04:48.000 --> 00:04:51.000]  其實沒什麼用的,對不對?
[00:04:51.000 --> 00:04:54.000]  最重要是走路,對不對?
[00:04:54.000 --> 00:04:57.000]  這裡這麼多天災,這麼多人禍,
[00:04:57.000 --> 00:05:00.000]  我們快點走,耶穌就叫我們走了,對不對?
[00:05:00.000 --> 00:05:04.000]  這是第一個前設,對這個前設是不是對的呢?
[00:05:04.000 --> 00:05:06.000]  或者在聖經裡面一些的內容裡面,
[00:05:06.000 --> 00:05:09.000]  怎樣去看的呢?是不是這樣看的呢?
[00:05:09.000 --> 00:05:13.000]  我想告訴你,我在教會很多年,對不對?
[00:05:13.000 --> 00:05:16.000]  多過大半生在教會,對不對?
[00:05:16.000 --> 00:05:21.000]  我年輕的時候開始接觸這種課題的時候,
[00:05:21.000 --> 00:05:24.000]  主學老師或者牧者都是這麼說的,
[00:05:24.000 --> 00:05:27.000]  我們最重要是搶救靈魂,對不對?
[00:05:27.000 --> 00:05:30.000]  救了你的靈魂,你有永生,
[00:05:30.000 --> 00:05:32.000]  然後快點走路,對不對?
[00:05:32.000 --> 00:05:34.000]  這裡不要搞這麼多了,對不對?
[00:05:34.000 --> 00:05:37.000]  但是我們唯一在地上的使命就是做什麼?
[00:05:37.000 --> 00:05:41.000]  就是救人,救靈魂,OK?
[00:05:41.000 --> 00:05:43.000]  你的身體也不要了,說真的,
[00:05:43.000 --> 00:05:47.000]  就像這件衣服,穿爛了就丟掉,對不對?
[00:05:47.000 --> 00:05:49.000]  因為我們是這樣接觸的,
[00:05:49.000 --> 00:05:52.000]  這個是我們一個很重的傳統,
[00:05:52.000 --> 00:05:59.000]  到底是不是聖經的價值呢?
[00:05:59.000 --> 00:06:02.000]  第二,下面那個就有點不同了,
[00:06:02.000 --> 00:06:06.000]  沒錯,罪是闖入世界,毀壞了原先的天地,
[00:06:06.000 --> 00:06:10.000]  罪是破壞了的,但是到耶穌來的時候,
[00:06:10.000 --> 00:06:12.000]  這個世界是會更新的,繼續,
[00:06:12.000 --> 00:06:15.000]  有一個完美的更新,然後進入新天新地,
[00:06:15.000 --> 00:06:17.000]  但是如果是這樣看的話,
[00:06:17.000 --> 00:06:20.000]  現在的世界和將來新天新地,
[00:06:20.000 --> 00:06:24.000]  就是有一個continuity,一個連續性,
[00:06:24.000 --> 00:06:28.000]  就是你現在做的事,或者你保存的事,
[00:06:28.000 --> 00:06:32.000]  保留的事,是將會繼續下去的,
[00:06:32.000 --> 00:06:34.000]  甚至到耶穌回來的時候,
[00:06:34.000 --> 00:06:37.000]  有一個完美的renewal,
[00:06:37.000 --> 00:06:39.000]  這個就是我們需要問的問題了,
[00:06:39.000 --> 00:06:43.000]  到底聖經是說一,還是說二呢?
[00:06:43.000 --> 00:06:46.000]  如果說一,就好像我所說的,
[00:06:46.000 --> 00:06:49.000]  以往我們的傳統,我從小到大接觸的東西,
[00:06:49.000 --> 00:06:55.000]  就是傳福音,救靈魂,脫苦海,走路,
[00:06:55.000 --> 00:06:58.000]  第二,可能就會有些不同了,
[00:06:58.000 --> 00:07:02.000]  不同的地方就是我們怎樣去看這個大地,
[00:07:02.000 --> 00:07:04.000]  怎樣看這個creation,
[00:07:04.000 --> 00:07:07.000]  這個就是所謂今天我們很多時候會說的,
[00:07:07.000 --> 00:07:11.000]  環境保育,或者關心這個世界,
[00:07:11.000 --> 00:07:13.000]  看護這個世界等等,
[00:07:13.000 --> 00:07:18.000]  我們用幾段經文去思想這個主題,
[00:07:18.000 --> 00:07:21.000]  第一段經文今天選的就是羅馬書第八章,
[00:07:21.000 --> 00:07:23.000]  第八章第十九節開始,
[00:07:23.000 --> 00:07:25.000]  而保羅是說什麼呢?
[00:07:25.000 --> 00:07:28.000]  羅馬書第一章到第七章都是說上帝的救恩,
[00:07:28.000 --> 00:07:31.000]  在基督裡面成就的,所謂恩信清兒,
[00:07:31.000 --> 00:07:34.000]  所以終於到了,終於實現了,
[00:07:34.000 --> 00:07:37.000]  然後第八章可以說是一個高潮,
[00:07:37.000 --> 00:07:39.000]  就是上帝到底要做些什麼呢?
[00:07:39.000 --> 00:07:43.000]  和人類,和整個的世界要做些什麼呢?
[00:07:43.000 --> 00:07:45.000]  第八章我們來看一看,
[00:07:45.000 --> 00:07:47.000]  我告訴你,我讀這段聖經的時候,
[00:07:47.000 --> 00:07:52.000]  你看看這段聖經怎樣去形容大地受造界,
[00:07:52.000 --> 00:07:54.000]  開心還是不開心呢?
[00:07:54.000 --> 00:07:55.000]  你覺得受造界?
[00:07:55.000 --> 00:07:56.000]  第八章第十八節,
[00:07:56.000 --> 00:07:57.000]  我認為保羅說,
[00:07:57.000 --> 00:08:01.000]  與將來要顯給我們的榮耀相比,
[00:08:01.000 --> 00:08:04.000]  現在所受的痛苦簡直是微不足道,
[00:08:04.000 --> 00:08:05.000]  這個是當代譯本來的,
[00:08:05.000 --> 00:08:08.000]  受造之物正熱切等待,
[00:08:08.000 --> 00:08:10.000]  上帝縱指的顯然,
