
[00:00:00.000 --> 00:00:23.000]  主席
[00:00:30.000 --> 00:00:34.000]  我們憐於基督多結果子
[00:00:34.000 --> 00:00:40.000]  有人問我為什麼不講今天的主題經文呢?
[00:00:40.000 --> 00:00:43.000]  我今年一年要和大家看恩典
[00:00:43.000 --> 00:00:46.000]  而講這個恩典的時候我希望你不要誤會
[00:00:46.000 --> 00:00:48.000]  誤會什麼呢?
[00:00:48.000 --> 00:00:50.000]  是呀!有講憐憫那些東西
[00:00:50.000 --> 00:00:53.000]  因為實在我們想結果子
[00:00:53.000 --> 00:00:55.000]  我們想憐於基督
[00:00:55.000 --> 00:00:57.000]  不是你想就可以
[00:00:57.000 --> 00:01:00.000]  很多時候基督徒被人誤會
[00:01:00.000 --> 00:01:03.000]  以為我們是被要求做這樣做那樣
[00:01:03.000 --> 00:01:05.000]  其實老實講
[00:01:05.000 --> 00:01:07.000]  神要求你做一樣東西
[00:01:07.000 --> 00:01:09.000]  你做不做得到?
[00:01:09.000 --> 00:01:11.000]  不要講神
[00:01:11.000 --> 00:01:13.000]  你在家裡
[00:01:13.000 --> 00:01:16.000]  你有家用
[00:01:16.000 --> 00:01:19.000]  你要求他做的事他做不做得到給你?
[00:01:19.000 --> 00:01:21.000]  你是一個老闆你是一個CEO
[00:01:21.000 --> 00:01:23.000]  你想想你要下屬做的事
[00:01:23.000 --> 00:01:26.000]  會不會滿足你的心意?
[00:01:26.000 --> 00:01:28.000]  你只怕人
[00:01:28.000 --> 00:01:30.000]  人也不會滿意你
[00:01:30.000 --> 00:01:33.000]  何況我們在全能神的手中
[00:01:33.000 --> 00:01:35.000]  所以今天
[00:01:35.000 --> 00:01:37.000]  如果我們以為我們可以做到事
[00:01:37.000 --> 00:01:38.000]  滿足上帝的心意
[00:01:38.000 --> 00:01:40.000]  我不敢說大錯特錯
[00:01:40.000 --> 00:01:42.000]  起碼是小錯小錯
[00:01:42.000 --> 00:01:45.000]  所以我希望今年能夠透過恩典
[00:01:45.000 --> 00:01:47.000]  一年我會講恩典
[00:01:47.000 --> 00:01:49.000]  你說這麼多恩典講什麼?
[00:01:49.000 --> 00:01:53.000]  因為你只有明白恩典你才會更新做人
[00:01:53.000 --> 00:01:55.000]  在恩典之前
[00:01:55.000 --> 00:01:57.000]  大家看幾點有留意
[00:01:57.000 --> 00:01:59.000]  我們的信仰
[00:01:59.000 --> 00:02:03.000]  信耶穌神賜給我們永生
[00:02:03.000 --> 00:02:06.000]  這個不單單只是精神寄託
[00:02:06.000 --> 00:02:09.000]  這是我們生活裡的核心
[00:02:09.000 --> 00:02:14.000]  也是我們每天生活的方向
[00:02:14.000 --> 00:02:16.000]  方向和核心
[00:02:16.000 --> 00:02:19.000]  沒有核心就是沒有重點
[00:02:19.000 --> 00:02:22.000]  如果你走路失去重心
[00:02:22.000 --> 00:02:24.000]  你會怎樣?
[00:02:24.000 --> 00:02:26.000]  你試過走路失去重心嗎?
[00:02:26.000 --> 00:02:31.000]  試過坐的時候起身失去重心嗎?
[00:02:31.000 --> 00:02:34.000]  你試過在浴室裡失去重心嗎?
[00:02:34.000 --> 00:02:36.000]  有人在浴室裡失去重心
[00:02:36.000 --> 00:02:40.000]  結果就頭破血流
[00:02:40.000 --> 00:02:43.000]  一個人生裡失去重心
[00:02:43.000 --> 00:02:44.000]  我告訴你
[00:02:44.000 --> 00:02:45.000]  你就算不頭破血流
[00:02:45.000 --> 00:02:48.000]  你也會一直跌倒
[00:02:48.000 --> 00:02:50.000]  方向不準確的時候
[00:02:50.000 --> 00:02:52.000]  你要去哪裡?
[00:02:52.000 --> 00:02:54.000]  第二件事
[00:02:54.000 --> 00:02:56.000]  我們人是有零的活人
[00:02:56.000 --> 00:02:58.000]  我重新再說一次
[00:02:58.000 --> 00:03:00.000]  零
[00:03:00.000 --> 00:03:02.000]  有零和沒有零
[00:03:02.000 --> 00:03:04.000]  是差很遠的
[00:03:04.000 --> 00:03:06.000]  有零就是說
[00:03:06.000 --> 00:03:08.000]  你有永恆
[00:03:08.000 --> 00:03:10.000]  你會有永遠
[00:03:10.000 --> 00:03:12.000]  你會有永生
[00:03:12.000 --> 00:03:14.000]  沒有零
[00:03:14.000 --> 00:03:16.000]  你只有今生
[00:03:16.000 --> 00:03:18.000]  而會滅亡
[00:03:18.000 --> 00:03:20.000]  你沒有永恆
[00:03:20.000 --> 00:03:22.000]  第三
[00:03:22.000 --> 00:03:24.000]  這個世界
[00:03:24.000 --> 00:03:26.000]  我們叫做物質的世界
[00:03:26.000 --> 00:03:28.000]  這個世界
[00:03:28.000 --> 00:03:30.000]  物質的世界
[00:03:30.000 --> 00:03:32.000]  一切都會漸漸的變舊
[00:03:32.000 --> 00:03:34.000]  和變壞
[00:03:34.000 --> 00:03:36.000]  壞到有一天
[00:03:36.000 --> 00:03:38.000]  不能變
[00:03:38.000 --> 00:03:40.000]  但是
[00:03:40.000 --> 00:03:42.000]  靈界裡
[00:03:42.000 --> 00:03:44.000]  有零的生命裡
[00:03:44.000 --> 00:03:46.000]  一切
[00:03:46.000 --> 00:03:48.000]  是會不斷的更新
[00:03:48.000 --> 00:03:50.000]  直到永恆
[00:03:50.000 --> 00:03:52.000]  留心
[00:03:52.000 --> 00:03:54.000]  兩個都是變
[00:03:54.000 --> 00:03:56.000]  一個新陳代謝是變
[00:03:56.000 --> 00:03:58.000]  變到最後變到沒有了
[00:03:58.000 --> 00:04:00.000]  衰扭了
[00:04:00.000 --> 00:04:02.000]  但一個個變是越變越新
[00:04:02.000 --> 00:04:04.000]  越變越新直到永恆
[00:04:04.000 --> 00:04:06.000]  這個一定是發生的
[00:04:06.000 --> 00:04:08.000]  所以不要太過注視
[00:04:08.000 --> 00:04:10.000]  在這個有形有體的
[00:04:10.000 --> 00:04:12.000]  物質社會上
[00:04:12.000 --> 00:04:14.000]  這個世界要變得好
[00:04:14.000 --> 00:04:16.000]  變成天堂
[00:04:16.000 --> 00:04:18.000]  我不知道那個人傳了什麼福音給你
[00:04:18.000 --> 00:04:20.000]  但聖經告訴我們
[00:04:20.000 --> 00:04:22.000]  我們要進入神的國
