
[00:00:00.000 --> 00:00:04.500]  讀一段聖經在格林多後書第五章十七節
[00:00:04.500 --> 00:00:06.860]  這一節的聖經我們一同來唸來
[00:00:06.860 --> 00:00:08.820]  若有人在基督裡
[00:00:08.820 --> 00:00:10.760]  他就是新造的人
[00:00:10.760 --> 00:00:13.460]  舊事已過都變成新的
[00:00:13.460 --> 00:00:14.520]  我們再讀一遍來
[00:00:14.520 --> 00:00:16.460]  若有人在基督裡
[00:00:16.460 --> 00:00:18.360]  他就是新造的人
[00:00:18.360 --> 00:00:21.620]  舊事已過都變成新的
[00:00:21.620 --> 00:00:23.820]  感謝主在過去七天當中
[00:00:23.820 --> 00:00:27.060]  神真的將得救的人數天天加給我們
[00:00:27.060 --> 00:00:31.060]  你們直到昨天為止一共有73個人
[00:00:31.060 --> 00:00:32.020]  覺知姓名的耶穌
[00:00:32.020 --> 00:00:36.260]  Hallelujah
[00:00:36.260 --> 00:00:37.820]  我們真的將一切榮耀歸給神
[00:00:37.820 --> 00:00:42.120]  你們這一天我們真的經歷到神的應許
[00:00:42.120 --> 00:00:45.920]  教會天天開門就天天有人進來
[00:00:45.920 --> 00:00:49.060]  連禮拜一晚上都超過三百人聚會
[00:00:49.060 --> 00:00:50.260]  Hallelujah
[00:00:50.260 --> 00:00:52.020]  我們天天有人得救
[00:00:52.020 --> 00:00:54.260]  天天有人得醫治
[00:00:54.260 --> 00:00:55.760]  在過去七個晚上
[00:00:55.760 --> 00:00:59.060]  真的可以說是充滿榮耀的七個夜晚
[00:00:59.060 --> 00:01:00.320]  Hallelujah
[00:01:00.320 --> 00:01:04.960]  我特別感動就是看見弟兄姊妹的擺上
[00:01:04.960 --> 00:01:07.800]  每天晚上一到六點半
[00:01:07.800 --> 00:01:11.400]  不同的團隊就陸續進到教會
[00:01:11.400 --> 00:01:12.660]  準備的準備
[00:01:12.660 --> 00:01:13.960]  練習的練習
[00:01:13.960 --> 00:01:15.760]  禱告的禱告
[00:01:15.760 --> 00:01:18.800]  每天我都看見不同的人在帶敬拜
[00:01:18.800 --> 00:01:20.900]  不同的團隊在侍奉
[00:01:20.900 --> 00:01:22.060]  不同的招待
[00:01:22.060 --> 00:01:25.520]  不同的禱告團隊在為病人禱告
[00:01:25.520 --> 00:01:27.360]  真的我好像就看見
[00:01:27.360 --> 00:01:30.320]  一支很大的屬神的軍隊
[00:01:30.320 --> 00:01:31.760]  在這裡被建立起來
[00:01:31.760 --> 00:01:33.200]  Hallelujah
[00:01:33.200 --> 00:01:35.500]  特別是很多弟兄姊妹
[00:01:35.500 --> 00:01:37.920]  都是第一次參加侍奉
[00:01:37.920 --> 00:01:40.820]  我就知道參加陪談侍奉的很多弟兄姊妹
[00:01:40.820 --> 00:01:44.100]  都常常自己在剛剛信主不久了
[00:01:44.100 --> 00:01:46.320]  現在就帶領別人做覺知信主
[00:01:46.320 --> 00:01:47.500]  Hallelujah
[00:01:47.500 --> 00:01:51.720]  很多禱告團隊的弟兄姊妹是第一次為病人禱告
[00:01:51.720 --> 00:01:53.200]  我還記得很多時候他們說
[00:01:53.200 --> 00:01:56.460]  一開始禱告都不知道自己在說些什麼
[00:01:56.460 --> 00:01:58.800]  有一位姐妹說她為一個人禱告完了
[00:01:58.800 --> 00:02:00.500]  結果一禱告完
[00:02:00.500 --> 00:02:02.200]  這個人居然就跑到他上台上
[00:02:02.200 --> 00:02:03.800]  做見證說得醫治了
[00:02:03.800 --> 00:02:04.920]  Hallelujah
[00:02:04.920 --> 00:02:06.820]  我們就看他們越禱告
[00:02:06.820 --> 00:02:08.260]  信心就越增加
[00:02:08.260 --> 00:02:09.500]  Hallelujah
[00:02:09.500 --> 00:02:15.200]  我就看見弟兄姊妹一個一個在神的面前
[00:02:15.200 --> 00:02:18.860]  以前他們曾經是破碎的
[00:02:18.860 --> 00:02:22.820]  如今他們卻成為一個服侍別人的人
[00:02:22.820 --> 00:02:25.700]  以前曾經是破碎的
[00:02:25.700 --> 00:02:29.160]  現在卻成為神醫治的器皿
[00:02:29.160 --> 00:02:30.600]  我就想到其實弟兄姊
[00:02:30.600 --> 00:02:34.000]  神在我們的身上的心意不就是這樣嗎
[00:02:34.000 --> 00:02:35.800]  神拯救我們的目的
[00:02:35.800 --> 00:02:38.000]  不單單只是讓我們得到
[00:02:38.000 --> 00:02:41.860]  赦罪的平安跟醫治的恩典而已
[00:02:41.860 --> 00:02:43.100]  神的心意
[00:02:43.100 --> 00:02:46.400]  乃是要在我們身上來做恢復的工作
[00:02:46.400 --> 00:02:48.120]  來做重建的工作
[00:02:48.120 --> 00:02:48.960]  你們
[00:02:48.960 --> 00:02:51.660]  就像剛才的經文講到在基督裡面
[00:02:51.660 --> 00:02:54.860]  我們要成為一個新造的人
[00:02:54.860 --> 00:02:57.420]  不只是撫平我們的創傷
[00:02:57.420 --> 00:02:59.500]  我們得到一點平安而已
[00:02:59.500 --> 00:03:01.960]  神在我們身上的心意
[00:03:01.960 --> 00:03:04.020]  是要來做重建的工作
[00:03:04.020 --> 00:03:06.360]  像一個新造的人
[00:03:06.360 --> 00:03:07.260]  Amen
[00:03:07.260 --> 00:03:10.300]  所以今天早上我們要從四方面來講到
[00:03:10.300 --> 00:03:12.020]  我們在生活當中
[00:03:12.020 --> 00:03:14.060]  怎麼樣能夠經歷到神
[00:03:14.060 --> 00:03:17.100]  恢復跟重建的恩典
[00:03:17.100 --> 00:03:18.300]  首先第一個
[00:03:18.300 --> 00:03:20.660]  我們一定要歡迎聖靈來工作
[00:03:20.660 --> 00:03:24.820]  我跟你們說要歡迎聖靈來工作
[00:03:24.820 --> 00:03:28.100]  你知道生命的恢復跟重建
[00:03:28.100 --> 00:03:32.000]  必須是從聖靈的工作開始
[00:03:32.000 --> 00:03:33.420]  對每一個基督徒來講
[00:03:33.420 --> 00:03:36.500]  雖然我們接受耶穌做我們個人救主之後
[00:03:36.500 --> 00:03:39.320]  聖靈就住在我們的裡面
[00:03:39.320 --> 00:03:41.460]  但我卻看見很多時候
[00:03:41.460 --> 00:03:42.720]  很多的信徒
[00:03:42.720 --> 00:03:46.900]  是把聖靈只是放在生命中一個角落裡面而已
[00:03:46.900 --> 00:03:50.100]  好像把聖靈就冷凍在一個角落
[00:03:50.100 --> 00:03:53.200]  從來不去尋求祂的幫助
[00:03:53.200 --> 00:03:56.860]  事實上今天聖靈的工作在我們裡面非常重要
[00:03:56.860 --> 00:03:59.260]  唯有聖靈能夠幫助我們
[00:03:59.260 --> 00:04:00.900]  光照我們
[00:04:00.900 --> 00:04:05.000]  讓我們看見我們心靈深處的黑暗
[00:04:05.000 --> 00:04:09.060]  否則的話我們從來不覺得我們需要什麼
[00:04:09.060 --> 00:04:10.500]  你還記得有一次
[00:04:10.500 --> 00:04:12.460]  當主耶穌基督帶領門徒
[00:04:12.460 --> 00:04:14.900]  他經過一個村莊
[00:04:14.900 --> 00:04:18.420]  結果那個村莊人不接待他們
[00:04:18.420 --> 00:04:20.660]  這些門徒就很生氣
[00:04:20.660 --> 00:04:21.800]  他們對主耶穌說
[00:04:21.800 --> 00:04:22.600]  主啊
[00:04:22.600 --> 00:04:25.520]  要不要我們禱告天上的神
[00:04:25.520 --> 00:04:29.660]  求天使降下火來燒死他們吧
[00:04:29.660 --> 00:04:31.200]  哇好兇啊
[00:04:31.200 --> 00:04:33.100]  人家只是不接待你啦
[00:04:33.100 --> 00:04:35.420]  就要燒死他們了
[00:04:35.420 --> 00:04:37.500]  你知道主怎麼回答嗎
[00:04:37.500 --> 00:04:39.100]  主就對他們說
[00:04:39.100 --> 00:04:41.660]  你們的內心如何
[00:04:41.660 --> 00:04:43.720]  你們不知道啊
[00:04:43.720 --> 00:04:47.160]  他們以為他們在替天行道
[00:04:47.160 --> 00:04:51.660]  可是他們裡面充滿多少人的驕傲跟黑暗
[00:04:51.660 --> 00:04:53.860]  連他們自己都不知道
[00:04:53.860 --> 00:04:56.060]  你不要笑他們
[00:04:56.060 --> 00:04:59.220]  多少說我們不就是這樣嗎
[00:04:59.220 --> 00:05:02.220]  有人說在我們的心靈世界裡面
[00:05:02.220 --> 00:05:05.160]  包含了四大部分
[00:05:05.160 --> 00:05:09.720]  第一個部分就是人知你知的部分
[00:05:09.720 --> 00:05:12.820]  那就是大家所認識的你嘛
[00:05:12.820 --> 00:05:14.460]  第二個部分
[00:05:14.460 --> 00:05:17.660]  就是人知但你不知的部分
[00:05:17.660 --> 00:05:19.260]  哇多少時候
[00:05:19.260 --> 00:05:21.560]  我們自己就是最後一個
[00:05:21.560 --> 00:05:23.620]  知道自己缺點的人不是嗎
[00:05:23.620 --> 00:05:24.820]  全世界的人都知道
[00:05:24.820 --> 00:05:27.460]  就是我們自己不知道
[00:05:27.460 --> 00:05:29.860]  人知你不知
[00:05:29.860 --> 00:05:31.800]  第三個部分
[00:05:31.800 --> 00:05:35.500]  就人不知你知的部分
[00:05:35.500 --> 00:05:41.300]  是講到那些所在你心靈世界裡面的創傷
[00:05:41.300 --> 00:05:43.620]  苦毒跟黑暗
[00:05:43.620 --> 00:05:46.200]  表面上大家都看不出來
[00:05:46.200 --> 00:05:48.460]  但是你卻知道
[00:05:48.460 --> 00:05:54.160]  這也是常常讓你生活在一些困所當中的原因
[00:05:54.160 --> 00:05:56.360]  最後是人不知
[00:05:56.360 --> 00:05:58.860]  你也不知的部分
[00:05:58.860 --> 00:06:05.400]  有些時候是必須在一些生活中的突發事件當中
[00:06:05.400 --> 00:06:08.400]  你才開始痛苦的
[00:06:08.400 --> 00:06:12.560]  認識到你自己真正的自己
[00:06:12.560 --> 00:06:17.200]  痛苦的重新來學習面對你自己
[00:06:17.200 --> 00:06:20.900]  這是為什麼我們需要歡迎聖靈來的緣故
[00:06:20.900 --> 00:06:26.960]  歡迎聖靈來幫助我們看見我們裡面的軟弱跟需要
[00:06:26.960 --> 00:06:32.660]  然後我們才可能謙卑的回轉到神面前來尋求神的幫助
[00:06:32.660 --> 00:06:35.960]  事實上一旦我們祈求聖靈
[00:06:35.960 --> 00:06:38.900]  聖靈就要來幫助我們的
[00:06:38.900 --> 00:06:41.760]  因為聖經講到我們所信的聖靈
[00:06:41.760 --> 00:06:44.260]  祂就是我們的安慰師
[00:06:44.260 --> 00:06:47.560]  祂是我們的輔導者
[00:06:47.560 --> 00:06:50.760]  羅馬書第五章第三節到第五節
[00:06:50.760 --> 00:06:52.060]  我們一同來唸來
[00:06:52.060 --> 00:06:53.000]  不但如此
[00:06:53.000 --> 00:06:55.860]  就在患難中也是歡歡喜喜的
[00:06:55.860 --> 00:06:57.760]  因為知道患難生忍耐
[00:06:57.760 --> 00:06:59.300]  忍耐生老練
[00:06:59.300 --> 00:07:00.760]  老練生盼望
[00:07:00.760 --> 00:07:01.960]  第五節
[00:07:01.960 --> 00:07:03.560]  盼望不至於羞恥
[00:07:03.560 --> 00:07:05.260]  因為所賜給我們什麼
[00:07:05.260 --> 00:07:09.960]  聖靈將神的愛澆灌在我們心裡
[00:07:09.960 --> 00:07:12.760]  換句話說聖靈不但是那位光照者
[00:07:12.760 --> 00:07:14.360]  讓我們看見我們的黑暗
[00:07:14.360 --> 00:07:15.960]  這節聖經更講到說
[00:07:15.960 --> 00:07:18.860]  在我們一切的患難苦難當中
[00:07:18.860 --> 00:07:24.060]  是聖靈把神的愛澆灌在我們裡面
[00:07:24.060 --> 00:07:26.760]  聖靈不但是那位光照者
[00:07:26.760 --> 00:07:29.260]  聖靈也是那位醫治者
[00:07:29.260 --> 00:07:33.960]  只有聖靈能夠把神的愛澆灌在我們心中的時候
[00:07:33.960 --> 00:07:37.960]  能夠撫平我們心中一切的創傷
[00:07:37.960 --> 00:07:40.960]  所以我常常說就好像在沙灘上
[00:07:40.960 --> 00:07:43.260]  當你走在沙灘上的時候
[00:07:43.260 --> 00:07:45.760]  你看見很多人在沙灘上
[00:07:45.760 --> 00:07:47.960]  有些人在這裡挖沙坑
[00:07:47.960 --> 00:07:50.260]  有些人在堆沙堡
[00:07:50.260 --> 00:07:54.060]  整個沙灘都是凹凹凸凸的
[00:07:54.060 --> 00:07:57.660]  多少時候我們的心靈世界不也是這樣嗎
[00:07:57.660 --> 00:08:01.360]  多少時候環境在我們身上的工作
[00:08:01.360 --> 00:08:03.760]  其他人在我們身上的工作
[00:08:03.760 --> 00:08:08.160]  好像我們的心靈世界就被搞得是凹凹凸凸的
[00:08:08.160 --> 00:08:09.960]  充滿了各樣的創傷
[00:08:09.960 --> 00:08:12.460]  充滿了各樣的蠢鎖
[00:08:12.460 --> 00:08:14.560]  可是你看見什麼時候當
[00:08:14.560 --> 00:08:17.960]  海水衝上這個沙灘上的時候
[00:08:17.960 --> 00:08:21.060]  海水一衝上來然後退下去
[00:08:21.060 --> 00:08:23.860]  嘩一聲退走的時候
