
[00:00:00.000 --> 00:00:04.220]  又是聽神的導與聲音,我們同心禱告,心交給我們主愛的神。
[00:00:04.220 --> 00:00:09.440]  讓我們聽到之前,先同心禱告,讓我們交給我們主愛的神。
[00:00:09.440 --> 00:00:13.800]  慈悲的天父,多謝祢給到我們能夠再次打開祢的說話,
[00:00:13.800 --> 00:00:20.000]  在崇拜的裏面,一同聆聽主祢的道理,我們再次獻上感恩。
[00:00:20.000 --> 00:00:26.340]  求祢的靈與我們同在,教導我們學曉怎樣尊祢為我們主愛的神。
[00:00:26.340 --> 00:00:32.840]  我們慈愛的天父,感謝祢給我們能夠再次有生命,能夠打開主祢的說話,
[00:00:32.840 --> 00:00:39.540]  一起在主祢的說話的跟前,來到認識主祢是怎樣一位神。
[00:00:39.540 --> 00:00:44.000]  求祢的幫助,讓聖靈在我們每一個人的裏面,
[00:00:44.000 --> 00:00:48.880]  都能夠清楚掌握上帝,祢是怎樣一位主。
[00:00:48.880 --> 00:00:58.940]  祢其實是怎樣的原子,也讓我們能夠學到來的真理是我們主我們神的生命。
[00:00:58.940 --> 00:01:04.140]  我們禱告封主耶穌的名臣,阿們。
[00:01:04.140 --> 00:01:11.740]  很多時候我們都會參加一些不同類型的聚會,
[00:01:11.740 --> 00:01:25.140]  比如讀書的時候,每天早上靈星一響就要有一個早會聚集在一起,
[00:01:25.140 --> 00:01:35.820]  聚集在一班同學排隊準備上學,又要唱校歌,又要聽報告,又要一起去祈禱。
[00:01:35.820 --> 00:01:42.340]  要唱早歌、聚會、聽禱告。
[00:01:42.340 --> 00:01:51.000]  後來出來工作以後,下班以後,又跟幾個知己一起約會聚會一下。
[00:01:51.000 --> 00:01:56.140]  下班以後,就和幾個知己聚會一下,傾談一下。
[00:01:56.140 --> 00:02:03.380]  到歌詞歌節的時候,我們又找一些親戚朋友,
[00:02:03.380 --> 00:02:14.300]  搞一些家庭聚會,我們可以看見有很多原因使我們聚集在一起,
[00:02:14.300 --> 00:02:23.560]  但是大部分的聚集都是為了自己開心而聚集的。
[00:02:23.560 --> 00:02:31.860]  所以很多人覺得聚會是為了尋開心而去聚會的。
[00:02:31.860 --> 00:02:42.040]  還有聚會很有趣的,很多人很喜歡說人越多就會越開心,
[00:02:42.040 --> 00:02:50.160]  就算身邊的人你不認識也好,只要你去多人的地方你就會開心些。
[00:02:50.160 --> 00:03:01.460]  我記得我以前和我爸爸去看足球,農曆新年去看賀歲盃,
[00:03:01.460 --> 00:03:08.180]  你知道香港的農曆新年每年都很冷的,香港的農曆新年每年都是這種時候,
[00:03:08.180 --> 00:03:17.240]  去那個大球場那裡,我記得還是香港政府大球場,根本是空曠,
[00:03:17.240 --> 00:03:27.640]  但是不知為何去到那裡,我爸爸就很興奮,就算我們傳球下面那些踢得不知所謂也好,
[00:03:27.640 --> 00:03:41.800]  總之身邊很多的人一齊看就很開心,我小時候又不知爸爸坐在他旁邊都很開心的。
[00:03:41.800 --> 00:03:52.400]  我看了不知為何這麼開心,球一踢,踢到觀眾席那裡,他們又很開心。
[00:03:52.400 --> 00:04:01.100]  我們就開始發覺,原來就算身邊的人認識也好,人多你就覺得開心。
[00:04:01.100 --> 00:04:13.760]  所以大部份人的聚會,不開心就不去,人不多也不去,總而言之有各式形式的聚會。
[00:04:13.760 --> 00:04:21.320]  如果那些自己不開心還要自己付出的話,就更加不會有人想去。
[00:04:21.320 --> 00:04:31.220]  特別有幾種聚會大家都不想去的,那時候工作的時候,同事最怕的就是一種聚會,
[00:04:31.220 --> 00:04:45.680]  就叫做結婚。有個同事派一張請帖給你,他不會第一,哎,好開心,我有份去飲。
[00:04:45.680 --> 00:04:54.700]  他不是很開心,要我去就去酒了。第一件事他們說,哎呀,又破財,又破財了。
[00:04:54.700 --> 00:05:04.040]  接著他當然多了一句,就擋災,就擋災,就好像算了,給他吧,算了,給他吧。
[00:05:04.040 --> 00:05:10.840]  所以有很多人喜歡去這些的,很多人不喜歡去這些,因為自己不開心,因為瞪人不開心。
[00:05:10.840 --> 00:05:23.180]  除非那個人真是你的好朋友,他結婚你又開心,或者去生日會,生日酒,他去生日我都開心,我才會開心。
[00:05:23.180 --> 00:05:35.980]  有些聚會很多人很憎恨他,聚會有各式形式,今天返教會的人,去聚會都有很多種形式。
[00:05:35.980 --> 00:05:50.040]  不過今天我們來看看我們所看的士同人傳第一章,我們看一下門徒都聚會,他們都要聚什麼會呢?
[00:05:50.040 --> 00:06:02.060]  我們從第一章第十二節開始看到,他們開始要返回耶路撒冷,原來按照前文,
[00:06:02.060 --> 00:06:18.040]  甚至在路加福音第二十四章開始,我們知道原來耶穌叫回門徒在巴達尼聚會之後,他們要快點返回耶路撒冷。
[00:06:18.040 --> 00:06:29.400]  耶穌吩咐他們,返回耶路撒冷城當中,你們要等候聖靈的洗禮。
[00:06:29.400 --> 00:06:53.580]  等到什麼時候呢?之前我們已經講過,他們不知道要等到什麼時候,只知道一件事,再不多幾日,是等幾日呢?不知道,肯定會來,以確定卻不知道的時段。
[00:06:53.580 --> 00:07:11.480]  那些門徒唯有聽現在可以做的事,和一群婦女一起返回耶路撒冷,按照安息日的規矩,按照十二節講,
[00:07:11.480 --> 00:07:36.480]  走了大約安息日可走的路程,在當時來計算,應該大約是少於一公里的路程,然後他們返回耶路撒冷,就找到一個地方,他們就在那裡聚會了,我們一會兒會再詳細看看他們在那裡聚會做什麼。
[00:07:36.480 --> 00:07:58.480]  不過很肯定一件事,他們返回耶路撒冷聚會,是按照主耶穌基督的吩咐,他們返去的目的不是吃喝玩樂,也不是像我們今天這樣去聚會是為了尋開心。
[00:07:58.480 --> 00:08:17.480]  門徒返回耶路撒冷之後,其實最重要的是學會如何去重振旗鼓,他們要承擔上帝或者主耶穌交給他們的交托。
[00:08:17.480 --> 00:08:35.480]  他們要承托上帝給他們的交托,一章第三節講了,要去全港神國的事,於是乎他們唯有返回去,要重振旗鼓才能夠達至到全港神國的事。
[00:08:35.480 --> 00:08:50.480]  今天我們從十月節開始就要看看他們在這個時候,在耶路撒冷有什麼活動,要洗到他們聚集起來,而他們才可以一起做的。
[00:08:50.480 --> 00:09:11.480]  而我們相信他們這些活動是很值得我們去留心學習的,他們當然要去預備接受聖靈的洗,但用我們今天來計算,當我們學習之後,可以學習如何履行基督徒的責任。
[00:09:11.480 --> 00:09:32.480]  好,讓我們再返回聖經第一章十二至十四節,先看一看,原來這些門徒和其他基督徒聚集之後,有一個很重要的活動要做,我們一起讀一讀,十二節至十四節。
[00:09:32.480 --> 00:09:54.480]  有一座山名叫加南山,離耶路撒冷不遠,約有二十日可走的路程,當下門徒從那裡回耶路撒冷去,進了城,就想了所住的一間樓房,
[00:09:54.480 --> 00:10:15.480]  在那裡有彼得,約翰,雅各,安德烈,斐尼,多羅馬,馬太,阿亞勒斐的兒子雅各,反日黨的士們和雅各的兒子猶大。
[00:10:15.480 --> 00:10:42.480]  這些人同這幾個婦女和耶穌的母親瑪利亞,並耶穌的弟兄都同心合意地懇求道教。原來耶穌基督的門徒,在耶路撒冷,他們的核心活動是祈禱。
[00:10:42.480 --> 00:10:56.480]  從第十五節後,我們可以看到,原來聚集的這個地方可以安置到一百二十人,我們一會兒再看第十五節。
[00:10:56.480 --> 00:11:18.480]  但是在作者路加詳細記述了在場的所有人士,原來包括不單止十一個門徒,還有好幾個婦女,和耶穌基督的母親,以及耶穌基督的幾個弟兄,
[00:11:18.480 --> 00:11:34.480]  門徒由伯大利經過了橄欖山,然後從耶路撒冷城的東邊,進入到城中。
[00:11:34.480 --> 00:11:50.480]  在聖經裡說,大約是安息日的條例規限的路程,安息日可以走多遠呢?大約可以走一公里左右。
[00:11:50.480 --> 00:12:13.480]  他們從那麼遠,不是很遠,是很近的地方,然後走進耶路撒冷城,就要爬過一條很長的樓梯,進入一個樓房裡面。
[00:12:13.480 --> 00:12:29.480]  好多聖經學者在這裡問,究竟這房子是哪個地方呢?在當年2000年的時候,我去以色列讀書,都特別去探望這房子是哪個地方。
[00:12:29.480 --> 00:12:45.480]  去研究一下當時的環境是如何,根據在聖經裡的記載和考古的印對,應該有兩個不同的聚會過的樓房。
[00:12:45.480 --> 00:13:07.480]  在約翰福音第十三章至十七章裡面,我們稱為樓上房的記載,英文叫 Upper Room Discourse,在這個記載裡面,門徒在彼此守望。
[00:13:07.480 --> 00:13:22.480]  但是聖經學者根據《仕途行傳》的描述,所謂的樓房,應該是屋頂下一層的地方。
[00:13:22.480 --> 00:13:41.480]  於是乎,在2000年的時候,我去以色列讀書,經常撐樓梯,看哪個樓房真的要撐一條樓梯,又可以安置120人聚會。
[00:13:41.480 --> 00:14:00.480]  其實120人聚會的房間,你不要想著很大,其實跟我們這裡大約差不多,我們這裡可以坐120人,而且當時的人是坐地的,不是坐凳子。
[00:14:00.480 --> 00:14:20.480]  後來發現,原來在耶路撒冷的城東南角,有一條樓梯直上就是一個樓房,在他們一起聚會,很符合《仕途行傳》的記載。
[00:14:20.480 --> 00:14:37.480]  因為耶路撒冷的東南角,簡稱為大衛城的城區,要撐一條很長的斜路才能上去。
[00:14:37.480 --> 00:14:57.480]  他們一齊做大型聚會、靈恩活動,預備接受聖靈,他們就在同心合意地禱告。
[00:14:57.480 --> 00:15:07.480]  他們一齊做大型聚會、靈恩活動,預備接受聖靈,他們就在同心合意地禱告。
[00:15:07.480 --> 00:15:27.480]  他們一齊做大型聚會、靈恩活動,預備接受聖靈,他們就在同心合意地禱告。
[00:15:27.480 --> 00:15:47.480]  他們一齊做大型聚會、靈恩活動,預備接受聖靈,他們就在同心合意地禱告。
[00:15:47.480 --> 00:16:07.480]  他們一齊做大型聚會、靈恩活動,預備接受聖靈,他們就在同心合意地禱告。
[00:16:07.480 --> 00:16:27.480]  他們一齊做大型聚會、靈恩活動,預備接受聖靈,他們就在同心合意地禱告。
[00:16:27.480 --> 00:16:47.480]  他們一齊做大型聚會、靈恩活動,預備接受聖靈,他們就在同心合意地禱告。
[00:16:47.480 --> 00:17:07.480]  他們一齊做大型聚會、靈恩活動,預備接受聖靈,他們就在同心合意地禱告。
[00:17:07.480 --> 00:17:27.480]  他們一齊做大型聚會、靈恩活動,預備接受聖靈,他們就在同心合意地禱告。
[00:17:27.480 --> 00:17:47.480]  他們一齊做大型聚會、靈恩活動,預備接受聖靈,他們就在同心合意地禱告。
[00:17:47.480 --> 00:18:07.480]  他們一齊做大型聚會、靈恩活動,預備接受聖靈,他們就在同心合意地禱告。
