
[00:00:00.000 --> 00:00:01.800]  好,多謝姊妹,早晨
[00:00:01.800 --> 00:00:06.600]  由我們開始聆聽長春的說話以先
[00:00:06.600 --> 00:00:09.300]  我們一起再次以禱告預備我們新心靈
[00:00:09.300 --> 00:00:13.480]  去領受神的教導
[00:00:13.480 --> 00:00:14.680]  七位父神,多謝祢
[00:00:14.680 --> 00:00:17.080]  讓我們能夠再次打開祢的說話
[00:00:17.080 --> 00:00:18.760]  來一同學習
[00:00:18.760 --> 00:00:20.160]  明白祢的啟示
[00:00:20.160 --> 00:00:22.080]  領受祢的差名
[00:00:22.080 --> 00:00:23.320]  求祢的帶領
[00:00:23.320 --> 00:00:27.520]  讓每一個無論是先上先下的弟兄姊妹
[00:00:27.520 --> 00:00:30.160]  屬神祢的子民都能夠讓我們
[00:00:30.160 --> 00:00:34.560]  在今天講道的經文當中
[00:00:34.560 --> 00:00:38.400]  清楚準確領受主祢的教導
[00:00:38.400 --> 00:00:39.640]  求祢的帶領
[00:00:39.640 --> 00:00:41.600]  我們同心的禱告
[00:00:41.600 --> 00:00:44.880]  奉靠主耶穌基督得勝的名字而靠
[00:00:44.880 --> 00:00:46.520]  阿們
[00:00:46.520 --> 00:00:50.680]  好,今天我們會來到馬太福音最後一講
[00:00:50.680 --> 00:00:56.200]  對於我來講就有一種依依不捨的感覺
[00:00:56.200 --> 00:00:58.760]  因為其實馬太福音
[00:00:58.760 --> 00:01:00.440]  我不是還沒講過的
[00:01:00.440 --> 00:01:05.080]  不過在過去這兩年多裡面去講馬太福音
[00:01:05.080 --> 00:01:09.680]  我覺得可以說是將我自己在色經上面
[00:01:09.680 --> 00:01:18.000]  以及在靈性上面都有很大的一個詛咒和成長
[00:01:18.000 --> 00:01:23.360]  這是我很想跟大家一起去感謝主的一件事情
[00:01:23.360 --> 00:01:27.280]  今天我們會一起去看馬太福音最後的這段經文
[00:01:27.280 --> 00:01:30.960]  第28章第16至20節
[00:01:30.960 --> 00:01:35.480]  我給了它一個題目叫做《領命的條件》
[00:01:35.480 --> 00:01:40.120]  馬太福音28:16-20
[00:01:40.120 --> 00:01:41.640]  The title for the sermon is
[00:01:41.640 --> 00:01:45.240]  "Requirements of Receiving the Commission"
[00:01:45.240 --> 00:01:47.360]  這段經文很熟悉的
[00:01:47.360 --> 00:01:50.760]  我想每一個基督徒都會聽過這段經文
[00:01:50.760 --> 00:01:54.200]  叫做《大使命經文》
[00:01:54.200 --> 00:01:56.560]  連我們的和合本
[00:01:56.560 --> 00:01:58.880]  有些舊的和合本版本
[00:01:58.880 --> 00:02:03.960]  簡直是將它給一個標題叫做《大使命》
[00:02:03.960 --> 00:02:06.400]  當然了視乎你的版本
[00:02:06.400 --> 00:02:13.360]  我的新標點和合本就已經改了這個題目
[00:02:13.360 --> 00:02:14.840]  個個都以為是一個大使命
[00:02:14.840 --> 00:02:17.200]  當大家一讀到這段大使命的時候
[00:02:17.200 --> 00:02:20.040]  我相信那個腎上腺就飆高了
[00:02:20.040 --> 00:02:23.240]  因為好像我們接受上帝的一個差名
[00:02:23.240 --> 00:02:28.440]  是一個很高的榮譽
[00:02:28.440 --> 00:02:35.760]  差不多像得到格林美音樂會的頒獎典禮
[00:02:35.760 --> 00:02:39.320]  最高殊榮的情況
[00:02:39.320 --> 00:02:41.400]  究竟是不是這樣呢
[00:02:41.400 --> 00:02:46.280]  今天我想可以說給很多的弟兄姊妹
[00:02:46.280 --> 00:02:50.560]  重新重塑這段聖經的意義
[00:02:50.560 --> 00:02:53.960]  可以環顧一下整個《馬太福音》
[00:02:53.960 --> 00:02:56.240]  如果大家還記得《馬太福音》
[00:02:56.240 --> 00:02:59.640]  由第一章到我們剛剛所看到的
[00:02:59.640 --> 00:03:02.680]  上個星期的第28章的經文
[00:03:02.680 --> 00:03:06.040]  耶穌的開始記載
[00:03:06.040 --> 00:03:08.560]  就是由族譜開始
[00:03:08.560 --> 00:03:14.200]  而在先前的我們看到耶穌的復活
[00:03:14.200 --> 00:03:17.560]  耶穌的復活甚至是一個差名
[00:03:17.560 --> 00:03:20.320]  但是這個差名的結束
[00:03:20.320 --> 00:03:25.640]  可以說是帶來了一個頗大的挑戰
[00:03:25.640 --> 00:03:27.920]  這個挑戰是什麼呢
[00:03:27.920 --> 00:03:31.360]  就是耶穌的門徒接著要接受這個差名
[00:03:31.360 --> 00:03:34.520]  是一個絕不容易的差名
[00:03:34.520 --> 00:03:37.480]  因為在最後我們所看到的
[00:03:37.480 --> 00:03:44.920]  這段聖經第14和15節的經文裡面
[00:03:44.920 --> 00:03:49.360]  我們看到這幫大祭司進行了一個
[00:03:49.360 --> 00:03:53.840]  很大型的陰謀
[00:03:53.840 --> 00:03:55.760]  這是什麼陰謀呢
[00:03:55.760 --> 00:03:58.960]  他們要傳講一個信息
[00:03:58.960 --> 00:04:03.880]  這個信息就是在第13節裡面所說
[00:04:03.880 --> 00:04:06.800]  夜間我們睡覺的時候
[00:04:06.800 --> 00:04:09.840]  他的門徒來把他偷去了
[00:04:09.840 --> 00:04:12.560]  就是把耶穌基督的身體
[00:04:12.560 --> 00:04:15.080]  屍體偷去了
[00:04:15.080 --> 00:04:17.520]  把這個消息傳開
[00:04:17.520 --> 00:04:21.680]  但是這個消息傳開
[00:04:21.680 --> 00:04:24.320]  最可惜的是
[00:04:24.320 --> 00:04:26.920]  是一個假的消息
[00:04:26.920 --> 00:04:29.760]  是有一幫所謂侍奉上帝
[00:04:29.760 --> 00:04:32.480]  有上帝說話的人
[00:04:32.480 --> 00:04:39.280]  用上帝那些人奉獻給上帝的金錢
[00:04:39.280 --> 00:04:42.960]  我們看到用聖殿裡面的銀錢
[00:04:42.960 --> 00:04:45.120]  提了大量的出來
[00:04:45.120 --> 00:04:48.520]  去支援這個陰謀
[00:04:48.520 --> 00:04:53.440]  而這個陰謀是恆久地去推行的
[00:04:53.440 --> 00:04:56.280]  如果大家看回第15節的時候
[00:04:56.280 --> 00:04:57.400]  他說到
[00:04:57.400 --> 00:05:04.160]  這話傳到猶太人的中間直到今天
[00:05:04.160 --> 00:05:05.120]  我們說過
[00:05:05.120 --> 00:05:11.400]  馬太福音的成書期在主後的第一世紀
[00:05:11.400 --> 00:05:16.680]  第一世紀我們當是主前100年的時間
[00:05:16.680 --> 00:05:18.840]  如果是這樣的話
[00:05:18.840 --> 00:05:26.000]  耶穌死的我們當是主後的30宗年的時候
[00:05:26.000 --> 00:05:28.640]  如果到馬太福音寫成
[00:05:28.640 --> 00:05:31.280]  就是我們今天所看的馬太福音
[00:05:31.280 --> 00:05:36.640]  我當主後的80年這樣算了
[00:05:36.640 --> 00:05:40.520]  就是由耶穌死到成書的過程
[00:05:40.520 --> 00:05:44.000]  都至少有三四十年的時間
[00:05:44.000 --> 00:05:48.800]  這個陰謀用大量神殿裡面的金錢
[00:05:48.800 --> 00:05:51.240]  推行的一個假的信息
[00:05:51.240 --> 00:05:55.880]  傳遞足足傳了三四十年的時間至少
[00:05:55.880 --> 00:05:57.400]  在這樣的狀態之下
[00:05:57.400 --> 00:05:59.600]  我們就會問一個問題
[00:05:59.600 --> 00:06:06.080]  為什麼神的殿被一幫稱為全主導的人
[00:06:06.080 --> 00:06:09.360]  竟然是這樣使用他的金錢
[00:06:09.360 --> 00:06:14.320]  來傳一個相反上帝要來拯救的信息呢?
[00:06:14.320 --> 00:06:18.760]  這是不是一個淒涼可憐的景況呢?
[00:06:18.760 --> 00:06:22.680]  其實要成就了我們今天教會
[00:06:22.680 --> 00:06:25.840]  要作出一個很重要的反思
[00:06:25.840 --> 00:06:29.000]  今天的教會很多虔誠的信徒
[00:06:29.000 --> 00:06:32.200]  回到教會裡面去傳主的道
[00:06:32.200 --> 00:06:36.240]  甚至付出他們的資源
[00:06:36.240 --> 00:06:38.120]  賺取的金錢
[00:06:38.120 --> 00:06:41.800]  他的能力、他的智慧等等的事情
[00:06:41.800 --> 00:06:45.680]  但是是不是在做上帝要我們傳講的事情呢?
[00:06:45.680 --> 00:06:48.440]  還是只是在滿足一批人
[00:06:48.440 --> 00:06:51.680]  叫做宗教領袖的人的思想呢?
[00:06:51.680 --> 00:06:53.440]  或者他們的目的呢?
[00:06:53.440 --> 00:06:56.520]  這個是很值得我們思想的問題
[00:06:56.520 --> 00:06:58.680]  而今天去到最後
[00:06:58.680 --> 00:07:04.000]  就來到這一段領命的時間了
