
[00:00:00.000 --> 00:00:01.600]  這本書有五段經文
[00:00:01.600 --> 00:00:03.600]  是稱之為警告的經文
[00:00:03.600 --> 00:00:06.440]  在PowerPoint上已經寫了這五段聖經
[00:00:06.440 --> 00:00:08.800]  我們遲些去到那個位置
[00:00:08.800 --> 00:00:10.000]  那個部位部分
[00:00:10.000 --> 00:00:11.800]  我們就會跟大家去分析
[00:00:11.800 --> 00:00:12.900]  我們識經的人
[00:00:12.900 --> 00:00:14.300]  我們一定要很小心
[00:00:14.300 --> 00:00:16.100]  因為識經是有原則的
[00:00:16.100 --> 00:00:18.600]  我們不能夠去斷章取義
[00:00:18.600 --> 00:00:20.600]  不能夠將一段聖經拿出來
[00:00:20.600 --> 00:00:23.400]  就是單單從這個字面
[00:00:23.400 --> 00:00:25.600]  去看那幾節的聖經
[00:00:25.600 --> 00:00:27.100]  今天我們做牧者的
[00:00:27.100 --> 00:00:27.900]  很容易的
[00:00:27.900 --> 00:00:29.700]  我們很容易抓住一段聖經
[00:00:29.700 --> 00:00:31.700]  就說這個就是這樣講的
[00:00:31.700 --> 00:00:32.500]  但我們覺得
[00:00:32.500 --> 00:00:35.000]  我們識經是有一些基本原則
[00:00:35.000 --> 00:00:36.400]  這些基本原則就是說
[00:00:36.400 --> 00:00:37.200]  我們第一
[00:00:37.200 --> 00:00:39.100]  千萬不要斷章取義
[00:00:39.100 --> 00:00:40.300]  抓住這段聖經
[00:00:40.300 --> 00:00:42.500]  就單單從這段聖經
[00:00:42.500 --> 00:00:44.900]  去了解這段聖經的內容
[00:00:44.900 --> 00:00:47.000]  我們必須要看上文
[00:00:47.000 --> 00:00:48.500]  甚至下理
[00:00:48.500 --> 00:00:50.800]  甚至不單止上文下理
[00:00:50.800 --> 00:00:53.000]  我們要看這段聖經的
[00:00:53.000 --> 00:00:54.700]  在那本書裏面
[00:00:54.700 --> 00:00:58.200]  有沒有違背那本書裏面的一些教導
[00:00:58.200 --> 00:01:00.100]  甚至到最後有沒有違背
[00:01:00.100 --> 00:01:02.900]  整部聖經的教導
[00:01:02.900 --> 00:01:04.400]  以至到我們解經那邊
[00:01:04.400 --> 00:01:07.100]  才能夠所謂比較穩陣
[00:01:07.100 --> 00:01:08.100]  甚至是
[00:01:08.100 --> 00:01:10.300]  懂得怎樣去以經解經
[00:01:10.300 --> 00:01:12.300]  所以今天我們去到第二章第一節
[00:01:12.300 --> 00:01:13.500]  去到第四節的時候
[00:01:13.500 --> 00:01:15.400]  第一段警告的經文的時候
[00:01:15.400 --> 00:01:17.900]  我們必須不能夠忘記第一章
[00:01:17.900 --> 00:01:19.500]  上文很重要
[00:01:19.500 --> 00:01:20.700]  上文就是提到
[00:01:20.700 --> 00:01:22.200]  耶穌基督的啟示
[00:01:22.200 --> 00:01:25.700]  是超越眾先知的啟示
[00:01:25.700 --> 00:01:28.300]  我強調先知不是不重要
[00:01:28.300 --> 00:01:31.300]  舊約每一個先知都有它的重要性
[00:01:31.300 --> 00:01:32.900]  但是舊約裏面
[00:01:32.900 --> 00:01:35.800]  每一個先知上帝給他的啟示
[00:01:35.800 --> 00:01:38.300]  或者他所分享上帝的啟示當中
[00:01:38.300 --> 00:01:40.900]  都是一個片面的啟示
[00:01:40.900 --> 00:01:42.000]  就因著舊約
[00:01:42.000 --> 00:01:43.700]  我們有個觀點
[00:01:43.700 --> 00:01:45.000]  就是舊約的啟示
[00:01:45.000 --> 00:01:47.700]  是稱之為漸進式的啟示
[00:01:47.700 --> 00:01:50.300]  英文就是progressive revelation
[00:01:50.300 --> 00:01:50.900]  換言之
[00:01:50.900 --> 00:01:52.200]  當你看《創世紀》
[00:01:52.200 --> 00:01:54.100]  當你看《春夏及記》
[00:01:54.100 --> 00:01:55.700]  每一本書 每一本書 每一本書
[00:01:55.700 --> 00:01:56.900]  去到啟示錄
[00:01:56.900 --> 00:02:00.500]  你就看到整個啟示的完整
[00:02:00.500 --> 00:02:01.700]  是一個漸進式
[00:02:01.700 --> 00:02:04.000]  你不能夠單從耳塞下書
[00:02:04.000 --> 00:02:07.500]  去看完神的全部的啟示
[00:02:07.500 --> 00:02:09.700]  不過耶穌基督的啟示就不同
[00:02:09.700 --> 00:02:10.900]  耶穌基督的啟示
[00:02:10.900 --> 00:02:12.700]  是超越眾先知
[00:02:12.700 --> 00:02:15.000]  因為耶穌基督一個人
[00:02:15.000 --> 00:02:16.500]  或者一個神
[00:02:16.500 --> 00:02:18.700]  他能夠將整個啟示
[00:02:18.700 --> 00:02:20.300]  由《創世紀》去到啟示錄
[00:02:20.300 --> 00:02:22.100]  一個人能夠講完
[00:02:22.100 --> 00:02:23.900]  所以耶穌基督的啟示
[00:02:23.900 --> 00:02:27.100]  是超越眾先知的啟示
[00:02:27.100 --> 00:02:28.400]  上一次我跟大家講過
[00:02:28.400 --> 00:02:30.700]  耶穌基督是超越天使
[00:02:30.700 --> 00:02:33.300]  同樣我都說天使不是不重要
[00:02:33.300 --> 00:02:35.300]  天使在耶穌的生命當中
[00:02:35.300 --> 00:02:36.700]  每一個時段
[00:02:36.700 --> 00:02:38.700]  每一個很重要的階段裏面
[00:02:38.700 --> 00:02:40.500]  天使都出現
[00:02:40.500 --> 00:02:42.000]  以致天使很重要
[00:02:42.000 --> 00:02:45.400]  不過在耶穌基督和天使一比較
[00:02:45.400 --> 00:02:48.400]  無論身份地位和使命
[00:02:48.400 --> 00:02:53.100]  我們發覺耶穌基督遠遠超越天使
[00:02:53.100 --> 00:02:54.300]  因著第一章
[00:02:54.300 --> 00:02:56.700]  我們看到耶穌基督的超越性
[00:02:56.700 --> 00:02:59.800]  祂的權柄 祂的地位 祂的身份
