
[00:00:00.000 --> 00:00:03.820]  各位朋友,我們都是多謝大家
[00:00:03.820 --> 00:00:07.800]  給這個機會我今天跟大家做一個分享
[00:00:07.800 --> 00:00:10.900]  陳復思找我,高主任找我
[00:00:10.900 --> 00:00:13.880]  他給我一個題目叫我講一下環保
[00:00:13.880 --> 00:00:20.180]  好,我就試一下從這個題目講一下福音的問題
[00:00:20.180 --> 00:00:24.840]  其實福音我覺得是多元化的,什麼都可以講
[00:00:24.840 --> 00:00:32.380]  環保這個項目其實特別是跟福音有關聯
[00:00:32.380 --> 00:00:34.200]  因為裏面有很多的訊息
[00:00:34.200 --> 00:00:38.160]  其實一定要你明白了聖經福音的道理
[00:00:38.160 --> 00:00:41.620]  你才走環保這條路是走得通的
[00:00:41.620 --> 00:00:47.360]  所以我今天陳復思給我的題目是環保信仰
[00:00:47.360 --> 00:00:50.820]  環保信仰要可持續發展
[00:00:50.820 --> 00:00:54.860]  後來我就弄多一個副題出來
[00:00:54.860 --> 00:00:57.600]  叫人生極地六因情
[00:00:57.600 --> 00:00:59.980]  好詩意
[00:00:59.980 --> 00:01:04.640]  六因情大家知道綠色的草地我們搞環保
[00:01:04.640 --> 00:01:08.140]  我自己本身都是綠色力量的會長
[00:01:08.140 --> 00:01:11.980]  所以我又搞一下六因情這個明白
[00:01:11.980 --> 00:01:13.640]  人生極地是什麼意思呢
[00:01:13.640 --> 00:01:15.720]  極地其實跟我有關係的
[00:01:15.720 --> 00:01:17.620]  不知道大家知不知道
[00:01:17.620 --> 00:01:21.060]  有些地方這些圖片都拍得出來
[00:01:21.060 --> 00:01:24.940]  有兩個地球在裏面
[00:01:24.940 --> 00:01:27.260]  兩個一個南極一個北極
[00:01:27.260 --> 00:01:28.800]  倒轉頭
[00:01:28.800 --> 00:01:32.700]  藍色那裏穿了一個洞就是南極
[00:01:32.700 --> 00:01:34.500]  就是臭氧層一個洞
[00:01:34.500 --> 00:01:36.700]  整個石膏那裏是北極
[00:01:36.700 --> 00:01:39.820]  南極北極我是老友記
[00:01:39.820 --> 00:01:41.040]  為什麼呢
[00:01:41.040 --> 00:01:43.300]  因為我去了七次北極三次南極
[00:01:43.300 --> 00:01:48.140]  因為人大給我一個機會做科研
[00:01:48.140 --> 00:01:51.860]  我就不如和我在南北極的經歷那裏
[00:01:51.860 --> 00:01:55.380]  講一下我們環保這個事
[00:01:55.380 --> 00:02:11.560]  人生極地其實先從一個負面一點的地方開始
[00:02:11.560 --> 00:02:16.100]  大家都知道其實做人的事我們都很艱難
[00:02:16.100 --> 00:02:19.400]  以前做人辛苦甚艱難
[00:02:19.400 --> 00:02:21.340]  現在做人老公都很艱難
[00:02:21.340 --> 00:02:23.720]  做人爹地媽咪都很艱難
[00:02:23.720 --> 00:02:26.300]  做公司老闆當然艱難
[00:02:26.300 --> 00:02:29.100]  其實打工更加艱難
[00:02:29.100 --> 00:02:32.160]  現在做老闆真的一點都不容易
[00:02:32.160 --> 00:02:33.060]  很辛苦
[00:02:33.060 --> 00:02:37.260]  所以現在我們新的一個名詞叫做血汗僱主
[00:02:37.260 --> 00:02:41.240]  就是在家裏工人
[00:02:41.240 --> 00:02:43.240]  現在福利越來越好
[00:02:43.240 --> 00:02:45.800]  人生其實真的有很多東西要管理
[00:02:45.800 --> 00:02:49.180]  我們講我們財產要管理
[00:02:49.180 --> 00:02:51.180]  有些資源要管理
[00:02:51.180 --> 00:02:54.120]  做人很多人際的關係
[00:02:54.120 --> 00:02:56.120]  社會的情況
[00:02:56.120 --> 00:02:58.680]  的確都是很複雜的
[00:02:58.680 --> 00:03:01.100]  另外我們新時代
[00:03:01.100 --> 00:03:04.360]  什麼都要有新的資訊
[00:03:04.360 --> 00:03:05.720]  新的知識
[00:03:05.720 --> 00:03:09.280]  所以現在的手機就很發達
[00:03:09.280 --> 00:03:12.720]  但是手機發達又帶來我們人生很多苦惱
[00:03:12.720 --> 00:03:15.920]  因為以前手機不發達的時候
[00:03:15.920 --> 00:03:20.280]  我們想打個電話找親戚朋友在海外是很難的
[00:03:20.280 --> 00:03:23.480]  所以那時候我讀書的時候都記得
[00:03:23.480 --> 00:03:27.280]  要在英國排隊在電話亭等長途電話
[00:03:27.280 --> 00:03:30.000]  現在打個手機多方便
[00:03:30.000 --> 00:03:34.200]  但是現在的手機我們用什麼形容詞來形容呢
[00:03:34.200 --> 00:03:36.580]  就是這摸近那摸遠
[00:03:36.580 --> 00:03:40.400]  為什麼這麼久吃飯各自打機
[00:03:40.400 --> 00:03:42.720]  雖然很近
[00:03:42.720 --> 00:03:48.200]  但是其實知識科技不是解決了我們人生很多問題
[00:03:48.200 --> 00:03:52.360]  反而帶來我們人生更多的隔膜
[00:03:52.360 --> 00:03:55.520]  一起吃飯本來吃甜點飯是很開心的
[00:03:55.520 --> 00:03:57.840]  但是個個都想著打機
[00:03:57.840 --> 00:03:59.840]  浪費了甜點飯
[00:03:59.840 --> 00:04:02.320]  這些東西要管理
[00:04:02.320 --> 00:04:03.520]  知識要管理
[00:04:03.520 --> 00:04:05.160]  健康要管理
[00:04:05.160 --> 00:04:06.720]  智慧要管理
[00:04:06.720 --> 00:04:07.960]  感情要管理
[00:04:07.960 --> 00:04:09.960]  現在健康都要管理
[00:04:09.960 --> 00:04:12.160]  剛才我們吃飯的時候
[00:04:12.160 --> 00:04:16.120]  那些人就節食
[00:04:16.120 --> 00:04:18.360]  節食的時候我們就出了一個新的名詞
[00:04:18.360 --> 00:04:20.360]  我們叫做體重管理
[00:04:20.360 --> 00:04:22.560]  體重管理
[00:04:22.560 --> 00:04:25.160]  體重管理都是健康管理
[00:04:25.160 --> 00:04:27.640]  時間管理這個不用說了
[00:04:27.640 --> 00:04:29.040]  因為講完這個拖
[00:04:29.040 --> 00:04:31.040]  我三點鐘又要回去開會了
[00:04:31.040 --> 00:04:34.320]  管理改變是有些重要的
[00:04:34.320 --> 00:04:36.320]  人生你有沒有想過
[00:04:36.320 --> 00:04:39.920]  管理改變更艱難
[00:04:39.920 --> 00:04:41.920]  因為世界是與時並進
[00:04:41.920 --> 00:04:43.920]  天天都變了
[00:04:43.920 --> 00:04:45.920]  我們都有很多感嘆
[00:04:45.920 --> 00:04:47.920]  人生可以這麼說
[00:04:47.920 --> 00:04:52.240]  我自己覺得做人這麼多年來
[00:04:52.240 --> 00:04:53.760]  無論是搞環保
[00:04:53.760 --> 00:04:55.760]  搞我自己學術的研究
[00:04:55.760 --> 00:04:57.760]  搞教育的工作
[00:04:57.760 --> 00:04:59.000]  教會的事務
[00:04:59.000 --> 00:05:02.000]  我始終覺得人生的支撐是怎樣
[00:05:02.000 --> 00:05:05.000]  首先是由我們自己的信念開始
[00:05:05.000 --> 00:05:09.000]  我們的信念要堅強要正確
[00:05:09.000 --> 00:05:14.000]  有一層信念我們開始建立我們人生的價值觀
[00:05:14.000 --> 00:05:16.000]  從我們人生的價值觀
[00:05:16.000 --> 00:05:19.000]  再變成我們人生的品格
[00:05:19.000 --> 00:05:21.000]  我們做人的品格
[00:05:21.000 --> 00:05:23.000]  我們主事的能力
[00:05:23.000 --> 00:05:24.000]  這個是甚麼呢
[00:05:24.000 --> 00:05:25.000]  就是decision making
[00:05:25.000 --> 00:05:28.000]  我們叫做決斷決策
[00:05:28.000 --> 00:05:31.000]  很多時候差之毫釐貌與千里
[00:05:31.000 --> 00:05:33.000]  有些東西被人品評
[00:05:33.000 --> 00:05:35.000]  其實就是他的決策錯誤
[00:05:35.000 --> 00:05:37.000]  其實決策為甚麼會錯誤呢
[00:05:37.000 --> 00:05:39.000]  就是他價值觀錯誤
