
[00:00:00.000 --> 00:00:02.800]  今日和大家思想的講題
[00:00:02.800 --> 00:00:06.800]  「愛是不求自己的益處」
[00:00:06.800 --> 00:00:08.900]  我相信這句說話
[00:00:08.900 --> 00:00:10.900]  很多不信耶穌的人
[00:00:10.900 --> 00:00:12.500]  或者其他人會覺得
[00:00:12.500 --> 00:00:14.300]  不可能的
[00:00:14.300 --> 00:00:16.900]  怎會不為自己益處呢?
[00:00:16.900 --> 00:00:20.600]  「人不為己 後果你知冧」
[00:00:20.600 --> 00:00:23.100]  但這確實是聖經的教導
[00:00:23.100 --> 00:00:24.800]  哥倫多前書十五章五節
[00:00:24.800 --> 00:00:26.200]  我們曾經讀過
[00:00:26.200 --> 00:00:30.900]  其中一章講到「愛是不求自己的益處」
[00:00:30.900 --> 00:00:33.200]  現實世界告訴你
[00:00:33.200 --> 00:00:35.300]  很多都為自己
[00:00:35.300 --> 00:00:38.400]  當今日疫苗仍然很缺乏的時候
[00:00:38.400 --> 00:00:41.500]  應該說今天仍然有些地方的人
[00:00:41.500 --> 00:00:43.500]  是打不到疫苗的
[00:00:43.500 --> 00:00:45.400]  但當然也有很多國家
[00:00:45.400 --> 00:00:46.800]  儲備很多疫苗
[00:00:46.800 --> 00:00:49.300]  甚至快到期
[00:00:49.300 --> 00:00:53.100]  今天我們看到很多的窮困國家
[00:00:53.100 --> 00:00:56.700]  收了很多很多所謂的廢物
[00:00:56.700 --> 00:00:58.900]  這些廢物可能是污染自己的國家
[00:00:58.900 --> 00:01:00.000]  無奈這些廢物
[00:01:00.000 --> 00:01:04.500]  就成為他們能夠賺到外匯的一個機會
[00:01:04.500 --> 00:01:07.500]  有錢的國家可能會將一些他們不想要的
[00:01:07.500 --> 00:01:11.400]  甚至覺得會危害自己國家的一些廢料
[00:01:11.400 --> 00:01:13.300]  甚至可能是輻射的
[00:01:13.300 --> 00:01:17.000]  去運到一些窮困的國家
[00:01:17.000 --> 00:01:19.100]  今天很遠的地方
[00:01:19.100 --> 00:01:20.500]  很多地方的人
[00:01:20.500 --> 00:01:25.100]  甚至連乾淨的水都不能夠享用的時候
[00:01:25.100 --> 00:01:26.600]  今天我們用都用不完
[00:01:26.600 --> 00:01:30.100]  甚至是大浪費
[00:01:30.100 --> 00:01:32.900]  「愛是不求自己的益處」
[00:01:32.900 --> 00:01:34.400]  這個不單是聖經的教導
[00:01:34.400 --> 00:01:36.500]  也是我們信仰的核心
[00:01:36.500 --> 00:01:39.300]  是我們信仰要思想的
[00:01:39.300 --> 00:01:41.500]  今天是章林奇第二主日
[00:01:41.500 --> 00:01:44.700]  是記載昔日主耶穌基督降生
[00:01:44.700 --> 00:01:47.100]  為我們受苦救贖我們
[00:01:47.100 --> 00:01:48.600]  因為章林奇對於我們今天來說
[00:01:48.600 --> 00:01:49.900]  都很重要的
[00:01:49.900 --> 00:01:52.600]  因為耶穌確實會再來
[00:01:52.600 --> 00:01:55.100]  祂會將再臨
[00:01:55.100 --> 00:01:56.900]  但是接下來的耶穌基督再臨
[00:01:56.900 --> 00:01:58.300]  不再一樣了
[00:01:58.300 --> 00:01:59.900]  祂要永要再來
[00:01:59.900 --> 00:02:01.500]  要作王到永遠
[00:02:01.500 --> 00:02:05.700]  要審判世界
[00:02:05.700 --> 00:02:08.100]  過去四次的主日
[00:02:08.100 --> 00:02:15.200]  我和大家思想過一至七屆
[00:02:15.200 --> 00:02:20.500]  十屆其實是神對仍然在曠野流浪
[00:02:20.500 --> 00:02:22.600]  還未立國的以色列和子民
[00:02:22.600 --> 00:02:26.000]  十句的說話和要求
[00:02:26.000 --> 00:02:28.200]  神和子民立約
[00:02:28.200 --> 00:02:31.800]  他需要透過十屆成為他們的指引
[00:02:31.800 --> 00:02:35.200]  測試他們是否對這個約忠誠
[00:02:35.200 --> 00:02:38.600]  所以百姓必須要遵守
[00:02:38.600 --> 00:02:40.600]  唯有透過遵守
[00:02:40.600 --> 00:02:44.100]  讓子民能夠保持和上帝的關係
[00:02:44.100 --> 00:02:46.500]  甚至為他們日後立國
[00:02:46.500 --> 00:02:49.400]  成立一個很好的基礎
[00:02:49.400 --> 00:02:51.500]  十屆對於今天來說
[00:02:51.500 --> 00:02:53.200]  是否很遙遠呢?
[00:02:53.200 --> 00:02:55.000]  還在舊約
[00:02:55.000 --> 00:02:57.400]  十屆好像是摩西對以色列人說的
[00:02:57.400 --> 00:02:59.400]  關我甚麼事?
[00:02:59.400 --> 00:03:00.800]  但如果細心看的時候
[00:03:00.800 --> 00:03:03.600]  十屆不只是十條的誡命
[00:03:03.600 --> 00:03:06.800]  十屆成為日後摩西五經的重要基礎
[00:03:06.800 --> 00:03:11.000]  十屆今天也成為我們基督教信仰的很重要基礎
[00:03:11.000 --> 00:03:12.800]  是關乎我們和神
[00:03:12.800 --> 00:03:15.700]  和自己和人的關係
[00:03:15.700 --> 00:03:19.000]  所以認識十屆是很重要的
[00:03:19.000 --> 00:03:21.500]  十屆很清晰的分類
[00:03:21.500 --> 00:03:22.600]  分為兩大類
[00:03:22.600 --> 00:03:24.900]  頭四屆就是對上帝
[00:03:24.900 --> 00:03:26.600]  在四屆裡告訴你
[00:03:26.600 --> 00:03:29.400]  我們對上帝是要專一
[00:03:29.400 --> 00:03:31.300]  這個約告訴你
[00:03:31.300 --> 00:03:34.000]  我們要對約是忠誠
[00:03:34.000 --> 00:03:35.500]  如果大家不守約
[00:03:35.500 --> 00:03:37.400]  這個約就毀了
[00:03:37.400 --> 00:03:40.300]  既然神和子民和我們立了約
[00:03:40.300 --> 00:03:44.000]  我們就唯有忠誠、專一地對待他
[00:03:44.000 --> 00:03:45.200]  第二方面
[00:03:45.200 --> 00:03:47.100]  第五到第十節的時候
[00:03:47.100 --> 00:03:49.900]  是講到對人方面
[00:03:49.900 --> 00:03:51.200]  對人方面簡單來說
[00:03:51.200 --> 00:03:55.900]  就是我們要以愛真誠地相待
[00:03:55.900 --> 00:03:57.700]  在細分的時候
[00:03:57.700 --> 00:04:00.000]  我們將第五至第七屆
[00:04:00.000 --> 00:04:01.900]  分為真愛對人
[00:04:01.900 --> 00:04:03.500]  而第八至第十屆
[00:04:03.500 --> 00:04:07.400]  我分為嚴謹的對己
[00:04:07.400 --> 00:04:09.700]  我們一起多讀第八至第十屆
[00:04:09.700 --> 00:04:11.100]  十五至十七節一起讀
[00:04:11.100 --> 00:04:13.100]  預備起
[00:04:13.100 --> 00:04:14.800]  不可偷渡
[00:04:14.800 --> 00:04:16.800]  不可造假見證
[00:04:16.800 --> 00:04:18.900]  陷害你的鄰舍
[00:04:18.900 --> 00:04:21.700]  不可貪戀你鄰舍的房屋
[00:04:21.700 --> 00:04:24.700]  不可貪戀你鄰舍的妻子
[00:04:24.700 --> 00:04:27.200]  奴僕、婢女、牛奴
[00:04:27.200 --> 00:04:29.300]  以及他一切所有的
[00:04:29.300 --> 00:04:29.900]  簡單來說
[00:04:29.900 --> 00:04:31.400]  在十屆最後的三屆裡
[00:04:31.400 --> 00:04:33.000]  就說不要偷東西
[00:04:33.000 --> 00:04:35.500]  不要作假去害人
[00:04:35.500 --> 00:04:37.700]  不要貪婪
[00:04:37.700 --> 00:04:39.500]  不可不可不可不可
[00:04:39.500 --> 00:04:41.300]  似乎是在說
[00:04:41.300 --> 00:04:44.100]  我們對其他人不可以做的事情
[00:04:44.100 --> 00:04:45.600]  但很想在最後
[00:04:45.600 --> 00:04:46.600]  這次的機會
[00:04:46.600 --> 00:04:48.700]  說到十屆最後這三屆裡
[00:04:48.700 --> 00:04:51.000]  我們將焦點嘗試
[00:04:51.000 --> 00:04:54.400]  去從對付自己
[00:04:54.400 --> 00:04:58.300]  以及人的內心角度入手去反思
[00:04:58.300 --> 00:04:59.900]  原來自己很重要
[00:04:59.900 --> 00:05:03.800]  很多問題是源出於我們裡面的我
[00:05:03.800 --> 00:05:08.700]  如果我們對自己沒有認真的認識
[00:05:08.700 --> 00:05:10.800]  什麼叫認真的認識?
[00:05:10.800 --> 00:05:13.500]  原來我自己的我
[00:05:13.500 --> 00:05:15.500]  是很自大的
[00:05:15.500 --> 00:05:19.800]  原來我的自己是非常狡猾的
[00:05:19.800 --> 00:05:20.300]  簡單來說
[00:05:20.300 --> 00:05:23.700]  你和我每個人裡面都有一個小魔怪
[00:05:23.700 --> 00:05:26.700]  這個小魔怪會隨時
[00:05:26.700 --> 00:05:27.500]  叫我們做出一些
[00:05:27.500 --> 00:05:29.800]  我自己想不到的事情
[00:05:29.800 --> 00:05:31.700]  如果我們不好地對付自己
[00:05:31.700 --> 00:05:33.000]  這個小魔怪
[00:05:33.000 --> 00:05:35.800]  絕對會引申很多
[00:05:35.800 --> 00:05:39.800]  對己對人影響的問題
[00:05:39.800 --> 00:05:41.700]  為什麼人會偷渡?
[00:05:41.700 --> 00:05:43.900]  為什麼會作假去陷害人?
[00:05:43.900 --> 00:05:45.800]  或者搶別人的東西?
[00:05:45.800 --> 00:05:49.200]  是因為我們裡面的貪婪
[00:05:49.200 --> 00:05:52.200]  或者我們裡面那種對上帝的不信服
[00:05:52.200 --> 00:05:54.900]  為什麼我只有這麼少?
[00:05:54.900 --> 00:05:57.300]  為什麼祂比我好?
[00:05:57.300 --> 00:05:58.800]  為什麼上帝你對我不公平?
[00:05:58.800 --> 00:06:00.600]  我應該配得更好的
[00:06:00.600 --> 00:06:04.200]  就是因為對上帝不服
[00:06:04.200 --> 00:06:07.300]  以致我們會產生很多很多的問題
[00:06:07.300 --> 00:06:09.900]  加上我們對上帝那種的愛
[00:06:09.900 --> 00:06:13.200]  根本就沒有很好的認真認識
[00:06:13.200 --> 00:06:15.000]  以致我們不能夠以神的愛
[00:06:15.000 --> 00:06:17.000]  去愛我們身邊的人
[00:06:17.000 --> 00:06:18.900]  讓我們今早把握機會
[00:06:18.900 --> 00:06:21.200]  一起思想一下最後這三屆
[00:06:21.200 --> 00:06:22.200]  第八屆
[00:06:22.200 --> 00:06:24.500]  不可偷渡
[00:06:24.500 --> 00:06:25.900]  偷渡不只是錢
[00:06:25.900 --> 00:06:27.700]  不只是物件
[00:06:27.700 --> 00:06:29.200]  在經文裡面所說的
[00:06:29.200 --> 00:06:30.700]  其實包括什麼?
[00:06:30.700 --> 00:06:33.800]  人或者人身的自由
[00:06:33.800 --> 00:06:35.900]  在《生命紀》二十四章這樣記載
[00:06:35.900 --> 00:06:40.200]  他發現有人綁架以色列人中的一個弟兄
[00:06:40.200 --> 00:06:42.400]  把他當奴隸對待
[00:06:42.400 --> 00:06:44.300]  或把他賣了
[00:06:44.300 --> 00:06:47.500]  那綁架人的就必處死
[00:06:47.500 --> 00:06:51.400]  這樣你就要把握從你中間除掉
[00:06:51.400 --> 00:06:53.800]  原來在當時裡面有拐帶
[00:06:53.800 --> 00:06:57.100]  有綁架人做奴隸
[00:06:57.100 --> 00:06:57.800]  在當時來說
[00:06:57.800 --> 00:07:00.900]  人口或者人的勞動力是很重要
[00:07:00.900 --> 00:07:02.700]  當時有奴隸
[00:07:02.700 --> 00:07:04.800]  所以很多人就為了搶人
[00:07:04.800 --> 00:07:07.500]  搶人就可以有奴隸
[00:07:07.500 --> 00:07:09.700]  所以摩西很清楚提醒
[00:07:09.700 --> 00:07:11.300]  不要偷渡
[00:07:11.300 --> 00:07:15.200]  包括不要偷了人的自由
[00:07:15.200 --> 00:07:17.800]  偷渡不是因為人沒有
[00:07:17.800 --> 00:07:20.300]  很多事實告訴你
[00:07:20.300 --> 00:07:22.200]  你有還去偷
[00:07:22.200 --> 00:07:25.000]  有沒有搞錯?
[00:07:25.000 --> 00:07:27.100]  人有仍然去偷
[00:07:27.100 --> 00:07:29.800]  是源出人內心的貪念
[00:07:29.800 --> 00:07:31.000]  剛才我所說
[00:07:31.000 --> 00:07:32.800]  是對上帝
[00:07:32.800 --> 00:07:34.000]  或者我們以前所說
[00:07:34.000 --> 00:07:36.900]  對上天的不滿
[00:07:36.900 --> 00:07:39.100]  上帝說你沒有好好供應我
[00:07:39.100 --> 00:07:41.800]  所以搞到我要偷
[00:07:41.800 --> 00:07:43.000]  並且會埋怨
[00:07:43.000 --> 00:07:45.400]  為什麼人家比我好
[00:07:45.400 --> 00:07:48.100]  那種比較
[00:07:48.100 --> 00:07:54.400]  使我們要去搶人家擁有的東西
[00:07:54.400 --> 00:07:55.400]  記住
[00:07:55.400 --> 00:07:57.600]  每個人的私人財產
[00:07:57.600 --> 00:07:59.600]  都應該得到保障
[00:07:59.600 --> 00:08:01.500]  即使我家怎樣也好
[00:08:01.500 --> 00:08:03.400]  你不可以隨便進來我家
[00:08:03.400 --> 00:08:04.800]  就算你是執法人員
[00:08:04.800 --> 00:08:06.300]  你沒有搜查令
[00:08:06.300 --> 00:08:07.900]  都不可以進我家
[00:08:07.900 --> 00:08:09.400]  拿我的東西
[00:08:09.400 --> 00:08:10.400]  因為我家的東西
[00:08:10.400 --> 00:08:11.300]  無論什麼東西
[00:08:11.300 --> 00:08:12.700]  都是有受保障
[00:08:12.700 --> 00:08:15.000]  是屬於我的私人財產
[00:08:15.000 --> 00:08:16.100]  好與不好
[00:08:16.100 --> 00:08:18.200]  與你無關
[00:08:18.200 --> 00:08:20.400]  但因為我們人會比較
[00:08:20.400 --> 00:08:21.100]  你這麼好
[00:08:21.100 --> 00:08:21.800]  比我好
[00:08:21.800 --> 00:08:22.600]  我就拿
[00:08:22.600 --> 00:08:23.200]  你這麼多
[00:08:23.200 --> 00:08:25.900]  我拿一樣
[00:08:25.900 --> 00:08:27.800]  除了比較之外
[00:08:27.800 --> 00:08:30.600]  質度也使我們會產生
[00:08:30.600 --> 00:08:32.500]  去偷別人的東西
[00:08:32.500 --> 00:08:34.700]  一種不滿足的感覺
[00:08:34.700 --> 00:08:36.800]  覺得別人的東西比我好
[00:08:36.800 --> 00:08:38.600]  所以我就很不開心
