
[00:00:00.000 --> 00:00:06.000]  大家,你們是否懼怕神?
[00:00:06.000 --> 00:00:08.000]  怕不怕神?
[00:00:08.000 --> 00:00:11.000]  有些人可能說牧師當然怕
[00:00:11.000 --> 00:00:15.000]  耶穌自己在馬太福音28章說
[00:00:15.000 --> 00:00:19.000]  那殺身體不能殺靈魂的
[00:00:19.000 --> 00:00:20.000]  不要怕他們
[00:00:20.000 --> 00:00:24.000]  唯有能把身體和靈魂都滅在地獄裡的
[00:00:24.000 --> 00:00:26.000]  正要怕他
[00:00:26.000 --> 00:00:28.000]  當然怕神
[00:00:28.000 --> 00:00:30.000]  也可能有些人說
[00:00:30.000 --> 00:00:31.000]  當然不怕
[00:00:31.000 --> 00:00:33.000]  因為希伯來斯跟我們說
[00:00:33.000 --> 00:00:36.000]  我們可以坦然無懼
[00:00:36.000 --> 00:00:38.000]  來到施恩寶座面前
[00:00:38.000 --> 00:00:40.000]  為德憐憫恩惠
[00:00:40.000 --> 00:00:43.000]  作隨時的幫助
[00:00:43.000 --> 00:00:45.000]  兩處經文給我們看到
[00:00:45.000 --> 00:00:47.000]  我們應該怕神
[00:00:47.000 --> 00:00:51.000]  不需要懼怕神
[00:00:51.000 --> 00:00:55.000]  曾經有一個剛離婚不久的男士
[00:00:55.000 --> 00:01:02.000]  曾經聽說過一對夫婦幾十年都沒有吵架
[00:01:02.000 --> 00:01:06.000]  他馬上就去探訪這對夫婦
[00:01:06.000 --> 00:01:08.000]  找到丈夫之後
[00:01:08.000 --> 00:01:10.000]  就問丈夫
[00:01:10.000 --> 00:01:12.000]  你可不可以告訴我
[00:01:12.000 --> 00:01:18.000]  你們幾十年都沒有吵架的秘訣在哪裡
[00:01:18.000 --> 00:01:20.000]  丈夫就說
[00:01:20.000 --> 00:01:22.000]  現在說回來
[00:01:22.000 --> 00:01:26.000]  應該有六十年之前的事了
[00:01:26.000 --> 00:01:28.000]  在我們剛結婚不久
[00:01:28.000 --> 00:01:33.000]  我和我老婆騎著小雷去城裡
[00:01:33.000 --> 00:01:36.000]  打算買點東西逛逛街
[00:01:36.000 --> 00:01:37.000]  逛逛的時候
[00:01:37.000 --> 00:01:40.000]  雷就啪啪啪
[00:01:40.000 --> 00:01:41.000]  發軟體
[00:01:41.000 --> 00:01:42.000]  跌一跌
[00:01:42.000 --> 00:01:44.000]  太太就看著雷說
[00:01:44.000 --> 00:01:46.000]  第一次
[00:01:46.000 --> 00:01:47.000]  看回身
[00:01:47.000 --> 00:01:48.000]  繼續走
[00:01:48.000 --> 00:01:50.000]  走著走著又發軟體
[00:01:50.000 --> 00:01:52.000]  踢到一塊石頭
[00:01:52.000 --> 00:01:53.000]  又跌了
[00:01:53.000 --> 00:01:54.000]  老婆又看著雷說
[00:01:54.000 --> 00:01:56.000]  第二次
[00:01:56.000 --> 00:01:57.000]  走著走著
[00:01:57.000 --> 00:01:58.000]  雷沒事了
[00:01:58.000 --> 00:02:00.000]  又第三次踢到石頭
[00:02:00.000 --> 00:02:03.000]  太太就看著雷說
[00:02:03.000 --> 00:02:05.000]  第三次
[00:02:05.000 --> 00:02:07.000]  然後不知道從哪裡拿了一把手槍出來
[00:02:07.000 --> 00:02:10.000]  一槍就了斷了那隻雷
[00:02:10.000 --> 00:02:12.000]  那個丈夫看到之後
[00:02:12.000 --> 00:02:13.000]  有沒有搞錯
[00:02:13.000 --> 00:02:15.000]  我們還要靠那隻雷生活
[00:02:15.000 --> 00:02:16.000]  你一槍就打死它
[00:02:16.000 --> 00:02:18.000]  你瘋了嗎
[00:02:18.000 --> 00:02:20.000]  太太看著老公說
[00:02:20.000 --> 00:02:23.000]  第一次
[00:02:23.000 --> 00:02:25.000]  自此之後
[00:02:25.000 --> 00:02:30.000]  再沒有吵架
[00:02:30.000 --> 00:02:33.000]  我們的馴服與愛
[00:02:33.000 --> 00:02:35.000]  是不是好像這個丈夫那樣
[00:02:35.000 --> 00:02:37.000]  出於恐懼呢
[00:02:37.000 --> 00:02:39.000]  今天的經文
[00:02:39.000 --> 00:02:40.000]  今天的故事
[00:02:40.000 --> 00:02:43.000]  神告訴當時的以色列民聽的時候
[00:02:43.000 --> 00:02:45.000]  是在火中
[00:02:45.000 --> 00:02:47.000]  在這個烈焰當中
[00:02:47.000 --> 00:02:49.000]  當時的以色列民嚇得不得了
[00:02:49.000 --> 00:02:51.000]  在懼怕當中
[00:02:51.000 --> 00:02:53.000]  究竟是不是這個懼怕
[00:02:53.000 --> 00:02:55.000]  令到當時的以色列民
[00:02:55.000 --> 00:03:00.000]  遵守神的律例與典章呢
[00:03:00.000 --> 00:03:03.000]  我們又如何去滿足
[00:03:03.000 --> 00:03:06.000]  似乎沒有辦法能夠滿足的律法呢
[00:03:06.000 --> 00:03:08.000]  今天讓我們通過這段經文
[00:03:08.000 --> 00:03:11.000]  一起去思考一下
[00:03:11.000 --> 00:03:13.000]  在這個以色列民
[00:03:13.000 --> 00:03:16.000]  進入這個應許之地的時候
[00:03:16.000 --> 00:03:21.000]  摩西在第二代的以色列民
[00:03:21.000 --> 00:03:23.000]  他就跟他們說回
[00:03:23.000 --> 00:03:25.000]  四十年之前
[00:03:25.000 --> 00:03:28.000]  他如何從神在西乃山上
[00:03:28.000 --> 00:03:31.000]  領受這個十誡
[00:03:31.000 --> 00:03:32.000]  在那個時候
[00:03:32.000 --> 00:03:34.000]  聖經告訴我們
[00:03:34.000 --> 00:03:36.000]  整個山都是火焰燒山
[00:03:36.000 --> 00:03:39.000]  百姓聽見從黑暗中出來的聲音
[00:03:39.000 --> 00:03:42.000]  每個人都嚇得不得了
[00:03:42.000 --> 00:03:44.000]  當他聽到神的聲音
[00:03:44.000 --> 00:03:46.000]  從火焰之中出來的時候
[00:03:46.000 --> 00:03:48.000]  他們都在懼怕當中
[00:03:48.000 --> 00:03:49.000]  怕什麼呢
[00:03:49.000 --> 00:03:50.000]  聖經說
[00:03:50.000 --> 00:03:54.000]  怕那個大火將要消滅他們
[00:03:54.000 --> 00:03:56.000]  也怕耶和華的聲音
[00:03:56.000 --> 00:03:59.000]  聽到的時候就必死亡
[00:03:59.000 --> 00:04:01.000]  由於這個恐懼
[00:04:01.000 --> 00:04:05.000]  他們不敢走近那座山
[00:04:05.000 --> 00:04:06.000]  我想問
[00:04:06.000 --> 00:04:07.000]  這個恐懼
[00:04:07.000 --> 00:04:09.000]  像不像剛才我們所說的
[00:04:09.000 --> 00:04:10.000]  那個丈夫
[00:04:10.000 --> 00:04:13.000]  都是一樣類型的恐懼呢
[00:04:13.000 --> 00:04:17.000]  在《出埃及記》
[00:04:17.000 --> 00:04:21.000]  那裡有記載摩西當時的反應
[00:04:21.000 --> 00:04:25.000]  摩西對於百姓的懼怕
[00:04:25.000 --> 00:04:26.000]  他就跟百姓說
[00:04:26.000 --> 00:04:27.000]  不用怕
[00:04:27.000 --> 00:04:30.000]  因為神降臨是要試驗你們
[00:04:30.000 --> 00:04:33.000]  叫你們時常敬畏他
[00:04:33.000 --> 00:04:35.000]  不致犯罪
[00:04:35.000 --> 00:04:39.000]  原文這個懼怕和敬畏
[00:04:39.000 --> 00:04:41.000]  這兩個動詞
[00:04:41.000 --> 00:04:44.000]  是同一個希伯來文
[00:04:44.000 --> 00:04:46.000]  如果我們將這個希伯來文
[00:04:46.000 --> 00:04:49.000]  用同一個中文字來翻譯的話
[00:04:49.000 --> 00:04:51.000]  可以這樣翻譯的
[00:04:51.000 --> 00:04:52.000]  不用怕
[00:04:52.000 --> 00:04:55.000]  因為神降臨是要試驗你們
[00:04:55.000 --> 00:04:57.000]  要叫你們時常懼怕
[00:04:57.000 --> 00:04:59.000]  那是什麼意思呢
[00:04:59.000 --> 00:05:00.000]  又叫他們不用懼怕
[00:05:00.000 --> 00:05:02.000]  等一下又叫他們時常懼怕
[00:05:02.000 --> 00:05:05.000]  這句話是不是有很大的矛盾在裡面呢
[00:05:05.000 --> 00:05:06.000]  有沒有
[00:05:06.000 --> 00:05:07.000]  好像有
[00:05:07.000 --> 00:05:11.000]  答案就是
[00:05:11.000 --> 00:05:14.000]  在聖經裡面的懼怕
[00:05:14.000 --> 00:05:17.000]  是有兩種不同類型的懼怕
[00:05:17.000 --> 00:05:20.000]  第一種就是懼怕受到懲罰
[00:05:20.000 --> 00:05:21.000]  懼怕受到傷害
[00:05:21.000 --> 00:05:24.000]  這是人很自然的一種情緒反應
[00:05:24.000 --> 00:05:25.000]  例如什麼
[00:05:25.000 --> 00:05:27.000]  例如我們看到一條蛇都會怕
[00:05:27.000 --> 00:05:28.000]  地震你怕不怕
[00:05:28.000 --> 00:05:29.000]  所有人都怕
[00:05:29.000 --> 00:05:31.000]  我做錯事的時候怕什麼
[00:05:31.000 --> 00:05:32.000]  怕被人發現
[00:05:32.000 --> 00:05:35.000]  怕受到別人的懲罰
[00:05:35.000 --> 00:05:39.000]  不過聖經中也給我們一些例子
[00:05:39.000 --> 00:05:42.000]  如果大家記得亞當的故事
[00:05:42.000 --> 00:05:44.000]  亞當做了一些不應該做
[00:05:44.000 --> 00:05:46.000]  做了一些神叫他不要做的事情
[00:05:46.000 --> 00:05:47.000]  他接著怎麼樣
[00:05:47.000 --> 00:05:48.000]  亞當就說
[00:05:48.000 --> 00:05:50.000]  亞當就跟神說
[00:05:50.000 --> 00:05:53.000]  我在圓中聽見你的聲音
[00:05:53.000 --> 00:05:54.000]  我聽到我就怕了
[00:05:54.000 --> 00:05:55.000]  因為我赤身露體
[00:05:55.000 --> 00:05:58.000]  所以我就躲起來了
[00:05:58.000 --> 00:06:01.000]  懼怕使得當時的亞當
[00:06:01.000 --> 00:06:03.000]  逃避神
[00:06:03.000 --> 00:06:04.000]  躲避神
[00:06:04.000 --> 00:06:07.000]  因此害怕或者恐懼的特徵
