
[00:00:00.000 --> 00:00:02.560]  我想杜牧師邀請我的時候
[00:00:02.560 --> 00:00:04.040]  我們都沒有想像到
[00:00:04.040 --> 00:00:07.480]  今天香港社會是這樣的情景
[00:00:07.480 --> 00:00:08.920]  不過無論如何
[00:00:08.920 --> 00:00:10.440]  和大家一起去敬拜
[00:00:10.440 --> 00:00:13.080]  我們透過宣告
[00:00:13.080 --> 00:00:16.440]  主所給我們的喜樂、平安
[00:00:16.440 --> 00:00:18.520]  在這個世界是不能夠奪去的
[00:00:18.520 --> 00:00:20.560]  我們也很清楚知道
[00:00:20.560 --> 00:00:22.240]  上帝的國度
[00:00:22.240 --> 00:00:24.560]  降臨在這個世界裡面
[00:00:24.560 --> 00:00:27.400]  所以即或環境變遷如何
[00:00:27.400 --> 00:00:30.440]  我們靠著主的度和主的靈
[00:00:30.440 --> 00:00:32.160]  我們能夠在這個世界裡面
[00:00:32.160 --> 00:00:35.360]  有信心可以站立得穩,是不是?
[00:00:35.360 --> 00:00:37.320]  我想清楚一點聽到你們的回應
[00:00:37.320 --> 00:00:39.920]  我們是否能夠靠著主的度和主的靈
[00:00:39.920 --> 00:00:42.200]  在這個世界裡面站立得穩?
[00:00:42.200 --> 00:00:43.320]  阿們
[00:00:43.320 --> 00:00:47.120]  我們今天會透過C篇的112篇
[00:00:47.120 --> 00:00:49.560]  我們去學習一些信息
[00:00:49.560 --> 00:00:52.800]  但我先想在講解經文之前
[00:00:52.800 --> 00:00:56.560]  就著社會的情景和大家的互勉
[00:00:56.560 --> 00:00:59.840]  剛才也有一個溫馨提示
[00:00:59.840 --> 00:01:01.880]  這個溫馨提示正正反映著
[00:01:01.880 --> 00:01:03.720]  當我們面對一個
[00:01:03.720 --> 00:01:06.680]  這麼多起伏的社會環境的時候
[00:01:06.680 --> 00:01:12.000]  我們的心情也不斷地在起伏澎湃的裡面
[00:01:12.000 --> 00:01:13.720]  我相信大家沒有想到
[00:01:13.720 --> 00:01:16.600]  由6月9日的那個百萬人遊行
[00:01:16.600 --> 00:01:18.680]  到今天的事態發展
[00:01:18.680 --> 00:01:21.880]  是去到一個這樣的地步
[00:01:21.880 --> 00:01:24.240]  最起初的時候我們恐懼一條
[00:01:24.240 --> 00:01:26.480]  條例的修訂通過
[00:01:26.480 --> 00:01:30.720]  到最近我們見到很多不同不法的事情發生
[00:01:30.720 --> 00:01:34.400]  我們恐懼那些有組織的暴力的事情
[00:01:34.400 --> 00:01:36.960]  甚至我們會恐懼在這個社會裡面
[00:01:36.960 --> 00:01:41.720]  我們見到政府可以陷入一個很嚴重的管治危機
[00:01:41.720 --> 00:01:44.760]  不知道怎樣可以走出來
[00:01:44.760 --> 00:01:49.680]  在這些不同的擔心裡面也有很多傷心
[00:01:49.680 --> 00:01:52.520]  見到那些無辜的人被流血
[00:01:52.520 --> 00:01:55.960]  又或者示威者我們也未必完全認同他們的行為
[00:01:55.960 --> 00:02:00.040]  但是沒有一個人受到去擊打受傷害
[00:02:00.040 --> 00:02:01.920]  包括警察受傷害在內
[00:02:01.920 --> 00:02:05.000]  我們也不想有這樣的事情發生
[00:02:05.000 --> 00:02:07.880]  我們會對於裡面的責任問題
[00:02:07.880 --> 00:02:09.720]  有很多不同的想法
[00:02:09.720 --> 00:02:14.120]  以致到我們也會在當中有很多的判斷
[00:02:14.120 --> 00:02:17.320]  可能彼此之間也有差異也有不同
[00:02:17.320 --> 00:02:20.680]  但是弟兄姊妹讓我們在神面前去謙卑自己
[00:02:20.680 --> 00:02:26.880]  這些情緒也是我們上帝應當彼此互相去接納
[00:02:26.880 --> 00:02:29.840]  但是我們也知道沒有一個判斷是完全
[00:02:29.840 --> 00:02:33.000]  唯有主自己的判斷是完全
[00:02:33.000 --> 00:02:36.120]  我們在學習去作倫理的判斷裡面的時候
[00:02:36.120 --> 00:02:39.200]  我們要很小心謹慎我們自己
[00:02:39.200 --> 00:02:43.240]  同時間我們也知道在這些時候我們會很期望
[00:02:43.240 --> 00:02:46.920]  教會在信息上會能夠幫助我們
[00:02:46.920 --> 00:02:48.320]  但是又很實在
[00:02:48.320 --> 00:02:49.720]  作為一個牧者
[00:02:49.720 --> 00:02:51.640]  我真的很誠心地去表達
[00:02:51.640 --> 00:02:54.160]  沒有一段經文沒有一篇講章
[00:02:54.160 --> 00:02:58.080]  可以去回應個人生命裡面的不同的情事理
[00:02:58.080 --> 00:03:01.480]  所以最重要的是我們在神的話語面前
[00:03:01.480 --> 00:03:04.040]  我們去敞開我們的心靈
[00:03:04.040 --> 00:03:08.240]  是完全的開放去接受主給我們的引導
[00:03:08.240 --> 00:03:10.560]  無論是什麼光景也好
[00:03:10.560 --> 00:03:12.360]  聖經給我們的訓誨
[00:03:12.360 --> 00:03:15.960]  是教導我們在地上怎樣去生活
[00:03:15.960 --> 00:03:18.720]  以致可以見證耶穌和祂的角度
[00:03:18.720 --> 00:03:20.640]  降臨在我們中間
[00:03:20.640 --> 00:03:22.760]  並且耶穌必然要再來
[00:03:22.760 --> 00:03:25.480]  今天所讀的詩篇第112篇
[00:03:25.480 --> 00:03:27.760]  其實是關乎一個敬畏神
[00:03:27.760 --> 00:03:29.880]  和正直人的特質
[00:03:29.880 --> 00:03:33.560]  並且在神所設立的道德秩序裡面
[00:03:33.560 --> 00:03:36.800]  一個這樣的人去得到什麼的英許呢
[00:03:36.800 --> 00:03:40.560]  我們講到道德
[00:03:40.560 --> 00:03:41.960]  不少基督徒都會認為
[00:03:41.960 --> 00:03:44.160]  聖經只不過是提供一些
[00:03:44.160 --> 00:03:46.480]  教條式的道德的規範
[00:03:46.480 --> 00:03:49.560]  教會就是執行教條的組織
[00:03:49.560 --> 00:03:52.960]  而這些教條往往不切實際
[00:03:52.960 --> 00:03:55.200]  人在江湖身不由己
[00:03:55.200 --> 00:03:57.920]  這些教條不合用
[00:03:57.920 --> 00:04:00.240]  20世紀有一位美國很重要的神學家
[00:04:00.240 --> 00:04:02.240]  他叫做尼布爾·瓦克尼姆
[00:04:02.240 --> 00:04:05.600]  他說群眾的本質
[00:04:05.600 --> 00:04:08.200]  群體的本質是註定是罪惡的
[00:04:08.200 --> 00:04:10.240]  沒有美善可言
[00:04:10.240 --> 00:04:14.440]  即使社會上每個人盡上道德的責任
[00:04:14.440 --> 00:04:16.920]  去呈現自己最美善的一面
[00:04:16.920 --> 00:04:20.840]  加起來都不會是一個道德的社會
[00:04:20.840 --> 00:04:22.280]  所以有一本書很出名的
[00:04:22.280 --> 00:04:25.680]  叫做《道德的人與不道德的社會》
[00:04:25.680 --> 00:04:28.480]  尼布爾認為人性的罪惡
[00:04:28.480 --> 00:04:30.480]  在個人的層面裡面
[00:04:30.480 --> 00:04:32.520]  可能會因為自己的道德感
[00:04:32.520 --> 00:04:34.680]  或者加上一些別人
[00:04:34.680 --> 00:04:37.120]  在別人的目光的壓力底下
[00:04:37.120 --> 00:04:41.600]  會將這種罪惡稍微去壓制一下
[00:04:41.600 --> 00:04:44.200]  但在群體在集體的層面裡面
[00:04:44.200 --> 00:04:48.160]  人性的罪惡就很容易被群體去包容
[00:04:48.160 --> 00:04:49.560]  當有一種匿名性
[00:04:49.560 --> 00:04:52.880]  又或者好像甚至有罪惡
[00:04:52.880 --> 00:04:56.800]  好像被某些制度去合理化了的時候
[00:04:56.800 --> 00:04:59.160]  就會失去了罪惡的意識
[00:04:59.160 --> 00:05:03.080]  所以關心社會的基督徒都多數會認為
[00:05:03.080 --> 00:05:06.800]  必須要從制度的層面上去改革
[00:05:06.800 --> 00:05:09.520]  去緩減這些結構性的罪惡
[00:05:09.520 --> 00:05:14.760]  以免好人都被迫去做集體行惡所行的壞事
[00:05:14.760 --> 00:05:17.400]  惡人就受到制度的保障
[00:05:17.400 --> 00:05:19.920]  用法治之名去行惡
[00:05:19.920 --> 00:05:23.200]  以上這個想法很值得我們去參考的
[00:05:23.200 --> 00:05:26.480]  但並未全面反映聖經上的教導
[00:05:26.480 --> 00:05:29.000]  很想在開始講經文之前
[00:05:29.000 --> 00:05:31.640]  跟大家特別留心一件事情就是
[00:05:31.640 --> 00:05:33.360]  我們很清楚的認定
[00:05:33.360 --> 00:05:36.520]  上帝給弟兄姊妹有不同的呼嘯
[00:05:36.520 --> 00:05:39.640]  不只是牧者、傳道人、宣教士才有呼嘯的
[00:05:39.640 --> 00:05:44.320]  我們每一個都帶著上帝的召命在地上去生活
[00:05:44.320 --> 00:05:47.320]  而有部分弟兄姊妹他們的召命確實是
[00:05:47.320 --> 00:05:49.600]  走到社會上的最前線
[00:05:49.600 --> 00:05:51.400]  無論是進入建制裏面
[00:05:51.400 --> 00:05:53.200]  又或者參與社會運動
[00:05:53.200 --> 00:05:55.960]  透過政黨政治選舉等等的方式
[00:05:55.960 --> 00:05:59.240]  去到參與在集體的層面
[00:05:59.240 --> 00:06:03.640]  在社群的層面去追求善而去抑制惡
